Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Dual,Price,,Triple,Stand-by,Talk time,Features_1,Protection,_1,_1_1,Models,Build,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,Dual_1,Music play,Infrared port,Keyboard,Browser
b'blu',b'BLU Life X8',b'https://fdn2.gsmarena.com/vv/bigpic/blu-life-x8.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700(AWS) / 1900 / 2100 - L010U',,b'HSPA 21.1/5.76 Mbps',"b'2015, July. Released 2015, July'",b'Discontinued',b'140.7 x 70.2 x 9.3 mm (5.54 x 2.76 x 0.37 in)',b'149 g (5.26 oz)',b'Dual SIM (Micro-SIM)',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~69.8% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'","b'Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop)'",b'Mediatek MT6592M (28 nm)',b'Octa-core 1.4 GHz Cortex-A7',b'Mali-450MP4',b'microSDXC',b'8GB 1GB RAM',"b'8 MP, AF'","b'LED flash, HDR'",b'1080p@30fps',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 2500 mAh, removable'",,"b'Black, Pink, White, Mint, Gold'",,,,,b'Up to 750 h (2G) / Up to 675 h (3G)',b'Up to 26 h (2G) / Up to 14 h (3G)',,,,,,,,,,,,,,,,,,
b'blu',b'BLU Touchbook G7',b'https://fdn2.gsmarena.com/vv/bigpic/blu-touchbook-g7.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1700(AWS) / 1900 - P240U',,b'HSPA 21.1/5.76 Mbps',"b'2015, August. Released 2015, August'",b'Discontinued',b'197.2 x 107 x 8.9 mm (7.76 x 4.21 x 0.35 in)',b'298 g (10.51 oz)',b'Micro-SIM',b'IPS LCD',"b'7.0 inches, 137.9 cm2 (~65.3% screen-to-body ratio)'","b'600 x 1024 pixels, 16:9 ratio (~170 ppi density)'",b'Android 5.0 (Lollipop)',,b'Dual-core 1.3 GHz Cortex-A7',b'Mali-400',b'microSDXC (dedicated slot)',b'4GB 512MB RAM',b'2 MP',,b'720p@30fps',b'VGA',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'Stereo FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Po 3000 mAh, non-removable'",,"b'White, Gold, Grey'",,,b'HSDPA 850 / 1900 / 2100 - P240L',,b'Up to 190 h (3G)',b'Up to 10 h (3G)',,,,,,,,,,,,,,,,,,
b'blu',b'BLU Studio 7.0 II',b'https://fdn2.gsmarena.com/vv/bigpic/blu-studio-70-ii.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1700(AWS) / 1900 - S480U',,b'HSPA 21.1/5.76 Mbps',"b'2015, August. Released 2015, August'",b'Discontinued',b'194 x 107 x 9.3 mm (7.64 x 4.21 x 0.37 in)',b'248 g (8.75 oz)',b'Mini-SIM',b'IPS LCD',"b'7.0 inches, 137.9 cm2 (~66.4% screen-to-body ratio)'","b'600 x 1024 pixels, 16:9 ratio (~170 ppi density)'",b'Android 5.0 (Lollipop)',,b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400',b'microSDXC (dedicated slot)',b'8GB 1GB RAM',b'5 MP',b'LED flash',b'1080p@30fps',b'VGA',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'Stereo FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Po 3450 mAh, non-removable'",,"b'Blue, Gold, Grey'",,,b'HSDPA 850 / 1900 / 2100 - S480L',,b'Up to 200 h (3G)',b'Up to 12 h (3G)',,,,,,,,,,,,,,,,,,
b'blu',b'BLU Studio C Super Camera',b'https://fdn2.gsmarena.com/vv/bigpic/blu-studio-c-super-camera.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700(AWS) / 1900 - D870U',,b'HSPA 21.1/5.76 Mbps',"b'2015, August. Released 2015, August'",b'Discontinued',b'143 x 71 x 8.5 mm (5.63 x 2.80 x 0.33 in)',b'126 g (4.44 oz)',b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~67.9% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 5.0 (Lollipop)',b'Mediatek MT6582 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDHC',b'8GB 1GB RAM',"b'8 MP, AF'","b'LED flash, panorama, HDR'",b'1080p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2800 mAh, non-removable'",,"b'Black, Gold, Green, White, Orange, Pink, Blue'",,,,,b'Up to 900 h (2G) / Up to 820 h (3G)',b'Up to 35 h (2G) / Up to 20 h (3G)',,,,,,,,,,,,,,,,,,
b'blu',b'BLU Vivo Selfie',b'https://fdn2.gsmarena.com/vv/bigpic/blu-vivo-selfie.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700(AWS) / 1900 - V030U',,b'HSPA 21.1/5.76 Mbps',"b'2015, July. Released 2015, July'",b'Discontinued',b'141 x 68.4 x 7.8 mm (5.55 x 2.69 x 0.31 in)',b'111 g (3.92 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'AMOLED',"b'4.8 inches, 63.5 cm2 (~65.9% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~306 ppi density)'",b'Android 5.0 (Lollipop)',b'Mediatek MT6582 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDXC',b'8GB 1GB RAM',"b'8 MP, AF'","b'LED flash, panorama, HDR'",b'1080p@30fps',b'8 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, gravity'","b'Li-Po 2300 mAh, non-removable'",,"b'Black, White'",,,b'HSDPA 850 / 1900 / 2100 - V030L',,b'Up to 750 h (2G) / Up to 675 h (3G)',b'Up to 24 h (2G) / Up to 12 h (3G)',b'LED flash',b'Corning Gorilla Glass 3',,,,,,,,,,,,,,,,
b'blu',b'BLU Energy X Plus',b'https://fdn2.gsmarena.com/vv/bigpic/blu-energy-x-plus.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700(AWS) / 1900 - E030U',,b'HSPA 21.1/5.76 Mbps',"b'2015, July. Released 2015, July'",b'Discontinued',b'150.5 x 76.5 x 8 mm (5.93 x 3.01 x 0.31 in)',b'169 g (5.96 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~72.4% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",b'Android 5.0 (Lollipop)',,b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400',b'microSDXC',b'8GB 1GB RAM',"b'8 MP, AF'",b'LED flash',b'1080p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'Stereo FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",,"b'Silver, Gold, Grey'",,,b'HSDPA 850 / 1900 / 2100 - E030L',,b'Up to 900 h (2G) / Up to 875 h (3G)',b'Up to 42 h (2G) / Up to 28 h (3G)',b'LED flash',,,,,,,,,,,,,,,,,
b'blu',b'BLU Studio C 5 + 5 LTE',b'https://fdn2.gsmarena.com/vv/bigpic/blu-studio-c55.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700(AWS) / 1900 / 2100',"b'2, 4, 7, 17'","b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2015, July. Released 2015, August'",b'Discontinued',b'143 x 71.8 x 9 mm (5.63 x 2.83 x 0.35 in)',b'157 g (5.54 oz)',"b'Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~67.1% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",b'Android 5.0 (Lollipop)',b'Qualcomm MSM8909 Snapdragon 210 (28 nm)',b'Quad-core 1.1 GHz Cortex-A7',b'Adreno 304',b'microSDXC',b'8GB 1GB RAM',"b'5 MP, AF'",b'LED flash',b'720p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'Stereo FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, gravity'","b'Li-Po 2000 mAh, removable'",,"b'Black, White, Gold'",,,b'eMMC 4.5',,b'Up to 800 h (2G) / Up to 700 h (3G)',b'Up to 22 h (2G) / Up to 12 h (3G)',,,,,,,,,,,,,,,,,,
b'blu',b'BLU Studio C 5 + 5',b'https://fdn2.gsmarena.com/vv/bigpic/blu-studio-c55.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700(AWS) / 1900 - D890U',,b'HSPA 21.1/5.76 Mbps',"b'2015, July. Released 2015, July'",b'Discontinued',b'143 x 71.8 x 9 mm (5.63 x 2.83 x 0.35 in)',b'157 g (5.54 oz)',"b'Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~67.1% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",b'Android 5.0 (Lollipop)',b'Mediatek MT6582 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDXC',b'8GB 1GB RAM',"b'5 MP, AF'",b'LED flash',b'720p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'Stereo FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 2000 mAh, removable'",,"b'Black, Blue, Gold, Green, Orange, Pink, White'",,,b'HSDPA 850 / 1900 / 2100 - D890L',,b'Up to 900 h (2G) / Up to 750 h (3G)',b'Up to 24 h (2G) / Up to 12 h (3G)',,,,,,,,,,,,,,,,,,
b'blu',b'BLU Life 8 XL',b'https://fdn2.gsmarena.com/vv/bigpic/blu-life-8-xl--.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700(AWS) / 1900 - L290U',,b'HSPA 21.1/5.76 Mbps',"b'2015, May. Released 2015, May'",b'Discontinued',b'155 x 74.8 x 7.7 mm (6.10 x 2.94 x 0.30 in)',b'149 g (5.26 oz)',b'Dual SIM (Micro-SIM)',b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~71.9% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'","b'Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop)'",b'Mediatek MT6592M (28 nm)',b'Octa-core 1.4 GHz Cortex-A7',b'Mali-450MP4',b'microSDXC',b'8GB 1GB RAM',"b'8 MP, AF'","b'LED flash, HDR'",b'1080p@30fps',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2920 mAh, removable'",,"b'Black, Orange, Pink, White, Yellow'",,,b'HSDPA 850 / 1900 / 2100 - L290L',,b'Up to 900 h (2G) / Up to 750 h (3G)',b'Up to 30 h (2G) / Up to 18 h (3G)',,,,,,,,,,,,,,,,,,
b'blu',b'BLU Studio 5.5C',b'https://fdn2.gsmarena.com/vv/bigpic/blu-studio-55-c.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700(AWS) / 1900 - D690U',,b'HSPA 21.1/5.76 Mbps',"b'2015, May. Released 2015, May'",b'Discontinued',b'155 x 79 x 9.9 mm (6.10 x 3.11 x 0.39 in)',b'178 g (6.28 oz)',b'Dual SIM (Mini-SIM/ Micro-SIM)',b'LCD',"b'5.5 inches, 83.4 cm2 (~68.1% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~178 ppi density)'","b'Android 4.4 (KitKat), upgradable to 5.0 (Lollipop)'",b'Mediatek MT6582 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDXC',b'4GB 512MB RAM',b'5 MP',b'LED flash',b'720p@30fps',b'VGA',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2820 mAh, removable'",,"b'Black, Blue'",,,,,b'Up to 890 h (2G) / Up to 740 h (3G)',b'Up to 29 h (2G) / Up to 17 h (3G)',,,,,,,,,,,,,,,,,,
b'blu',b'BLU Studio C',b'https://fdn2.gsmarena.com/vv/bigpic/blu-studio-c.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700(AWS) / 1900 - D830U',,b'HSPA 21.1/5.76 Mbps',"b'2015, May. Released 2015, May'",b'Discontinued',b'144 x 72.4 x 9.4 mm (5.67 x 2.85 x 0.37 in)',b'172 g (6.07 oz)',b'Dual SIM (Mini-SIM)',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~66.1% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 5.0 (Lollipop)',b'Mediatek MT6582 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDXC',b'8GB 1GB RAM',"b'8 MP, AF'","b'LED flash, HDR'",b'1080p@30fps',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'Stereo FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 3000 mAh, removable'",,"b'Sandstone Grey, Ceramic White, Salmon Pink, Mint Green, Atomic Orange'",,,b'HSDPA 850 / 1900 / 2100 - D830L',,b'Up to 980 h (2G) / Up to 890 h (3G)',b'Up to 40 h (2G) / Up to 24 h (3G)',,,,,,,,,,,,,,,,,,
b'blu',b'BLU Advance 4.0 L',b'https://fdn2.gsmarena.com/vv/bigpic/blu-advance.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700(AWS) / 1900 - A010U',,b'HSPA 21.1/5.76 Mbps',"b'2015, May. Released 2015, May'",b'Discontinued',b'128 x 66 x 11 mm (5.04 x 2.60 x 0.43 in)',b'121 g (4.27 oz)',"b'Dual SIM (Mini-SIM, dual stand-by)'",b'TFT',"b'4.0 inches, 45.5 cm2 (~53.9% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'Android 4.4 (KitKat)',b'Mediatek MT6572 (28 nm)',b'Dual-core 1.3 GHz Cortex-A7',b'Mali-400',b'microSDXC',b'4GB 512MB RAM',b'3.15 MP',b'LED flash',b'720@30fps',b'VGA',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'Stereo FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 1300 mAh, removable'",,"b'Black, White'",,,b'HSDPA 850 / 1900 / 2100 - A010L',,b'Up to 700 h (2G) / Up to 500 h (3G)',b'Up to 17 h (2G) / Up to 12 h (3G)',,,,,,,,,,,,,,,,,,
b'blu',b'BLU Selfie',b'https://fdn2.gsmarena.com/vv/bigpic/blu-selfie.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1900 - S470a',,b'HSPA 21.1/5.76 Mbps',"b'2015, April. Released 2015, April'",b'Discontinued',b'146 x 66.3 x 9.6 mm (5.75 x 2.61 x 0.38 in)',b'136 g (4.80 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'4.7 inches, 60.9 cm2 (~62.9% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~312 ppi density)'",b'Android 4.4.2 (KitKat)',,b'Octa-core 1.7 GHz',,b'microSDXC',b'16GB 2GB RAM',"b'13 MP, AF'","b'Dual-LED flash, HDR'",b'1080p@30fps',b'13 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2300 mAh, non-removable'",,"b'White, Black, Blue'",,,b'HSDPA 850 / 2100 - S470i',,b'Up to 900 h (2G) / Up to 750 h (3G)',b'Up to 24 h (2G) / Up to 14 h (3G)',b'LED flash',b'Corning Gorilla Glass 3',,,,,,,,,,,,,,,,
b'blu',b'BLU Win HD LTE',b'https://fdn2.gsmarena.com/vv/bigpic/blu-win-hd-lte.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700 / 1900 / 2100',"b'4, 7, 17'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2015, April. Released 2015, April'",b'Discontinued',b'145 x 72 x 8.2 mm (5.71 x 2.83 x 0.32 in)',b'146 g (5.15 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~66.0% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'","b'Microsoft Windows Phone 8.1, upgradable to Windows 10'",b'Qualcomm MSM8916 Snapdragon 410 (28 nm)',b'Quad-core 1.2 GHz Cortex-A53',b'Adreno 306',b'microSDHC',"b'8GB ROM, 1GB RAM'","b'8 MP, AF'",b'LED flash',b'1080p@30fps',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'Stereo FM radio',b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass'","b'Li-Po 2500 mAh, non-removable'",,"b'Grey, White, Orange, Yellow'",,,b'eMMC 4.5',,b'Up to 775 h (2G) / Up to 775 h (3G)',b'Up to 26 h (2G) / Up to 20 h (3G)',,,,,,,,,,,,,,,,,,
b'blu',b'BLU Win JR LTE',b'https://fdn2.gsmarena.com/vv/bigpic/blu-win-jr-lte.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700 / 1900 / 2100',"b'4, 7, 17 - X130Q'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2015, April. Released 2015, April'",b'Discontinued',b'133 x 67.5 x 9.5 mm (5.24 x 2.66 x 0.37 in)',b'138 g (4.87 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'4.5 inches, 55.8 cm2 (~62.2% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~218 ppi density)'","b'Microsoft Windows Phone 8.1, upgradable to Windows 10'",b'Qualcomm MSM8916 Snapdragon 410 (28 nm)',b'Quad-core 1.2 GHz Cortex-A53',b'Adreno 306',b'microSDHC',"b'4GB ROM, 512MB RAM'","b'5 MP, AF'",b'LED flash',b'720p@30fps',b'VGA',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'Stereo FM radio',b'microUSB 2.0',"b'Accelerometer, gyro, proximity'","b'Li-Po 2000 mAh, non-removable'",,"b'Grey, White, Orange, Yellow, Pink'",,,b'eMMC 4.5',,b'Up to 725 h (2G) / Up to 725 h (3G)',b'Up to 22 h (2G) / Up to 16 h (3G)',,,,,,,,,,,,,,,,,,
b'blu',b'BLU Life One (2015)',b'https://fdn2.gsmarena.com/vv/bigpic/blu-life-one-20151.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700 / 1900 / 2100',"b'4, 7, 17'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2015, January. Released 2015, April'",b'Discontinued',b'143.5 x 72.1 x 7.5 mm (5.65 x 2.84 x 0.30 in)',b'120 g (4.23 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~66.6% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'","b'Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop)'",b'Qualcomm MSM8916 Snapdragon 410 (28 nm)',b'Quad-core 1.2 GHz Cortex-A53',b'Adreno 306',b'microSDXC',"b'8GB 1GB RAM, 16GB 2GB RAM'","b'13 MP, AF'",b'LED flash',b'1080p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'Stereo FM radio',b'microUSB 2.0',"b'Accelerometer, gyro, proximity'","b'Li-Ion 2420 mAh, removable'",,"b'Black, Blue, White, Gold, Pink'",,,b'eMMC 4.5',,b'Up to 700 h (2G) / Up to 650 h (3G)',b'Up to 26 h (2G) / Up to 15 h (3G)',,b'Corning Gorilla Glass 3',,,,,,,,,,,,,,,,
b'blu',b'BLU Life One XL',b'https://fdn2.gsmarena.com/vv/bigpic/blu-life-one-xl1.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700 / 1900 / 2100',"b'4, 7, 17'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2015, January. Released 2015, April'",b'Discontinued',b'156 x 78 x 8.3 mm (6.14 x 3.07 x 0.33 in)',b'151 g (5.33 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~68.5% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'","b'Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop)'",b'Qualcomm MSM8916 Snapdragon 410 (28 nm)',b'Quad-core 1.2 GHz Cortex-A53',b'Adreno 306',b'microSDXC',b'8GB 1GB RAM',"b'13 MP, AF'",b'LED flash',b'1080p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'Stereo FM radio',b'microUSB 2.0',"b'Accelerometer, gyro, proximity'","b'Li-Ion 2820 mAh, removable'",,"b'Black, Blue, White, Gold, Pink'",,,b'eMMC 4.5',,b'Up to 710 h (2G) / Up to 660 h (3G)',b'Up to 28 h (2G) / Up to 17 h (3G)',,b'Corning Gorilla Glass 3',,,,,,,,,,,,,,,,
b'blu',b'BLU Studio Energy',b'https://fdn2.gsmarena.com/vv/bigpic/blu-st-e.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700 / 1900 - D810U',,b'HSPA 21.1/5.76 Mbps',"b'2015, January. Released 2015, January'",b'Discontinued',b'144.5 x 71.5 x 10.4 mm (5.69 x 2.81 x 0.41 in)',b'180 g (6.35 oz)',"b'Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~66.7% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 4.4.2 (KitKat)',,b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400',b'microSDXC',b'8GB 1GB RAM',"b'8 MP, AF'",b'LED flash',b'1080p@30fps',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'Stereo FM radio',b'microUSB 2.0',"b'Accelerometer, gyro, proximity'","b'Li-Ion 5000 mAh, removable'",,"b'Black, White, Gold'",,b'About 140 EUR',b'HSDPA 850 / 1900 / 2100 - D810L',,b'Up to 1090 h (2G) / Up to 1090 h (3G)',b'Up to 52 h (2G) / Up to 33 h (3G)',,b'Corning Gorilla Glass 3',,,,,,,,,,,,,,,,
b'blu',b'BLU Studio G',b'https://fdn2.gsmarena.com/vv/bigpic/blu-st-g.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700 / 1900 - D790U',,b'HSPA 21.1/5.76 Mbps',"b'2015, January. Released 2015, January'",b'Discontinued',b'143 x 73.2 x 9.9 mm (5.63 x 2.88 x 0.39 in)',b'156 g (5.50 oz)',"b'Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~65.8% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'","b'Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop)'",,b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400',b'microSDXC',b'4GB 512MB RAM',"b'5 MP, AF'",b'LED flash',b'720p@30fps',b'VGA',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'Stereo FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2000 mAh, removable'",,"b'Black, White, Blue, Gold, Pink'",,b'About 80 EUR',b'HSDPA 850 / 1900 / 2100 - D790L',,b'Up to 900 h (2G) / Up to 750 h (3G)',b'Up to 24 h (2G) / Up to 10 h (3G)',,,,,,,,,,,,,,,,,,
