Brand,Model Name,Model Image,Technology,2G bands,,3G bands,_1,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,_1_1,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,Quad,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,SAR,SAR EU,Price,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 12GB RAM,256GB 12GB RAM,512GB 16GB RAM,Triple,128GB 8GB RAM,256GB 8GB RAM,32GB 3GB RAM,64GB 4GB RAM,128GB 4GB RAM,Dual,128GB 6GB RAM,Single_1,512GB 12GB RAM,8GB 1GB RAM,16GB 1GB RAM,32GB 2GB RAM,64GB 6GB RAM,Audio quality,512GB 8GB RAM,16GB 2GB RAM,4GB 768MB RAM,4GB 1.5GB RAM,GPRS,EDGE,1TB 12GB RAM,32GB 4GB RAM,Triple_1,Dual_1,Stand-by,Talk time,Music play,256GB 6GB RAM,256GB 4GB RAM,Infrared port,Talk time_1,Phonebook,Call records,Messaging,Games,Java,Keyboard,Browser,Stand-by_1,Alert types,Clock,Alarm,Languages,64GB 3GB RAM
b'thuraya',b'Thuraya SG-2520',b'https://fdn2.gsmarena.com/vv/bigpic/thuraya-sg2520.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'SATELLITE',,"b'Wallpapers, screensavers'",,,,"b'2007, March'",b'Discontinued',b'138.5 x 53 x 18.8 mm (5.45 x 2.09 x 0.74 in)',b'170 g (6.00 oz)',,b'Mini-SIM',b'MP3/AAC/MP4/AMR player eZi Text Input Organizer Voice memo File browser',"b'TFT, 256K colors'","b'1.9 inches, 11.4 cm2 (~15.5% screen-to-body ratio)'",b'176 x 220 pixels (~148 ppi density)',,b'WinCE 4.2',,,,b'SD ( 128 MB included )',b'128MB',,,b'Yes',b'1.3 MP',,,b'No',b'No',b'No',b'1.1',b'Yes',,b'No',b'1.1',b'',b'Removable Li-Ion 1280 mAh battery',,"b'Light Silver, Dark Gray'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'Class 10',b'No',,,,,b'Up to 75 h',b'Up to 4 h',,,,b'Yes',,,,,,,,b'WAP 2.0/HTML',,"b'Downloadable polyphonic, MP3, WAV, MIDI ringtones'",,,,
