Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,,Quad,Features,Video,Single,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,SAR,Price,Dual,Features_1,Single_1,Build,Talk time,Stand-by,Infrared port,Music play,SAR EU,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,_1,_1_1,Keyboard,Browser
b'micromax',b'Micromax X102',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-x102.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,,"b'2012, Q2. Released 2012, May'",b'Discontinued',b'117.8 x 49 x 14.9 mm (4.64 x 1.93 x 0.59 in)',b'-',b'Dual SIM (Mini-SIM)',b'TFT',"b'1.8 inches, 10.2 cm2 (~17.7% screen-to-body ratio)'",b'128 x 160 pixels',,,,,,b'microSDHC (dedicated slot)',,b'No',,,b'Yes',b'VGA',,b'Yes',b'Yes',b'No',b'Yes',b'No',,b'FM radio',b'Proprietary',b'',b'Removable Li-Ion battery',,b'Black',,b'0.86 W/kg (head) \xc2\xa0 \xc2\xa0 0.67 W/kg (body)',b'About 20 EUR',,,,,b'Up to 4 h 30 min',b'Up to 230 h',,,,b'No',b'No',b'Yes',b'Yes',b'SMS',b'Downloadable',b'Yes',b'Audio/video player Organizer',,,
b'micromax',b'Micromax A50 Ninja',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-a50.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100 - SIM 1 only',,b'HSPA 7.2/5.76 Mbps',b'2012',b'Discontinued',b'113 x 61 x 13 mm (4.45 x 2.40 x 0.51 in)',b'-',b'Dual SIM (Mini-SIM)',"b'TFT, 256K colors'","b'3.1 inches, 29.8 cm2 (~43.2% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio'",,b'Android 2.3.6 (Gingerbread)',b'Mediatek MT6573 (65 nm)',b'650 MHz Cortex-A9',b'PowerVR SGX531',b'microSDHC (dedicated slot)',,b'No',,,b'Yes',b'2 MP',,b'Yes',b'TBD',"b'Wi-Fi 802.11 b/g/n, hotspot'",b'2.0',"b'Yes, with A-GPS'",,b'FM radio',b'2.0',b'Accelerometer',b'Removable Li-Ion 1200 mAh battery',,b'White',,,b'About 70 EUR',,,,,b'Up to 4 h',b'Up to 240 h',,,,,,,,,,,b'MP3/WAV/WMA/AAC player MP4/H.263 player Organizer Photo/video editor Document viewer Voice memo/dial Predictive text input',,,
b'micromax',b'Micromax A78',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-a78.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA',,b'HSPA 7.2/5.76 Mbps',"b'2012, February'",b'Discontinued',b'120 x 63.5 x 10.9 mm (4.72 x 2.5 x 0.43 in)',b'-',b'Dual SIM (Mini-SIM)',"b'TFT, 256K colors'","b'3.5 inches, 37.9 cm2 (~49.8% screen-to-body ratio)'","b'360 x 480 pixels, 4:3 ratio'",,b'Android 2.3 (Gingerbread)',b'Mediatek MT6573 (65 nm)',b'650 MHz Cortex-A9',b'PowerVR SGX531',b'microSDHC (dedicated slot)',,b'MP3/WAV/WMA/AAC player MP4/H.263 player Organizer Photo/video editor Document viewer Voice memo/dial Predictive text input',,,b'Yes',b'3.2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'",b'2.1',"b'Yes, with A-GPS'",,b'FM radio',b'2.0',"b'Accelerometer, proximity, compass'",b'Removable Li-Ion 1300 mAh battery',,b'Brown',,,b'About 90 EUR',,,b'VGA',,b'Up to 4 h',b'Up to 250 h',,,,b'Yes',b'Yes',,,,,,,,b'QWERTY',
b'micromax',b'Micromax Funbook P300',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-funbook-p300.jpg',b'No cellular connectivity',b'N/A',,,,"b'2012, April. Released 2012, April'",b'Discontinued',b'192 x 122 x -',b'-',b'No',b'TFT',"b'7.0 inches, 139.5 cm2 (~59.5% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~133 ppi density)'",,b'Android 4.0.3 (Ice Cream Sandwich)',,b'1.22 GHz Cortex-A8',b'Mali-400',b'microSDHC (dedicated slot)',b'4GB 512MB RAM',b'No',,,b'',b'VGA',b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g',b'Yes',b'No',,b'No',b'miniUSB 2.0',"b'Accelerometer, gyro'",b'Non-removable Li-Ion 2800 mAh battery',,"b'Suave silver, Brilliant black'",,,b'About 100 EUR',,,,,b'Up to 5 h (multimedia)',,,,,b'No',b'No',,,,,,b'HDMI port MP3/WAV/WMA/AAC player MP4/H.263 player Organizer Photo editor Document viewer Voice memo/dial Predictive text input',,,
b'micromax',b'Micromax A73',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-a73.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM1 & SIM 2',b'HSDPA 2100',,b'HSPA 7.2/5.76 Mbps',b'2011',b'Discontinued',b'108 x 62 x 12 mm (4.25 x 2.44 x 0.47 in)',b'-',b'Dual SIM (Mini-SIM)',"b'TFT, 256K colors'","b'3.5 inches, 36.5 cm2 (~54.5% screen-to-body ratio)'","b'320 x 480 pixels, 3:2 ratio (~165 ppi density)'",,b'Android 2.3 (Gingerbread)',b'Mediatek MT6573 (65 nm)',b'650 MHz Cortex-A9',b'PowerVR SGX531',b'microSDHC (dedicated slot)',"b'256MB RAM, 512MB'",b'MP3/WAV/WMA/AAC player MP4/H.263 player Organizer Photo/video editor Document viewer Voice memo/dial Predictive text input',,b'LED flash',b'Yes',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'3.0, A2DP'",b'Yes',,b'FM radio',b'microUSB 2.0',b'Accelerometer',b'Removable Li-Ion 1300 mAh battery',,b'Black',,,b'About 90 EUR',,,b'VGA',,b'Up to 4 h (2G) / Up to 5 h (3G)',b'Up to 240 h',,,,,,,,,,,,,,
b'micromax',b'Micromax X650',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-x650.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,,"b'2012, January'",b'Discontinued',b'110.3 x 55.3 x 12.6 mm (4.34 x 2.18 x 0.50 in)',b'-',b'Dual SIM (Mini-SIM)',b'TFT',"b'3.2 inches, 29.1 cm2 (~47.8% screen-to-body ratio)'","b'240 x 400 pixels, 5:3 ratio (~146 ppi density)'",,,,,,b'microSDHC (dedicated slot)',,b'No',,b'LED flash',b'Yes',b'3.15 MP',,"b'Yes, with stereo speakers'",b'Yes',b'No',"b'3.0, A2DP'",b'No',,b'FM radio',b'microUSB',b'',b'Removable Li-Ion 1080 mAh battery',,"b'White, Gray'",,,b'About 70 EUR',,,,,b'Up to 5 h (multimedia)',,,,,b'Class 12',b'Yes',b'1000 entries',b'Yes',"b'SMS, MMS'",b'Downloadable',b'Yes',b'Audio/video player Photo viewer Organizer',,,
b'micromax',b'Micromax X490',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-x490.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,,"b'2012, January'",b'Discontinued',b'98 x 48 x 14.3 mm (3.86 x 1.89 x 0.56 in)',b'-',b'Dual SIM (Mini-SIM)',b'TFT',"b'2.2 inches, 15.0 cm2 (~31.9% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~182 ppi density)'",,,,,,b'microSDHC (dedicated slot)',,b'No',,,b'Yes',b'2 MP',,b'Yes',b'Yes',b'No',b'2.0',b'No',,b'FM radio',b'microUSB',b'',b'Removable Li-Ion 850 mAh battery',,b'Black',,,b'About 30 EUR',,,,,b'Up to 3 h 10 min',b'Up to 300 h',,,,b'Yes',b'Yes',b'1000 entries',b'Yes',"b'SMS, MMS'",b'Downloadable',b'Yes',b'Audio/video player Photo viewer Organizer',,,
b'micromax',b'Micromax X333',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-x333.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,,"b'2012, January'",b'Discontinued',b'103.7 x 57.2 x 13.4 mm (4.08 x 2.25 x 0.53 in)',b'-',b'Dual SIM (Mini-SIM)',b'TFT',"b'2.8 inches, 24.3 cm2 (~40.9% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio'",,,,,,b'microSDHC (dedicated slot)',,b'No',,,b'Yes',b'VGA',,b'Yes',b'Yes',b'No',b'2.0',b'No',,b'FM radio',b'microUSB',b'',b'Removable Li-Ion 1000 mAh battery',,b'Black',,,b'About 40 EUR',,,,,b'Up to 3 h',b'Up to 200 h',,,,b'Class 12',b'Yes',b'1000 entries',b'Yes',"b'SMS, MMS'",b'Downloadable',b'Yes',b'Audio/video player Photo viewer Organizer',,,
b'micromax',b'Micromax X275',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-x275.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,,"b'2012, January'",b'Discontinued',b'-',b'-',b'Dual SIM (Mini-SIM)',b'TFT',"b'2.4 inches, 17.8 cm2'","b'240 x 320 pixels, 4:3 ratio (~167 ppi density)'",,,,,,b'microSDHC (dedicated slot)',,b'No',,,b'Yes',b'VGA',,b'Yes',b'Yes',b'No',"b'2.1, A2DP'",b'No',,b'FM radio',b'microUSB',b'',b'Removable Li-Ion 2400 mAh battery',,b'Black',,,b'About 40 EUR',,,,,b'Up to 10 h',b'Up to 360 h',,,,b'Class 10',b'Yes',b'1000 entries',b'Yes',"b'SMS, MMS'",b'Downloadable',b'Yes',b'Audio/video player Photo viewer Organizer',,,
b'micromax',b'Micromax X271',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-x271.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,,"b'2012, January'",b'Discontinued',b'119.7 x 50.7 x 13.5 mm (4.71 x 2.00 x 0.53 in)',b'91 g (3.21 oz)',b'Dual SIM (Mini-SIM)',b'TFT',"b'2.4 inches, 17.8 cm2 (~29.4% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~167 ppi density)'",,,,,,b'microSDHC (dedicated slot)',,b'No',,,b'Yes',b'VGA',,b'Yes',b'Yes',b'No',b'1.2',b'No',,b'FM radio',b'microUSB',b'',b'Removable Li-Ion 1500 mAh battery',,"b'Green, Blue'",,,b'About 20 EUR',,,,,b'Up to 9 h',b'Up to 500 h',,,,b'Class 12',b'Yes',b'1000 entries',b'Yes',"b'SMS, MMS'",b'Downloadable',b'Yes',b'Audio/video player Photo viewer Organizer',,,
b'micromax',b'Micromax X11i',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-x11i.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,,"b'2011, Q4. Released 2011, December'",b'Discontinued',b'113.5 x 48 x 15.8 mm (4.47 x 1.89 x 0.62 in)',b'95 g (3.35 oz)',"b'Dual SIM (Mini-SIM, dual stand-by)'","b'TFT, 256K colors'","b'1.46 inches, 6.9 cm2 (~12.6% screen-to-body ratio)'","b'128 x 128 pixels, 1:1 ratio (~124 ppi density)'",,,,,,b'microSDHC (dedicated slot)',,b'Flashlight',,,,,,b'Yes',b'Yes',b'No',b'No',b'No',,b'FM radio',b'No',b'',b'Removable Li-Ion 1800 mAh battery',,b'Black',,,b'About 20 EUR',,,,,b'Up to 17 h',b'Up to 720 h',,,,b'No',b'No',b'Yes',b'Yes',b'SMS',b'Downloadable',b'No',b'No',b'Audio/video player',,
b'micromax',b'Micromax A75',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-a75.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM1 & SIM 2',b'HSDPA 2100',,b'HSPA 7.2/5.76 Mbps',"b'2011, December. Released 2011, December'",b'Discontinued',b'120 x 63.5 x 10.9 mm (4.72 x 2.5 x 0.43 in)',b'135.4 g (4.76 oz)',b'Dual SIM (Mini-SIM)',b'TFT',"b'3.75 inches, 41.9 cm2 (~55.0% screen-to-body ratio)'","b'320 x 480 pixels, 3:2 ratio (~154 ppi density)'",,b'Android 2.3 (Gingerbread)',b'Mediatek MT6573 (65 nm)',b'650 MHz Cortex-A9',b'PowerVR SGX531',b'microSDHC (dedicated slot)',,b'MP3/WAV/WMA/AAC player MP4/H.263 player Organizer Photo/video editor Document editor  Voice memo/dial/commands Predictive text input',,b'LED flash',b'Yes',b'3.15 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, hotspot, DLNA'","b'3.0, A2DP'","b'Yes, with A-GPS'",,b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Removable Li-Ion 1300 mAh battery',,b'Black',,,b'About 120 EUR',,,b'VGA',,b'Up to 5 h',b'Up to 288 h',,,,,,,,,,,,,,
b'micromax',b'Micromax X270',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-x270.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,,b'2011',b'Discontinued',b'116 x 50 x 15.7 mm (4.57 x 1.97 x 0.62 in)',b'-',"b'Dual SIM (Mini-SIM, dual stand-by)'","b'TFT, 256K colors'","b'2.4 inches, 17.8 cm2 (~30.8% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~167 ppi density)'",,,,,,b'microSDHC (dedicated slot)',,b'No',,,b'Yes',b'VGA',,b'Yes',b'No',b'No',b'Yes',b'No',,b'FM radio',b'Proprietary',b'',b'Removable Li-Ion 1800 mAh battery',,b'Black',,,b'About 30 EUR',,,,,b'Up to 6 h',b'Up to 360 h',,,,b'Class 10',b'Class 10',b'1000 entries',b'Yes',"b'SMS, MMS'",b'Downloadable',b'Yes',b'Audio/video player Photo viewer Organizer',,,
b'micromax',b'Micromax X256',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-x256.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,,b'2011',b'Discontinued',b'118.5 x 52.5 x 15.2 mm (4.67 x 2.07 x 0.60 in)',b'',"b'Dual SIM (Mini-SIM, dual stand-by)'","b'TFT, 256K colors'","b'2.6 inches, 20.9 cm2 (~33.6% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~154 ppi density)'",,,,,,b'microSDHC (dedicated slot)',,b'Flashlight',,,b'Yes',b'VGA',,b'Yes',b'No',b'No',"b'2.1, A2DP'",b'No',,b'FM radio',b'Proprietary',b'',b'Removable Li-Ion 1200 mAh battery',,"b'Black, Gray'",,,b'About 30 EUR',,,,,,,,,,b'Class 12',b'Class 12',b'1000 entries',b'Yes',"b'SMS, MMS'",b'Downloadable',b'Yes',b'No',b'Audio/video player Photo viewer Organizer',,
b'micromax',b'Micromax X78',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-x78.jpg',b'GSM',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,,b'2011',b'Discontinued',b'106 x 57 x 15 mm (4.17 x 2.24 x 0.59 in)',b'140 g (4.94 oz)',"b'Dual SIM (Mini-SIM, dual stand-by)'","b'TFT resistive touchscreen, 65K colors'","b'2.8 inches, 24.3 cm2 (~40.2% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~143 ppi density)'",,,,,,b'microSDHC (dedicated slot)',,b'No',,b'LED flash',b'Yes',b'3.2 MP',,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'3.0, A2DP'",b'No',,b'FM radio',b'Proprietary',b'',b'Removable Li-Ion 950 mAh battery',,"b'Black, white'",,,b'About 50 EUR',,,,,b'Up to 5 h',b'Up to 192 h',,,,b'Class 12',b'Class 12',b'1000 entries',b'Yes',"b'SMS, MMS'",b'Downloadable',b'Yes',b'Audio/video player Photo viewer Organizer',,b'QWERTY',
b'micromax',b'Micromax X55 Blade',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-x55-blade.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,,b'2011',b'Discontinued',b'118.2 x 51.4 x 10.3 mm (4.65 x 2.02 x 0.41 in)',b'-',"b'Dual SIM (Mini-SIM, dual stand-by)'","b'TFT, 256K colors'","b', -'","b'240 x 320 pixels, 4:3 ratio'",,,,,,b'microSDHC (dedicated slot)',,b'No',,b'LED flash',b'Yes',b'5 MP',,b'Yes',b'No',b'No',b'Yes',b'No',,b'FM radio',b'Proprietary',b'',b'Removable Li-Ion battery',,b'Gray',,,b'About 60 EUR',,,,,,,,,,b'Class 12',b'Class 12',b'1000 entries',b'Yes',"b'SMS, MMS'",b'Downloadable',b'Yes',b'Audio/video player Photo viewer Organizer',,,
b'micromax',b'Micromax X285',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-x285.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,,b'2011',b'Discontinued',b'113.5 x 49.6 x 14.4 mm (4.47 x 1.95 x 0.57 in)',b'86 g (3.03 oz)',"b'Dual SIM (Mini-SIM, dual stand-by)'","b'TFT, 256K colors'","b'2.4 inches, 17.8 cm2 (~31.7% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~167 ppi density)'",,,,,,b'microSDHC (dedicated slot)',,b'Flashlight',,,b'Yes',b'1.3 MP',,b'Yes',b'No',b'No',b'Yes',b'No',,b'FM radio',b'No',b'',b'Removable Li-Ion 1100 mAh battery',,b'Black',,,b'About 30 EUR',,,,,b'Up to 4 h',b'Up to 144 h',,,,b'Yes',b'No',b'Yes',b'Yes',"b'SMS, MMS'",b'Downloadable',b'Yes',b'No',"b'Audio/video player Photo viewer Voice memo Calendar, unit & currency convertor'",,
b'micromax',b'Micromax A55',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-a55.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 2100',,b'HSPA 7.2/0.384 Mbps',b'2011',b'Discontinued',b'107.2 x 58.7 x 13.5 mm (4.22 x 2.31 x 0.53 in)',b'111.5 g (3.92 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'2.8 inches, 24.3 cm2 (~38.6% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~143 ppi density)'",,b'Android 2.2 (Froyo)',b'Qualcomm MSM7227-1 Snapdragon S1',b'600 MHz ARM 11',b'Adreno 200',b'microSDHC (dedicated slot)',b'150MB 512MB',b'No',,,b'Yes',b'3.15 MP',,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g, hotspot'","b'2.1, A2DP'","b'Yes, with A-GPS'",,"b'Stereo FM radio, RDS'",b'microUSB',b'Accelerometer',b'Removable Li-Ion 1000 mAh battery',,b'White',,,b'About 60 EUR',,,,,b'Up to 4 h',b'Up to 150 h',,,,,,,,,,,b'Swarovski crystals MP3/WAV/WMA/eAAC+ player Video player Organizer Document viewer Voice memo Predictive text input',,,
b'micromax',b'Micromax X40',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-x40.jpg',b'GSM',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,,b'2011',b'Discontinued',b'117 x 51 x 17 mm (4.61 x 2.01 x 0.67 in)',b'148 g (5.22 oz)',"b'Dual SIM (Mini-SIM, dual stand-by)'","b'TFT, 256K colors'","b', -'","b'240 x 320 pixels, 4:3 ratio'",,,,,,b'microSDHC (dedicated slot)',b'80MB',b'No',,,b'Yes',b'2 MP',,"b'Yes, with stereo speakers'",b'No',b'No',b'2.0',b'No',,b'FM radio',b'microUSB',b'',b'Removable Li-Ion 1000 mAh battery',,b'Brown',,,b'About 70 EUR',,,,,b'Up to 2 h 30 min',b'Up to 200 h',,,,b'Class 12',b'Class 12',b'1000 entries',b'Yes',"b'SMS, MMS, IM'",b'Downloadable',b'Yes',"b'Built-in VGA projector MP3/WAV/WMA/eAAC+ player Video player Organizer Document viewer eBuddy, Snaptu, Facebook, Nimbuzz applications'",,,
b'micromax',b'Micromax X450',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-x450.jpg',b'GSM',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',,,,b'2011',b'Discontinued',b'116.7 x 52 x 20.3 mm (4.59 x 2.05 x 0.80 in)',b'90.8 g (3.17 oz)',"b'Dual SIM (Mini-SIM, dual stand-by)'","b'TFT, 256K colors'","b'2.4 inches, 17.8 cm2 (~29.4% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~167 ppi density)'",,,,,,b'microSDHC (dedicated slot)',,b'No',,,b'Yes',b'2 MP',,b'Yes',b'Yes',b'No',"b'2.1, A2DP'",b'No',,b'Stereo FM Radio',b'microUSB',b'',b'Removable Li-Ion 1000 mAh battery',,"b'Black, Yellow'",,,b'About 40 EUR',,,,,b'Up to 4 h 30 min',b'Up to 300 h',,,,b'Class 10',b'Class 10',b'1000 entries',b'Yes',"b'SMS, MMS, IM'",b'Downloadable',b'No',"b'MP3/WAV/WMA/eAAC+ player Video player Organizer eBuddy, Widgets'",,,
b'micromax',b'Micromax X222',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-x222.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,,b'2011',b'Discontinued',b'92 x 52 x 14 mm (3.62 x 2.05 x 0.55 in)',b'83 g (2.93 oz)',"b'Dual SIM (Mini-SIM, dual stand-by)'","b'TFT, 65K colors'","b', -'","b'240 x 320 pixels, 4:3 ratio'",,,,,,b'microSDHC (dedicated slot)',,b'No',,,b'No',b'VGA',,b'Yes',b'No',b'No',b'2.0',b'No',,b'FM radio',b'microUSB',b'',b'Removable Li-Ion 900 mAh battery',,"b'Brown, White'",,,b'About 30 EUR',,,,,b'Up to 6 h',b'Up to 157 h',,,,b'Yes',b'No',"b'1000 entries, Photocall'",b'Yes',"b'SMS, MMS'",b'Downloadable',b'No',b'MP3/WAV/WMA/eAAC+ player Organizer',,,
b'micromax',b'Micromax A85',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-a85-ofic.jpg',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,,b'HSPA',"b'2011, Q3. Released 2011, October'",b'Discontinued',b'118.7 x 60.1 x 13.8 mm (4.67 x 2.37 x 0.54 in)',b'-',b'Mini-SIM',b'TFT',"b'3.8 inches, 41.1 cm2 (~57.6% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~246 ppi density)'",,b'Android 2.2 (Froyo)',b'Nvidia Tegra 2 AP20H',b'Dual-core 1.0 GHz Cortex-A9',b'ULP GeForce',b'microSDHC (dedicated slot)',b'8GB 512MB RAM',b'MP3/WAV/AAC player MP4/H.263 player Organizer Photo/video editor Document editor  Voice memo Predictive text input',,,b'Yes',"b'5 MP, AF'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'",b'Yes',"b'Yes, with A-GPS'",,"b'Stereo FM radio, RDS'",b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Removable Li-Ion 1500 mAh battery',,b'Black',,,b'About 270 EUR',,,b'VGA',,b'Up to 3 h 20 min',b'Up to 250 h',,,,b'Yes',b'Yes',,,,,,,,,
b'micromax',b'Micromax Q80',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-q80.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1',b'HSDPA 2100',,b'HSPA',"b'2011, June. Released 2011, July'",b'Discontinued',b'117 x 60 x 13 mm (4.61 x 2.36 x 0.51 in)',b'118 g (4.16 oz)',b'Dual SIM (Mini-SIM)',"b'TFT, 256K colors'","b'2.4 inches, 17.8 cm2 (~25.4% screen-to-body ratio)'","b'320 x 240 pixels, 4:3 ratio (~167 ppi density)'",,,,,,b'microSDHC (dedicated slot)',b'68MB',b'GSM 900 / 1800 - SIM 2',,,b'Yes',b'3.15 MP',b'',"b'Yes, with stereo speakers'",b'Yes',b'Wi-Fi 802.11 b/g/n',b'Yes',b'No',,b'FM radio',b'Proprietary',b'',b'Removable Li-Ion 1200 mAh battery',,b'Black',,,b'About 80 EUR',,,b'VGA',,b'Up to 5 h',b'Up to 130 h',,,,,,"b'Yes, Photocall'",b'Yes',"b'SMS, MMS, Email, Push Email, IM'",b'Downloadable',b'Yes',b'Optical trackpad',b'SNS applications MP3/MP4/H.263 player Organizer Predictive text input',b'QWERTY',
b'micromax',b'Micromax A70',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-a70.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 2100',,b'HSPA 7.2/0.384 Mbps',"b'2011, Q2. Released 2011, July'",b'Discontinued',b'111 x 58 x 13.5 mm (4.37 x 2.28 x 0.53 in)',b'85 g (3.00 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'3.2 inches, 30.5 cm2 (~47.4% screen-to-body ratio)'","b'320 x 480 pixels, 3:2 ratio (~180 ppi density)'",,b'Android 2.2 (Froyo)',,b'600 MHz ARM 11',b'Adreno 200',b'microSDHC (dedicated slot)',b'160MB 256MB RAM',b'MP3/WAV/AAC player MP4/H.263 player Organizer Photo/video editor Document editor  Voice memo Predictive text input',,,b'Yes',"b'5 MP, AF'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g, hotspot'","b'2.1, A2DP'","b'Yes, with A-GPS'",,b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Removable Li-Ion 1450 mAh battery',,b'Cocoa Brown',,,b'About 100 EUR',,,b'VGA',,b'Up to 4 h',b'Up to 168 h',,,,,,,,,,,,,,"b'WAP 2.0/xHTML, HTML'"
b'micromax',b'Micromax X410',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-X410.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1',,,,b'2011. Released 2011',b'Discontinued',b'115 x 51 x 10.8 mm (4.53 x 2.01 x 0.43 in)',b'86 g (3.03 oz)',b'Dual SIM (Mini-SIM)',b'TFT',"b'2.4 inches, 17.8 cm2 (~30.4% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~167 ppi density)'",,,,,,b'microSDHC (dedicated slot)',,b'GSM 900 / 1800 - SIM 2',,,b'Yes',b'2 MP',,b'Yes',b'No',b'No',b'Yes',b'No',,b'FM radio',b'Proprietary',b'',b'Removable Li-Ion 850 mAh battery',,b'Black',,,b'About 30 EUR',,,,,b'Up to 4 h',b'Up to 120 h',,,,b'Class 12',b'No',"b'1000 entries, Photocall'",b'Yes',"b'SMS, MMS'",b'Downloadable',b'Yes',b'No',b'MP3 player H.263 player Organizer Predictive text input',,b'WAP 2.0/xHTML (Opera Mini)'
