Brand,Model Name,Model Image,Technology,2G bands,,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,Build,Protection,Quad,_1,_1_1,128GB 8GB RAM,Dual,32GB 2GB RAM,32GB 3GB RAM,SAR,128GB 4GB RAM,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 6GB RAM,64GB 4GB RAM,8GB 1GB RAM,256GB 8GB RAM,256GB 12GB RAM,SAR EU,512GB 12GB RAM,Audio quality,64GB 3GB RAM,256GB 6GB RAM,Single_1,64GB 6GB RAM,Dual_1,Stand-by,Talk time,Infrared port,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,Keyboard,Browser,Alert types,Languages,Clock,Alarm,Stand-by_1,Talk time_1,Music play,RMA161
b'realme',b'Realme C15',b'https://fdn2.gsmarena.com/vv/bigpic/realme-c15-r1.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'eMMC 5.1',b'HSDPA 850 / 900 / 2100',"b'1, 3, 5, 8, 38, 40, 41'",,"b'HSPA 42.2/11.5 Mbps, LTE-A'","b'2020, July 28'","b'Available. Released 2020, July 28'",b'164.5 x 75.9 x 9.8 mm (6.48 x 2.99 x 0.39 in)',b'209 g (7.37 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.5 inches, 102.0 cm2 (~81.7% screen-to-body ratio)'","b'720 x 1600 pixels, 20:9 ratio (~270 ppi density)'","b'Android 10, realme UI 1.0'",b'MediaTek Helio G35 (12 nm)',b'Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)',b'PowerVR GE8320',b'microSDXC (dedicated slot)',"b'32GB 3GB RAM, 64GB 3GB RAM, 64GB 4GB RAM'",,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'8 MP, f/2.0, (wide)'","b'HDR, panorama'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'5.0, A2DP, LE, aptX'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 6000 mAh, non-removable'",b'Fast charging 18W',"b'Marine Blue, Seagull Silver'",b'RMX2180',"b'$\xe2\x80\x89169.99 / \xe2\x82\xb9\xe2\x80\x899,974'","b'Glass front, plastic frame, plastic back'",b'Corning Gorilla Glass',"b'13 MP, f/2.2, (wide), PDAF 8 MP, f/2.3, 119\xcb\x9a (ultrawide) 2 MP B/W, f/2.4 2 MP, f/2.4'",,,,,,"b'\xe2\x82\xb9\xe2\x80\x899,974'",,,,,,,,,b'$\xe2\x80\x89189.99',,,,,,,b'$\xe2\x80\x89169.99',,,,,,,,,,,,,,,,,,,,,,,,
b'realme',b'Realme 6i (India)',b'https://fdn2.gsmarena.com/vv/bigpic/realme-6i-india.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'Weather-sealed ports & loudspeaker',b'HSDPA 850 / 900 / 2100',"b'1, 3, 5, 8, 38, 40, 41'",,"b'HSPA 42.2/11.5 Mbps, LTE-A (2CA) Cat6 300/75 Mbps'","b'2020, July 24'","b'Available. Released 2020, July 31'",b'162.1 x 74.8 x 8.9 mm (6.38 x 2.94 x 0.35 in)',b'191 g (6.74 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD, 90Hz, 480 nits (typ)'","b'6.5 inches, 102.0 cm2 (~84.1% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~405 ppi density)'","b'Android 10, Realme UI'",b'Mediatek MT6785 Helio G90T (12 nm)',b'Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55)',b'Mali-G76 MC4',b'microSDXC (dedicated slot)',"b'64GB 4GB RAM, 64GB 6GB RAM'",,"b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/60/120fps, gyro-EIS'","b'16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'","b'HDR, panorama'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (side-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4300 mAh, non-removable'","b'Fast charging 30W, 100% in 55 min (advertised) USB Power Delivery'","b'Eclipse Black, Lunar White'",b'RMX2002',"b'\xe2\x82\xb9\xe2\x80\x8913,600'","b'Glass front (Gorilla Glass 3), plastic back, plastic frame'",b'Corning Gorilla Glass 3',"b'48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.3, 119\xcb\x9a (ultrawide), 1/4.0"", 1.12\xc2\xb5m 2 MP, f/2.4, (macro) 2 MP B/W, f/2.4, (depth)'",b'UFS 2.1',,,,,,,,,,,,,,"b'\xe2\x82\xb9\xe2\x80\x8913,990'",,,,,,,,,,"b'\xe2\x82\xb9\xe2\x80\x8913,600'",,,,,,,,,,,,,,,,,,,,,
b'realme',b'Realme X50 5G',b'https://fdn2.gsmarena.com/vv/bigpic/realme-x50-5g-eu.jpg',b'GSM / CDMA / HSPA / EVDO / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'CDMA 800 & TD-SCDMA',b'HSDPA 850 / 900 / 1700 / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 34, 38, 39, 40, 41'","b'1, 3, 5, 7, 8, 20, 28, 38, 40, 41, 77, 78 SA/NSA'","b'HSPA 42.2/5.76 Mbps, LTE-A, 5G'","b'2020, July 08'","b'Available. Released 2020, July 08'",b'163.8 x 75.8 x 8.9 mm (6.45 x 2.98 x 0.35 in)',b'194 g (6.84 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD, 120Hz'","b'6.57 inches, 104.2 cm2 (~83.9% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~401 ppi density)'","b'Android 10, Realme UI 1.0'",b'Qualcomm SM7250 Snapdragon 765G (7 nm)',b'Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver)',b'Adreno 620',b'No',"b'128GB 6GB RAM, 128GB 8GB RAM'",,"b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/60fps; gyro-EIS'",,b'HDR',b'1080p@30/120fps',b'Yes',b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes',b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (side-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4200 mAh, non-removable'","b'Fast charging 30W, 70% in 30 min (advertised)'","b'Jungle Green, Ice Silver'",b'RMX2144',b'\xc2\xa3\xe2\x80\x89229.00 / \xe2\x82\xac\xe2\x80\x89336.41',,,"b'48 MP, f/1.8, 25mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.3, 16mm (ultrawide), 1/4.0"", 1.12\xc2\xb5m 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)'",b'CDMA2000 1xEV-DO',b'24-bit/192kHz audio',"b'C$\xe2\x80\x891,190.08'","b'16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m 2 MP, f/2.4, (depth)'",,,,,,,,,,b'\xc2\xa3\xe2\x80\x89229.00',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'realme',b'Realme C11',b'https://fdn2.gsmarena.com/vv/bigpic/realme-c11.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'eMMC 5.1',b'HSDPA 850 / 900 / 2100',"b'1, 3, 5, 7, 8, 20, 28, 38, 40, 41 - International'",,"b'HSPA 42.2/11.5 Mbps, LTE-A'","b'2020, June 30'","b'Available. Released 2020, July 07'",b'164.4 x 75.9 x 9.1 mm (6.47 x 2.99 x 0.36 in)',b'196 g (6.91 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.5 inches, 103.7 cm2 (~83.1% screen-to-body ratio)'","b'720 x 1560 pixels, 19.5:9 ratio (~264 ppi density)'","b'Android 10, realme UI 1.0'",b'MediaTek Helio G35 (12 nm)',b'Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)',b'PowerVR GE8320',b'microSDXC (dedicated slot)',"b'32GB 2GB RAM, 32GB 3GB RAM'",,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'5 MP, f/2.4, 27mm (wide)'","b'HDR, panorama'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'5.0, A2DP, LE, aptX'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Po 5000 mAh, non-removable'",b'Charging 10W',"b'Mint Green, Pepper Grey'",b'RMX2185',"b'$\xe2\x80\x89139.99 / \xc2\xa3\xe2\x80\x8989.00 / \xe2\x82\xac\xe2\x80\x89135.34 / \xe2\x82\xb9\xe2\x80\x897,891'",,,,,,,"b'13 MP, f/2.2, (wide), PDAF 2 MP, f/2.4, (depth)'",b'$\xe2\x80\x89139.99',b'\xe2\x82\xac\xe2\x80\x89135.34',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'realme',b'Realme X3',b'https://fdn2.gsmarena.com/vv/bigpic/realme-x3.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'UFS 3.0',b'HSDPA 850 / 900 / 2100',"b'1, 3, 5, 8, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2020, June 25'","b'Available. Released 2020, June 30'",b'163.8 x 75.8 x 8.9 mm (6.45 x 2.98 x 0.35 in)',b'202 g (7.13 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD, 120Hz'","b'6.6 inches, 105.2 cm2 (~84.7% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~399 ppi density)'","b'Android 10, Realme UI'",b'Qualcomm SM8150 Snapdragon 855+ (7 nm)',b'Octa-core (1x2.96 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485)',b'Adreno 640 (700 MHz)',b'No',"b'128GB 6GB RAM, 128GB 8GB RAM'",,"b'LED flash, HDR, panorama'","b'4K@30/60fps, 1080p@30/60fps, 720p@960fps; gyro-EIS'",,b'Panorama',"b'1080p@30fps, gyro-EIS'",b'Yes',b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS'",b'No',b'No',b'USB Type-C 2.0',"b'Fingerprint (side-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4200 mAh, non-removable'","b'Fast charging 30W, 100% in 55 min (advertised)'","b'Glacier Blue, Arctic White'","b'RMX2142, RMX2081, RMX2085'","b'$\xe2\x80\x89459.99 / \xe2\x82\xb9\xe2\x80\x8925,988'","b'Glass front (Gorilla Glass 5), glass back, plastic frame'",b'Corning Gorilla Glass 5',"b'64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8\xc2\xb5m, PDAF 12 MP, f/2.5, 51mm (telephoto), PDAF, 2x optical zoom 8 MP, f/2.3, 119\xcb\x9a, 16mm (ultrawide), 1/4.0"", 1.12\xc2\xb5m 2 MP, f/2.4, (macro)'",b'24-bit/192kHz audio',,b'$\xe2\x80\x89479.99',"b'16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m 8 MP, f/2.2, 105\xcb\x9a (ultrawide), 1/4.0"", 1.12\xc2\xb5m'",,,,,,,,,,b'$\xe2\x80\x89459.99',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'realme',b'Realme C3i',b'https://fdn2.gsmarena.com/vv/bigpic/realme-c3-2020.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'Weather-sealed ports & loudspeaker',b'HSDPA 850 / 900 / 2100',"b'1, 3, 5, 8, 38, 40, 41'",,"b'HSPA 42.2/11.5 Mbps, LTE-A (2CA) Cat6 300/75 Mbps'","b'2020, June 24'","b'Available. Released 2020, July 03'",b'164.4 x 75 x 9 mm (6.47 x 2.95 x 0.35 in)',b'195 g (6.88 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD, 480 nits (typ)'","b'6.5 inches, 102.0 cm2 (~82.7% screen-to-body ratio)'","b'720 x 1600 pixels, 20:9 ratio (~270 ppi density)'","b'Android 10, realme UI 1.0'",b'Mediatek Helio G70 (12 nm)',b'Octa-core (2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55)',b'Mali-G52 2EEMC2',b'microSDXC (dedicated slot)',b'32GB 2GB RAM',,"b'LED flash, HDR, panorama'","b'1080p@30fps, 720p@120fps'","b'5 MP, f/2.4, 27mm (wide), 1/5"", 1.12\xc2\xb5m'","b'HDR, panorama'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'5.0, A2DP, LE, aptX'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Po 5000 mAh, non-removable'",b'Charging 10W',"b'Frozen Blue, Blazing Red'","b'RMX2027, RMX2020'",b'About 100 EUR',"b'Glass front (Gorilla Glass 3), plastic back, plastic frame'",b'Corning Gorilla Glass 3',,b'eMMC 5.1',,,"b'12 MP, f/1.8, 28mm (wide), 1/2.8"", 1.25\xc2\xb5m, PDAF 2 MP, f/2.4, (depth)'",,,,,b'AnTuTu: 192223 (v8) GeekBench: 1262 (v5.1) GFXBench: 15fps (ES 3.1 onscreen)',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'realme',b'Realme Narzo',b'https://fdn2.gsmarena.com/vv/bigpic/realme-narzo-indonesia.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'Weather-sealed ports & loudspeaker',b'HSDPA 850 / 900 / 2100 - Indonesia',"b'1, 3, 5, 8, 38, 40, 41 - Indonesia'",,"b'HSPA 42.2/11.5 Mbps, LTE-A (2CA) Cat6 300/75 Mbps'","b'2020, June 23'","b'Available. Released 2020, June 23'",b'162.1 x 74.8 x 8.9 mm (6.38 x 2.94 x 0.35 in)',b'191 g (6.74 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD, 90Hz, 480 nits (typ)'","b'6.5 inches, 102.0 cm2 (~84.1% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~405 ppi density)'","b'Android 10, Realme UI'",b'Mediatek MT6785 Helio G90T (12 nm)',b'Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55)',b'Mali-G76 MC4',b'microSDXC (dedicated slot)',b'128GB 4GB RAM',,"b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/60/120fps, gyro-EIS'","b'16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'","b'HDR, panorama'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (side-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4300 mAh, non-removable'","b'Fast charging 30W, 100% in 55 min (advertised)'","b'Just Black, Just White'",,b'About 190 EUR',"b'Glass front (Gorilla Glass 3), plastic back, plastic frame'",b'Corning Gorilla Glass 3',"b'48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.3, 119\xcb\x9a (ultrawide), 1/4.0"", 1.12\xc2\xb5m 2 MP, f/2.4, (macro) 2 MP B/W, f/2.4, (depth)'",b'UFS 2.1',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'realme',b'Realme X3 SuperZoom',b'https://fdn2.gsmarena.com/vv/bigpic/realme-x3-superzoom.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'UFS 3.0',b'HSDPA 850 / 900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2020, May 26'","b'Available. Released 2020, June 02'",b'163.8 x 75.8 x 8.9 mm (6.45 x 2.98 x 0.35 in)',b'202 g (7.13 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD, 120Hz'","b'6.6 inches, 105.2 cm2 (~84.7% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~399 ppi density)'","b'Android 10, Realme UI'",b'Qualcomm SM8150 Snapdragon 855+ (7 nm)',b'Octa-core (1x2.96 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485)',b'Adreno 640 (700 MHz)',b'No',"b'128GB 8GB RAM, 256GB 8GB RAM, 256GB 12GB RAM'",,"b'LED flash, HDR, panorama'","b'4K@30/60fps, 1080p@30/60fps, 720p@960fps; gyro-EIS'",,b'Panorama',"b'1080p@30fps, gyro-EIS'",b'Yes',b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with dual-band A-GPS, GLONASS, BDS, GALILEO, QZSS'",b'Yes (market/region dependent)',b'No',b'USB Type-C 2.0',"b'Fingerprint (side-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4200 mAh, non-removable'","b'Fast charging 30W, 100% in 55 min (advertised)'","b'Glacier Blue, Arctic White'",b'RMX2086',"b'$\xe2\x80\x89509.99 / \xc2\xa3\xe2\x80\x89349.99 / \xe2\x82\xb9\xe2\x80\x8924,999'","b'Glass front (Gorilla Glass 5), glass back, plastic frame'",b'Corning Gorilla Glass 5',"b'64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8\xc2\xb5m, PDAF 8 MP, f/3.4, 124mm (periscope telephoto), PDAF, OIS, 5x optical zoom 8 MP, f/2.3, 119\xcb\x9a, 16mm (ultrawide), 1/4.0"", 1.12\xc2\xb5m 2 MP, f/2.4, (macro)'",b'24-bit/192kHz audio',,b'$\xe2\x80\x89509.99',"b'32 MP, f/2.5, 26mm (wide), 1/2.8"", 0.8\xc2\xb5m 8 MP, f/2.2, 105\xcb\x9a (ultrawide), 1/4.0"", 1.12\xc2\xb5m'",,,,,b'AnTuTu: 477905 (v8) GeekBench: 2579 (v5.1) GFXBench: 35fps (ES 3.1 onscreen)',b'Contrast ratio: 1316:1 (nominal)',b'Photo / Video',b'-28.0 LUFS (Good)',b'Endurance rating 103h',,,,"b'\xe2\x82\xb9\xe2\x80\x8927,999'",b'$\xe2\x80\x89679.99',,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'realme',b'Realme 6S',b'https://fdn2.gsmarena.com/vv/bigpic/realme-6s.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'Weather-sealed ports & loudspeaker',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - International',"b'1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41 - International'",,"b'HSPA 42.2/11.5 Mbps, LTE-A (2CA) Cat6 300/75 Mbps'","b'2020, May 26'","b'Available. Released 2020, June 02'",b'162.1 x 74.8 x 8.9 mm (6.38 x 2.94 x 0.35 in)',b'191 g (6.74 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD, 90Hz, 480 nits (typ)'","b'6.5 inches, 102.0 cm2 (~84.1% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~405 ppi density)'","b'Android 10, Realme UI'",b'Mediatek MT6785 Helio G90T (12 nm)',b'Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55)',b'Mali-G76 MC4',b'microSDXC (dedicated slot)',"b'64GB 4GB RAM, 128GB 6GB RAM'",,"b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/60/120fps, gyro-EIS'","b'16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'","b'HDR, panorama'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (side-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4300 mAh, non-removable'","b'Fast charging 30W, 100% in 55 min (advertised)'","b'Eclipse Black, Lunar White'",,b'$\xe2\x80\x89212.51 / \xc2\xa3\xe2\x80\x89159.95 / \xe2\x82\xac\xe2\x80\x89158.94',"b'Glass front (Gorilla Glass 3), plastic back, plastic frame'",b'Corning Gorilla Glass 3',"b'48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.3, 119\xcb\x9a (ultrawide), 1/4.0"", 1.12\xc2\xb5m 2 MP, f/2.4, (macro) 2 MP B/W, f/2.4, (depth)'",b'UFS 2.1',,,,,,,,,,,,,b'$\xe2\x80\x89262.67',b'$\xe2\x80\x89212.51',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'realme',b'Realme X50 Pro Player',b'https://fdn2.gsmarena.com/vv/bigpic/realme-x50-pro-player-edition.jpg',b'GSM / CDMA / HSPA / EVDO / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'CDMA 800 & TD-SCDMA',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 12, 17, 20, 34, 38, 39, 40, 41'","b'1, 3, 41, 77, 78, 79 SA/NSA'","b'HSPA 42.2/5.76 Mbps, LTE-A, 5G'","b'2020, May 25'","b'Available. Released 2020, June 01'",b'159 x 74.2 x 8.9 mm (6.26 x 2.92 x 0.35 in)',b'209 g (7.37 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'Super AMOLED, 90Hz, HDR10+'","b'6.44 inches, 100.1 cm2 (~84.9% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~409 ppi density)'","b'Android 10, realme UI 1.0'",b'Qualcomm SM8250 Snapdragon 865 (7 nm+)',b'Octa-core (1x2.84 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.8 GHz Kryo 585)',b'Adreno 650',b'No',"b'128GB 6GB RAM, 128GB 8GB RAM, 128GB 12GB RAM'",,"b'LED flash, HDR, panorama'","b'4K@30/60fps, 1080p@30/60/240/960fps; gyro-EIS'",,b'HDR',"b'1080p@30/120fps, gyro-EIS'","b'Yes, with dual speakers'",b'No',"b'Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE, aptX HD'","b'Yes, A-GPS, GLONASS, BDS, NavIC'",b'Yes',b'No',b'USB Type-C 2.0',"b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'","b'Li-Po 4200 mAh, non-removable'","b'Fast charging 65W, 100% in 35 min (advertised) SuperDart\xc2\xa0Flash Charge Power Delivery'","b'Light Speed Silver, Phantom Black'",b'RMX2072',b'About 350 EUR',"b'Glass front (Unspecified), glass back (Unspecified), aluminum frame'",b'Unspecified',"b'48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.3, 119\xcb\x9a, 16mm (ultrawide) 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)'",b'CDMA2000 1xEV-DO',b'24-bit/192kHz audio',,"b'16 MP, f/2.5, 29mm (standard), 1/3.06"", 1.0\xc2\xb5m 2 MP, f/2.4, (depth)'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'realme',b'Realme Watch',b'https://fdn2.gsmarena.com/vv/bigpic/realme-watch.jpg',b'No cellular connectivity',b'N/A',b'IP68 dust/water resistant (up to 1.5m)',b'N/A',b'N/A',,b'No',"b'2020, May 25'","b'Available. Released 2020, June 05'",b'36.5 x 25.6 x 11.8 mm (1.44 x 1.01 x 0.46 in)',b'31 g (1.09 oz)',b'No',"b'IPS LCD, 380 nits (peak)'","b'1.4 inches, 6.3 cm2 (~67.7% screen-to-body ratio)'","b'320 x 320 pixels, 1:1 ratio (~323 ppi density)'",,,,,b'No',,,,,,,,b'No',b'No',b'No',"b'5.0, A2DP, LE'",b'No',b'No',b'No',b'No',"b'Accelerometer, heart rate, SpO2'","b'Li-Ion 160 mAh, non-removable'",b'Wireless charging',b'Black',b'RMA161',b'$\xe2\x80\x8959.00',"b'Glass front (Gorilla Glass 3), plastic back, plastic frame'",,,b'eMMC 4.5',b'No',,,,,,,,,,,,,,,,,,,,,,,,,,,,b'No',b'No',b'No',b'No',"b'Email, IM'",b'No',b'No',,,,,,,,,,b'$\xe2\x80\x8959.00'
