Brand,Model Name,Model Image,Technology,2G bands,,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,_1,Quad,Features,Video,Dual,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,128GB 8GB RAM,256GB 8GB RAM,Single,Triple,Build,Penta,_1_1,Infrared port,256GB 12GB RAM,Performance,Display,Camera,Loudspeaker_1,Battery life,512GB 8GB RAM,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,128GB 4GB RAM,Single_1,4GB 32MB RAM,128GB 6GB RAM,Dual_1,64GB 3GB RAM,32GB 2GB RAM,SAR EU,4GB,Five,64GB 4GB RAM,256GB 6GB RAM,32GB 3GB RAM,Protection,Audio quality,16GB 2GB RAM,Stand-by,32GB 4GB RAM,Talk time,Music play,SAR,Keyboard,Browser
b'huawei',b'Huawei MediaPad T2 10.0 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-mediapad-t2-10-pro.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'CDMA 800 - FDR-A03L',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 8, 20, 28, 38, 40 - FDR-A01L'",,"b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, August'","b'Available. Released 2016, September'",b'259.1 x 156.4 x 8.5 mm (10.20 x 6.16 x 0.33 in)',b'495 g (1.09 lb)',b'Nano-SIM',b'IPS LCD',"b'10.0 inches, 290.0 cm2 (~71.6% screen-to-body ratio)'","b'1200 x 1920 pixels, 16:10 ratio (~226 ppi density)'","b'Android 5.1 (Lollipop), EMUI 3.1'",b'Qualcomm MSM8939 Snapdragon 615 (28 nm)',b'Octa-core (4x1.2 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53)',b'Adreno 405',b'microSDXC (dedicated slot)',"b'16GB 2GB RAM; 16GB 3GB RAM, 32GB 3GB RAM (A03L)'","b'1, 3, 7, 38, 39, 40, 41 - FDR-A03L'",,"b'LED flash, HDR, panorama'",b'1080p@30fps',,,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS/ BDS (region dependent)'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 6660 mAh, non-removable'",,"b'Pearl White, Charcoal Black'","b'FDR-A01L, FDR-A03L, FDR-A04L'",b'About 240 EUR',,,"b'8 MP, f/2.0, AF'",,,,b'eMMC 4.5',,,,,,,,,,,,,,,,,b'2 MP',,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei MediaPad T2 7.0 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-mediapad-t2-pro.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'eMMC 4.5',b'HSDPA',b'LTE (unspecified)',,"b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, August'","b'Available. Released 2016, September'",b'187.4 x 105.8 x 8.2 mm (7.38 x 4.17 x 0.32 in)',b'250 g (8.82 oz)',b'Dual SIM',b'LTPS IPS LCD',"b'7.0 inches, 135.1 cm2 (~68.1% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~315 ppi density)'","b'Android 5.1 (Lollipop), EMUI 3.1'",b'Qualcomm MSM8939 Snapdragon 615 (28 nm)',b'Octa-core (4x1.2 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53)',b'Adreno 405',b'microSDXC',"b'16GB 2GB RAM, 32GB 3GB RAM (701L); 16GB 3GB RAM, 32GB 3GB RAM (703L)'",,,"b'LED flash, HDR, panorama'",b'1080p@30fps',,,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, LE'","b'Yes, with A-GPS, GLONASS/ BDS (region dependent)'",b'No',b'No',b'microUSB 2.0',"b'Fingerprint (side-mounted), accelerometer, proximity, compass'","b'Li-Po 4360 mAh, non-removable'",,"b'White, Gold, Blue, Pink'","b'PLE-701L, PLE-703L'",b'About 230 EUR',,,"b'13 MP, f/2.0, AF'",,,,,,,,,,,,,b'Yes',b'Yes',,,,,,,b'5 MP',,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei MediaPad T2 7.0',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-mediapad-t2.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - BGO-L03',b'HSDPA 850 / 900 / 1900 / 2100 - BGO-DL09',"b'1, 3, 5, 8, 19, 20, 38, 39, 40, 41 - BGO-DL09'",,"b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, August'","b'Available. Released 2016, September'",b'191.8 x 107 x 8.5 mm (7.55 x 4.21 x 0.33 in)',b'278 g (9.81 oz)',b'Micro-SIM',b'IPS LCD',"b'7.0 inches, 137.9 cm2 (~67.2% screen-to-body ratio)'","b'600 x 1024 pixels, 16:9 ratio (~170 ppi density)'","b'Android 6 (Marshmallow), EMUI 4'",b'Spreadtrum SC9830l',b'Quad-core 1.5 GHz Cortex-A7',,b'microSD',"b'8GB 1GB RAM, 16GB 1GB RAM, 16GB 2GB RAM (DL09)'","b'1, 2, 3, 4, 5, 7, 8, 17, 28 - BGO-L03'",,,b'720p@30fps',,,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, LE'","b'Yes, with A-GPS, GLONASS/ BDS (region dependent)'",b'No',b'No',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 4100 mAh, non-removable'",,b'Black/Silver',"b'BGO-DL09, BGO-L03'",b'About 150 EUR',,,b'2 MP',,,,,,,,,,,,,,,,,,,,,b'2 MP',,,,,,,,,,,,,,,b'Up to 455 h',,b'Up to 12 h (multimedia)',,,,
b'huawei',b'Huawei G9 Plus',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-g9-plus.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'eMMC 5.1',b'HSDPA',b'LTE (unspecified)',,"b'HSPA 42.2/5.76 Mbps, LTE'","b'2016, August'","b'Available. Released 2016, August'",b'151.8 x 75.7 x 7.3 mm (5.98 x 2.98 x 0.29 in)',b'160 g (5.64 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~72.6% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'","b'Android 6.0 (Marshmallow), EMUI 4.1'",b'Qualcomm MSM8953 Snapdragon 625 (14 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'Adreno 506',b'microSDXC (uses shared SIM slot)',"b'32GB 3GB RAM, 32GB 4GB RAM, 64GB 4GB RAM'",,,"b'Dual-LED dual-tone flash, panorama, HDR'","b'4K@30fps, 1080p@30fps'",,,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS/ BDS (region dependent)'",b'No',b'FM radio',"b'USB Type-C, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 3340 mAh, non-removable'",,"b'Black, White, Gold'","b'MLA-UL00, MLA-TL10'",b'About 280 EUR',,,"b'16 MP, 1/2.8"", 1.12\xc2\xb5m, PDAF, OIS'",,,,,,,,,,,,,b'Yes',b'Yes',,,,,,,b'8 MP',,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei MediaPad T1 7.0 Plus',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-mediapad-t1-70.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',,b'HSDPA 900 / 2100',,,b'HSPA',"b'2016, April'","b'Available. Released 2016, April'",b'191.8 x 107 x 8.5 mm (7.55 x 4.21 x 0.33 in)',b'278 g (9.81 oz)',b'Micro-SIM',b'IPS LCD',"b'7.0 inches, 137.9 cm2 (~67.2% screen-to-body ratio)'","b'600 x 1024 pixels, 16:9 ratio (~170 ppi density)'","b'Android 4.4.2 (KitKat), EMUI 3'",b'Spreadtrum SC7731G',b'Quad-core 1.2 GHz Cortex-A7',,b'microSDXC (dedicated slot)',b'16GB 2GB RAM',,,,b'720p@30fps',,,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, LE'","b'Yes, with A-GPS'",b'No',b'No',"b'microUSB 2.0, USB On-The-Go'",b'Accelerometer',"b'Li-Ion 4100 mAh, non-removable'",,b'Black/Silver',"b'T1-701ua, T1-701u'",b'About 100 EUR',,,"b'5 MP, AF'",,,,,,,,,,,,,,,,,,,,,b'2 MP',,,,,,,,,,,,,,,b'Up to 300 h',,b'Up to 10 h (multimedia)',,,,
b'huawei',b'Huawei MediaPad M2 7.0',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-mediapad-m2-70.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'eMMC 4.5',b'HSDPA 850 / 900 / 1900 / 2100',b'LTE (unspecified)',,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, May'","b'Available. Released 2016, June'",b'187.4 x 105.8 x 8.2 mm (7.38 x 4.17 x 0.32 in)',b'250 g (8.82 oz)',b'Dual SIM',b'IPS LCD',"b'7.0 inches, 142.1 cm2 (~71.7% screen-to-body ratio)'","b'1200 x 1920 pixels, 16:10 ratio (~323 ppi density)'","b'Android 5.1.1 (Lollipop), EMUI'",b'Qualcomm MSM8939 Snapdragon 615 (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Adreno 405',b'microSDXC (dedicated slot)',"b'16GB 3GB RAM, 32GB 3GB RAM'",,,b'LED flash',b'Yes',,,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'No',b'microUSB 2.0',"b'Fingerprint (side-mounted), accelerometer, proximity'","b'Li-Ion 4360 mAh, non-removable'",,"b'White, Blue, Gold, Pink'",,b'About 200 EUR',,,"b'13 MP, f/2.0, AF'",,,,,,,,,,,,,,,,,,,,,b'5 MP',,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Y3II',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-y3-2.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',"b'3, 5, 40 - India'",b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 8, 20'",,"b'HSPA 42.2/5.76 Mbps, LTE'","b'2016, April'","b'Available. Released 2016, June'",b'134.2 x 66.7 x 9.9 mm (5.28 x 2.63 x 0.39 in)',b'150 g (5.29 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'TFT',"b'4.5 inches, 55.8 cm2 (~62.3% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~218 ppi density)'","b'Android 5.1 (Lollipop), EMUI 3.1'",b'Mediatek MT6735M - 4G modelMediatek MT6582M - 3G model',b'Quad-core 1.0 GHz Cortex-A53 - 4G modelQuad-core 1.3 GHz Cortex-A7 - 3G model',b'Mali-T720MP2 - 4G modelMali-400MP2 - 3G model',b'microSDHC (dedicated slot)',b'8GB 1GB RAM',,,b'Dual-LED flash',b'1080p@30fps',,,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 2100 mAh, removable'",,"b'Obsidian Black, Arctic White, Sand Gold, Rose Pink, Sky Blue'","b'LUA-U22, LUA-U02, LUA-L21, LUA-L22, LUA-L01, U22, LUA-L02, LUA-L03, LUA-L23, LUA-U03, LUA-L13, LUA-U23'",b'About 80 EUR',,,"b'5 MP, AF'",,"b'Glass front, plastic back, plastic frame'",,,,,,,,,,,,,,,,,,,b'2 MP',,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Y5II',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-y5-2.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 8, 20'",,"b'HSPA 42.2/5.76 Mbps, LTE'","b'2016, April'","b'Available. Released 2016, June'",b'143.8 x 72 x 8.9 mm (5.66 x 2.83 x 0.35 in)',b'135 g (4.76 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~66.6% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'","b'Android 5.1 (Lollipop), EMUI 3.1'",b'Mediatek MT6735P (28 nm) - 4G modelMediatek MT6582 - 3G model',b'Quad-core 1.3 GHz Cortex-A53 - 4G modelQuad-core 1.3 GHz Cortex-A7 - 3G model',b'Mali-T720MP2 - 4G modelMali-400MP2 - 3G model',b'microSDHC (dedicated slot)',b'8GB 1GB RAM',,,b'LED flash',b'720p@30fps',,b'LED flash',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Po 2200 mAh, removable'",,"b'Obsidian Black, Arctic White, Sand Gold, Rose Pink, Sky Blue'","b'CUN-U29, CUN-U19, CUN-U09, CUN-L21, CUN-L22, CUN-L01, CUN-L02, CUN-L03, CUN-L33, CUN-L23'",b'About 110 EUR',,,"b'8 MP, f/2.0, AF'",,"b'Glass front, plastic back, plastic frame'",,,,,,,,,,,,,,,,,,,b'2 MP',,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei P9 lite',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-p9-lite-r1.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'24-bit/192kHz audio',b'HSDPA 900 / 1900 / 2100',"b'1, 3, 7, 8, 20'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, April 20'","b'Available. Released 2016, May 15'",b'146.8 x 72.6 x 7.5 mm (5.78 x 2.86 x 0.30 in)',b'147 g (5.19 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.2 inches, 74.5 cm2 (~69.9% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~424 ppi density)'","b'Android 6.0 (Marshmallow), upgradable to 7.0 (Nougat), EMUI 4.1'",b'Kirin 650 (16 nm)',b'Octa-core (4x2.0 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53)',b'Mali-T830MP2',b'microSDXC (uses shared SIM slot)',"b'16GB 2GB RAM, 16GB 3GB RAM'",,,"b'LED flash, panorama, HDR'",b'1080p@30fps',,,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS'","b'Yes (L31, L21 only)'",b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Ion 3000 mAh, non-removable'",,"b'Black, White, Gold'","b'VNS-L31, VNS-L21, VNS-L22, VNS-L23, VNS-L53, VNS-AL00, VNS-L62, VNS-L52, VNS-DL00'",b'About 210 EUR',,,"b'13 MP, f/2.0, 1/3.1"", 1.12\xc2\xb5m, AF'",,"b'Glass front, plastic back, aluminum frame'",,,,,b'Basemark OS II 2.0: 1242Basemark X: 7681',"b'Contrast ratio: 1192 (nominal), 2.679 (sunlight)'",b'Photo / Video',b'Voice 66dB / Noise 71dB / Ring 83dB',b'Endurance rating 79h',,,,,,,,,,"b'8 MP, f/2.0'",,,,,,b'1.38 W/kg (head) \xc2\xa0 \xc2\xa0 1.59 W/kg (body)',,,,,,,b'Noise -97.8dB / Crosstalk -97.2dB',,,,,,,,
b'huawei',b'Huawei P9 Plus',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-p9-plus.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',"b'1, 2, 3, 4, 5, 6, 7, 8, 12, 17, 18, 19, 20, 26, 28, 38, 39, 40, 41 - VIE-L29'","b'HSDPA 850 / 900 / 1900 / 2100 - VIE-L09, VIE-L29'","b'1, 2, 3, 4, 5, 6, 7, 8, 12, 17, 18, 19, 20, 26, 28, 38, 39, 40 - VIE-L09'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2016, April'","b'Available. Released 2016, May'",b'152.3 x 75.3 x 7 mm (6.00 x 2.96 x 0.28 in)',b'162 g (5.71 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'Super AMOLED',"b'5.5 inches, 83.4 cm2 (~72.7% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'","b'Android 6 (Marshmallow), upgradable to 7 (Nougat), EMUI 5'",b'Kirin 955 (16 nm)',b'Octa-core (4x2.5 GHz Cortex-A72 & 4x1.8 GHz Cortex-A53)',b'Mali-T880 MP4',b'microSDXC (uses shared SIM slot)',b'64GB 4GB RAM',b'3D Touch display',,"b'Leica optics, dual-LED dual-tone flash, panorama, HDR'",b'1080p@30fps',,,b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS/ BDS (market dependant)'",b'Yes',b'No',b'USB Type-C',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3400 mAh, non-removable'","b'Fast charging 18W, 38% in 30 min (advertised)'","b'Haze Gold, Quartz Grey, Ceramic White'","b'VIE-L09, VIE-L29, VIE-AL10'",b'About 430 EUR',,,"b'12 MP, f/2.2, 27mm (wide), 1/2.9"", 1.25\xc2\xb5m, PDAF, Laser AF 12 MP B/W, f/2.2, 27mm (wide), 1/2.9"", 1.25\xc2\xb5m'",,"b'Glass front (Gorilla Glass 3), aluminum back, aluminum frame'",,b'24-bit/192kHz audio',b'Yes',,b'Basemark OS II 2.0: 2099Basemark X: 15058',"b'Contrast ratio: Infinite (nominal), 3.956 (sunlight)'",b'Photo / Video',b'Voice 71dB / Noise 73dB / Ring 81dB',b'Endurance rating 69h',,,,,,,,,,"b'8 MP, f/1.9, AF'",,,,,,b'1.48 W/kg (head) \xc2\xa0 \xc2\xa0 1.49 W/kg (body)',,,,,,b'Corning Gorilla Glass 3',b'Noise -97.4dB / Crosstalk -96.9dB',,,,,,,,
b'huawei',b'Huawei P9',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-p9r2.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100',,"b'1, 2, 3, 4, 5, 6, 7, 8, 12, 17, 18, 19, 20, 26, 28, 38, 39, 40'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2016, April'","b'Available. Released 2016, April'",b'145 x 70.9 x 7 mm (5.71 x 2.79 x 0.28 in)',b'144 g (5.08 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS-NEO LCD',"b'5.2 inches, 74.9 cm2 (~72.9% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~423 ppi density)'","b'Android 6.0 (Marshmallow), upgradable to 7.0 (Nougat), EMUI 4.1'",b'Kirin 955 (16 nm)',b'Octa-core (4x2.5 GHz Cortex-A72 & 4x1.8 GHz Cortex-A53)',b'Mali-T880 MP4',b'microSDXC (uses shared SIM slot)',"b'32GB 3GB RAM (EVA-L19/EVA-L09), 64GB 4GB RAM (EVA-L29)'",b'24-bit/192kHz audio',,"b'Leica optics, dual-LED dual-tone flash, panorama, HDR'","b'1080p@60fps, 1080p@30fps, 720p@120fps'",,,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes (EVA-L09 only)',b'No',b'USB Type-C',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 3000 mAh, non-removable'","b'Fast charging 18W, 44% in 30 min (advertised)'","b'Ceramic White, Haze Gold, Rose Gold, Titanium Grey, Mystic Silver, Prestige Gold, Red, Blue'","b'EVA-L09, EVA-L19, EVA-L29, EVA-AL10, EVA-TL00, EVA-AL00, EVA-DL00'",b'About 340 EUR',,,"b'12 MP, f/2.2, 27mm (wide), 1/2.9"", 1.25\xc2\xb5m, PDAF, Laser AF 12 MP B/W, f/2.2, 27mm (wide), 1/2.9"", 1.25\xc2\xb5m'",,"b'Glass front (Gorilla Glass 3), aluminum back, aluminum frame'",,,,,b'Basemark OS II 2.0: 2068Basemark X: 16942',"b'Contrast ratio: 1094:1 (nominal), 3.195 (sunlight)'",b'Photo / Video',b'Voice 72dB / Noise 66dB / Ring 75dB',b'Endurance rating 75h',,b'Yes',b'Yes',,,,,,,"b'8 MP, f/2.4'",,,,,,b'1.43 W/kg (head) \xc2\xa0 \xc2\xa0 0.55 W/kg (body)',,,,,,b'Corning Gorilla Glass 3',b'Noise -97.3dB / Crosstalk -96.2dB',,,,,,,,
b'huawei',b'Huawei MediaPad M2 10.0',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-mediapad-m2-10-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - M2-A01L',b'TD-SCDMA',b'HSDPA 850 / 900 / 1900 / 2100 - M2-A01L',"b'1, 3, 7, 8, 20, 38, 39, 40, 41 - M2-A01L'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, January'","b'Available. Released 2016, February'",b'239.8 x 172.8 x 7.4 mm (9.44 x 6.80 x 0.29 in)',b'500 g (1.10 lb)',b'Micro-SIM',b'IPS LCD',"b'10.1 inches, 295.8 cm2 (~71.4% screen-to-body ratio)'","b'1200 x 1920 pixels, 16:10 ratio (~224 ppi density)'","b'Android 5.1 (Lollipop), EMUI 3.1'",b'Kirin 930 (28 nm)',b'Octa-core (4x2.0 GHz Cortex A53 & 4x1.5 GHz Cortex-A53)',b'Mali-T628 MP4',b'No',"b'16GB 2GB RAM (Standard), 64GB 3GB RAM (Premium)'",b'Stylus (Premium edition)',,"b'LED flash, HDR, panorama'",b'1080p@30fps',,,b'',"b'Yes, with stereo speakers (4 speakers)'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot'","b'4.0, A2DP, EDR, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'No',b'microUSB 2.0',"b'Fingerprint (front-mounted), accelerometer, gyro, compass'","b'Li-Po 6660 mAh, non-removable'",,"b'Moonlight Silver, Luxurious Gold'","b'M2-A01W, M2-A01L'",b'About 250 EUR',,,"b'13 MP, f/2.0, AF'",,,,b'Tuned by Harman Kardon',,,,,,,,,,,,,,,,,b'5 MP',,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Watch',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-watch.jpg',b'No cellular connectivity',b'N/A',b'IP67 dust/water resistant (up to 1m for 30 mins) Compatible with standard 18mm straps',,,,,"b'2015, March. Released 2015, September'",b'Discontinued',b'42 x 42 x 11.3 mm (1.65 x 1.65 x 0.44 in)',b'60.5 g (2.15 oz)',b'No',b'OLED',"b'1.4 inches, 12.6 cm2 (~71.5% screen-to-body ratio)'","b'400 x 400 pixels, 1:1 ratio (~286 ppi density)'","b'Android Wear, upgradable to 2.1'",b'Qualcomm MSM8926 Snapdragon 400 (28 nm)',b'Quad-core 1.2 GHz Cortex-A7',b'Adreno 305',b'No',b'4GB 512MB RAM',b'Always-on screen',,,,,,,b'Yes',b'No',b'Wi-Fi 802.11 b/g',"b'4.1, LE'",b'No',b'No',b'No',b'No',"b'Accelerometer, gyro, heart rate, barometer'","b'Li-Ion 300 mAh, non-removable'",b'Charging 10W',"b'Silver, Black, Rose Gold/ Black Leather, Steel Link Bracelet, Stainless Steel Mesh, Black-plated Link Bracelet, Alligator-pressed Brown Leather, Rose Gold-plated Link Bracelet, Wat'",,b'About 290 EUR',,,,,"b'Glass front (Sapphire crystal), stainless steel 316L frame'",,b'MP3 player Photo viewer Voice dial/commands',,,,,,,,,b'No',b'No',,,,,,,,,,,,,,,,,,,b'Sapphire crystal glass',,,b'Up to 48 h (mixed usage)',,,,,,
b'huawei',b'Huawei Enjoy 5s',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-enjoy-5s.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,b'HSDPA 900 / 2100',"b'1, 3, 38, 39, 40, 41'",,"b'HSPA, LTE Cat4 150/50 Mbps'","b'2015, December. Released 2015, December'",b'Discontinued',b'143.5 x 71 x 7.6 mm (5.65 x 2.80 x 0.30 in)',b'135 g (4.76 oz)',"b'Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~67.6% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'","b'Android 5.1.1 (Lollipop), EMUI 3.1 Lite'",b'Mediatek MT6753T',b'Octa-core 1.5 GHz Cortex-A53',b'Mali-T720MP3',b'microSDXC (dedicated slot)',b'16GB 2GB RAM',,,"b'LED flash, panorama, HDR'",b'1080p@30fps',,,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Ion 2200 mAh, non-removable'",,"b'Gold, Silver'","b'TAG-AL00, TAG-TL00, TAG-L22, TAG-L01, TAG-L13, TAG-L23'",b'About 200 EUR',,,"b'13 MP, f/2.0, AF'",,,,,,,,,,,,,,,,,,,,,"b'5 MP, 28mm (wide)'",,,,,,,,,,,,,,,,,,,,,
