Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Quad,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Price,,_1,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,Models,Triple,_1_1,Performance,Display,Camera,Loudspeaker_1,Battery life,256GB 8GB RAM,Protection,128GB 8GB RAM,256GB 12GB RAM,128GB 6GB RAM,128GB 12GB RAM,Dual,Single_1,Audio quality,Dual_1,Triple_1,Stand-by,SAR,Talk time,Music play,Infrared port,Talk time_1,SAR EU,Keyboard,Browser
b'zte',b'ZTE Score M',b'https://fdn2.gsmarena.com/vv/bigpic/zte-score-m.jpg',b'CDMA / EVDO',b'CDMA 800 / 1700 / 1900 / 2100',b'CDMA2000 1xEV-DO',,,b'EV-DO Rev.A 3.1 Mbps',"b'2012, March. Released 2012, March'",b'Discontinued',b'112 x 61.4 x 13.7 mm (4.41 x 2.42 x 0.54 in)',b'136 g (4.80 oz)',,b'Mini-SIM',"b'TFT, 256K colors'","b'3.5 inches, 36.5 cm2 (~53.0% screen-to-body ratio)'","b'320 x 480 pixels, 3:2 ratio (~165 ppi density)'",b'Android 2.3 (Gingerbread)',,b'600 MHz',,b'microSDHC (dedicated slot)',b'4GB',,,b'Yes',b'3.15 MP',,,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g, hotspot'","b'2.1, A2DP, EDR'","b'Yes, with A-GPS'",,b'No',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Removable Li-Ion 1500 mAh battery',,b'Black',,b'No',b'MP4/H.264 player MP3/WAV/eAAC+ player Organizer Voice memo Predictive text input',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'zte',b'ZTE Light Tab 300',b'https://fdn2.gsmarena.com/vv/bigpic/thumb.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 2100',,,b'HSPA',"b'2012, February. Released 2012, September'",b'Discontinued',b'-',b'-',,b'Mini-SIM',b'IPS LCD',"b'7.0 inches, 142.1 cm2'","b'800 x 1280 pixels, 16:10 ratio (~216 ppi density)'",b'Android 4.0 (Ice Cream Sandwich)',,,,b'To be confirmed',b'1GB RAM',,b'LED flash',b'Yes',"b'5 MP, AF'",,b'',"b'Yes, with stereo speakers'",,"b'Wi-Fi 802.11 b/g/n, hotspot'","b'2.1, A2DP'","b'Yes, with A-GPS'",,b'No',b'microUSB 2.0',"b'Accelerometer, compass'",b'Non-removable Li-Ion battery',,b'Black',,b'MP4/H.264 player MP3/WAV/eAAC+ player Document viewer Organizer Voice memo/dial Predictive text input',,,,,,,,,,,,,,,,,,,,,,,,b'2 MP',,,,,,,,,,,,
b'zte',b'ZTE V96',b'https://fdn2.gsmarena.com/vv/bigpic/zte-v96.jpg',b'GSM / UMTS / LTE',b'GSM 850 / 900 / 1800 / 1900',b'UMTS 850 / 1900 / 2100',b'LTE 800',,"b'HSPA 42.2/11.5 Mbps, LTE Cat3 100/50 Mbps'","b'2012, February. Released 2012, Q4'",b'Discontinued',b'-',b'-',,b'Mini-SIM',b'TFT',"b'10.1 inches, 295.8 cm2'","b'800 x 1280 pixels, 16:10 ratio (~149 ppi density)'",b'Android 4.0 (Ice Cream Sandwich)',b'Qualcomm MSM8960 Snapdragon S4 Plus',b'Dual-core 1.7 GHz Krait',b'Adreno 225',b'No',b'16GB 1GB RAM',,,b'Yes',"b'5 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'",b'Yes',"b'Yes, with A-GPS'",,b'No',b'Proprietary',"b'Accelerometer, compass'",b'Non-removable Li-Ion battery',,b'Black',,b'HDMI port MP3/WAV/WMA/eAAC+ player MP4/WMV/H.264 player Organizer Document viewer Photo viewer/editor Voice memo/dial Predictive text input',,,,,,,,,,,,,,,,,,,,,,,,b'2 MP',,,,,,,,,,,,
b'zte',b'ZTE PF 100',b'https://fdn2.gsmarena.com/vv/bigpic/zte-pf100.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 1900 / 2100',,,b'HSPA 28/5.76 Mbps',"b'2012, February'",b'Cancelled',b'-',b'-',,b'Mini-SIM',b'TFT',"b'10.1 inches, 290.4 cm2'","b'768 x 1280 pixels, 5:3 ratio (~148 ppi density)'",b'Android 4.0 (Ice Cream Sandwich)',b'Nvidia Tegra 3',b'Quad-core 1.5 GHz',b'ULP GeForce',b'No',b'16GB 1GB RAM',,,b'720p',"b'5 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'",b'Yes',"b'Yes, with A-GPS'",,b'No',b'Proprietary',"b'Accelerometer, gyro, compass'",b'Non-removable Li-Ion battery',,b'Black',,b'HDMI port MP3/WAV/WMA/eAAC+ player MP4/WMV/H.264 player Organizer Document viewer Photo viewer/editor Voice memo/dial Predictive text input',,,,,,,,,,,,,,,,,,,,,,,,b'2 MP',,,,,,,,,,,,
b'zte',b'ZTE T98',b'https://fdn2.gsmarena.com/vv/bigpic/zte-t98.jpg',b'GSM',b'GSM 900 / 1800',b'TD-SCDMA',,,b'HSPA',"b'2012, February. Released 2012, Q4'",b'Discontinued',b'-',b'-',,b'Mini-SIM',b'TFT',"b'7.0 inches, 139.5 cm2'","b'768 x 1280 pixels, 5:3 ratio (~213 ppi density)'",b'Android 4.0 (Ice Cream Sandwich)',b'Nvidia Tegra 3',b'Quad-core 1.5 GHz',b'ULP GeForce',b'No',b'16GB 1GB RAM',,,b'720p',"b'5 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'",b'Yes',b'Yes',,b'No',b'Proprietary',"b'Accelerometer, gyro, compass'",b'Non-removable Li-Ion battery',,b'Black',,b'MP3/WAV/WMA/eAAC+ player MP4/WMV/H.264 player Organizer Document viewer Photo viewer/editor Voice memo/dial Predictive text input',,b'Yes',b'Yes',,,,,,,,,,,,,,,,,,,,,b'2 MP',,,,,,,,,,,,
b'zte',b'ZTE Light Tab 3 V9S',b'https://fdn2.gsmarena.com/vv/bigpic/zte-v9s.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 2100',,,b'HSPA 14.4/5.76 Mbps',"b'2012, February. Released 2012, Q4'",b'Discontinued',b'194 x 120 x 12 mm (7.64 x 4.72 x 0.47 in)',b'400 g (14.11 oz)',,b'Mini-SIM',b'TFT',"b'7.0 inches, 142.1 cm2 (~61.0% screen-to-body ratio)'","b'800 x 1280 pixels, 16:10 ratio (~216 ppi density)'",b'Android 3.2 (Honeycomb)',b'Qualcomm MSM8260 Snapdragon S3',b'Dual-core 1.2 GHz Scorpion',b'Adreno 220',b'No',b'16GB 1GB RAM',,,b'Yes',"b'5 MP, AF'",,b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'2.1, A2DP, EDR'","b'Yes, with A-GPS'",,b'No',b'Proprietary',"b'Accelerometer, compass'",b'Non-removable Li-Ion 4000 mAh battery',,b'Black',,b'HDMI port MP3/WAV/WMA/eAAC+ player MP4/WMV/H.264 player Organizer Document viewer Photo viewer/editor Voice memo/dial Predictive text input',,,,,,,,,,,,,,,,,,,,,,,,b'2 MP',,,,,,,,,,,,
b'zte',b'ZTE Era',b'https://fdn2.gsmarena.com/vv/bigpic/zte-era.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 2100',,,b'HSPA 21.1/5.76 Mbps',"b'2012, February. Released 2012, December'",b'Discontinued',b'7.8 mm thickness',b'-',,b'Mini-SIM',b'TFT',"b'4.3 inches, 51.0 cm2 (~54.3% screen-to-body ratio)'","b'540 x 960 pixels, 16:9 ratio (~256 ppi density)'",b'Android 4.0 (Ice Cream Sandwich)',b'Nvidia Tegra 3',b'Quad-core 1.3 GHz',b'ULP GeForce',b'microSDHC (dedicated slot)',b'8GB 1GB RAM',,b'LED flash',b'1080p@30fps',"b'8 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, DLNA, UMA, hotspot'","b'3.0, A2DP, EDR'","b'Yes, with A-GPS'",,"b'Stereo FM radio, RDS'",b'microUSB 2.0 (MHL TV-out)',"b'Accelerometer, gyro, proximity, compass'",b'Removable Li-Ion battery',,b'Black',,b'MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player Document viewer/editor Voice memo/dial/commands Predictive text input',,,,,,,,,,,,,,,,,,,,,,,,b'VGA',,,,,,,,,,,,
b'zte',b'ZTE PF112 HD',b'https://fdn2.gsmarena.com/vv/bigpic/zte-pf112-hd.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 1900 / 2100',,,b'HSPA 21.1/5.76 Mbps',"b'2012, February'",b'Cancelled',b'130 x 66 x 8.5 mm (5.12 x 2.60 x 0.33 in)',b'-',,b'Mini-SIM',b'TFT',"b'4.5 inches, 55.8 cm2 (~65.1% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~326 ppi density)'",b'Android 4.0 (Ice Cream Sandwich)',,,,b'microSDHC (dedicated slot)',b'8GB 1GB RAM',,b'LED flash',b'720p@30fps',"b'8 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, DLNA, UMA, hotspot'","b'3.0, A2DP, EDR'","b'Yes, with A-GPS'",,"b'Stereo FM radio, RDS'",b'microUSB 2.0 (MHL TV-out)',"b'Accelerometer, gyro, proximity, compass'",b'Removable Li-Ion 1650 mAh battery',,b'Black',,b'MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player Document viewer/editor Voice memo/dial/commands Predictive text input',,,,,,,,,,,,,,,,,,,,,,,,b'2 MP',,,,,,,,,,,,
b'zte',b'ZTE Skate Acqua',b'https://fdn2.gsmarena.com/vv/bigpic/ZTE-Skate-Acqua.jpg',b'GSM / HSPA',b'GSM 900 / 1800 / 1900',b'HSDPA 900 / 2100',,,b'HSPA 7.2/0.384 Mbps',"b'2012, February. Released 2012, Q4'",b'Discontinued',b'-',b'-',,b'Mini-SIM',"b'TFT, 65K colors'","b'4.0 inches, 45.5 cm2'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'Android 4.0 (Ice Cream Sandwich)',b'Qualcomm MSM7227A Snapdragon S1',b'1.0 GHz Cortex-A5',b'Adreno 200',b'microSDHC (dedicated slot)',b'4GB 512MB RAM',,b'LED flash',b'720p',"b'5 MP, AF'",,,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'2.1, A2DP, EDR'","b'Yes, with A-GPS'",,"b'Stereo FM radio, RDS'",b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Removable Li-Ion 1600 mAh battery',,"b'Black, White'",,b'',b'MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player Document viewer/editor Voice memo/dial Predictive text input',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'zte',b'ZTE Orbit',b'https://fdn2.gsmarena.com/vv/bigpic/zte-orbit.jpg',b'GSM / CDMA / HSPA / EVDO',b'GSM 900 / 1800 / 1900',b'HSDPA 900 / 2100',,,"b'HSPA 14.4/5.76 Mbps, EV-DO Rev.A 3.1 Mbps (ZTE Render)'","b'2012, February. Released 2012, September'",b'Discontinued',b'119.4 x 63.5 x 10.2 mm (4.70 x 2.5 x 0.40 in)',b'136.4 g (4.80 oz)',,b'Mini-SIM',b'TFT',"b'4.0 inches, 45.5 cm2 (~60.1% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'Microsoft Windows Phone 7.5 Tango II',,b'1.0 GHz',,b'No',b'4GB 512MB RAM',,b'LED flash',b'720p@30fps',"b'5 MP, AF'",,,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct'","b'3.0, A2DP, EDR'","b'Yes, with A-GPS'",b'Yes',"b'Stereo FM radio, RDS'",b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Removable Li-Ion 1600 mAh battery',,b'Black',b'About 230 EUR',b'CDMA 800 / 1900 - ZTE Render',b'CDMA2000 1xEV-DO - ZTE Render',,,,,,,,,,b'MP3/WAV/eAAC+/WMA player MP4/H.264/WMV player Document viewer Voice memo/command/dial Predictive text input',,,,,,,,,,,,,,,,,b'Up to 220 h',,b'Up to 4 h 40 min',,,,,,
b'zte',b'ZTE Kis V788',b'https://fdn2.gsmarena.com/vv/bigpic/zte-kis.jpg',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,,,,"b'2012, February. Released 2012, July'",b'Discontinued',b'114.3 x 61.6 x 11.5 mm (4.5 x 2.43 x 0.45 in)',b'120 g (4.23 oz)',,b'Mini-SIM',"b'TFT, 256K colors'","b'3.5 inches, 36.5 cm2 (~51.8% screen-to-body ratio)'","b'320 x 480 pixels, 3:2 ratio (~165 ppi density)'",b'Android 2.3 (Gingerbread)',,b'800 MHz',,"b'microSDHC (dedicated slot), 2 GB included'",b'512MB 256MB RAM',,,b'Yes',"b'3.15 MP, AF'",,,b'Yes',b'No',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'2.1, A2DP, EDR'","b'Yes, with A-GPS'",b'Yes',"b'Stereo FM radio, RDS'",b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Removable Li-Ion 1400 mAh battery',,b'Black',b'About 160 EUR',b'No',b'MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player Document viewer/editor Voice memo/dial Predictive text input',b'Yes',b'Yes',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'zte',b'ZTE V880E',b'https://fdn2.gsmarena.com/vv/bigpic/zte-v880e.jpg',b'GSM / HSPA',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',,,b'HSPA',"b'2012, February. Released 2012, May'",b'Discontinued',b'122.5 x 64.6 x 12 mm (4.82 x 2.54 x 0.47 in)',b'130 g (4.59 oz)',,b'Dual SIM (Mini-SIM)',b'TFT',"b'4.0 inches, 45.5 cm2 (~57.5% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'Android 2.3.6 (Gingerbread)',,b'1.0 GHz',,b'microSDHC (dedicated slot)',"b'4GB (2.5GB user available), 512MB RAM'",,,b'Yes',"b'5 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'2.1, A2DP'","b'Yes, with A-GPS'",,b'FM radio',b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass'",b'Removable Li-Ion 1650 mAh battery',,b'Black',b'About 180 EUR',b'MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player Document viewer Photo viewer/editor Voice memo/dial Predictive text input',,,,,,,,,,,,,,,,,,,,,,,,b'VGA',,,,,,,,,,,,
b'zte',b'ZTE Nova 3.5',b'https://fdn2.gsmarena.com/vv/bigpic/zte-nova-35.jpg',b'GSM / HSPA',b'GSM 900 / 1800',b'HSDPA 900 / 2100',,,b'HSPA',"b'2012, February. Released 2013, Q3'",b'Discontinued',b'112.4 x 59.9 x 11 mm (4.43 x 2.36 x 0.43 in)',b'-',,b'Mini-SIM',"b'TFT, 256K colors'","b'3.5 inches, 37.9 cm2 (~56.3% screen-to-body ratio)'","b'360 x 480 pixels, 4:3 ratio (~171 ppi density)'",b'Android 4.0 (Ice Cream Sandwich)',,b'800 MHz',,b'microSDHC (dedicated slot)',b'512MB 256MB RAM',,,b'Yes',b'3.15 MP',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'2.1, A2DP'","b'Yes, with A-GPS'",,,b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Removable Li-Ion battery',,b'Black',,b'GSM 850 / 1900',b'HSDPA 850 / 1900',,,,,,,,,,b'MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player Document viewer Photo viewer/editor Voice memo/dial Predictive text input',,,,,,,,,,,,,b'VGA',,,,,,,,,,,,
b'zte',b'ZTE Nova 4 V8000',b'https://fdn2.gsmarena.com/vv/bigpic/zte-nova-35.jpg',b'CDMA / EVDO',b'CDMA 800 / 1900',b'CDMA2000 1xEV-DO',,,b'EV-DO Rev. B',"b'2012, February. Released 2014, Q1'",b'Discontinued',b'123.9 x 63.2 x 11.2 mm (4.88 x 2.49 x 0.44 in)',b'-',,b'Mini-SIM',"b'TFT, 256K colors'","b'4.0 inches, 45.5 cm2 (~58.2% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'Android 4.0 (Ice Cream Sandwich)',b'Qualcomm MSM8655 Snapdragon S2',b'1.4 GHz Scorpion',b'Adreno 205',b'microSDHC (dedicated slot)',b'4GB 512MB RAM',,,b'Yes',"b'8 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'2.1, A2DP'","b'Yes, with A-GPS'",,b'No',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Removable Li-Ion 1900 mAh battery',,b'Black',,b'SRS audio',b'MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player Document viewer Photo viewer/editor Voice memo/dial Predictive text input',,,,,,,,,,,,,,,,,,,,,,,b'VGA',,,,,,,,,,,,
b'zte',b'ZTE Nova Messenger',b'https://fdn2.gsmarena.com/vv/bigpic/zte-nova-messenger.jpg',b'GSM',b'GSM 900 / 1800',,,,,"b'2012, February. Released 2013, Q3'",b'Discontinued',b'107 x 60 x 10.3 mm (4.21 x 2.36 x 0.41 in)',b'95 g (3.35 oz)',,b'Mini-SIM',"b'TFT, 256K colors'","b'2.0 inches, 12.4 cm2 (~19.3% screen-to-body ratio)'","b'320 x 240 pixels, 4:3 ratio (~200 ppi density)'",,,,,b'To be confirmed',"b'1GB ROM, 256MB RAM'",,,b'Yes',b'3.15 MP',,,b'Yes',,b'Wi-Fi 802.11 b/g',"b'2.1, A2DP'",b'No',,b'FM radio',b'microUSB 2.0',b'',b'Removable Li-Ion battery',,b'Black',,b'No',b'SNS applications MP4/H.263 player MP3/AAC player Organizer Document viewer Voice memo Predictive text input',b'Yes',b'Yes',"b'Yes, Photocall'",b'Yes',"b'SMS, MMS'",b'Yes',b'Yes',,,,,,,,,,,,,,,,,,,,,,,,,,,b'QWERTY',
b'zte',b'ZTE Style Q',b'https://fdn2.gsmarena.com/vv/bigpic/zte-style-q.jpg',b'GSM / HSPA',b'GSM 900 / 1800',b'HSDPA 900 / 2100',,,b'HSPA',b'2012. Released 2012',b'Discontinued',b'113 x 59 x 10.3 mm (4.45 x 2.32 x 0.41 in)',b'100 g (3.53 oz)',,b'Mini-SIM',"b'TFT, 256K colors'","b'2.8 inches, 24.3 cm2 (~36.4% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~143 ppi density)'",b'Android 2.3 (Gingerbread)',,b'600 MHz',,b'microSDHC (dedicated slot)',,,,b'Yes',b'3.15 MP',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'2.1, A2DP'","b'Yes, with A-GPS'",,,b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Removable Li-Ion battery',,b'Black',,b'GSM 850 / 1900',b'HSDPA 850 / 1900',,,,,,,,,,b'MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player Document viewer Photo viewer/editor Voice memo/dial Predictive text input',,,,,,,,,,,,,b'VGA',,,,,,,,,,,b'QWERTY',
b'zte',b'ZTE Style Messanger',b'https://fdn2.gsmarena.com/vv/bigpic/zte-style-messenger.jpg',b'GSM',b'GSM 900 / 1800',,,,,"b'2012, February'",b'Cancelled',b'107 x 60 x 10.3 mm (4.21 x 2.36 x 0.41 in)',b'95 g (3.35 oz)',,b'Mini-SIM',"b'TFT, 65K colors'","b'2.4 inches, 17.8 cm2 (~27.8% screen-to-body ratio)'","b'320 x 240 pixels, 4:3 ratio (~167 ppi density)'",,,,,b'To be confirmed',,,,b'Yes',b'2 MP',,,b'Yes',b'No',b'No',b'Yes',b'No',,b'No',b'microUSB 2.0',b'',b'Removable Li-Ion battery',,b'Black',,b'No',b'SNS applications MP4/H.263 player MP3/AAC player Organizer Voice memo Predictive text input',b'Yes',b'Yes',"b'Yes, Photocall'",b'Yes',"b'SMS, MMS'",b'Yes',b'Yes',,,,,,,,,,,,,,,,,,,,,,,,,,,b'QWERTY',
b'zte',b'ZTE V875',b'https://fdn2.gsmarena.com/vv/bigpic/zte-v875.jpg',b'GSM / HSPA',b'GSM 900 / 1800',b'HSDPA 900 / 2100',,,b'HSPA',"b'2012, February. Released 2012, Q4'",b'Discontinued',b'122 x 60 x 11.3 mm (4.80 x 2.36 x 0.44 in)',b'125.4 g (4.41 oz)',,b'Mini-SIM',"b'TFT, 256K colors'","b'3.2 inches, 31.7 cm2 (~43.3% screen-to-body ratio)'","b'360 x 480 pixels, 4:3 ratio (~188 ppi density)'",b'Android 2.3 (Gingerbread)',,b'600/800 MHz',,b'microSDHC (dedicated slot)',,,,b'Yes',b'3.15 MP',,,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'2.1, A2DP'","b'Yes, with A-GPS'",,,b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Removable Li-Ion battery',,b'Black',,b'No',b'MP4/H.264/WMV player MP3/eAAC+/WMA/WAV player Document viewer Photo viewer/editor Voice memo/dial Predictive text input',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'QWERTY',
b'zte',b'ZTE Blade II V880+',b'https://fdn2.gsmarena.com/vv/bigpic/zte-blade-ii.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 2100',,,b'HSPA 7.2/5.76 Mbps',"b'2012, February. Released 2012, March'",b'Discontinued',b'115.1 x 57.9 x 10.9 mm (4.53 x 2.28 x 0.43 in)',b'117.4 g (4.13 oz)',,b'Mini-SIM',b'Super AMOLED',"b'3.5 inches, 34.9 cm2 (~52.3% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~267 ppi density)'","b'Android 2.3.6 (Gingerbread), upgradable to 4.0 (Ice Cream Sandwich)'",b'Qualcomm MSM7227A Snapdragon S1',b'1.0 GHz Cortex-A5',b'Adreno 200',b'microSDHC (dedicated slot)',"b'512MB RAM, 512MB'",,b'LED flash',b'Yes',"b'5 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'3.0, A2DP'","b'Yes, with A-GPS'",b'Yes',"b'Stereo FM radio, RDS'",b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Removable Li-Ion 1200 mAh battery',,"b'Black, White'",b'About 230 EUR',b'MP4/H.264 player MP3/WAV/eAAC+ player Organizer Voice memo/dial Predictive text input',,,,,,,,,,,,,,,,,,,,,,,,b'VGA',,,,,,,,,,,,
b'zte',b'ZTE N910',b'https://fdn2.gsmarena.com/vv/bigpic/zte-n910.jpg',b'CDMA / EVDO / LTE',b'CDMA 800 / 1900',b'CDMA2000 1xEV-DO',b'LTE (unspecified)',,"b'EV-DO Rev.A 3.1 Mbps, LTE'","b'2012, February. Released 2012, December'",b'Discontinued',b'-',b'-',,b'Mini-SIM',b'IPS LCD',"b', -'","b'480 x 800 pixels, 5:3 ratio'",b'Android 4.0 (Ice Cream Sandwich)',,b'1.5 GHz processor',,b'No',,,b'LED flash',b'Yes',"b'5 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g, DLNA, hotspot'",b'Yes',"b'Yes, with A-GPS'",,,b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Removable Li-Ion battery',,b'Black',,b'MP4/H.264 player MP3/WAV/eAAC+ player Organizer Photo/video editor Document viewer Voice memo/dial/commands Predictive text input',,,,,,,,,,,,,,,,,,,,,,,,b'2 MP',,,,,,,,,,,,
b'zte',b'ZTE PF200',b'https://fdn2.gsmarena.com/vv/bigpic/zte-pf200.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 1900 / 2100',b'LTE (unspecified)',,"b'HSPA, LTE'","b'2012, February. Released 2012, Q4'",b'Discontinued',b'-',b'-',,b'Mini-SIM',b'IPS LCD',"b'4.3 inches, 51.0 cm2'","b'540 x 960 pixels, 16:9 ratio (~256 ppi density)'",b'Android 4.0 (Ice Cream Sandwich)',,b'Dual-core 1.2 GHz processor',,b'No',,,b'LED flash',b'Yes',"b'8 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g, DLNA, hotspot'","b'2.1, A2DP'","b'Yes, with A-GPS'",b'Yes',,b'microUSB 2.0 (MHL TV-out)',"b'Accelerometer, proximity, compass'",b'Removable Li-Ion battery',,b'Brown',,b'MP4/H.264 player MP3/WAV/eAAC+ player Organizer Photo/video editor Document viewer Voice memo/dial/commands Predictive text input',,,,,,,,,,,,,,,,,,,,,,,,b'2 MP',,,,,,,,,,,,
b'zte',b'ZTE Optik',b'https://fdn2.gsmarena.com/vv/bigpic/zte-optik.jpg',b'CDMA / EVDO',b'CDMA 800 / 1900',b'CDMA2000 1xEV-DO',,,b'EV-DO Rev.A 3.1 Mbps',"b'2012, February. Released 2012, February'",b'Discontinued',b'193 x 119.4 x 13.2 mm (7.60 x 4.70 x 0.52 in)',b'400 g (14.11 oz)',,b'Mini-SIM',b'TFT',"b'7.0 inches, 142.1 cm2 (~61.7% screen-to-body ratio)'","b'800 x 1280 pixels, 16:10 ratio (~216 ppi density)'",b'Android 3.2 (Honeycomb)',b'Qualcomm MSM8660 Snapdragon S3',b'Dual-core 1.2 GHz Scorpion',b'Adreno 220',b'microSDHC (dedicated slot)',b'16GB 1GB RAM',,,b'Yes',"b'5 MP, AF'",,b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 b/g, hotspot'","b'2.1, A2DP, EDR'","b'Yes, with A-GPS'",,b'No',b'microUSB 2.0',"b'Accelerometer, compass'",b'Non-removable Li-Ion 4000 mAh battery',,b'Black',b'About 230 EUR',b'MP4/H.264 player MP3/WAV/eAAC+ player Document viewer Organizer Voice memo/dial Predictive text input (Swype)',,,,,,,,,,,,,,,,,,,,,,,,b'2 MP',,,,,,,,,,,,
