Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Quad,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Price,128GB 6GB RAM,Build,,Dual,Single_1,256GB 6GB RAM,Triple,_1,Protection,Dual_1,_1_1,Models,Talk time,Performance,Display,Camera,Loudspeaker_1,Audio quality,Battery life,Stand-by,SAR,SAR EU,Music play,GPRS,EDGE,Infrared port,Browser,Keyboard,Phonebook,Call records,Messaging,Games,Java,Alert types,Stand-by_1,Talk time_1
b'htc',b'HTC Desire 526G+ dual sim ',b'https://fdn2.gsmarena.com/vv/bigpic/htc-desire-526Gplus-dual-sim.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',,,b'HSPA 21.1/5.76 Mbps',"b'2015, January. Released 2015, January'",b'Discontinued',b'139.8 x 69.8 x 9.9 mm (5.50 x 2.75 x 0.39 in)',b'154 g (5.43 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'","b'IPS LCD,'","b'4.7 inches, 60.9 cm2 (~62.4% screen-to-body ratio)'","b'540 x 960 pixels, 16:9 ratio (~234 ppi density)'",b'Android 4.4.2 (KitKat)',,b'Octa-core 1.7 GHz - 526G+ modelQuad-core 1.3 GHz - 526G model',,b'microSDHC (dedicated slot)',"b'8GB 1GB RAM, 16GB 1GB RAM'",,b'LED flash',b'1080p@30fps',"b'8 MP, f/2.2, AF'",,b'720p',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, aptX'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2000 mAh, removable'",,"b'Glacier blue, Stealth black, Lacquer black, Fervor red - 526G+Glacier blue, Stealth black - 526G'",b'About 160 EUR',,,,,b'2 MP',,,,,,,"b'Desire 526GPLUS dual, Desire 526G dual sim, Desire_526G_dual_sim, D526h'",b'Up to 15 h (3G)',,,,,,,b'Up to 622 h (3G)',,,,,,,,,,,,,,,,
b'htc',b'HTC Desire 826 dual sim',b'https://fdn2.gsmarena.com/vv/bigpic/htc-desire-826r.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 8, 38, 39, 40, 41 - HK, India'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2015, January. Released 2015, March'",b'Discontinued',b'158 x 77.5 x 8 mm (6.22 x 3.05 x 0.31 in)',b'183 g (6.46 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'Super LCD3',"b'5.5 inches, 83.4 cm2 (~68.1% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'","b'Android 5.0.1 (Lollipop), upgradable to 6.0.1 (Marshmallow), Sense UI'",b'Qualcomm MSM8939 Snapdragon 615 (28 nm)',b'Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Adreno 405',b'microSDXC (dedicated slot)',b'16GB 2GB RAM',,"b'LED flash, HDR'","b'1080p@30fps, 720p@60fps'","b'13 MP, f/2.2, AF'",b'HDR',b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'4.1, A2DP, aptX'","b'Yes, with A-GPS, GLONASS/ BDS (market dependant)'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Po 2600 mAh, non-removable'",,"b'White Birch, Blue Lagoon, Marshmallow White, Dark Grey, Purple Fire'",b'About 200 EUR',,,"b'TD-SCDMA - HK, India'",,"b'4 MP, f/2.0, 27mm (wide), 1/3"", 2\xc2\xb5m (HK model) 13 MP (India model)'",,,b'eMMC 4.5',,,,"b'Desire 826 dual sim, D826y'",b'Up to 22 h (2G) / Up to 19 h (3G)',,,,,,,b'Up to 626 h (2G) / Up to 687 h (3G)',,,,,,,,,,,,,,,,
b'htc',b'HTC Desire 320',b'https://fdn2.gsmarena.com/vv/bigpic/htc-desire-320.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1900 - North America',,,b'HSPA 21.1/5.76 Mbps',"b'2015, January. Released 2015, January'",b'Discontinued',b'132 x 67.8 x 10.5 mm (5.20 x 2.67 x 0.41 in)',b'145 g (5.11 oz)',b'Micro-SIM',b'TFT',"b'4.5 inches, 55.8 cm2 (~62.4% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~218 ppi density)'",b'Android 4.4.2 (KitKat)',,b'Quad-core 1.3 GHz',,b'microSDHC (dedicated slot)',"b'4GB 512MB (NA), 8GB 1GB RAM (EU)'",,b'LED flash',b'1080p@30fps',"b'5 MP or 8 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio (EU model only)',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 2100 mAh, removable'",,"b'Meridian Gray, White'",b'About 80 EUR',,,b'HSDPA 900 / 2100 - EU',,b'VGA',,,,,,,,b'Up to 12 h (3G)',,,,,,,b'Up to 690 h (3G)',,,,,,,,,,,,,,,,
b'htc',b'HTC Desire 620G dual sim',b'https://fdn2.gsmarena.com/vv/bigpic/htc-desire-620g.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',,,b'HSPA 21.1/5.76 Mbps',"b'2014, December. Released 2014, December'",b'Discontinued',b'150.1 x 72.7 x 9.6 mm (5.91 x 2.86 x 0.38 in)',b'160 g (5.64 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'Super LCD',"b'5.0 inches, 68.9 cm2 (~63.2% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'","b'Android 4.4.4 (KitKat), Sense UI'",b'Mediatek MT6592 (28 nm)',b'Octa-core 1.7 GHz Cortex-A7',b'Mali-450MP4',b'microSDHC (dedicated slot)',b'8GB 1GB RAM',,"b'LED flash, panorama'",b'1080p@30fps',"b'8 MP, f/2.4, AF'",,b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, aptX'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 2100 mAh, removable'",,"b'Marble White, Milkyway Gray, Saffron Gray, Santorini White, Tangerine White, Tuxedo Gray'",b'About 190 EUR',,,,,b'5 MP',,,,,,,"b'Desire 620G dual sim, Desire_620G_dual_sim'",b'Up to 19 h (3G)',,,,,,,b'Up to 525 h (3G)',,,,,,,,,,,,,,,,
b'htc',b'HTC Desire 620',b'https://fdn2.gsmarena.com/vv/bigpic/htc-desire-620.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 8, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2014, December. Released 2014, December'",b'Discontinued',b'150.1 x 72.7 x 9.6 mm (5.91 x 2.86 x 0.38 in)',b'160 g (5.64 oz)',"b'Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)'",b'Super LCD',"b'5.0 inches, 68.9 cm2 (~63.2% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'","b'Android 4.4.4 (KitKat), Sense UI'",b'Qualcomm MSM8916 Snapdragon 410 (28 nm)',b'Quad-core 1.2 GHz Cortex-A53',b'Adreno 306',b'microSDXC (dedicated slot)',b'8GB 1GB RAM',,"b'LED flash, panorama'",b'1080p@30fps',"b'8 MP, f/2.4, AF'",,b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, DLNA, hotspot'","b'4.0, A2DP, aptX'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 2100 mAh, removable'",,"b'Blue, Black, Gray, White'",b'About 180 EUR',,,b'HSDPA 850 / 900 / 2100 - Sweden',,b'5 MP',,,"b'3, 7, 8, 20 - Sweden'",,,b'eMMC 4.5',b'D620h',b'Up to 20 h (3G)',,,,,,,b'Up to 525 h (3G)',,,,,,,,,,,,,,,,
b'htc',b'HTC Nexus 9',b'https://fdn2.gsmarena.com/vv/bigpic/htc-nexus-9.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1700 / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 20'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2014, October. Released 2014, November'",b'Discontinued',b'228.2 x 153.7 x 8 mm (8.98 x 6.05 x 0.31 in)',b'425 g (Wi-Fi) / 436 g (3G/LTE) (14.99 oz)',b'Nano-SIM',b'IPS LCD',"b'8.9 inches, 257.7 cm2 (~73.5% screen-to-body ratio)'","b'1536 x 2048 pixels, 4:3 ratio (~281 ppi density)'","b'Android 5.0 (Lollipop), upgradable to 7.1.1 (Nougat)'",b'Nvidia Tegra K1',b'Dual-core 2.3 GHz Denver',b'Kepler DX1',b'No',"b'16GB (Wi-Fi)/ 32GB (LTE), 2GB RAM'",,b'LED flash',"b'1080p@30fps, stereo sound rec.'","b'8 MP, AF'",,b'720p',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'4.1, A2DP, aptX'","b'Yes, with A-GPS, GLONASS'",b'Yes',b'No',b'microUSB 2.0',"b'Accelerometer, gyro, compass'","b'Li-Po 6700 mAh, non-removable'",,"b'Indigo Black, Lunar White, Sand'",b'About 300 EUR',,,"b'2, 3, 5, 6, 13 - T-Mobile'",,b'1.6 MP',,,,b'Corning Gorilla Glass 3',,,,b'Up to 9 h 30 min (multimedia) (3G)',b'Basemark OS II 2.0: 1540Basemark X: 28244',,b'Photo / Video',,,,b'Up to 720 h (3G)',,,,,,,,,,,,,,,,
b'htc',b'HTC Desire 816G dual sim',b'https://fdn2.gsmarena.com/vv/bigpic/htc-desire-816-dual-sim1.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',,,b'HSPA 21.1/5.76 Mbps',"b'2014, September. Released 2014, October'",b'Discontinued',b'156.6 x 78.7 x 8 mm (6.17 x 3.10 x 0.31 in)',b'158 g (5.57 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'Super LCD2',"b'5.5 inches, 83.4 cm2 (~67.7% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'","b'Android 4.4.2 (KitKat), Sense UI 6'",b'Mediatek MT6582 - India model',b'Quad-core 1.3 GHz Cortex-A7 - India modelOcta-core 1.7 GHz - SEA model',b'Mali-400MP2 - India model',b'microSDHC (dedicated slot)',"b'8GB (IN), 16GB (SEA), 1GB RAM'",,"b'LED flash, HDR'","b'1080p@30fps, 720p@60fps'","b'13 MP, f/2.2, AF'",,b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, aptX'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Po 2600 mAh, non-removable'",,"b'Black, White'",b'About 260 EUR',,,,,b'5 MP',,,,,,,"b'Desire 816G dual sim, Desire 816, Desire_816G_dual_sim, D816h'",b'Up to 10 h (3G)',,,,,,,b'Up to 460 h (3G)',b'0.33 W/kg (head) \xc2\xa0 \xc2\xa0 0.24 W/kg (body)',,,,,,,,,,,,,,,
b'htc',b'HTC One (M8 Eye)',b'https://fdn2.gsmarena.com/vv/bigpic/htc-one-m8.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',"b'HSDPA 850 / 900 / 1900 / 2100 - EMEA, Asia'","b'3, 7, 8, 20 - EMEA'",,"b'HSPA, LTE'","b'2014, October. Released 2014, October'",b'Discontinued',b'146.4 x 70.6 x 9.4 mm (5.76 x 2.78 x 0.37 in)',b'160 g (5.64 oz)',b'Nano-SIM',b'Super LCD3',"b'5.0 inches, 68.9 cm2 (~66.7% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~441 ppi density)'","b'Android 4.4.4 (KitKat), upgradable to 6.1 (Marshmallow), Sense UI 7'",b'Qualcomm Snapdragon 801 (28 nm)',b'Quad-core 2.3 GHz Krait 400',b'Adreno 330',b'microSDXC (dedicated slot)',b'16GB 2GB RAM',,"b'Dual-LED dual-tone flash, HDR, panorama'","b'1080p@60fps, 720p@120fps, HDR, stereo sound rec.'","b'13 MP, f/2.0, 28mm (wide), AF 2 MP, (depth)'",b'HDR',b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'4.0, A2DP, aptX'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass'","b'Li-Po 2600 mAh, non-removable'",,"b'Gunmetal Gray, Glacial Silver, Amber Gold'",b'About 260 EUR',,,"b'1, 3, 7, 8, 28 - Asia'",,b'5 MP',,,b'eMMC 5.0',,,,b'One_M8 Eye',b'Up to 24 h (3G)',,,,,,,b'Up to 310 h (3G)',,,,,,,,,,,,,,,,
b'htc',b'HTC Desire Eye',b'https://fdn2.gsmarena.com/vv/bigpic/htc-desire-eye-ofic1.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - all versions',b'HSDPA 850 / 900 / 1900 / 2100 - Asia',"b'1, 3, 7, 8, 28, 38, 39, 40, 41 - Asia'",,"b'HSPA 42.2/21.1(AT&T)/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2014, October. Released 2014, November'",b'Discontinued',b'151.7 x 73.8 x 8.5 mm (5.97 x 2.91 x 0.33 in)',b'154 g (5.43 oz)',b'Nano-SIM',"b'IPS LCD,'","b'5.2 inches, 74.5 cm2 (~66.6% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~424 ppi density)'","b'Android 4.4.4 (KitKat), upgradable to 6.1 (Marshmallow), Sense UI 7'",b'Qualcomm Snapdragon 801 (28 nm)',b'Quad-core 2.3 GHz Krait 400',b'Adreno 330',b'microSDXC (dedicated slot)',b'16GB 2GB RAM',,"b'Dual-LED dual-tone flash, panorama, HDR'",b'1080p@30fps',"b'13 MP, f/2.0, 28mm (wide), AF'","b'Dual-LED dual-tone flash, HDR'",b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'4.0, A2DP, aptX'","b'Yes, with A-GPS, GLONASS'",b'Yes',"b'FM radio, RDS'",b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass'","b'Li-Po 2400 mAh, non-removable'",b'Fast charging 18W Quick Charge 2.0',"b'Blue, Red, White'",b'About 380 EUR',,,b'HSDPA 850 / 1700 / 1900 / 2100 - AT&T',,"b'13 MP, f/2.2, 22mm (wide), AF'",,,b'HSDPA 850 / 900 / 2100 - EMEA',b'Corning Gorilla Glass 3',,b'eMMC 5.0',"b'Desire EYE, M910x, Desire_EYE'",b'Up to 20 h (3G)',b'Basemark X: 10249',"b'Contrast ratio: 1311 (nominal), 2.815 (sunlight)'",b'Photo / Video',b'Voice 65dB / Noise 65dB / Ring 74dB',b'Noise -95.6dB / Crosstalk -91.3dB',b'Endurance rating 70h',b'Up to 538 h (3G)',,,,,,,,,,,,,,,,
b'htc',b'HTC Desire 612',b'https://fdn2.gsmarena.com/vv/bigpic/htc-desire-612.jpg',b'GSM / CDMA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900',b'CDMA2000 1xEV-DO',"b'4, 13'",,"b'HSPA, LTE'","b'2014, October. Released 2014, October'",b'Discontinued',b'143.8 x 70.4 x 9.4 mm (5.66 x 2.77 x 0.37 in)',b'146 g (5.15 oz)',b'Nano-SIM',b'Super LCD2',"b'4.7 inches, 60.9 cm2 (~60.2% screen-to-body ratio)'","b'540 x 960 pixels, 16:9 ratio (~234 ppi density)'","b'Android 4.4.2 (KitKat), Sense UI 5.5'",b'Qualcomm Snapdragon 400 (28 nm)',b'Quad-core 1.2 GHz Cortex-A7',b'Adreno 305',b'microSDXC (dedicated slot)',b'8GB 1GB RAM',,"b'LED flash, HDR'",b'1080p@30fps',"b'8 MP, AF'",,b'720p',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, DLNA, hotspot'","b'4.0, A2DP, aptX'","b'Yes, with A-GPS, GLONASS'",b'TBC',b'No',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 2040 mAh, non-removable'",,b'Black',b'About 240 EUR',,,b'CDMA 800 / 1900',,b'1.3 MP',,,b'eMMC 4.5',,,b'BoomSound dual front stereo speakers',,b'Up to 16 h 10 min (3G)',,,,,,,b'Up to 484 h (3G)',,,,,,,,,,,,,,,,
b'htc',b'HTC Desire 820q dual sim',b'https://fdn2.gsmarena.com/vv/bigpic/htc-desire-820q.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 8, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE'","b'2014, October. Released 2014, October'",b'Discontinued',b'157.7 x 78.7 x 7.7 mm (6.21 x 3.10 x 0.30 in)',b'155 g (5.47 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'TFT',"b'5.5 inches, 83.4 cm2 (~67.2% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'","b'Android 4.4.2 (KitKat), Sense UI 6'",b'Qualcomm MSM8916 Snapdragon 410 (28 nm)',b'Quad-core 1.2 GHz Cortex-A53',b'Adreno 306',b'microSDXC (dedicated slot)',b'16GB 1GB RAM',,"b'LED flash, HDR'","b'1080p@30fps, 720p@60fps'","b'13 MP, AF'",,b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'4.0, A2DP, aptX'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Po 2600 mAh, non-removable'",,"b'Santorini White, Tuxedo Gray, Milky-way Gray'",b'About 260 EUR',,,b'eMMC 4.5',,b'8 MP',,,,b'Corning Gorilla Glass 3',,,,,,,,,,,,,,,,,,,,,,,,,,,
b'htc',b'HTC Desire 820 dual sim',b'https://fdn2.gsmarena.com/vv/bigpic/htc-desire-820.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',"b'HSDPA 850 / 900 / 1900 / 2100 - EMEA, Asia'","b'1, 3, 7, 8, 38, 39, 40, 41 - Asia, India'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2014, September. Released 2014, November'",b'Discontinued',b'157.7 x 78.7 x 7.7 mm (6.21 x 3.10 x 0.30 in)',b'155 g (5.47 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'LCD',"b'5.5 inches, 83.4 cm2 (~67.2% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'","b'Android 4.4.2 (KitKat), Sense UI 6'",b'Qualcomm MSM8939 Snapdragon 615 (28 nm)',b'Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Adreno 405',b'microSDXC (dedicated slot)',b'16GB 2GB RAM',,"b'LED flash, HDR'","b'1080p@30fps, 720p@60fps'","b'13 MP, AF'",,b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'4.0, A2DP, aptX'","b'Yes, with A-GPS, GLONASS'",b'Yes',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Po 2600 mAh, non-removable'",,"b'Marble White, Tuxedo Grey, Santorini White, Milky-way Grey, Tangerine White, Saffron Grey, Flamingo Grey, Blue Misty, Monarch Orange'",b'About 320 EUR',,,b'HSDPA 850 / 900 / 2100 - India',,b'8 MP',,,b'TD-SCDMA',b'Corning Gorilla Glass 3',,b'eMMC 4.5',b'D820u',b'Up to 22 h 40 min (3G)',b'Basemark OS II 2.0: 728Basemark X: 4859',"b'Contrast ratio: 1327 (nominal), 2.372(sunlight)'",,b'Voice 65dB / Noise 61dB / Ring 75dB',b'Noise -92.3dB / Crosstalk -72.2dB',b'Endurance rating 49h',b'Up to 424 h (3G)',,b'0.14 W/kg (head)',,,,,,,,,,,,,,
b'htc',b'HTC Desire 820',b'https://fdn2.gsmarena.com/vv/bigpic/htc-desire-820.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',"b'HSDPA 850 / 900 / 1900 / 2100 - EMEA, Asia'","b'3, 7, 8, 20 - Europe'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2014, September. Released 2014, November'",b'Discontinued',b'157.7 x 78.7 x 7.7 mm (6.21 x 3.10 x 0.30 in)',b'155 g (5.47 oz)',b'Nano-SIM',b'LCD',"b'5.5 inches, 83.4 cm2 (~67.2% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'","b'Android 4.4.2 (KitKat), upgradable to 6.1 (Marshmallow), Sense UI 7'",b'Qualcomm MSM8939 Snapdragon 615 (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Adreno 405',b'microSDXC (dedicated slot)',b'16GB 2GB RAM',,"b'LED flash, HDR'","b'1080p@30fps, 720p@60fps'","b'13 MP, f/2.2, 28mm (wide), AF'",,b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'4.0, A2DP, aptX'","b'Yes, with A-GPS, GLONASS'",b'Yes (optional)',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Po 2600 mAh, non-removable'",,"b'Marble White, Tuxedo Grey, Santorini White, Milky-way Grey, Tangerine White, Saffron Grey, Flamingo Grey, Blue Misty, Monarch Orange'",b'About 340 EUR',,,b'HSDPA 850 / 900 / 2100 - Europe',,"b'8 MP, f/2.3'",,,b'TD-SCDMA - Asia',b'Corning Gorilla Glass 3',,b'eMMC 4.5',b'Desire 820',b'Up to 22 h 24 min (3G)',b'Basemark OS II 2.0: 728Basemark X: 4859',"b'Contrast ratio: 1327 (nominal), 2.372(sunlight)'",b'Photo / Video',b'Voice 65dB / Noise 61dB / Ring 75dB',b'Noise -92.3dB / Crosstalk -72.2dB',b'Endurance rating 49h',b'Up to 424 h (3G)',,,,,,,,,,,,,,,,
b'htc',b'HTC One (E8) CDMA',b'https://fdn2.gsmarena.com/vv/bigpic/htc-one-e8-cdma.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1900 / 2100',"b'25, 26, 41'",,"b'HSPA 14.4/5.76 Mbps, LTE Cat4 150/50 Mbps, EV-DO Rev.A 3.1 Mbps'","b'2014, August. Released 2014, August'",b'Discontinued',b'146.4 x 70.7 x 9.9 mm (5.76 x 2.78 x 0.39 in)',b'164 g (5.78 oz)',b'Nano-SIM',b'Super LCD3',"b'5.0 inches, 68.9 cm2 (~66.6% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~441 ppi density)'","b'Android 4.4.2 (KitKat), Sense UI 6'",b'Qualcomm MSM8975AC Snapdragon 801 (28 nm)',b'Quad-core 2.3 GHz Krait 400',b'Adreno 330',b'microSDXC (dedicated slot)',b'16GB 2GB RAM',,"b'LED flash, panorama, HDR'",b'1080p@30fps',"b'13 MP, AF'",,b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'4.0, A2DP, aptX'","b'Yes, with A-GPS, GLONASS'",b'Yes',b'No',b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass, barometer'","b'Li-Ion 2600 mAh, non-removable'",,"b'Polar White, Misty Gray'",b'About 350 EUR',,,b'CDMA 800 / 1900',,b'5 MP',,,b'CDMA2000 1xEV-DO',b'Corning Gorilla Glass 3',,b'eMMC 5.0',b'One',,,,,,,,,,,,,,,,,,,,,,,,
b'htc',b'HTC Desire 510',b'https://fdn2.gsmarena.com/vv/bigpic/htc-desire-510-new.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - all versions',b'HSDPA 850 / 900 / 2100 - EMEA',"b'3, 7, 20'",,"b'HSPA, LTE'","b'2014, August. Released 2014, September'",b'Discontinued',b'139.9 x 69.8 x 10 mm (5.51 x 2.75 x 0.39 in)',b'158 g (5.57 oz)',b'Micro-SIM',"b'IPS LCD,'","b'4.7 inches, 60.9 cm2 (~62.3% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~208 ppi density)'","b'Android 4.4.2 (KitKat), Sense UI 5.5'",b'Qualcomm MSM8916 Snapdragon 410 (28 nm) - EU modelQualcomm Snapdragon 400 (28 nm) - USA model',b'Quad-core 1.2 GHz Cortex-A53 - EU modelQuad-core 1.2 GHz Cortex-A7 - USA model',b'Adreno 306 - EU modelAdreno 305 - USA model',b'microSDXC (dedicated slot)',b'8GB 1GB RAM',,,b'1080p@30fps',b'5 MP',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, DLNA, hotspot'","b'4.0, A2DP, aptX'","b'Yes, with A-GPS, GLONASS'",b'Yes (market/operator dependent)',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 2100 mAh, removable'",,"b'Vanilla White, Jet Black, Dark Grey, Deep Navy Blue'",b'About 200 EUR',,,b'CDMA 800 / 850 / 1900 - US',,"b'VGA/ 1.3 MP, Sprint'",,,b'HSDPA 850 / 1700 / 1900 / 2100  - US',,,b'eMMC 4.5',b'Desire 510',b'Up to 17 h (3G)',b'Basemark OS II 2.0: 448Basemark X: 1906',"b'Contrast ratio: 1159 (nominal), 1.34 (sunlight)'",b'Photo / Video',b'Voice 63dB / Noise 61dB / Ring 66dB',b'Noise -93.6dB / Crosstalk -92.6dB',b'Endurance rating 70h',b'Up to 646 h (3G)',,,,,,,,,,,,,,,,
