Brand,Model Name,Model Image,Technology,2G bands,,3G bands,_1,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,_1_1,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,Quad,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,SAR,SAR EU,Price,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 12GB RAM,256GB 12GB RAM,512GB 16GB RAM,Triple,128GB 8GB RAM,256GB 8GB RAM,32GB 3GB RAM,64GB 4GB RAM,128GB 4GB RAM,Dual,128GB 6GB RAM,Single_1,512GB 12GB RAM,8GB 1GB RAM,16GB 1GB RAM,32GB 2GB RAM,64GB 6GB RAM,Audio quality,512GB 8GB RAM,16GB 2GB RAM,4GB 768MB RAM,4GB 1.5GB RAM,GPRS,EDGE,1TB 12GB RAM,32GB 4GB RAM,Triple_1,Dual_1,Stand-by,Talk time,Music play,256GB 6GB RAM,256GB 4GB RAM,Infrared port,Talk time_1,Phonebook,Call records,Messaging,Games,Java,Keyboard,Browser,Stand-by_1,Alert types,Clock,Alarm,Languages
b'siemens',b'Siemens S65',b'https://fdn2.gsmarena.com/vv/bigpic/sis65.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'Download assistant for logos',,b'No',,,,"b'2004, March'",b'Discontinued',"b'109 x 48 x 18 mm, 85 cc (4.29 x 1.89 x 0.71 in)'",b'98 g (3.46 oz)',,b'Mini-SIM',b'Predictive text input Organizer Stopwatch Voice memo SyncML',"b'TFT, 65K colors'","b'2.1 inches, 32 x 42 mm, 13.7 cm2 (~26.1% screen-to-body ratio)'","b'132 x 176 pixels, 9 lines, 4:3 ratio (~105 ppi density)'",,,,,,"b'RS-MMC, 32 MB included'",b'11MB',,,b'Yes',b'1.3 MP',,,b'Yes',b'No',b'No',b'1.2',b'No',,b'No',b'Proprietary',b'',b'Removable Li-Ion 750 mAh battery (EBA-660)',,b'Steel Black',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'Class 10',b'No',,,,,b'Up to 250 h',b'Up to 5 h',,,,b'Yes',,b'1000 x 20 fields',"b'100 dialed, 100 received, 100 missed calls'","b'SMS, EMS, MMS, Email, Instant messaging'",b'Yes + downloadable',"b'Yes, MIDP 2.0'",,b'WAP 2.0/xHTML',,b'Vibration; Downloadable polyphonic ringtones',,,
b'siemens',b'Siemens M65',b'https://fdn2.gsmarena.com/vv/bigpic/sim65.gif',b'GSM',b'GSM 900 / 1800 / 1900',"b'Dust, shock and splash resistant Metal frame'",,b'No',,,,"b'2004, March'",b'Discontinued',"b'109 x 49 x 19 mm, 89 cc (4.29 x 1.93 x 0.75 in)'",b'104 g (3.67 oz)',,b'Mini-SIM',b'Organizer SyncML Photo editor Voice memo Predictive text input',"b'TFT, 65K colors'",b'',"b'132 x 176 pixels, 9 lines, 4:3 ratio'",,,,,,b'No',b'11MB',,,b'Yes',b'VGA',,,b'Yes',b'No',b'No',b'No',b'No',,b'No',b'Proprietary',b'',b'Removable Li-Ion 750 mAh battery (EBA-660)',,b'Cool Gray',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'Class 10',b'No',,,,,b'Up to 300 h',b'Up to 5 h',,,,b'Yes',,"b'14 fields, in shared memory'","b'100 received, 100 dialed and 100 missed calls'","b'SMS, EMS, MMS, Email'","b'Turrican, Team Point Blank, Stack Attack Advanced'","b'Yes, MIDP 2.0'",,b'WAP 2.0/xHTML',,b'Vibration; Downloadable polyphonic ringtones',,,
b'siemens',b'Siemens C65',b'https://fdn2.gsmarena.com/vv/bigpic/sic65.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'GSM 850 / 1800 / 1900 - Siemens C66',,b'Download assistant for logos',,,,"b'2004, March'",b'Discontinued',"b'105 x 45 x 16 mm, 76 cc (4.13 x 1.77 x 0.63 in)'",b'86 g (3.03 oz)',,b'Mini-SIM',b'Predictive text input Stopwatch Organizer SyncML Clip-it covers',"b'CSTN, 65K colors'",b'',"b'130 x 130 pixels, 1:1 ratio'",,,,,,b'No',b'10MB',,,b'No',b'CIF',,,b'Yes',b'No',b'No',b'No',b'No',,b'No',b'Proprietary',b'',b'Removable Li-Ion 600 mAh battery (EBA-670)',,b'Blue Shadow',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'Class 10',b'No',,,,,b'Up to 250 h',b'Up to 6 h',,,,b'Yes',,"b'14 fields, in shared memory'","b'100 dialed, 100 received, 100 missed calls'","b'SMS, EMS, MMS'",b'Photopet + downloadable',"b'Yes, MIDP 2.0'",,b'WAP 2.0/xHTML',,b'Vibration; Downloadable polyphonic ringtones',,,
b'siemens',b'Siemens CXT65',b'https://fdn2.gsmarena.com/vv/bigpic/sicxt65.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'5-way joystick Downloadable logos',,b'No',,,,b'2004',b'Discontinued',b'108 x 46 x 18 mm (4.25 x 1.81 x 0.71 in)',b'90 g (3.17 oz)',,b'Mini-SIM',b'Predictive text input Stopwatch Organizer Voice dial Voice command Clip-it covers User profiles SyncML',"b'TFT, 65K colors'",b'',"b'132 x 176 pixels, 9 lines, 4:3 ratio'",,,,,,b'No',b'11MB',,,b'Yes',b'VGA',,,b'Yes',b'No',b'No',b'No',b'No',,b'No',b'Proprietary',b'',b'Removable Li-Ion 750 mAh battery',,b'Cool Silver',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'Class 10',b'No',,,,,b'Up to 250 h',b'Up to 5 h',,,,b'Yes',,"b'14 fields, in shared memory, Photo call'","b'10 dialed, 10 received, 10 missed calls'","b'SMS, MMS, Email'",b'Yes + downloadable',"b'Yes, MIDP 2.0'",,b'WAP 2.0/xHTML',,b'Vibration; Downloadable polyphonic ringtones',,,
b'siemens',b'Siemens CX65',b'https://fdn2.gsmarena.com/vv/bigpic/sicx65.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'GSM 850 / 1800 / 1900 - Siemens CX66',,b'5-way joystick Download assistant for logos',,,,"b'2004, February'",b'Discontinued',b'108 x 46 x 18 mm (4.25 x 1.81 x 0.71 in)',b'90 g (3.17 oz)',,b'Mini-SIM',b'Predictive text input Organizer Stopwatch Voice memo Clip-it covers User profiles SyncML',"b'TFT, 65K colors'","b'2.1 inches, 13.7 cm2 (~27.5% screen-to-body ratio)'","b'132 x 176 pixels, 9 lines, 4:3 ratio (~105 ppi density)'",,,,,,b'No',b'11MB',,,b'Yes',b'VGA',,,b'Yes',b'No',b'No',b'No',b'No',,b'No',b'Proprietary',b'',b'Removable Li-Ion 750 mAh battery (EBA-660)',,b'Cool Silver',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'Class 10',b'No',,,,,b'Up to 250 h',b'Up to 5 h',,,,b'Yes',,"b'14 fields, in mem, PhotoCall'","b'100 received, 100 dialed and 100 missed calls'","b'SMS, MMS, Email'",b'Yes',b'Yes',,b'WAP 2.0/xHTML',,b'Vibration; Downloadable polyphonic ringtones',,,
b'siemens',b'Siemens CF62',b'https://fdn2.gsmarena.com/vv/bigpic/sicf62.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'GSM 850 / 1800 / 1900 - Siemens CF63',,b'Second external monochrome display (blue illuminated) 4-way navi key Screensavers',,,,"b'2004, February'",b'Discontinued',"b'82 x 45 x 22 mm, 78 cc (3.23 x 1.77 x 0.87 in)'",b'85 g (3.00 oz)',,b'Mini-SIM',b'Predictive text input Organizer Optional digital camera',"b'CSTN, 65K colors'",b'',"b'130 x 130 pixels, 1:1 ratio'",,,,,,b'No',,,,,,,,b'Yes',b'No',b'No',b'No',b'No',,b'No',b'',b'',b'Removable Li-Ion 600 mAh battery (EBA-670)',,"b'2 - Cool Grey, Cool Cashmere'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'Class 10',b'No',,,,,b'Up to 220 h',b'Up to 5 h',,,,,,b'500 x 15 fields',"b'10 dialed, 20 received, 20 missed calls'","b'SMS, EMS, MMS'",b'Yes + downloadable',b'Yes',,b'WAP 1.2.1',,b'Vibration; Downloadable polyphonic ringtones',,,
b'siemens',b'Siemens A57',b'https://fdn2.gsmarena.com/vv/bigpic/sia57.gif',b'GSM',b'GSM 900 / 1800',"b'Softkeys Downloadable logos, animations'",,b'25 short messages',,,,"b'2004, Q2'",b'Discontinued',"b'103 x 46 x 21.5 mm, 75 cc (4.06 x 1.81 x 0.85 in)'",b'84 g (2.96 oz)',,b'Mini-SIM',b'Predictive text input Organizer Exchangeable Clip-it covers',b'Monochrome graphic',b'',"b'101 x 64 pixels, 5 lines'",,,,,,b'No',,,,,,,,b'No',b'No',b'No',b'No',b'No',,b'No',b'',b'',b'Removable Li-Ion 700 mAh battery (EBA-510)',,"b'Cassis, Pebble'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'No',b'No',,,,,b'Up to 250 h',b'Up to 2 h',,,,,,"b'50 entries, 4 groups, Picture call'","b'10 dialed, 10 received, 10 missed calls'","b'SMS, EMS'","b'4 - Stack Attack, Balloon Shooter, Move the Box, Wacko'",b'No',,b'WAP 1.2.1',,b'Vibration; Downloadable polyphonic ringtones',,,
b'siemens',b'Siemens PenPhone',b'https://fdn2.gsmarena.com/vv/bigpic/sipen.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'5-way navi key',,b'No',,,,"b'2004, Q1'",b'Cancelled',b'140 x 25 x 19 mm (5.51 x 0.98 x 0.75 in)',b'-',,b'Mini-SIM',b'Handwriting recognition Appointments and contacts',b'LCD',b'',b'',,,,,,b'No',,,,,,,,b'No',b'No',b'No',b'No',b'No',,b'No',b'',b'',b'Removable battery',,b'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'',b'No',,,,,,,,,,,,b'',b'',b'SMS',b'',b'No',,b'',,b'Monophonic ringtones',,,
b'siemens',b'Siemens ST60',b'https://fdn2.gsmarena.com/vv/bigpic/sist60.gif',b'GSM',b'GSM 900 / 1800',b'5-way navi key',,b'No',,,,"b'2004, Q1'",b'Discontinued',"b'99 x 49 x 22 mm, 76 cc (3.90 x 1.93 x 0.87 in)'",b'87 g (3.07 oz)',,b'Mini-SIM',b'Predictive text input Organizer Voice dial Voice command',"b'TFT, 65K colors'",b'',"b'120 x 160 pixels, 4:3 ratio'",,,,,,b'No',b'5MB',,,b'Yes',b'VGA',,,b'Yes',b'No',b'No',b'No',b'No',,b'No',b'',b'',b'Removable Li-Ion 750 mAh battery (EBA-595)',,b'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'Class 10',b'No',,,,,b'Up to 140 h',b'Up to 4 h 30 min',,,,,,"b'250 entries, Photo call'","b'10 dialed, 20 received, 20 missed calls'","b'SMS, EMS, MMS, Email'",b'Tetris + Java games',b'Yes',,b'WAP 2.0/xHTML',,"b'Vibration; Downloadable polyphonic ringtones, composer'",,,
b'siemens',b'Siemens CL55',b'https://fdn2.gsmarena.com/vv/bigpic/sicl55.gif',b'GSM',b'GSM 900 / 1800',b'Dual screen display Navi key Downloadable logos',,b'No',,,,"b'2003, Q4'",b'Discontinued',b'83 x 41 x 22 mm (3.27 x 1.61 x 0.87 in)',b'79 g (2.79 oz)',,b'Mini-SIM',b'Predictive text input Extra-long Chinese SMS  Organizer Voice memo Optional digital camera',"b'TFT, 65K colors'",b'',b'128 x 160 pixels',,,,,,b'No',,,,,,,,b'No',b'No',b'No',b'No',b'No',,b'No',b'',b'',b'Removable Li-Ion battery',,"b'3 - Silver, Red, Blue'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'Class 8',b'No',,,,,,,,,,,,"b'100 x 5 fields, 5 contact groups'","b'10 dialed, 10 received, 10 missed calls'","b'SMS, MMS'",b'Yes',b'No',,b'WAP 1.2.1',,b'Vibration; Downloadable polyphonic ringtones',,,
b'siemens',b'Siemens Xelibri 8',b'https://fdn2.gsmarena.com/vv/bigpic/sixel8.gif',b'GSM',b'GSM 900 / 1800',b'Screensaver',,b'No',,,,"b'2003, Q4'",b'Discontinued',b'91 x 56 x 23 mm (3.58 x 2.20 x 0.91 in)',b'67 g (2.36 oz)',,b'Mini-SIM',b'Predictive text input Organizer Voice dial',"b'CSTN, 4096 colors'",b'',b'101 x 80 pixels',,,,,,b'No',,,,,,,,b'No',b'No',b'No',b'No',b'No',,b'FM radio',b'',b'',b'Removable Li-Ion battery',,b'Diamond pink and Silver glam',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'No',b'No',,,,,b'Up to 290 h',b'Up to 4 h',,,,,,b'Yes',b'Yes',"b'SMS, EMS'",b'No',b'No',,b'',,b'Vibration; Downloadable polyphonic ringtones',,,
b'siemens',b'Siemens Xelibri 7',b'https://fdn2.gsmarena.com/vv/bigpic/sixel7.gif',b'GSM',b'GSM 900 / 1800',b'Screensaver',,b'No',,,,"b'2003, Q4'",b'Discontinued',b'105 x 46 x 26 mm (4.13 x 1.81 x 1.02 in)',b'83 g (2.93 oz)',,b'Mini-SIM',b'Predictive text input Voice dial Organizer',"b'CSTN, 4096 colors'",b'',b'101 x 80 pixels',,,,,,b'No',,,,,,,,b'No',b'No',b'No',b'No',b'No',,b'No',b'',b'',b'Removable Li-Ion battery',,b'Copper Polished and Midnight Blue',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'No',b'No',,,,,b'Up to 290 h',b'Up to 4 h',,,,,,b'Yes',b'Yes',"b'SMS, EMS'",b'Yes',b'No',,b'',,b'Vibration; Downloadable polyphonic ringtones',,,
b'siemens',b'Siemens Xelibri 6',b'https://fdn2.gsmarena.com/vv/bigpic/sixel6.gif',b'GSM',b'GSM 900 / 1800',b'Round keypad design Two integrated mirrors flat and magnifying Screensaver',,b'No',,,,"b'2003, Q4'",b'Discontinued',"b'84 x 75 x 26 mm, 101 cc (3.31 x 2.95 x 1.02 in)'",b'89 g (3.14 oz)',,b'Mini-SIM',b'Predictive text input Organizer Voice dial',"b'FSTN, 4096 colors'",b'',b'101 x 80 pixels',,,,,,b'No',,,,,,,,b'No',b'No',b'No',b'No',b'No',,b'No',b'',b'',b'Removable Li-Ion battery',,b'Platinum Blush and Sheer Bronze',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'No',b'No',,,,,b'Up to 290 h',b'Up to 4 h',,,,,,b'Yes',b'Yes',"b'SMS, EMS'",b'Downloadable',b'No',,b'',,b'Vibration; Downloadable polyphonic ringtones',,,b'Major European and Asian languages'
b'siemens',b'Siemens Xelibri 5',b'https://fdn2.gsmarena.com/vv/bigpic/sixel5.gif',b'GSM',b'GSM 900 / 1800',b'Screensaver',,b'No',,,,"b'2003, Q4'",b'Discontinued',"b'87 x 52 x 17 mm, 58 cc (3.43 x 2.05 x 0.67 in)'",b'74 g (2.61 oz)',,b'Mini-SIM',b'Predictive text input Organizer Voice dial',"b'FSTN, 4096 colors'",b'',"b'101 x 80 pixels, 5 lines'",,,,,,b'No',,,,,,,,b'No',b'No',b'No',b'No',b'No',,b'No',b'',b'',b'Removable Li-Ion battery',,b'Ultra Blue and Mercury',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'No',b'No',,,,,b'Up to 390 h',b'Up to 5 h 40 min',,,,,,b'Yes',b'Yes',"b'SMS, EMS'",b'2',b'No',,b'',,b'Vibration; Downloadable polyphonic ringtones',,,
b'siemens',b'Siemens U15',b'https://fdn2.gsmarena.com/vv/bigpic/siu15.gif',b'GSM / UMTS',b'GSM 900 / 1800 / 1900',b'Screensavers',b'UMTS 2100',b'64 MB flash memory included',,,"b'Yes, 384 kbps'","b'2003, Q4'",b'Discontinued',"b'136 x 53 x 24 mm, 140 cc (5.35 x 2.09 x 0.94 in)'",b'140 g (4.94 oz)',,b'Mini-SIM',b'MP3/MP4 player Organizer Sync ML  Predictive text input Voice dial',"b'TFT, 65K colors'",b'',b'176 x 220 pixels',,,,,,b'No',,,,b'Yes',b'2 cameras VGA',,b'',b'No',b'No',b'No',b'Yes',b'No',,b'No',b'Proprietary',b'',b'Removable Li-Po 800 mAh battery (EBA-010)',,b'',,,,,,,,,,,,,,,,,,,,,b'Yes',,,,,,,,,,,,,,,,,b'Up to 250 h',b'Up to 1h 50 min',,,,b'Yes',,b'500 entries',b'Yes',"b'SMS, EMS, MMS, Email'",b'Satin green',b'Yes',,b'WAP 2.0/xHTML',,b'Vibration; Downloadable polyphonic ringtones',,,
b'siemens',b'Siemens C62',b'https://fdn2.gsmarena.com/vv/bigpic/sic62.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'Navi key',,b'600 KB memory free 100 short messages 100 calendar events Message templates 30 sec voice memo',,,,"b'2003, Q4'",b'Discontinued',"b'101 x 44 x 20 mm, 82 cc (3.98 x 1.73 x 0.79 in)'",b'85 g (3.00 oz)',,b'Mini-SIM',b'Predictive text input Organizer Voice memo Optional digital camera (VGA 640 x 480)',"b'CSTN, 4096 colors'",b'',"b'128 x 128 pixels, 7 lines, 1:1 ratio'",,,,,,b'No',b'1.6MB',,,,,,,b'Yes',b'No',b'No',b'No',b'No',,b'No',b'',b'',b'Removable Li-Ion 630 mAh battery (EBA-610)',,"b'3 -  Eagle White, Pidgeon Blue and Cherry Red'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'Class 8',b'No',,,,,b'Up to 250 h',b'Up to 4 h 30 min',,,,,,"b'50 x 4 fields, 4 contact groups'","b'10 dialed, 10 received, 10 missed calls'","b'SMS, EMS, MMS, Email'","b'2 - Achevo, Falling'",b'No',,b'WAP 1.2.1',,b'Vibration; Downloadable polyphonic ringtones',,,
b'siemens',b'Siemens A60',b'https://fdn2.gsmarena.com/vv/bigpic/sia60.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'Navi key Screensaver',,b'No',,,,"b'2003, Q4'",b'Discontinued',"b'110 x 47 x 23 mm, 91 cc (4.33 x 1.85 x 0.91 in)'",b'85 g (3.00 oz)',,b'Mini-SIM',b'Predictive text input Stopwatch Calculator Exchangeable Clip-it covers',"b'CSTN, 4096 colors'",b'',"b'101 x 80 pixels, 7 lines'",,,,,,b'No',b'550 KB',,,,,,,b'Yes',b'No',b'No',b'No',b'No',,b'No',b'',b'',b'Removable Li-Ion 700 mAh battery (EBA-510)',,b'Stone',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'Class 8',b'No',,,,,b'Up to 260 h',b'Up to 2 h',,,,,,"b'100 x 2 fields, contact groups'","b'10 dialed, 10 received, 10 missed calls'","b'SMS, EMS'","b'2 - StackAttack , Mosaic'",b'No',,b'WAP 1.2.1',,b'Vibration; Downloadable polyphonic ringtones',,,
b'siemens',b'Siemens SX1',b'https://fdn2.gsmarena.com/vv/bigpic/sisx1.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'Unique keypad arrangement',,b'4 MB available',,,,"b'2003, Q3'",b'Discontinued',"b'109 x 56 x 19 mm, 110 cc (4.29 x 2.20 x 0.75 in)'",b'116 g (4.09 oz)',,b'Mini-SIM',b'MP3 player/recorder Predictive text input Organizer User profiles SyncML',"b'TFD, 65K colors'","b'2.2 inches, 35 x 44 mm, 15.2 cm2 (~25.0% screen-to-body ratio)'",b'176 x 220 pixels (~128 ppi density)',,"b'Symbian 6.1, Series 60 v1.0 UI'",b'TI OMAP 310',b'120 MHz ARM9',,b'MMC',b'16MB',,,b'Yes',b'VGA',,,b'No',b'No',b'No',b'1.1',b'No',,b'FM radio',b'Proprietary',b'',b'Removable Li-Ion 1000 mAh battery (EBA-540)',,b'Ice blue',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'Class 10',b'No',,,,,b'Up to 300 h',b'Up to 4 h',,,,b'Yes',,,,,,,,b'WAP 2.0/xHTML',,b'Vibration; Downloadable polyphonic ringtones',b'Yes',b'Yes',
b'siemens',b'Siemens ST55',b'https://fdn2.gsmarena.com/vv/bigpic/sist55.gif',b'GSM',b'GSM 900 / 1800',b'5-way navi key',,b'1.2 MB for photos 1.3 MB for MMS 1.1 MB for email messages 100 short messages',,,,"b'2003, Q3'",b'Discontinued',b'99 x 47 x 22 mm (3.90 x 1.85 x 0.87 in)',b'87 g (3.07 oz)',,b'Mini-SIM',b'Predictive text input Organizer User profiles SyncML',"b'TFT, 65K colors'",b'',"b'120 x 160 pixels, 7 lines, 4:3 ratio'",,,,,,b'No',,,,b'No',b'VGA',,,b'Yes',b'No',b'No',b'No',b'No',,b'No',b'',b'',b'Removable Li-Ion 750 mAh battery (EBA-595)',,b'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'Class 10',b'No',,,,,b'Up to 140 h',b'Up to 4 h 30 min',,,,,,b'255 x 15 entries',"b'10 dialed, 20 received, 20 missed calls'","b'SMS, EMS, MMS, Email'","b'3 - Wacko, Toggle, Tetris + Java'",b'No',,b'WAP 2.0/xHTML',,b'Vibration; Downloadable polyphonic ringtones',b'Yes',b'Yes',
b'siemens',b'Siemens MC60',b'https://fdn2.gsmarena.com/vv/bigpic/simc60.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'Navi key',,b'10 voice dial commands 20 voice dial numbers  500 calendar items',,,,"b'2003, Q3'",b'Discontinued',"b'110 x 46 x 21 mm, 88 cc (4.33 x 1.81 x 0.83 in)'",b'86 g (3.03 oz)',,b'Mini-SIM',b'Predictive text input Organizer Stopwatch Voice command/dial User profiles Exchangeable covers',"b'CSTN, 4096 colors'",b'',"b'101 x 80 pixels, 7 lines'",,,,,,b'No',b'1MB',,,b'No',b'CIF',,,b'Yes',b'No',b'No',b'No',b'No',,b'No',b'',b'',b'Removable Li-Ion 700 mAh battery (EBA-510)',,"b'3 - Aquamarine, Titanium and Grenadine'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'Class 8',b'No',,,,,b'Up to 250 h',b'Up to 6 h',,,,,,"b'50 x 14 fields, 5 contact groups'","b'10 dialed, 10 received, 10 missed calls'","b'SMS, EMS, MMS, Email'",b'Yes',b'Yes',,b'WAP 1.2.1',,"b'Vibration; Downloadable polyphonic ringtones, composer'",b'Yes',b'Yes',
b'siemens',b'Siemens C60',b'https://fdn2.gsmarena.com/vv/bigpic/sic60.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'Navi key',,b'No',,,,"b'2003, Q3'",b'Discontinued',b'110 x 47 x 23 mm (4.33 x 1.85 x 0.91 in)',b'85 g (3.00 oz)',,b'Mini-SIM',b'Predictive text input Currency converter Calculator Stopwatch Reminder list User profiles Exchangeable Clip-it covers Optional digital camera (VGA 640 x 480)',"b'CSTN, 4096 colors'",b'',"b'101 x 80 pixels, 5 lines'",,,,,,b'No',b'1.86MB',,,,,,,b'Yes',b'No',b'No',b'No',b'No',,b'No',b'',b'',b'Removable Li-Ion 700 mAh battery (EBA-510)',,"b'3 - Sky, Petrol and Grey'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'Class 8',b'No',,,,,b'Up to 250 h',b'Up to 6 h',,,,,,"b'100 entries, contact groups'","b'10 dialed, 10 received, 10 missed calls'","b'SMS, MMS'","b'2 - StackAttack 2, Move the Box'",b'Yes',,b'WAP 1.2.1',,b'Vibration; Downloadable polyphonic ringtones',b'Yes',b'Yes',
b'siemens',b'Siemens Xelibri 1',b'https://fdn2.gsmarena.com/vv/bigpic/sixel1.gif',b'GSM',b'GSM 900 / 1800',b'Screensaver Downloadable pictures',,b'Predefined short messages',,,,"b'2003, Q2'",b'Discontinued',"b'101 x 46 x 19 mm, 72 cc (3.98 x 1.81 x 0.75 in)'",b'73 g (2.57 oz)',,b'Mini-SIM',b'Predictive text input Organizer Voice dial',b'Monochrome graphic',b'',b'101 x 64 pixels',,,,,,b'No',,,,,,,,b'No',b'No',b'No',b'No',b'No',,b'No',b'',b'',b'Removable Li-Ion 610 mAh battery',,b'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'No',b'No',,,,,b'Up to 200 h',b'Up to 4 h',,,,,,b'100',"b'10 dialed, 10 received, 10 missed calls'","b'SMS, EMS'",b'No',b'No',,b'',,b'Vibration; Downloadable polyphonic ringtones',,,
b'siemens',b'Siemens Xelibri 2',b'https://fdn2.gsmarena.com/vv/bigpic/sixel2.gif',b'GSM',b'GSM 900 / 1800',b'Screensaver Downloadable pictures',,b'Predefined short messages',,,,"b'2003, Q2'",b'Discontinued',"b'99 x 56 x 20 mm, 78 cc (3.90 x 2.20 x 0.79 in)'",b'73 g (2.57 oz)',,b'Mini-SIM',b'Predictive text input Organizer Voice dial',b'Monochrome graphic',b'',"b'101 x 65 pixels, 5 lines'",,,,,,b'No',,,,,,,,b'No',b'No',b'No',b'No',b'No',,b'No',b'',b'',b'Removable Li-Ion 650 mAh battery',,b'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'No',b'No',,,,,b'Up to 200 h',b'Up to 4 h',,,,,,b'100',"b'10 dialed, 10 received, 10 missed calls'","b'SMS, EMS'",b'No',b'No',,b'',,b'Vibration; Downloadable polyphonic ringtones',,,
b'siemens',b'Siemens Xelibri 3',b'https://fdn2.gsmarena.com/vv/bigpic/sixel3.gif',b'GSM',b'GSM 900 / 1800',b'Screensaver Downloadable pictures Digit dial with Navi key',,b'Predefined short messages',,,,"b'2003, Q2'",b'Discontinued',"b'74 x 43 x 20 mm, 48 cc (2.91 x 1.69 x 0.79 in)'",b'55 g (1.94 oz)',,b'Mini-SIM',b'Predictive text input Organizer Voice dial Antenna in the necklace',b'Monochrome graphic',b'',"b'101 x 56 pixels, 5 lines, 17:9 ratio'",,,,,,b'No',,,,,,,,b'No',b'No',b'No',b'No',b'No',,b'No',b'',b'',b'Removable Li-Ion 620 mAh battery',,b'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'No',b'No',,,,,b'Up to 300 h',b'Up to 4 h',,,,,,b'100',"b'10 dialed, 10 received, 10 missed calls'","b'SMS, EMS'",b'No',b'No',,b'',,b'Vibration; Downloadable monophonic ringtones',,,
b'siemens',b'Siemens Xelibri 4',b'https://fdn2.gsmarena.com/vv/bigpic/sixel4.gif',b'GSM',b'GSM 900 / 1800',b'Screensaver Downloadable pictures',,b'Predefined short messages',,,,"b'2003, Q2'",b'Discontinued',"b'99 x 53 x 19 mm, 70 cc (3.90 x 2.09 x 0.75 in)'",b'71 g (2.50 oz)',,b'Mini-SIM',b'Predictive text input Organizer Voice dial',b'Monochrome graphic',b'',"b'101 x 65 pixels, 5 lines'",,,,,,b'No',,,,,,,,b'No',b'No',b'No',b'No',b'No',,b'No',b'',b'',b'Removable Li-Ion 650 mAh battery',,b'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b'No',b'No',,,,,b'Up to 200 h',b'Up to 4 h',,,,,,b'100',"b'10 dialed, 10 received, 10 missed calls'","b'SMS, EMS'",b'No',b'No',,b'',,b'Vibration; Downloadable polyphonic ringtones',,,
