Brand,Model Name,Model Image,Technology,2G bands,GPRS,EDGE,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,,Card slot,Phonebook,Call records,Single,Video,_1,Loudspeaker,Alert types,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Messaging,Browser,Games,Java,_1_1,Type_1,Stand-by,Talk time,Colors,Infrared port,Clock,Alarm,3G bands,Speed,OS,Chipset,CPU,GPU,Internal,Features,Single_1,Video_1,NFC,4G bands,Keyboard,5G bands,Build,Quad,Features_1,Charging,Price,Triple,Dual,Models,Performance,Display,Camera,Loudspeaker_1,Audio quality,Battery life,Protection,Music play
b'meizu',b'Meizu M3',b'https://fdn2.gsmarena.com/vv/bigpic/meizu-m3.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2016, April'","b'Available. Released 2016, May'",b'141.5 x 69.5 x 8.3 mm (5.57 x 2.74 x 0.33 in)',b'132 g (4.66 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~70.1% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'eMMC 5.1',b'microSDXC (uses shared SIM slot)',,,"b'13 MP, f/2.2, PDAF'",b'1080p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass'",,,,,,"b'Li-Ion 2870 mAh, non-removable'",,,"b'Gray, White, Blue, Pink, Gold'",,,,b'HSDPA 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE'","b'Android 5.1 (Lollipop), Flyme 5.1'",b'Mediatek MT6750 (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Mali-T860MP2',"b'16GB 2GB RAM, 32GB 3GB RAM'",b'Dual-LED dual-tone flash',"b'5 MP, f/2.0'",b'',b'No',b'LTE (unspecified)',,,,,,,b'About 130 EUR',,,,,,,,,,,
b'meizu',b'Meizu Pro 6',b'https://fdn2.gsmarena.com/vv/bigpic/meizu-pro-6.jpg',b'GSM / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2016, April'","b'Available. Released 2016, May'",b'147.7 x 70.8 x 7.3 mm (5.81 x 2.79 x 0.29 in)',b'160 g (5.64 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'Super AMOLED',"b'5.2 inches, 74.9 cm2 (~71.6% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~423 ppi density)'",b'CDMA2000 1xEV-DO & TD-SCDMA',b'No',,,"b'21 MP, f/2.2, 31mm (standard), 1/2.4"", PDAF, Laser AF'","b'4K@30fps, 720p@100fps'",b'3D Touch display',b'Yes',,b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'USB Type-C 3.1',"b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer'",,,,,b'32-bit/192kHz audio',"b'Li-Ion 2560 mAh, non-removable'",,,"b'Gray, Gold, Silver, Flames Red, Rose Gold'",,,,b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA, LTE-A (2CA) Cat6 300/50 Mbps'","b'Android 6.0 (Marshmallow), Flyme 8'",b'Mediatek MT6797T Helio X25 (20 nm)',"b'Deca-core (2x2.5 GHz Cortex-A72, 4x2 GHz Cortex-A53, 4x1.4 GHz Cortex-A53)'",b'Mali-T880 MP4',"b'32GB 4GB RAM, 64GB 4GB RAM'","b'\xd0\xa2en-LED dual-tone flash, HDR, panorama'","b'5 MP, f/2.0, 1/4"", 1.4\xc2\xb5m'",b'1080p@30fps',b'Yes',"b'1, 3, 7, 38, 39, 40, 41'",,,,,,"b'Fast charging 24W, 26% in 10 min, 100% in 60 min (advertised) mCharge 3'",b'About 410 EUR',,,b'PRO 6',b'Basemark OS II 2.0: 1919Basemark X: 15209',"b'Contrast ratio: 40000:1 (nominal), 3.659 (sunlight)'",b'Photo / Video',b'Voice 64dB / Noise 71dB / Ring 89dB',b'Noise -93.5dB / Crosstalk -92.3dB',b'Endurance rating 57h',b'Corning Gorilla Glass 4',
b'meizu',b'Meizu M3 Note',b'https://fdn2.gsmarena.com/vv/bigpic/meizu-m3-note.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2016, April'","b'Available. Released 2016, April'",b'153.6 x 75.5 x 8.2 mm (6.05 x 2.97 x 0.32 in)',b'163 g (5.75 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'5.5 inches, 82.6 cm2 (~71.2% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~403 ppi density)'",b'TD-SCDMA',b'microSDXC (uses shared SIM slot)',,,"b'13 MP, f/2.2, PDAF'",b'1080p@30fps',b'eMMC 5.1',b'Yes',,b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'",,,,,,"b'Li-Ion 4100 mAh, non-removable'",,,"b'Gray, White, Gold'",,,,b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'Android 5.1 (Lollipop), Flyme UI'",b'Mediatek MT6755 Helio P10 (28 nm)',b'Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Mali-T860MP2',"b'16GB 2GB RAM, 32GB 3GB RAM'","b'Dual-LED dual-tone flash, HDR, panorama'","b'5 MP, f/2.0'",b'1080p@30fps',b'No',"b'1, 3, 7, 38, 39, 40, 41'",,,,,,,b'About 180 EUR',,,"b'm3 note, MZ-m3 note'",b'Basemark OS II 2.0: 852Basemark X: 4567',"b'Contrast ratio: 816:1 (nominal), 1.923 (sunlight)'",b'Photo / Video',b'Voice 66dB / Noise 64dB / Ring 71dB',b'Noise -91.9dB / Crosstalk -91.3dB',b'Endurance rating 93h',b'Dinorex T2X-1 scratch/shock resistant glass',
b'meizu',b'Meizu PRO 5 mini',b'https://fdn2.gsmarena.com/vv/bigpic/meizu-pro-5-mini-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'Yes',b'Yes',b'Not announced yet',b'Cancelled',b'-',b'-',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'AMOLED',"b'4.7 inches, 60.9 cm2'","b'1080 x 1920 pixels, 16:9 ratio (~469 ppi density)'",,b'microSDXC (uses shared SIM slot)',,,"b'16 MP, f/2.2, AF'",b'1080p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'microUSB 2.0',"b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'",,,,,,"b'Li-Ion, non-removable'",,,"b'Gray, Gold, Silver, Black/Silver'",,,,b'HSDPA',"b'HSPA, LTE Cat4 150/50 Mbps'","b'Android 5.1 (Lollipop), Flyme 5'",b'Mediatek MT6797 Helio X20 (20 nm)',"b'Deca-core (2x2.3 GHz Cortex-A72, 4x2 GHz Cortex-A53, 4x1.4 GHz Cortex-A53)'",b'Mali-T880 MP4',b'32GB 3GB RAM',"b'Dual-LED dual-tone flash, HDR, panorama'","b'5 MP, f/2.0'",b'',b'No',b'LTE (unspecified)',,,,,,"b'Fast charging 24W, 65% in 30 min (advertised) mCharge 2'",b'About 360 EUR',,,,,,,,,,b'Corning Gorilla Glass 3',
b'meizu',b'Meizu M1 Metal',b'https://fdn2.gsmarena.com/vv/bigpic/meizu-metal1.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2015, October. Released 2015, October'",b'Discontinued',b'150.7 x 75.3 x 8.2 mm (5.93 x 2.96 x 0.32 in)',b'162g (5.71 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'5.5 inches, 82.6 cm2 (~72.8% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~403 ppi density)'",b'TD-SCDMA',b'microSDXC (uses shared SIM slot)',,,"b'13 MP, f/2.2, AF'",b'1080p@30fps',b'eMMC 5.0',b'Yes',,b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'",,,,,,"b'Li-Ion 3140 mAh, non-removable'",,,"b'White, Gold, Gray, Blue, Pink'",,,,b'HSDPA 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'Android, 5.1.1 (Lollipop), Flyme 5.1'",b'Mediatek MT6795 Helio X10 (28 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'PowerVR G6200',"b'16GB 2GB RAM, 32GB 2GB RAM'","b'Dual-LED dual-tone flash, HDR, panorama'","b'5 MP, f/2.0'",b'1080p@30fps',b'No',"b'1, 3, 38, 39, 40, 41'",,,,,,,b'About 170 EUR',,,,b'Basemark OS II 2.0: 1039Basemark X: 8526',"b'Contrast ratio: 780 (nominal),  2.675 (sunlight)'",b'Photo / Video',b'Voice 68dB / Noise 66dB / Ring 73dB',b'Noise -93.6dB / Crosstalk -93.9dB',b'Endurance rating 61h',b'Dinorex T2X-1 scratch/shock resistant glass',
b'meizu',b'Meizu PRO 5',b'https://fdn2.gsmarena.com/vv/bigpic/meizu-pro-5.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2015, September. Released 2015, October'",b'Discontinued',b'156.7 x 78 x 7.5 mm (6.17 x 3.07 x 0.30 in)',b'168 g (5.93 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'AMOLED',"b'5.7 inches, 89.6 cm2 (~73.3% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~386 ppi density)'",b'TD-SCDMA - M576 model',b'microSDXC (uses shared SIM slot)',,,"b'21 MP, f/2.2, 31mm (standard), 1/2.4"", 1.12\xc2\xb5m, PDAF, Laser AF'","b'4K@30fps, 1080p@30fps'",b'eMMC 5.1',b'Yes',,b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'USB Type-C',"b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'",,,,,b'32-bit/192kHz audio',"b'Li-Ion 3050 mAh, non-removable'",,,"b'Gray, Gold, Silver, Black/Silver'",,,,b'HSDPA 850 / 900 / 1900 / 2100 - M576 model',"b'HSPA, LTE-A (2CA) Cat6 300/50 Mbps'","b'Android 5.1 (Lollipop), Flyme 5'",b'Exynos 7420 Octa (14 nm)',b'Octa-core (4x2.1 GHz Cortex-A57 & 4x1.5 GHz Cortex-A53)',b'Mali-T760MP8',"b'32GB 3GB RAM, 64GB 4GB RAM'","b'Dual-LED dual-tone flash, HDR, panorama'","b'5 MP, f/2.0, 27mm (wide)'",b'1080p@30fps',b'Yes',"b'1, 3, 7, 38, 39, 40, 41 - M576 model'",,,,,,"b'Fast charging 24W, 65% in 30 min (advertised) mCharge 2'",b'About 390 EUR',,,,b'Basemark OS II 2.0: 1837Basemark X: 20038',"b'Contrast ratio: Infinite (nominal), 3.781 (sunlight)'",b'Photo / Video',b'Voice 67dB / Noise 66dB / Ring 68dB',b'Noise -93.9dB / Crosstalk -95.7dB',b'Endurance rating 95h',b'Corning Gorilla Glass 3',b'Up to 48 h'
b'meizu',b'Meizu M2',b'https://fdn2.gsmarena.com/vv/bigpic/meizu-m2.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2015, July. Released 2015, July'",b'Discontinued',b'140.1 x 68.9 x 8.7 mm (5.52 x 2.71 x 0.34 in)',b'131 g (4.62 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~71.4% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",,b'microSDXC (uses shared SIM slot)',,,"b'13 MP, f/2.2, AF'",b'1080p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",,,,,,"b'Li-Ion 2500 mAh, non-removable'",b'Up to 680 h',b'Up to 23 h',"b'Gray, White, Blue, Pink'",,,,b'HSDPA 900 / 1900 / 2100',"b'HSPA, LTE'","b'Android 5.1 (Lollipop), Flyme 4.5'",b'Mediatek MT6735 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720MP2',b'16GB 2GB RAM',b'LED flash',"b'5 MP, f/2.0'",b'',b'No',b'LTE (unspecified)',,,,,,,b'About 130 EUR',,,b'm2',,,,,,,b'Asahi Dragontrail Glass',b'Up to 45 h'
b'meizu',b'Meizu MX5',b'https://fdn2.gsmarena.com/vv/bigpic/meizu-mx5.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'Yes',b'Yes',"b'2015, June. Released 2015, July'",b'Discontinued',b'149.9 x 74.7 x 7.6 mm (5.90 x 2.94 x 0.30 in)',b'149 g (5.26 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'AMOLED',"b'5.5 inches, 83.4 cm2 (~74.5% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",b'eMMC 5.0',b'No',,,"b'20.7 MP, f/2.2, 1/2.3"", 1.2\xc2\xb5m, Laser AF'","b'4K@30fps, 1080p@30fps, 720p@100fps'",,b'Yes',,b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'",,,,,,"b'Li-Ion 3150 mAh, non-removable'",,,"b'Gray, Gold, Silver, Black/Silver'",,,,b'HSDPA',"b'HSPA, LTE Cat4 150/50 Mbps'","b'Android 5.0.1 (Lollipop), Flyme 4.5'",b'Mediatek MT6795 Helio X10 (28 nm)',b'Octa-core 2.2 GHz Cortex-A53',b'PowerVR G6200',"b'16GB 3GB RAM, 32GB 3GB RAM, 64GB 3GB RAM'","b'Dual-LED dual-tone flash, HDR, panorama'","b'5 MP, f/2.2'",b'1080p@30fps',b'No',b'LTE (unspecified)',,,,,,"b'Fast charging 24W, 60% in 40 min (advertised) mCharge'",b'About 210 EUR',,,b'MX5',b'Basemark OS II 2.0: 1252Basemark X: 10403',"b'Contrast ratio: Infinite (nominal), 3.416 (sunlight)'",b'Photo / Video',b'Voice 75dB / Noise 73dB / Ring 79dB',b'Noise -94.0dB / Crosstalk -95.0dB',b'Endurance rating 55h',b'Corning Gorilla Glass 3',
b'meizu',b'Meizu M2 Note',b'https://fdn2.gsmarena.com/vv/bigpic/meizu-m1-note2.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2015, June. Released 2015, June'",b'Discontinued',b'150.9 x 75.2 x 8.7 mm (5.94 x 2.96 x 0.34 in)',b'149 g (5.26 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IGZO IPS LCD',"b'5.5 inches, 82.6 cm2 (~72.8% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~403 ppi density)'",b'TD-SCDMA',b'microSDXC (uses shared SIM slot)',,,"b'13 MP, f/2.2, 1/3"", AF'","b'1080p, 1080p@30fps'",,b'Yes',,b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, gyro, proximity, compass'",,,,,,"b'Li-Ion 3100 mAh, non-removable'",,,"b'Gray, White, Blue, Pink'",,,,b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'Android 5.0 (Lollipop), Flyme 4.5'",b'Mediatek MT6753 (28 nm)',b'Octa-core 1.3 GHz Cortex-A53',b'Mali-T720MP3',"b'16GB 2GB RAM, 32GB 2GB RAM'","b'Dual-LED dual-tone flash, HDR, panorama'","b'5 MP, f/2.0, 1/5"", 1.12\xc2\xb5m'",b'1080p@30fps',b'No',"b'1, 3, 7, 38, 39, 40, 41'",,,,,,,b'About 200 EUR',,,"b'm2 note, MZ-m2 note'",,,b'Photo / Video',b'Voice 65dB / Noise 62dB / Ring 75dB',,b'Endurance rating 69h',b'Asahi Dragontrail Glass or Dinorex T2X-1 scratch/shock resistant glass',
b'meizu',b'Meizu M1',b'https://fdn2.gsmarena.com/vv/bigpic/meizu-m1-note-mini.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900',,,"b'2015, January. Released 2015, April'",b'Discontinued',b'140.2 x 72.1 x 8.9 mm (5.52 x 2.84 x 0.35 in)',b'128 g (4.52 oz)',b'Micro-SIM',b'TFT',"b'5.0 inches, 70.7 cm2 (~69.9% screen-to-body ratio)'","b'768 x 1280 pixels, 5:3 ratio (~300 ppi density)'",,b'microSDXC (dedicated slot)',,,"b'13 MP, f/2.2, AF'",b'1080p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, gyro, proximity, compass'",,,,,,"b'Li-Ion 2500 mAh, non-removable'",,,"b'White, BLue, Yellow, Green, Pink, Mint'",,,,b'HSDPA 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'",b'Android 4.4.4 (KitKat)',b'Mediatek MT6732 (28 nm)',b'Quad-core 1.5 GHz Cortex-A53',b'Mali-T760MP2',b'8GB 1GB RAM',"b'LED flash, HDR, panorama'","b'5 MP, f/2.0'",b'',b'No',"b'1, 3, 38, 41'",,,,,,,b'About 100 EUR',,,,,,,,,,b'Corning Gorilla Glass 3',
b'meizu',b'Meizu M1 Note',b'https://fdn2.gsmarena.com/vv/bigpic/meizu-m1-note-1.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2014, December. Released 2015, January'",b'Discontinued',b'150.7 x 75.2 x 8.9 mm (5.93 x 2.96 x 0.35 in)',b'145 g (5.11 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IGZO IPS LCD',"b'5.5 inches, 82.6 cm2 (~72.9% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~403 ppi density)'",,b'No',,,"b'13 MP, f/2.2, 1/3"", AF'",b'1080p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, gyro, proximity, compass'",,,,,,"b'Li-Ion 3140 mAh, non-removable'",,b'Up to 40 h',"b'White, Blue, Yellow, Green, Pink'",,,,b'HSDPA 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'Android 4.4.4 (KitKat), Flyme 4'",b'Mediatek MT6752 (28 nm)',b'Octa-core 1.7 GHz Cortex-A53',b'Mali-T760',"b'16GB 2GB RAM, 32GB 2GB RAM'","b'Dual-LED dual-tone flash, HDR, panorama'","b'5 MP, f/2.0'",b'',b'No',"b'1, 3, 38, 41'",,,,,,,b'About 130 EUR',,,,b'Basemark OS II 2.0: 880Basemark X: 4617',"b'Contrast ratio: 867:1 (nominal), 2.3624 (sunlight)'",b'Photo / Video',b'Voice 67dB / Noise 66dB / Ring 75dB',b'Noise -89.6dB / Crosstalk -86.0dB',b'Endurance rating 66h',b'Corning Gorilla Glass 3',b'Up to 60 h'
b'meizu',b'Meizu MX4 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/meizu-mx4-pro1.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',,,"b'2014, October. Released 2014, December'",b'Discontinued',b'150.1 x 77 x 9 mm (5.91 x 3.03 x 0.35 in)',b'158 g (5.57 oz)',b'Micro-SIM',b'IPS LCD',"b'5.5 inches, 85.2 cm2 (~73.7% screen-to-body ratio)'","b'1536 x 2560 pixels, 5:3 ratio (~546 ppi density)'",b'TD-SCDMA - China Mobile',b'No',,,"b'20.7 MP, f/2.2, 1/2.3"", AF'","b'4K@30fps, 1080p@30fps'","b'38, 39, 40, 41 - China Mobile'",b'Yes',,b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS, QZSS'",b'No',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'",,,,,b'eMMC 5.0',"b'Li-Ion 3350 mAh, non-removable'",,,"b'Gray, Gold, White'",,,,b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA, LTE Cat4 150/50 Mbps'","b'Android 4.4.4 (KitKat), Flyme 4'",b'Exynos 5430 Octa (20 nm)',b'Octa-core (4x2.0 GHz Cortex-A15 & 4x1.5 GHz Cortex-A7)',b'Mali-T628MP6',"b'16GB 3GB RAM, 32GB 3GB RAM, 64GB 3GB RAM'","b'Dual-LED dual-tone flash, HDR, panorama'","b'5 MP, f/2.0'",b'1080p@30fps',b'Yes',"b'1, 3, 7'",,,,,,,b'About 400 EUR',,,b'MX4 Pro',b'Basemark OS II 2.0: 863Basemark X: 9111',"b'Contrast ratio: 1127 (nominal), 2.765 (sunlight)'",b'Photo / Video',b'Voice 76dB / Noise 73dB / Ring 82dB',b'Noise -92.4dB / Crosstalk -93.5dB',b'Endurance rating 67h',b'Corning Gorilla Glass 3',
b'meizu',b'Meizu MX4',b'https://fdn2.gsmarena.com/vv/bigpic/meizu-mx4-new.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',,,"b'2014, September. Released 2014, September'",b'Discontinued',b'144 x 75.2 x 8.9 mm (5.67 x 2.96 x 0.35 in)',b'147 g (5.19 oz)',b'Micro-SIM',b'IPS LCD',"b'5.36 inches, 81.8 cm2 (~75.5% screen-to-body ratio)'","b'1152 x 1920 pixels, 5:3 ratio (~418 ppi density)'",b'TD-SCDMA - China Mobile',b'No',,,"b'20.7 MP, f/2.2, 1/2.3"", AF'","b'4K@30fps, 1080p@30fps'","b'38, 39, 40, 41 - China Mobile'",b'Yes',,b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct'","b'4.0, A2DP'","b'Yes, with A-GPS, GLONASS, BDS, QZSS'",b'No',"b'microUSB 2.0 (MHL TV-out), USB On-The-Go'","b'Accelerometer, gyro, proximity, compass'",,,,,,"b'Li-Ion 3100 mAh, non-removable'",,,"b'Gray, Gold, White'",,,,b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA, LTE Cat4 150/50 Mbps'","b'Android 4.4.4 (KitKat), Flyme 4'",b'MediaTek MT6595',b'Octa-core (4x2.2 GHz Cortex-A17 & 4x1.7 GHz Cortex-A7)',b'PowerVR G6200',"b'16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM'","b'Dual-LED dual-tone flash, HDR, panorama'",b'2 MP',b'1080p@30fps',b'No',"b'1, 3, 7'",,,,,,,b'About 340 EUR',,,,b'Basemark OS II 2.0: 666Basemark X: 8324',"b'Contrast ratio: 947 (nominal), 2.336 (sunlight)'",b'Photo / Video',b'Voice 81dB / Noise 75dB / Ring 83dB',b'Noise -93.6dB / Crosstalk -93.7dB',b'Endurance rating 89h',b'Corning Gorilla Glass 3',
b'meizu',b'Meizu MX3',b'https://fdn2.gsmarena.com/vv/bigpic/meizu-mx3.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',,,"b'2013, September. Released 2013, October'",b'Discontinued',b'139 x 71.9 x 9.1 mm (5.47 x 2.83 x 0.36 in)',b'143 g (5.04 oz)',b'Micro-SIM',b'IPS LCD',"b'5.1 inches, 74.0 cm2 (~74.1% screen-to-body ratio)'","b'1080 x 1800 pixels, 5:3 ratio (~412 ppi density)'",b'eMMC 5.0',b'No',,,"b'8 MP, f/2.0, 1/3.2"", 1.4\xc2\xb5m, AF'",b'1080p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct'","b'4.0, A2DP'","b'Yes, with A-GPS, GLONASS'",b'No',"b'microUSB 2.0 (MHL TV-out), USB On-The-Go'","b'Accelerometer, gyro, proximity, compass'",,,,,,"b'Li-Po 2400 mAh, non-removable'",b'Up to 429 h (2G) / Up to 393 h (3G)',b'Up to 12 h (2G) / Up to 14 h (3G)',"b'Black (front panel), several color options (back panel); white'",,,,b'HSDPA 850 / 2100',b'HSPA',"b'Android 4.2 (Jelly Bean), Flyme 3'",b'Exynos 5410 Octa (28 nm)',b'Octa-core (4x1.6 GHz Cortex-A15 & 4x1.2 GHz Cortex-A7)',b'PowerVR SGX544MP3',"b'16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM, 128GB 2GB RAM'",b'LED flash',b'2 MP',b'1080p@30fps',b'Yes',,,,,,,,b'About 370 EUR',,,,,b'Contrast ratio: 995:1 (nominal) / 1.754:1 (sunlight)',b'Photo / Video',b'Voice 67dB / Noise 66dB / Ring 77dB',b'Noise -93.9dB / Crosstalk -93.8dB',b'Endurance rating 36h',b'Corning Gorilla Glass',b'Up to 40 h'
