Brand,Model Name,Model Image,Technology,2G bands,,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,Build,Protection,Quad,_1,_1_1,128GB 8GB RAM,Dual,32GB 2GB RAM,32GB 3GB RAM,SAR,128GB 4GB RAM,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 6GB RAM,64GB 4GB RAM,8GB 1GB RAM,256GB 8GB RAM,256GB 12GB RAM,SAR EU,512GB 12GB RAM,Audio quality,64GB 3GB RAM,256GB 6GB RAM,Single_1,64GB 6GB RAM,Dual_1,Stand-by,Talk time,Infrared port,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,Keyboard,Browser,Alert types,Languages,Clock,Alarm,Stand-by_1,Talk time_1
b'panasonic',b'Panasonic X700',b'https://fdn2.gsmarena.com/vv/bigpic/pax700.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'Second 4096 colors display (64 x 96 pixels) Downloadable logos',,,,,"b'2004, Q1'",b'Discontinued',"b'97 x 49 x 24 mm, 89 cc (3.82 x 1.93 x 0.94 in)'",b'107 g (3.77 oz)',b'Mini-SIM',"b'TFT, 65K colors'","b'2.0 inches, 33 x 39 mm, 12.7 cm2 (~26.8% screen-to-body ratio)'",b'176 x 208 pixels (~136 ppi density)',"b'Symbian 7.0s, Series 60 UI'",,b'104 MHz ARM 920T',,"b'miniSD, 16 MB included'",b'8MB',,b'LED flash',b'Yes',b'VGA',,,b'Yes',b'No',b'No',b'1.1',b'No',,b'No',b'Proprietary',b'',b'Removable Li-Ion 780 mAh battery',,b'',,,,,,b'No',"b'Predictive text input Document viewer (Word, Excel, PowerPoint, PDF) Photo editor Voice memo Voice dial'",,,,,,,,,,,,,,,,,,,,,,,,,b'80 h - 250 h',b'2 h - 6 h',b'Yes',b'Class 10',b'No',,,,,,,b'WAP 2.0/xHTML',b'Vibration; Downloadable polyphonic ringtones',,,,,
b'panasonic',b'Panasonic X500',b'https://fdn2.gsmarena.com/vv/bigpic/pax500.gif',b'GSM',b'GSM 900 / 1800',"b'5-way navigation key Wallpapers, themes Downloadable logos'",,,,,"b'2004, Q2'",b'Discontinued',"b'85 x 47 x 22.5 mm, 79 cc (3.35 x 1.85 x 0.89 in)'",b'96 g (3.39 oz)',b'Mini-SIM',"b'TFT, 65K colors'",b'',"b'128 x 128 pixels, 1:1 ratio'",,,,,b'No',b'4MB',,,b'Yes',b'VGA',,,b'No',b'No',b'No',b'No',b'No',,b'No',b'',b'',b'Removable Li-Ion 730 mAh battery',,"b'Silver, Red, White'",,,,,,b'No',b'Predictive text input Organizer',,,,,,,,,,,,,,,,,,,,,,,,,b'Up to 200 h',b'Up to 7 h',,b'Class 8',b'No',b'Yes',"b'10 dialed, 10 received, 10 missed calls'","b'SMS, EMS, MMS'",b'2 + downloadable',"b'Yes, MIDP 2.0'",,b'WAP 2.0/xHTML',"b'Vibration; Downloadable polyphonic ringtones, composer'",,,,,
b'panasonic',b'Panasonic X400',b'https://fdn2.gsmarena.com/vv/bigpic/pax400.gif',b'GSM',b'GSM 900 / 1800',"b'Incoming call LED with 7 colors Wallpapers, themes Downloadable logos'",,,,,"b'2004, Q2'",b'Discontinued',"b'84 x 47 x 17 mm, 64 cc (3.31 x 1.85 x 0.67 in)'",b'84 g (2.96 oz)',b'Mini-SIM',"b'TFT, 65K colors'",b'',"b'128 x 128 pixels, 1:1 ratio'",,,,,b'No',,,,b'No',b'VGA',,,b'No',b'No',b'No',b'No',b'No',,b'No',b'',b'',b'Removable Li-Ion 600 mAh battery',,"b'Black, Red, White'",,,,,,b'300 short messages 1 MB for pictures and rigntones 700 KB for MMS',b'One push auto open Predictive text input Organizer Voice memo',,,,,,,,,,,,,,,,,,,,,,,,,b'Up to 210 h',b'Up to 4 h 30 min',b'Yes',b'Class 8',b'No',"b'300 x 5 fields, Photo call'","b'10 dialed, 10 received, 10 missed calls'","b'SMS, MMS'",b'1 - MobileGolf',b'Yes',,b'WAP 2.0/xHTML',b'Vibration; Downloadable polyphonic ringtones',,,,,
b'panasonic',b'Panasonic X300',b'https://fdn2.gsmarena.com/vv/bigpic/pax300.gif',b'GSM',b'GSM 900 / 1800 / 1900',"b'Pop-up screen Wallpapers, themes Downloadable logos'",,,,,"b'2004, Q1'",b'Discontinued',"b'92 x 49 x 21 mm, 88 cc (3.62 x 1.93 x 0.83 in)'",b'87 g (3.07 oz)',b'Mini-SIM',"b'CSTN, 65K colors'","b'1.5 inches, 7.3 cm2 (~16.1% screen-to-body ratio)'","b'128 x 128 pixels, 1:1 ratio (~121 ppi density)'",,,,,b'No',b'3MB',,,b'Yes',b'VGA',,,b'No',b'No',b'No',b'No',b'No',,b'No',b'Proprietary',b'',b'Removable Li-Ion 780 mAh battery',,"b'Silver, Red, Gold'",,,,,,b'No',b'Predictive text input Organizer Photo editor',,,,,,,,,,,,,,,,,,,,,,,,,b'Up to 77 h - 260 h',b'Up to 3 h - 11 h',,b'Class 8',b'No',b'500',"b'10 dialed, 10 received, 10 missed calls'","b'SMS, EMS, MMS'","b'3 - Puddleland, Quadball, Exode'",b'No',,b'WAP 2.0/xHTML',"b'Vibration; Downloadable polyphonic ringtones, composer'",,,,,
b'panasonic',b'Panasonic X200',b'https://fdn2.gsmarena.com/vv/bigpic/pax200.gif',b'GSM',b'GSM 900 / 1800',"b'Wallpapers, themes Downloadable logos'",,,,,"b'2004, Q2'",b'Discontinued',"b'104 x 45 x 13 mm, 60 cc (4.09 x 1.77 x 0.51 in)'",b'79 g (2.79 oz)',b'Mini-SIM',"b'TFT, 65K colors'",b'',"b'128 x 128 pixels, 5 lines, 1:1 ratio'",,,,,b'No',,,,b'No',b'VGA',,,b'No',b'No',b'No',b'No',b'No',,b'No',b'',b'',b'Removable Li-Ion 600 mAh battery',,"b'Black, White'",,,,,,b'300 short messages 700 KB for MMS',b'Predictive text input Organizer Voice memo',,,,,,,,,,,,,,,,,,,,,,,,,b'Up to 210 h',b'Up to 4 h 30 min',b'Yes',b'Class 8',b'No',"b'300 x 5 fields, Photo call, 9 groups'","b'10 dialed, 10 received, 10 missed calls'","b'SMS, MMS'",b'MobileGolf + downloadable',b'Yes',,b'WAP 2.0/xHTML',b'Vibration; Downloadable polyphonic ringtones',,,,,
b'panasonic',b'Panasonic X100',b'https://fdn2.gsmarena.com/vv/bigpic/pax100.gif',b'GSM',b'GSM 900 / 1800',"b'Wallpapers, themes Downloadable wallpapers'",,,,,"b'2004, Q2'",b'Discontinued',"b'90 x 44 x 18 mm, 69 cc (3.54 x 1.73 x 0.71 in)'",b'79 g (2.79 oz)',b'Mini-SIM',"b'TFT, 65K colors'",b'',"b'128 x 128 pixels, 1:1 ratio'",,,,,b'No',,,,b'No',b'CIF',,,b'No',b'No',b'No',b'No',b'No',,b'No',b'',b'',b'Removable Li-Ion 730 mAh battery',,"b'Blue, Dark Silver, Silver'",,,,,,b'No',b'Predictive text input Organizer Photo editor Voice memo',,,,,,,,,,,,,,,,,,,,,,,,,b'Up to 200 h',b'Up to 7 h',,b'Class 4',b'No',"b'200 x 10 fields, Photo call, 10 groups'","b'50 dialed, 50 received, 20 missed calls'","b'SMS, EMS, MMS'","b'2 - Wall Breaker, Move Box'",b'No',,b'WAP 2.0/xHTML',"b'Vibration; Downloadable polyphonic ringtones, composer'",,,,,
b'panasonic',b'Panasonic A500',b'https://fdn2.gsmarena.com/vv/bigpic/paa500.gif',b'GSM',b'GSM 900 / 1800',"b'Wallpapers, themes Downloadable logos'",,,,,"b'2004, Q2'",b'Discontinued',"b'84 x 47 x 19 mm, 68 cc (3.31 x 1.85 x 0.75 in)'",b'89 g (3.14 oz)',b'Mini-SIM',"b'TFT,65K colors'",b'',"b'128 x 128 pixels, 1:1 ratio'",,,,,b'No',,,,,,,,b'No',b'No',b'No',b'No',b'No',,b'No',b'',b'',b'Removable Li-Ion battery',,"b'Black, White'",,,,,,b'No',b'One push auto open Predictive text input Organizer Changeable covers',,,,,,,,,,,,,,,,,,,,,,,,,b'Up to 210 h',b'Up to 4 h 30 min',b'Yes',b'Class 8',b'No',"b'300 entries, Photo call'","b'10 dialed, 10 received, 10 missed calls'","b'SMS, MMS'",b'1 + downloadable',b'Yes',,b'WAP 2.0/xHTML',b'Vibration; Downloadable polyphonic ringtones',,,,,
b'panasonic',b'Panasonic A200',b'https://fdn2.gsmarena.com/vv/bigpic/paa200.gif',b'GSM',b'GSM 900 / 1800',"b'Wallpapers, themes Downloadable wallpapers'",,,,,"b'2004, Q4'",b'Discontinued',"b'90 x 44 x 18 mm, 67 cc (3.54 x 1.73 x 0.71 in)'",b'77 g (2.72 oz)',b'Mini-SIM',"b'TFT, 65K colors'",b'',"b'128 x 128 pixels, 1:1 ratio'",,,,,b'No',b'512 KB',,,,,,,b'No',b'No',b'No',b'No',b'No',,b'No',b'',b'',b'Removable Li-Ion 730 mAh battery',,"b'3 - White, Black, Pink'",,,,,,b'No',b'Predictive text input Organizer Voice memo',,,,,,,,,,,,,,,,,,,,,,,,,b'Up to 300 h',b'Up to 9 h',,b'Class 4',b'No',"b'200 x 10 fields, Picture call, 10 groups'","b'50 dialed, 50 received, 20 missed calls'","b'SMS, EMS, MMS'","b'2 - Wall Breaker, Move Box'",b'No',,b'WAP 2.0/xHTML',"b'Vibration; Downloadable polyphonic ringtones, composer'",,,,,
b'panasonic',b'Panasonic A100 Series',b'https://fdn2.gsmarena.com/vv/bigpic/paa100.gif',b'GSM',b'GSM 900 / 1800 / 1900',"b'Wallpapers, screensavers'",,,,,"b'2004, Q1'",b'Discontinued',"b'77 x 44 x 17.8 mm, 55 cc (3.03 x 1.73 x 0.70 in)'",b'66 g (2.33 oz)',b'Mini-SIM',b'Graphics',b'',"b'112 x 64 pixels, 3 lines, 16:9 ratio'",,,,,b'No',,,,,,,,b'No',b'No',b'No',b'No',b'No',,b'No',b'',b'',b'Removable Li-Ion 780 mAh battery',,"b'3 - Black, Blue, Red'",,,,,,b'No',b'Predictive text input Organizer',,,,,,,,,,,,,,,,,,,,,,,,,b'Up to 230 h',b'Up to 8 h',,b'',b'No',b'250',"b'10 dialed, 10 received, 10 missed calls'","b'SMS, EMS'",b'2',b'No',,b'',"b'Vibration; Downloadable polyphonic ringtones, composer'",,,,,
b'panasonic',b'Panasonic P341i',b'https://fdn2.gsmarena.com/vv/bigpic/pap341i.gif',b'GSM',b'GSM 900 / 1800 / 1900',"b'Second external display, 96 x 28 pixels with 7 color backlight 5 way navigation key Downloadable logos'",,,,,"b'2004, Q1'",b'Discontinued',"b'87 x 47 x 24 mm, 80 cc (3.43 x 1.85 x 0.94 in)'",b'92 g (3.25 oz)',b'Mini-SIM',"b'TFT, 65K colors'",b'',"b'132 x 176 pixels, 8 lines, 4:3 ratio'",,,,,b'No',b'5MB',,,b'No',b'CIF',,,b'No',b'No',b'No',b'Yes',b'No',,b'No',b'',b'',b'Removable Li-Ion 680 mAh battery',,b'Anthrazit',,,,,,b'No',b'Predictive text input SyncML Organizer Voice dial/memo',,,,,,,,,,,,,,,,,,,,,,,,,b'Up to 250 h',b'Up to 5 h',b'Yes',b'Class 8',b'No',b'500',b'',"b'SMS, MMS, Email'",b'Yes + downloadable',"b'Yes, DoJa 1.5'",,"b'WAP 2.0/xHTML, iMode'",b'Vibration; Downloadable polyphonic ringtones',,,,,
b'panasonic',b'Panasonic X68/X77',b'https://fdn2.gsmarena.com/vv/bigpic/pax77.gif',b'GSM',b'GSM 900 / 1800',b'5 colors indicator for incoming calls Downloadable pictures',,,,,"b'2004, Q2'",b'Discontinued',b'77 x 50 x 28 mm (3.03 x 1.97 x 1.10 in)',b'86 g (3.03 oz)',b'Mini-SIM',"b'STN, 65K colors'",b'',"b'128 x 128 pixels, 1:1 ratio'",,,,,b'No',,,,b'No',b'CIF',,,b'Yes',b'No',b'No',b'No',b'No',,b'No',b'',b'',b'Removable Li-Ion 680 mAh battery',,"b'Cool silver, Vivid red'",,,,,,b'No',b'Predictive text input Organizer Voice memo',,,,,,,,,,,,,,,,,,,,,,,,,b'Up to 230  h',b'Up to 5 h',b'Yes',b'Class 8',b'No',b'300',b'',"b'SMS, EMS, MMS'",b'Yes',b'No',,b'WAP 2.0/xHTML',"b'Vibration; Downloadable polyphonic ringtones, composer'",,,,,
b'panasonic',b'Panasonic X11',b'https://fdn2.gsmarena.com/vv/bigpic/pax11.gif',b'GSM',b'GSM 900 / 1800 / 1900',"b'Second external display, 96 x 28 pixels, 7 colors'",,,,,"b'2004, Q1'",b'Discontinued',b'87.3 x 48 x 27 mm (3.44 x 1.89 x 1.06 in)',b'95 g (3.35 oz)',b'Mini-SIM',"b'TFT, 65K colors'",b'',"b'132 x 176 pixels, 4:3 ratio'",,,,,b'No',,,,b'No',b'CIF',,,b'No',b'No',b'No',b'Yes',b'No',,b'No',b'',b'',b'Removable Li-Ion 660 mAh battery',,"b'2 - Red, Blue'",,,,,,b'4 MB for photos  2 MB for MMS',b'Predictive text input Organizer',,,,,,,,,,,,,,,,,,,,,,,,,b'Up to 250 h',b'Up to 5 h',b'Yes',b'Class 8',b'No',b'500 x 7 fields',b'',"b'SMS, EMS, MMS, Email'",b'Yes',b'Yes',,b'WAP 2.0/xHTML',b'Vibration; Downloadable polyphonic ringtones',,,,,
b'panasonic',b'Panasonic G70',b'https://fdn2.gsmarena.com/vv/bigpic/pag70.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'Second external monochrome display Downloadable logos',,,,,"b'2003, Q4'",b'Discontinued',"b'88 x 60 x 27 mm, 72 cc (3.46 x 2.36 x 1.06 in)'",b'88 g (3.10 oz)',b'Mini-SIM',"b'CSTN, 4096 colors'",b'',"b'128 x 96 pixels, 4 lines, 4:3 ratio'",,,,,b'No',,,,,,,,b'No',b'No',b'No',b'No',b'No',,b'No',b'',b'',b'Removable Li-Ion 680 mAh battery',,"b'Red, Blue'",,,,,,b'No',b'Biorhythm calendar Organizer',,,,,,,,,,,,,,,,,,,,,,,,,b'Up to 200 h',b'Up to 5 h',,b'Class 8',b'No',b'255',"b'10 dialed, 10 received, 10 missed calls'","b'SMS, EMS 5.0'",b'Yes',b'No',,b'WAP 1.2.1',"b'Vibration; Downloadable monophonic ringtones, composer'",,,,,
b'panasonic',b'Panasonic G51',b'https://fdn2.gsmarena.com/vv/bigpic/pag51.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'Downloadable wallpapers',,,,,"b'2003, Q4'",b'Discontinued',"b'80 x 43 x 18 mm, 66 cc (3.15 x 1.69 x 0.71 in)'",b'74 g (2.61 oz)',b'Mini-SIM',"b'CSTN, 4096 colors'",b'',"b'128 x 96 pixels, 4:3 ratio'",,,,,b'No',,,,,,,,b'Yes',b'No',b'No',b'No',b'No',,b'No',b'',b'',b'Removable Li-Ion 780 mAh battery',,"b'Silver, Red, Blue (G51e:Pink,Gold. G51m:Blue,Silver)'",,,,,,b'No',b'Predictive text input Organizer',,,,,,,,,,,,,,,,,,,,,,,,,b'Up to 200 h',b'Up to 2 h 30 min',,b'Class 8 (G51 Only)',b'No',b'255',"b'20 dialed, 10 received, 10 missed calls'","b'SMS, EMS'",b'Yes',b'No',,b'WAP 1.2.1',b'Vibration; Downloadable polyphonic ringtones',,,,,
b'panasonic',b'Panasonic X88',b'https://fdn2.gsmarena.com/vv/bigpic/pax88.gif',b'GSM',b'GSM 900 / 1800 / 1900',"b'Second external display, 96 x 28 pixels, 7 colors'",,,,,"b'2003, Q4'",b'Discontinued',"b'87 x 47 x 24 mm, 80 cc (3.43 x 1.85 x 0.94 in)'",b'92 g (3.25 oz)',b'Mini-SIM',"b'TFT, 65K colors'",b'',"b'132 x 176 pixels, 4:3 ratio'",,,,,b'No',,,,b'No',b'CIF',,,b'No',b'No',b'No',b'1.1',b'No',,b'No',b'',b'',b'Removable Li-Ion 680 mAh battery',,b'Gold',,,,,,b'4 MB for photos  2 MB for MMS',b'Predictive text input Organizer',,,,,,,,,,,,,,,,,,,,,,,,,b'Up to 250 h',b'Up to 5 h',b'Yes',b'Yes',b'No',b'500 x 7 fields',b'',"b'SMS, EMS, MMS, Email'","b'4 - Space War, Roller Kid, Panko, Crazy in Cobra'",b'Yes',,b'WAP 2.0/xHTML',b'Vibration; Downloadable polyphonic ringtones',,,,,
b'panasonic',b'Panasonic X66',b'https://fdn2.gsmarena.com/vv/bigpic/pax66.gif',b'GSM',b'GSM 900 / 1800',b'5 way navigation key Wallpapers',,,,,b'',b'Discontinued',"b'75 x 45 x 27 mm, 74 cc (2.95 x 1.77 x 1.06 in)'",b'82 g (2.89 oz)',b'Mini-SIM',"b'CSTN, 65K colors'",b'',"b'128 x 128 pixels, 6 lines, 1:1 ratio'",,,,,b'No',b'4MB',,,b'No',b'CIF',,,b'Yes',b'No',b'No',b'No',b'No',,b'No',b'',b'',b'Removable Li-Ion 680 mAh battery',,"b'Gold, Purple'",,,,,,b'No',b'Predictive text input Organizer',,,,,,,,,,,,,,,,,,,,,,,,,b'Up to 270 h',b'Up to 4 h 30 min',b'Yes',b'Class 8',b'No',b'300',b'',"b'SMS, MMS'",b'Yes',b'Yes',,b'WAP 2.0/xHTML',b'Vibration; Downloadable polyphonic ringtones',,b'Yes',b'Yes',,
b'panasonic',b'Panasonic X70',b'https://fdn2.gsmarena.com/vv/bigpic/pax70.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'GSM 850 / 1800 / 1900 - US version',,,,,"b'2003, Q3'",b'Discontinued',"b'87 x 47 x 24 mm, 80 cc (3.43 x 1.85 x 0.94 in)'",b'95 g (3.35 oz)',b'Mini-SIM',"b'TFT, 65K colors'",b'',"b'132 x 176 pixels, 7 lines, 4:3 ratio'",,,,,b'No',b'4MB',,b'LED flash',b'No',b'CIF',,,b'No',b'No',b'No',b'1.1',b'No',,b'No',b'',b'',b'Removable Li-Ion 780 mAh battery',,b'',,,,,,"b'Second b/w display 96 x 28 pixels, illuminates in 3 different colors Downloadable logos'",b'Predictive text input Voice memo Organizer',,,,,,,,,,,,,,,,,,,,,,,,,b'Up to 250 h',b'Up to 5 h',b'Yes',b'Class 8',b'No',"b'300 x 6 fields, Photo call'","b'10 dialed, 10 received, 10 missed calls'","b'SMS, EMS, MMS, Email'",b'Yes',b'No',,b'WAP 2.0/xHTML',b'Vibration; Downloadable polyphonic ringtones',,b'Yes',b'Yes',,
b'panasonic',b'Panasonic G60',b'https://fdn2.gsmarena.com/vv/bigpic/pag60.gif',b'GSM',b'GSM 900 / 1800',b'Downloadable wallpapers',,,,,"b'2003, Q3'",b'Discontinued',"b'104 x 47 x 19 mm, 75 cc (4.09 x 1.85 x 0.75 in)'",b'87 g (3.07 oz)',b'Mini-SIM',"b'CSTN, 4096 colors'",b'',"b'128 x 128 pixels, 1:1 ratio'",,,,,b'No',,,,,,,,b'No',b'No',b'No',b'No',b'No',,b'No',b'',b'',b'Removable Li-Ion 740 mAh battery',,b'Chrome metal',,,,,,b'10 message templates 15 sec voice memo',b'Predictive text input Organizer Optional digital camera',,,,,,,,,,,,,,,,,,,,,,,,,b'Up to 250 h',b'Up to 5 h',,b'Class 8',b'No',b'200 x 3 fields',"b'10 dialed, 10 received, 10 missed calls'","b'SMS, EMS, MMS'","b'Yes, Black Jack'",b'No',,b'WAP 1.2.1',"b'Vibration; Downloadable polyphonic ringtones, composer'",,b'Yes',b'Yes',,
b'panasonic',b'Panasonic G50',b'https://fdn2.gsmarena.com/vv/bigpic/pag50.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'Downloadable wallpapers',,,,,"b'2003, Q3'",b'Discontinued',"b'80 x 43 x 18 mm, 53 cc (3.15 x 1.69 x 0.71 in)'",b'74 g (2.61 oz)',b'Mini-SIM',"b'CSTN, 4096 colors'",b'',"b'128 x 96 pixels, 4:3 ratio'",,,,,b'No',,,,,,,,b'Yes',b'No',b'No',b'No',b'No',,b'No',b'',b'',b'Removable Li-Ion 780 mAh battery',,"b'3 - Silver, Red, Blue'",,,,,,b'Message templates',b'Predictive text input Organizer',,,,,,,,,,,,,,,,,,,,,,,,,b'Up to 200 h',b'Up to 6 h',,b'Class 8',b'No',b'250  x 3 numbers',"b'20 dialed, 10 received, 10 missed calls'","b'SMS, EMS'",b'Yes',b'No',,b'WAP 2.0/xHTML',b'Vibration; Downloadable polyphonic ringtones',,b'Yes',b'Yes',,
b'panasonic',b'Panasonic GD55',b'https://fdn2.gsmarena.com/vv/bigpic/pagd55.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'Blue backlight 20 wallpapers CallerID graphics',,,,,"b'2002, Oct'",b'Discontinued',"b'77 x 43 x 17 mm, 51 cc (3.03 x 1.69 x 0.67 in)'",b'65 g (2.29 oz)',b'Mini-SIM',b'Graphics',b'',"b'112 x 64 pixels, 16:9 ratio'",,,,,b'No',,,,,,,,b'No',b'No',b'No',b'No',b'No',,b'No',b'',b'',b'Removable Li-Ion 720 mAh battery',,"b'3 - Silver, Red, Pink'",,,,,,b'Message templates 100 calendar events',b'Predictive text input Organizer',,,,,,,,,,,,,,,,,,,,,,,,,b'Up to 230 h',b'Up to 8 h',,b'No',b'No',b'250',"b'20 dialed, 10 received, 10 missed calls'","b'SMS, EMS'",b'1',b'No',,b'WAP 1.2.1',"b'Vibration; Polyphonic ringtones, composer'",,b'Yes',b'Yes',,
b'panasonic',b'Panasonic GD87',b'https://fdn2.gsmarena.com/vv/bigpic/pagd87.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'Second display',,,,,"b'2002, November'",b'Discontinued',b'97 x 49 x 23 mm (3.82 x 1.93 x 0.91 in)',b'103 g (3.63 oz)',b'Mini-SIM',"b'TFT, 65K colors'",b'',"b'132 x 176 pixels, 4:3 ratio'",,,,,b'No',,,,b'Yes',b'CIF',,,b'Yes',b'No',b'No',b'No',b'No',,b'No',b'',b'',b'Removable Li-Ion 720 mAh battery',,b'',,,,,,b'Message templates',b'Sync ML Predictive text input Voice memo Organizer',,,,,,,,,,,,,,,,,,,,,,,,,b'75 h - 220 h',b'1 h 30 min - 7 h',b'Yes',b'Class 8',b'No',b'200',"b'10 dialed, 10 received, 10 missed calls'","b'SMS, MMS, Email'",b'Downloadable',b'No',,b'WAP 2.0/xHTML',"b'Vibration; Downloadable polyphonic ringtones, composer'",,b'Yes',b'Yes',,
b'panasonic',b'Panasonic GD67',b'https://fdn2.gsmarena.com/vv/bigpic/pagd67.gif',b'GSM',b'GSM 900 / 1800',b'Five directional joystick Screensavers Background pictures',,,,,b'2002',b'Discontinued',"b'109 x 45 x 20 mm, 81 cc (4.29 x 1.77 x 0.79 in)'",b'81 g (2.86 oz)',b'Mini-SIM',"b'STN, 256 colors'",b'',"b'101 x 80 pixels, 6 lines'",,,,,b'No',,,,,,,,b'Yes',b'No',b'No',b'No',b'No',,b'No',b'',b'',b'Removable Li-Ion 690 mAh battery',,b'',,,,,,b'Several fields in the address book Message templates',b'SyncML Organizer Predictive text input Voice dial Voice memo On/off timers CallerID graphics',,,,,,,,,,,,,,,,,,,,,,,,,b'60 h - 190 h',b'1 h 30 min - 6 h',,b'Class 8',b'No',b'100',"b'10 dialed, 10 received, 10 missed calls'","b'SMS, EMS'",b'Downloadable',b'No',,b'WAP 1.2.1',"b'Vibration; Downloadable polyphonic, recorded ringtones, composer'",,b'Yes',b'Yes',,
b'panasonic',b'Panasonic GD95',b'https://fdn2.gsmarena.com/vv/bigpic/pagd95.gif',b'GSM',b'GSM 900 / 1800',b'LCD illuminates in 3 different colours',,,,,b'2001',b'Discontinued',"b'120 x 45 x 14 mm, 90 cc (4.72 x 1.77 x 0.55 in)'",b'85 g (3.00 oz)',b'Mini-SIM',b'Monochrome graphic',b'',b'11 lines x 16 chars',,,,,b'No',,,,,,,,b'No',b'No',b'No',b'No',b'No',,b'No',b'',b'',b'Removable Li-Ion 690 mAh battery',,b'2',,,,,,b'Message templates',b'Predictive text input Voice memo Organizer Dictaphone',,,,,,,,,,,,,,,,,,,,,,,,,b'up to 90 h',b'up to 5 h',,b'Class 8 (GD96 only)',b'No',b'200',"b'10 dialed, 10 received, 10 missed calls'","b'SMS, Email'",b'2',b'No',,b'WAP 1.2',"b'Vibration; Monophonic ringtones, composer'",,b'Yes',b'Yes',,
b'panasonic',b'Panasonic GD75',b'https://fdn2.gsmarena.com/vv/bigpic/pagd75.gif',b'GSM',b'GSM 900 / 1800',b'Joystick 6 screensavers Background pictures',,,,,b'2001',b'Discontinued',"b'106 x 46 x 16 mm, 75 cc (4.17 x 1.81 x 0.63 in)'",b'82 g (2.89 oz)',b'Mini-SIM',b'Monochrome graphic',b'',b'6 lines',,,,,b'No',,,,,,,,b'Yes',b'No',b'No',b'No',b'No',,b'No',b'',b'',b'Removable Li-Ion 650 mAh battery',,b'',,,,,,b'Several fields in the address book Message templates',b'Organizer Predictive text input Voice dial Dictaphone On/off timers CallerID graphics',,,,,,,,,,,,,,,,,,,,,,,,,b'up to 150 h',b'up to 6 h',,b'Yes (GD76 Only)',b'No',b'200',"b'10 dialed, 10 received, 10 missed calls'",b'SMS',b'Yes',b'No',,b'WAP 1.2.1',"b'Vibration; Downloadable polyphonic, monophonic ringtones, composer'",,b'Yes',b'Yes',,
b'panasonic',b'Panasonic GD35',b'https://fdn2.gsmarena.com/vv/bigpic/pagd35.gif',b'GSM',b'GSM 900 / 1800',b'Message templates',,,,,b'2001',b'Discontinued',b'120 x 46 x 20 mm (4.72 x 1.81 x 0.79 in)',b'109 g (3.84 oz)',b'Mini-SIM',b'Monochrome graphic',b'',b'',,,,,b'No',,,,,,,,b'No',b'No',b'No',b'No',b'No',,b'No',b'',b'',b'Removable NiMH 700 mAh battery',,"b'3 - Winter White, Black Ice, Cool Blue'",,,,,,b'No',b'Predictive text input Calculator On/off timers Alert Profiling',,,,,,,,,,,,,,,,,,,,,,,,,b'up to 175 h',b'2 h - 4 h',,b'No',b'No',b'50',"b'10 received, dialed and missed calls'",b'SMS',b'1 -',b'No',,b'WAP 1.1',b'Vibration; Monophonic ringtones',,b'Yes',b'Yes',,
b'panasonic',b'Panasonic GD93',b'https://fdn2.gsmarena.com/vv/bigpic/pagd93b.gif',b'GSM',b'GSM 900 / 1800',b'LCD illuminates in 7 different colours',,,,,b'2000',b'Discontinued',b'120 x 45 x 16.4 mm (4.72 x 1.77 x 0.65 in)',b'80 g (2.82 oz)',b'Mini-SIM',b'Monochrome graphic',b'',b'6 lines',,,,,b'No',,,,,,,,b'Yes',b'No',b'No',b'No',b'No',,b'No',b'',b'',b'Removable Li-Ion 650 mAh battery',,b'',,,,,,b'Message templates',b'Predictive text input Voice memo On/off timers Dictaphone Ring Tone Composer CallerID graphics Calculator',,,,,,,,,,,,,,,,,,,,,,,,,b'170 h',b'200 min',,b'No',b'No',b'100',"b'5 dialed, 5 received, 5 missed calls'","b'SMS, Email'",b'No',b'No',,b'WAP',"b'Monophonic, recorded ringtones'",,b'Yes',b'Yes',,
