Brand,Model Name,Model Image,Technology,2G bands,,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,Build,Protection,Quad,_1,_1_1,128GB 8GB RAM,Dual,32GB 2GB RAM,32GB 3GB RAM,SAR,128GB 4GB RAM,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 6GB RAM,64GB 4GB RAM,8GB 1GB RAM,256GB 8GB RAM,256GB 12GB RAM,SAR EU,512GB 12GB RAM,Audio quality,64GB 3GB RAM,256GB 6GB RAM,Single_1,64GB 6GB RAM,Dual_1,Stand-by,Talk time,Infrared port,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,Keyboard,Browser,Alert types,Languages,Clock,Alarm,Stand-by_1,Talk time_1
b'panasonic',b'Panasonic Eluga A4',b'https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-a4.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'eMMC 5.0',b'HSDPA 900 / 2100',"b'3, 5, 40'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2017, November'","b'Available. Released 2017, November'",b'149.5 x 74 x 9 mm (5.89 x 2.91 x 0.35 in)',b'162 g (5.71 oz)',b'Dual SIM',b'IPS LCD',"b'5.2 inches, 74.5 cm2 (~67.4% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~282 ppi density)'",b'Android 7.0 (Nougat)',b'Mediatek MT6737 (28 nm)',b'Quad-core 1.25 GHz Cortex-A53',b'Mali-T720MP1',b'microSDXC',b'32GB 3GB RAM',,b'LED flash',b'1080p@30fps',"b'13 MP, PDAF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Po 5000 mAh, non-removable'",,"b'Champagne Gold, Mocha Gold, and Marine Blue'",b'ELUGA A4',b'About 12500 INR',,,,,,,,,,,,,,,,,,,,,,,,,,,b'5 MP',,,,,,,,,,,,,,,,,,,,
b'panasonic',b'Panasonic P99',b'https://fdn2.gsmarena.com/vv/bigpic/panasonic-p99.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,b'HSDPA 900 / 2100',"b'3, 5, 40'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2017, September'","b'Available. Released 2017, September'",b'144.6 x 71.8 x 8.6 mm (5.69 x 2.83 x 0.34 in)',b'145 g (5.11 oz)',b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~66.4% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 7.0 (Nougat)',,b'Quad-core 1.25 GHz',,b'microSDXC',b'16GB 2GB RAM',,"b'LED flash, HDR, panorama'",b'720p@30fps',"b'8 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2000 mAh, non-removable'",,"b'Champagne Gold, Black, Blue'",,b'About 7450 INR',,,,,,,,,,,,,,,,,,,,,,,,,,,b'5 MP',,,,,b'Yes',,,,,,,,,,,,,,,
b'panasonic',b'Panasonic Eluga I4',b'https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-i4.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'eMMC 5.0',b'HSDPA 900 / 2100',"b'3, 5, 40'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2017, September'","b'Available. Released 2017, September'",b'146.7 x 71.3 x 8.3 mm (5.78 x 2.81 x 0.33 in)',b'150.7 g (5.33 oz)',b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~65.9% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 7.0 (Nougat)',b'Mediatek MT6737 (28 nm)',b'Quad-core 1.25 GHz Cortex-A53',b'Mali-T720',b'microSDXC (dedicated slot)',b'16GB 2GB RAM',,b'LED flash',b'Yes',"b'8 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (front-mounted), accelerometer, proximity'","b'Li-Ion 3000 mAh, non-removable'",,"b'Black, Blue, Gold'",,b'About 8300 INR',,,,,,,,,,,,,,,,,,,,,,,,,,,b'5 MP',,,,,,,,,,,,,,,,,,,,
b'panasonic',b'Panasonic Eluga Ray 500',b'https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-ray-500.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'eMMC 5.0',b'HSDPA 900 / 2100',"b'3, 5, 40'",,"b'HSPA 42.2/5.76 Mbps, LTE'","b'2017, September'","b'Available. Released 2017, September'",b'144.3 x 71.3 x 9.2 mm (5.68 x 2.81 x 0.36 in)',b'163 g (5.75 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~67.0% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 7.0 (Nougat)',b'Mediatek MT6737 (28 nm)',b'Quad-core 1.25 GHz Cortex-A53',b'Mali-T720MP1',b'microSDXC (uses shared SIM slot)',b'32GB 3GB RAM',,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'5 MP, f/2.4'",b'HDR',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (front-mounted), accelerometer, proximity'","b'Li-Ion 4000 mAh, non-removable'",,"b'Champagne gold, Mocha gold, Marine Blue'",,b'About 110 EUR',,,,,,,"b'13 MP, f/2.0, AF 8 MP, f/2.4'",,,,,,,,,,,,,,,,,,,,,,,,,b'Yes',,,,,,,,,,,,,,,
b'panasonic',b'Panasonic Eluga Ray 700',b'https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-ray-700.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,b'HSDPA 900 / 2100',"b'3, 5, 40'",,"b'HSPA 42.2/5.76 Mbps, LTE'","b'2017, September'","b'Available. Released 2017, September'",b'153.8 x 75.4 x 8.9 mm (6.06 x 2.97 x 0.35 in)',b'182 g (6.42 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~71.9% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",b'Android 7.0 (Nougat)',b'Mediatek MT6753 (28 nm)',b'Octa-core 1.3 GHz Cortex-A53',b'Mali-T720MP3',b'microSDXC (dedicated slot)',b'32GB 3GB RAM',,"b'Dual-LED flash, HDR, panorama'",b'1080p@30fps',"b'13 MP, f/2.0, PDAF'",b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (front-mounted), accelerometer, proximity, compass'","b'Li-Ion 5000 mAh, non-removable'",,"b'Champagne gold, Mocha gold, Marine Blue'",b'Eluga_Ray_700',b'About 130 EUR',,b'Corning Gorilla Glass 3',,,,,,,,,,,,,,,,,,,,,,,,,"b'13 MP, f/2.2'",,,,,b'Yes',,,,,,,,,,,,,,,
b'panasonic',b'Panasonic P9',b'https://fdn2.gsmarena.com/vv/bigpic/panasonic-p9.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'eMMC 5.0',b'HSDPA 900 / 2100',"b'3, 5, 40'",,"b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2017, September'","b'Available. Released 2017, September'",b'144.5 x 73 x 8.6 mm (5.69 x 2.87 x 0.34 in)',b'144 g (5.08 oz)',b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~65.3% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",b'Android 7.0 (Nougat)',b'Mediatek MT6737M (28 nm)',b'Quad-core 1.1 GHz Cortex-A53',b'Mali-T720MP2',b'microSDHC (dedicated slot)',b'16GB 1GB RAM',,b'LED flash',b'720p@30fps',b'8 MP',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity'","b'Li-Ion 2210 mAh, non-removable'",,"b'Champagne Gold, Black'",,b'About 100 EUR',,b'Asahi Dragontrail Glass',,,,,,,,,,,,,,,,,,,,,,,,,b'5 MP',,,,,,,,,,,,,,,,,,,,
b'panasonic',b'Panasonic Eluga I2 Activ',b'https://fdn2.gsmarena.com/vv/bigpic/panasonic-l2-activ.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'eMMC 5.0',b'HSDPA 900 / 2100',"b'3, 5, 40'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2017, August'","b'Available. Released 2017, August'",b'143 x 71.2 x 8 mm (5.63 x 2.80 x 0.31 in)',b'133 g (4.69 oz)',b'Hybrid Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~67.7% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 7.0 (Nougat)',b'Mediatek MT6737 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720',b'microSDXC (uses shared SIM slot)',"b'16GB 1GB RAM, 16GB 2GB RAM'",,b'LED flash',b'720p@30fps',"b'8 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2200 mAh, non-removable'",,"b'Gold, Rose Gold, Gray'",,b'About 7200 INR',,,,,,,,,,,,,,,,,,,,,,,,,,,b'5 MP',,,,,,,,,,,,,,,,,,,,
b'panasonic',b'Panasonic Eluga A3 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-a3-pro.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,b'HSDPA 900 / 2100',"b'3, 5, 40'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2017, August'","b'Available. Released 2017, August'",b'148.7 x 72.4 x 9.1 mm (5.85 x 2.85 x 0.36 in)',b'161 g (5.68 oz)',b'Dual SIM',b'IPS LCD',"b'5.2 inches, 74.5 cm2 (~69.2% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~282 ppi density)'","b'Android 7.0 (Nougat), FitHome UI'",b'Mediatek MT6753 (28 nm)',b'Octa-core 1.3 GHz Cortex-A53',b'Mali-T720MP3',b'microSDXC (dedicated slot)',b'32GB 3GB RAM',,b'LED flash',b'1080p@30fps',"b'13 MP, PDAF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 4000 mAh, non-removable'",,"b'Gold, Silver'",b'A3_Pro',b'About 12800 INR',,,,,,,,,,,,,,,,,,,,,,,,,,,b'8 MP',,,,,,,,,,,,,,,,,,,,
b'panasonic',b'Panasonic Eluga A3',b'https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-a3-2.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'eMMC 5.0',b'HSDPA 900 / 2100',"b'3, 5, 40'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2017, August'","b'Available. Released 2017, August'",b'148.7 x 72.4 x 9.1 mm (5.85 x 2.85 x 0.36 in)',b'161 g (5.68 oz)',b'Dual SIM',b'IPS LCD',"b'5.2 inches, 74.5 cm2 (~69.2% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~282 ppi density)'","b'Android 7.0 (Nougat), FitHome UI'",b'Mediatek MT6737 (28 nm)',b'Quad-core 1.25 GHz Cortex-A53',b'Mali-T720MP1',b'microSDXC (dedicated slot)',b'16GB 3GB RAM',,b'LED flash',b'1080p@30fps',"b'13 MP, PDAF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 4000 mAh, non-removable'",,"b'Gold, Silver'",,b'About 11300 INR',,,,,,,,,,,,,,,,,,,,,,,,,,,b'8 MP',,,,,,,,,,,,,,,,,,,,
b'panasonic',b'Panasonic P55 Max',b'https://fdn2.gsmarena.com/vv/bigpic/panasonic-p55-max.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'eMMC 5.0',b'HSDPA 900 / 2100',"b'3, 5, 40'",,"b'HSPA 42.2/5.76 Mbps, LTE'","b'2017, July'","b'Available. Released 2017, July'",b'152 x 77.6 x 8.7 mm (5.98 x 3.06 x 0.34 in)',b'180 g (6.35 oz)',"b'Dual SIM (Micro-SIM/Nano SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~70.7% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",b'Android 7.0 (Nougat)',b'Mediatek MT6737 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720',b'microSDXC (dedicated slot)',b'16GB 3GB RAM',,b'quad-LED flash',b'1080p@30fps',"b'13 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity'","b'Li-Ion 5000 mAh, removable'",,"b'Champagne Gold, Matte Black'",,b'About 8500 INR',,b'Asahi Dragontrail Glass',,,,,,,,,,,,,,,,,,,,,,,,,b'5 MP',,,,,b'Yes',,,,,,,,,,,,,,,
b'panasonic',b'Panasonic Eluga i3 Mega',b'https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-I3.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',,b'HSDPA 900 / 2100',"b'3, 5, 40'",,"b'HSPA 42.2/5.76 Mbps, LTE'","b'2017, May'","b'Available. Released 2017, June'",b'154.6 x 77 x 9.4 mm (6.09 x 3.03 x 0.37 in)',b'180 g (6.35 oz)',b'Dual SIM (Micro-SIM/Nano-SIM)',b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~70.1% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",b'Android 6.0 (Marshmallow)',b'Mediatek MT6735 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720',b'microSDXC',b'16GB 3GB RAM',,b'LED flash',b'1080p@30fps',"b'13 MP, 1/3.1"", 1.12\xc2\xb5m, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity'","b'Li-Ion 4000 mAh, non-removable'",,"b'Champagne Gold, Silver'",,b'About 11500 INR',,,,,,,,,,,,,,,,,,,,,,,,,,,b'5 MP',,,,,,,,,,,,,,,,,,,,
b'panasonic',b'Panasonic P85',b'https://fdn2.gsmarena.com/vv/bigpic/panasonic-p85.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,b'HSDPA 900 / 2100',"b'3, 5, 40'",,"b'HSPA 42.2/5.76 Mbps, LTE'","b'2017, May'","b'Available. Released 2017, May'",b'145 x 72.2 x 9.4 mm (5.71 x 2.84 x 0.37 in)',b'146.7 g (5.19 oz)',b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~65.8% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 6.0 (Marshmallow)',,b'Quad-core 1.0 GHz',,b'microSDXC',b'16GB 2GB RAM',,b'LED flash',b'720p@30fps',"b'8 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio with RDS; recording',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, gyro, proximity'","b'Li-Ion 4000 mAh, non-removable'",,"b'Grey, Gold'",b'P85',b'About 90 EUR',,,,,,,,,,,,,,,,,,,,,,,,,,,b'2 MP',,,,,,,,,,,,,,,,,,,,
b'panasonic',b'Panasonic Eluga Ray',b'https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-ray.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'eMMC 5.0',b'HSDPA 900 / 2100',"b'3, 5, 40'",,"b'HSPA 42.2/5.76 Mbps, LTE'","b'2017, May'","b'Available. Released 2017, May'",b'144.4 x 71.6 x 9.7 mm (5.69 x 2.82 x 0.38 in)',b'169 g (5.96 oz)',b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~66.7% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 6.0 (Marshmallow)',b'Mediatek MT6737 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720',b'microSDXC',b'16GB 3GB RAM',,b'LED flash',b'720p@30fps',"b'13 MP, AF'",b'LED flash',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio with RDS; recording',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (front-mounted), accelerometer, proximity, compass'","b'Li-Ion 4000 mAh, non-removable'",,"b'Rose Gold, Space Grey, Gold'",,b'About 110 EUR',,,,,,,,,,,,,,,,,,,,,,,,,,,b'5 MP',,,,,,,,,,,,,,,,,,,,
b'panasonic',b'Panasonic Eluga Mark 2',b'https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-mark2.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,b'HSDPA 900 / 2100',"b'3, 5, 40'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, November'","b'Available. Released 2016, November'",b'151 x 76 x 7.7 mm (5.94 x 2.99 x 0.30 in)',b'163 g (5.75 oz)',"b'Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~72.7% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",b'Android 6.0 (Marshmallow)',b'Mediatek MT6753 (28 nm)',b'Octa-core 1.3 GHz Cortex-A53',b'Mali-T720MP3',b'microSDXC (uses shared SIM slot)',b'32GB 3GB RAM',,"b'LED flash, HDR'",b'1080p@30fps',"b'13 MP, f/2.2, AF'",b'LED flash',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'No',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Ion 3000 mAh, non-removable'",,b'Gold',,b'About 150 EUR',,b'Asahi Dragontrail Glass',,,,,,,,,,,,,,,,,,,,,,,,,"b'5 MP, f/2.4'",,,,,b'Yes',,,,,,,,,,,,,,,
b'panasonic',b'Panasonic Eluga Ray X',b'https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-ray-x.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'eMMC 5.0',b'HSDPA 900 / 2100',"b'3, 5, 40'",,"b'HSPA 42.2/5.76 Mbps, LTE'","b'2017, April'","b'Available. Released 2017, April'",b'153.4 x 77 x 10.5 mm (6.04 x 3.03 x 0.41 in)',b'193 g (6.81 oz)',b'Dual SIM',b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~70.6% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",b'Android 6.0 (Marshmallow)',b'Mediatek MT6737 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720',b'microSDXC',b'32GB 3GB RAM',,b'LED flash',b'720p@30fps',"b'13 MP, AF'",b'LED flash',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio with RDS; recording',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (front-mounted), accelerometer, proximity, compass'","b'Li-Ion 4000 mAh, non-removable'",,"b'Rose Gold, Space Grey, Gold'",b'ELUGA Ray X',b'About 130 EUR',,b'Corning Gorilla Glass',,,,,,,,,,,,,,,,,,,,,,,,,b'5 MP',,,,,b'Yes',,,,,,,,,,,,,,,
b'panasonic',b'Panasonic Eluga Ray Max',b'https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-ray-max.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'eMMC 5.1',b'HSDPA 900 / 2100',"b'3, 5, 40'",,"b'HSPA 42.2/5.76 Mbps, LTE'","b'2017, April'","b'Available. Released 2017, April'",b'148 x 73 x 9.5 mm (5.83 x 2.87 x 0.37 in)',b'165 g (5.82 oz)',b'Dual SIM',b'IPS LCD',"b'5.2 inches, 74.5 cm2 (~69.0% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~424 ppi density)'",b'Android 6.0 (Marshmallow)',b'Qualcomm MSM8937 Snapdragon 430 (28 nm)',b'Octa-core 1.4 GHz Cortex-A53',b'Adreno 505',b'microSDXC',"b'32GB 4GB RAM, 64GB 4GB RAM'",,"b'LED flash, panorama'",b'1080p@30fps',"b'16 MP, AF'",b'LED flash',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio with RDS; recording',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (front-mounted), accelerometer, proximity, compass'","b'Li-Ion 3000 mAh, non-removable'",b'Fast charging 18W Quick Charge 3.0',"b'Rose Gold, Space Grey, Gold'",b'ELUGA Ray Max',b'About 170 EUR',,b'Corning Gorilla Glass 3',,,,,,,,,,,,,,,,,,,,,,,,,b'8 MP',,,,,b'Yes',,,,,,,,,,,,,,,
b'panasonic',b'Panasonic Eluga Pulse X',b'https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-pulse-x.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',,b'HSDPA 900 / 2100',"b'3, 5, 40'",,"b'HSPA 42.2/5.76 Mbps, LTE'","b'2017, March'","b'Available. Released 2017, March'",b'152 x 77 x 8.1 mm (5.98 x 3.03 x 0.32 in)',b'145 g (5.11 oz)',b'Dual SIM',b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~71.3% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",b'Android 6.0 (Marshmallow)',,b'Quad-core 1.25 GHz Cortex-A53',,b'microSDXC',b'16GB 3GB RAM',,b'LED flash',b'1080p@30fps',"b'13 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Ion 3000 mAh, non-removable'",,"b'Rose Gold, Dark Grey, Gold'",,b'About 160 EUR',,b'Asahi Dragontrail Glass',,,,,,,,,,,,,,,,,,,,,,,,,b'5 MP',,,,,b'Yes',,,,,,,,,,,,,,,
b'panasonic',b'Panasonic Eluga Pulse',b'https://fdn2.gsmarena.com/vv/bigpic/panasonic-eluga-pulse.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',,b'HSDPA 900 / 2100',"b'3, 5, 40'",,"b'HSPA 42.2/5.76 Mbps, LTE'","b'2017, March'","b'Available. Released 2017, March'",b'143 x 71.2 x 8 mm (5.63 x 2.80 x 0.31 in)',b'133 g (4.69 oz)',"b'Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~67.7% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 6.0 (Marshmallow)',,b'Quad-core 1.25 GHz Cortex-A53',,b'microSDXC (uses shared SIM slot)',b'16GB 2GB RAM',,b'LED flash',b'1080p@30fps',"b'13 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Ion 2200 mAh, non-removable'",,"b'Rose Gold, Dark Grey, Gold'",,b'About 130 EUR',,b'Asahi Dragontrail Glass',,,,,,,,,,,,,,,,,,,,,,,,,b'5 MP',,,,,b'Yes',,,,,,,,,,,,,,,
