Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Dual,Price,,Triple,Stand-by,Talk time,Features_1,Protection,_1,_1_1,Models,Build,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,Dual_1,Music play,Infrared port,Keyboard,Browser,Alert types,Clock,Alarm,SAR EU,SAR,Stand-by_1,Talk time_1,128GB 6GB RAM,Languages,Quad,5G bands,Camera,Loudspeaker_1,Audio quality
b'fujitsu_siemens',b'Fujitsu Siemens T830',b'https://fdn2.gsmarena.com/vv/bigpic/fs-t810.gif',b'GSM / UMTS',b'GSM 900 / 1800 / 1900',b'UMTS 2100',,"b'Yes, 384 kbps'","b'2006, August'",b'Discontinued',b'126 x 64 x 21 mm (4.96 x 2.52 x 0.83 in)',b'190 g (6.70 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 65K colors'","b'2.4 inches, 18.6 cm2 (~23.0% screen-to-body ratio)'","b'240 x 240 pixels, 1:1 ratio (~141 ppi density)'",b'Microsoft Windows Mobile 5.0 Phone Edition',,b'Intel PXA272 416 MHz',,b'SD',"b'64MB RAM, 128MB ROM'","b'2 MP, AF'",,b'Yes',b'VGA videocall camera',b'',b'Yes',b'No',b'Wi-Fi 802.11b/g',b'2.0',"b'Yes, SiRF GCS3F receiver'",,b'No',b'Proprietary',b'',b'Removable Li-Ion 1500 mAh battery',,b'Silver',,,b'5-way navigation key',,b'Up to 150 h',b'Up to 4 h',,,b'SiRF GCS3F receiver Video telephony Pocket Office  MP3/AAC/AAC+/WMA/OGG/AMR player WMV/MP4 player Organizer Voice memo',,,,,,,,,,,,,,b'QWERTY',b'HTML (PocketIE)',"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,,,,,,,,,,,
b'fujitsu_siemens',b'Fujitsu Siemens T810',b'https://fdn2.gsmarena.com/vv/bigpic/fs-t810.gif',b'GSM / UMTS',b'GSM 900 / 1800 / 1900',b'UMTS 2100',,"b'Yes, 384 kbps'","b'2006, August'",b'Discontinued',b'126 x 64 x 21 mm (4.96 x 2.52 x 0.83 in)',b'190 g (6.70 oz)',b'Mini-SIM',"b'TFT resistive touchscreen, 65K colors'","b'2.4 inches, 18.6 cm2 (~23.0% screen-to-body ratio)'","b'240 x 240 pixels, 1:1 ratio (~141 ppi density)'",b'Microsoft Windows Mobile 5.0 Phone Edition',,b'Intel PXA272 416 MHz',,b'SD',"b'64MB RAM, 128MB ROM'",b'Yes',,b'',,,b'Yes',b'No',b'Wi-Fi 802.11b/g',b'2.0',"b'Yes, SiRF GCS3F receiver'",,b'No',b'Proprietary',b'',b'Removable Li-Ion 1500 mAh battery',,b'Silver',,,b'5-way navigation key',,b'Up to 150 h',b'Up to 4 h',,,b'No',b'Pocket Office  MP3/AAC/AAC+/WMA/OGG/AMR player WMV/MP4 player Organizer Voice memo',,,,,,,,,,,,,b'QWERTY',b'HTML (PocketIE)',"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,,,,,,,,,,,
