Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Dual,Price,,Triple,Stand-by,Talk time,Features_1,Protection,_1,_1_1,Models,Build,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,Dual_1,Music play,Infrared port,Keyboard,Browser,Alert types,Clock,Alarm,SAR EU,SAR,Stand-by_1,Talk time_1,128GB 6GB RAM,Languages,Quad,5G bands,Camera,Loudspeaker_1,Audio quality,Battery life,Performance,Display
b'gionee',b'Gionee S11S',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-s11s.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 12, 34, 38, 39, 40, 41'","b'HSPA 42.2/5.76 Mbps, LTE'","b'2017, November'","b'Available. Released 2017, December'",b'155.8 x 72.6 x 7 mm (6.13 x 2.86 x 0.28 in)',b'177 g (6.24 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'AMOLED',"b'6.01 inches, 93.2 cm2 (~82.4% screen-to-body ratio)'","b'1080 x 2160 pixels, 18:9 ratio (~402 ppi density)'","b'Android 7.1 (Nougat), Amigo 5'",b'Mediatek Helio P30 (16 nm)',b'Octa-core (4x2.3 GHz Cortex-A53 & 4x1.65 GHz Cortex A53)',b'Mali-G71 MP2',b'microSDXC',b'64GB 6GB RAM',,"b'LED flash, HDR, panorama'",b'1080p@30fps',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'Yes',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3600 mAh, non-removable'",,"b'Silver, Gold'","b'16 MP, AF 8 MP'",b'About 500 EUR',b'CDMA 800 & TD-SCDMA',,,,,,,,,"b'Glass front, glass back, aluminum frame'",,,,,,,,"b'20 MP, f/2.0, (wide), 1/2.8"", 1.0\xc2\xb5m 8 MP'",,,,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee S11',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-s11.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 12, 34, 38, 39, 40, 41'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2017, November'","b'Available. Released 2017, December'",b'159.5 x 77.7 x 7.8 mm (6.28 x 3.06 x 0.31 in)',b'165 g (5.82 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.99 inches, 92.6 cm2 (~74.7% screen-to-body ratio)'","b'1080 x 2160 pixels, 18:9 ratio (~403 ppi density)'","b'Android 7.1 (Nougat), Amigo 5'",b'Mediatek MT6763T Helio P23 (16 nm)',b'Octa-core 2.5 GHz Cortex-A53',b'Mali-G71 MP2',b'microSDXC (uses shared SIM slot)',b'64GB 4GB RAM',,"b'LED flash, HDR, panorama'",b'1080p@30fps',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3410 mAh, non-removable'",,"b'Moonlight blue, space gold, cherry powder'","b'16 MP, AF 5 MP, f/2.4, (depth)'",b'About 320 EUR',b'CDMA 800 & TD-SCDMA',,,,,,b'eMMC 5.1',,,,,,,,,,,"b'16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m 8 MP'",,,,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee S11 lite',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-s11-mini-.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',b'LTE (unspecified)',"b'HSPA 42.2/5.76 Mbps, LTE'","b'2017, November'","b'Available. Released 2018, February'",b'153.8 x 72.6 x 7.9 mm (6.06 x 2.86 x 0.31 in)',b'141 g (4.97 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.7 inches, 83.8 cm2 (~75.1% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~282 ppi density)'","b'Android 7.1 (Nougat), Amigo 5'",b'Qualcomm MSM8937 Snapdragon 430 (28 nm)',b'Octa-core 1.4 GHz Cortex-A53',b'Adreno 505',b'microSDXC (uses shared SIM slot)',b'32GB 4GB RAM',"b'16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'","b'LED flash, HDR, panorama'",b'1080p@30fps',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Ion 3030 mAh, non-removable'",,"b'Gold, Dark Blue, Black'","b'13 MP, f/2.2, AF 2 MP, (depth)'",b'About 200 EUR',b'CDMA 800 & TD-SCDMA',,,,,,b'eMMC 5.1',,b'S11 lite',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee M7 Plus',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-m7-plus.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 4, 5, 7, 8, 12, 34, 38, 39, 40, 41'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2017, November'","b'Available. Released 2018, July'",b'166.5 x 81.6 x 8.7 mm (6.56 x 3.21 x 0.34 in)',b'241 g (8.50 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'AMOLED',"b'6.43 inches, 106.7 cm2 (~78.5% screen-to-body ratio)'","b'1080 x 2160 pixels, 18:9 ratio (~376 ppi density)'","b'Android 7.1 (Nougat), Amigo 5'",b'Qualcomm SDM660 Snapdragon 660 (14 nm)',b'Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)',b'Adreno 512',b'microSDXC',b'128GB 6GB RAM',b'8 MP',"b'LED flash, HDR, panorama'",b'1080p@30fps',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'Yes',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 5000 mAh, non-removable'",b'Charging 10W',b'Blue',"b'16 MP, AF 8 MP'",b'About 670 EUR',b'CDMA 800 & TD-SCDMA',,,,,,b'eMMC 5.1',,,"b'Glass front, aluminum/leather back, aluminum frame'",,,,,,,,,,b'Yes',,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee M7 Power',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-m7-power-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 38, 39, 40, 41'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2017, October'","b'Available. Released 2017, November'",b'156.4 x 76.7 x 8.6 mm (6.16 x 3.02 x 0.34 in)',b'199 g (7.02 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.0 inches, 92.9 cm2 (~77.4% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~268 ppi density)'","b'Android 7.1.1 (Nougat), Amigo 5'",b'Qualcomm MSM8940 Snapdragon 435 (28 nm)',b'Octa-core 1.4 GHz Cortex-A53',b'Adreno 505',b'microSDXC (uses shared SIM slot)',b'64GB 4GB RAM',"b'13 MP, f/2.0, AF'","b'LED flash, HDR, panorama'",b'1080p@30fps',"b'8 MP, f/2.2'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 5000 mAh, non-removable'",,"b'Dark blue, black, gold'",,b'About 260 EUR',b'eMMC 5.1',,b'Up to 625 h (3G)',b'Up to 56 h (3G)',,b'Corning Gorilla Glass 3',,,b'M7 Power',"b'Glass front (Gorilla Glass 3), aluminum back, aluminum frame'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee M7',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-m7.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 34, 38, 39, 40, 41'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2017, September'","b'Available. Released 2017, September'",b'157 x 76 x 7.2 mm (6.18 x 2.99 x 0.28 in)',b'180 g (6.35 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'AMOLED',"b'6.01 inches, 93.2 cm2 (~78.1% screen-to-body ratio)'","b'1080 x 2160 pixels, 18:9 ratio (~402 ppi density)'","b'Android 7.1 (Nougat), Amigo 5'",b'Mediatek Helio P30 (16 nm)',b'Octa-core (4x2.3 GHz Cortex-A53 & 4x1.65 GHz Cortex A53)',b'Mali-G71 MP2',b'microSDXC',b'64GB 6GB RAM',b'8 MP',"b'LED flash, HDR, panorama'",b'1080p@30fps',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.2, A2DP'","b'Yes, with A-GPS'",b'Yes',"b'FM radio, recording'","b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",b'Charging 10W',"b'Sapphire Blue, Star Blue, Maple Red, Champagne Gold, Black'","b'16 MP, AF 8 MP'",b'About 360 EUR',b'CDMA 800 & TD-SCDMA',,,,,,,,,"b'Glass front, aluminum back, aluminum frame'",,,,,,,,,,b'Yes',,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee X1s',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-x1s.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA',b'LTE (unspecified)',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2017, September'","b'Available. Released 2017, September'",b'150.4 x 73.5 x 8.8 mm (5.92 x 2.89 x 0.35 in)',b'166 g (5.86 oz)',b'Dual SIM',b'IPS LCD',"b'5.2 inches, 74.5 cm2 (~67.4% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~282 ppi density)'","b'Android 7 (Nougat), Amigo 4'",b'Mediatek MT6737T (28 nm)',b'Quad-core 1.5 GHz Cortex-A53',b'Mali-T720',b'microSDXC (dedicated slot)',b'16GB 3GB RAM',"b'13 MP, AF'","b'Dual-LED dual-tone flash, HDR, panorama'",b'1080p@30fps',"b'16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Ion 4000 mAh, non-removable'",,"b'Black, Gold'",,b'About 13000 INR',b'eMMC 5.0',,,,,b'Corning Gorilla Glass 3',,,b'X1S',,b'Yes',b'Yes',,,,,,,,b'Yes',,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee X1',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-x1.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA',b'LTE (unspecified)',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2017, August'","b'Available. Released 2017, August'",b'144.3 x 72.2 x 8.8 mm (5.68 x 2.84 x 0.35 in)',b'-',b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~66.2% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'","b'Android 7 (Nougat), Amigo 5'",b'Mediatek MT6737 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720',b'microSDXC',b'16GB 2GB RAM',"b'8 MP, AF'","b'Dual-LED dual-tone flash, HDR, panorama'",b'1080p@30fps',"b'8 MP, f/2.0, 1/4"", 1.12\xc2\xb5m'",b'720p',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity'","b'Li-Ion 3000 mAh, non-removable'",,"b'Black, Gold'",,b'About 9000 INR',b'eMMC 5.0',,,,,,,,b'X1',,b'Yes',b'Yes',,,,,,,,,,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee P8 Max',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-p8-max.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA',b'LTE (unspecified)',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2017, June'","b'Available. Released 2017, Q4'",b'154.4 x 76.6 x 9.2 mm (6.08 x 3.02 x 0.36 in)',b'-',b'Dual SIM',b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~70.5% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'","b'Android 6.0 (Marshmallow), Amigo 3.2'",b'Mediatek MT6737T (28 nm)',b'Quad-core 1.5 GHz Cortex-A53',b'Mali-T720',b'microSDXC',b'32GB 3GB RAM',"b'13 MP, f/2.2, AF'","b'LED flash, HDR, panorama'",b'1080p@30fps',"b'8 MP, f/2.2'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Ion 3150 mAh, non-removable'",b'Charging 10W',"b'Gold, Gray, White'",,,b'eMMC 5.0',,,,,b'Corning Gorilla Glass (unspecified version)',,,,,b'Yes',b'Yes',,,,,,,,b'Yes',,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee A1 Lite',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-a1-lite-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',b'LTE (unspecified)',"b'HSPA 42.2/5.76 Mbps, LTE'","b'2017, June'","b'Available. Released 2017, August'",b'150.5 x 74.4 x 8 mm (5.93 x 2.93 x 0.31 in)',b'161 g (5.68 oz)',b'Dual SIM',b'IPS LCD',"b'5.3 inches, 77.4 cm2 (~69.2% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~277 ppi density)'","b'Android 7 (Nougat), Amigo 4'",b'Mediatek MT6753 (28 nm)',b'Octa-core 1.3 GHz Cortex-A53',b'Mali-T720MP3',b'microSDXC (dedicated slot)',b'32GB 3GB RAM',"b'13 MP, f/2.0, 1/3.1"", 1.12\xc2\xb5m, PDAF'","b'Dual-LED flash, HDR'",b'1080p@30fps',"b'20 MP, f/2.0, (wide), 1/2.8"", 1.0\xc2\xb5m'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 4000 mAh, non-removable'",,"b'Gold, Black'",,b'About 15000 INR',,,,,b'LED flash',b'Corning Gorilla Glass 3',,,b'A1 lite',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee S10',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-s10.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 34, 38, 39, 40, 41'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2017, May'","b'Available. Released 2017, July'",b'155 x 76.8 x 7.4 mm (6.10 x 3.02 x 0.29 in)',b'178 g (6.28 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'5.5 inches, 83.4 cm2 (~70.1% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'","b'Android 7 (Nougat), Amigo 4'",b'Mediatek MT6757T Helio P25 (16 nm)',b'Octa-core (4x2.5 GHz Cortex-A53 & 4x1.4 GHz Cortex-A53)',b'Mali-T880MP2',b'microSDXC (uses shared SIM slot)',b'64GB 4GB RAM',,"b'LED flash, HDR, panorama'",b'1080p@30fps',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio; recording',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3450 mAh, non-removable'",,"b'Cherry Gold, Dark Black, Indigo Blue, Primrose Green'","b'16 MP, AF 8 MP'",b'About 380 USD',b'CDMA 800 & TD-SCDMA',,,,,,,,,,,,,,,,,"b'20 MP, f/2.0, (wide), 1/2.8"", 1.0\xc2\xb5m 8 MP'",,,,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee S10B',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-s10b.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 34, 38, 39, 40, 41'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2017, May'","b'Available. Released 2017, July'",b'154.5 x 76 x 7.6 mm (6.08 x 2.99 x 0.30 in)',b'176 g (6.21 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~71.0% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'","b'Android 7 (Nougat), Amigo 4'",b'Mediatek MT6755 Helio P10 (28 nm)',b'Octa-core (4x1.8 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Mali-T860MP2',b'microSDXC (uses shared SIM slot)',b'64GB 4GB RAM',"b'16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'","b'Dual-LED dual-tone flash, HDR, panorama'",b'1080p@30fps',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3700 mAh, non-removable'",,"b'Black, Gold'","b'13 MP, PDAF 5 MP, f/2.4, (depth)'",b'About 240 USD',b'CDMA 800 & TD-SCDMA',,,,,,b'eMMC 5.1',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee S10C',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-s10c.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 34, 38, 39, 40, 41'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2017, May'","b'Available. Released 2017, July'",b'148.7 x 73.7 x 7.9 mm (5.85 x 2.90 x 0.31 in)',b'151 g (5.33 oz)',b'Hybrid Dual SIM',b'IPS LCD',"b'5.2 inches, 74.5 cm2 (~68.0% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~282 ppi density)'","b'Android 7.1.1 (Nougat), Amigo 5'",b'Qualcomm MSM8920 Snapdragon 427 (28 nm)',b'Quad-core 1.4 GHz Cortex-A53',b'Adreno 308',b'microSDXC (uses shared SIM slot)',b'32GB 4GB RAM',"b'13 MP, f/2.0, PDAF'","b'LED flash, HDR, panorama'",b'1080p@30fps',"b'16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (front-mounted), accelerometer, proximity, compass'","b'Li-Po 3100 mAh, non-removable'",,"b'Black, Gold, Green'",,b'About 200 USD',b'CDMA 800 TD-SCDMA',,,,,,b'eMMC 5.1',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee M6s Plus',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-m6s-plus.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 38, 39, 40, 41'","b'HSPA 42.2/5.76 Mbps, LTE'","b'2017, April'","b'Available. Released 2017, May'",b'163.3 x 80.9 x 8.3 mm (6.43 x 3.19 x 0.33 in)',b'215 g (7.58 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'AMOLED',"b'6.0 inches, 99.2 cm2 (~75.1% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~367 ppi density)'","b'Android 6.0 (Marshmallow), Amigo 3.5'",b'Qualcomm MSM8976 Pro Snapdragon 653 (28 nm)',b'Octa-core (4x1.95 GHz Cortex-A72 & 4x1.44 GHz Cortex-A53)',b'Adreno 510',b'microSDXC (dedicated slot)',"b'64GB 6GB RAM, 256GB 6GB RAM'","b'12 MP, f/1.9, 1/2.55"", 1.4\xc2\xb5m, PDAF'","b'Dual-LED dual-tone flash, panorama, HDR'",b'1080p@30fps',"b'8 MP, f/2.0, 1/4"", 1.12\xc2\xb5m'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',"b'FM radio, RDS, recording'","b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 6020 mAh, non-removable'",b'Fast charging 18W Quick Charge 3.0 Reverse charging',b'Black',,b'About 460 EUR',b'CDMA 800 / 1900',,b'Up to 843 h (3G)',b'Up to 51 h (3G)',,,b'CDMA2000 1xEV-DO / TD-SCDMA',b'eMMC 5.1',,,,,,,,,,,,b'Yes',,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee A1 Plus',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-a1-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 38, 39, 40, 41'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2017, February'","b'Available. Released 2017, May'",b'166.4 x 83.3 x 9.1 mm (6.55 x 3.28 x 0.36 in)',b'226 g (7.97 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.0 inches, 99.2 cm2 (~71.6% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~367 ppi density)'","b'Android 7 (Nougat), Amigo 4'",b'Mediatek MT6757T Helio P25 (16 nm)',b'Octa-core (4x2.5 GHz Cortex-A53 & 4x1.4 GHz Cortex-A53)',b'Mali-T880MP2',b'microSDXC (uses shared SIM slot)',b'64GB 4GB RAM',"b'20 MP, f/2.0, (wide), 1/2.8"", 1.0\xc2\xb5m'","b'LED flash, HDR'",b'1080p@30fps',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'USB Type-C, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Ion 4550 mAh, non-removable'",b'Charging 10W',"b'Gray, Mocha Gold'","b'13 MP, f/2.0, 1/3.1"", 1.12\xc2\xb5m, PDAF 5 MP, f/2.4, (depth)'",b'About 370 EUR',,,,,,,,,b'A1 Plus',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee A1',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-a1.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 38, 39, 40, 41'","b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2017, February'","b'Available. Released 2017, April'",b'154.5 x 76.5 x 8.3 mm (6.08 x 3.01 x 0.33 in)',b'182 g (6.42 oz)',"b'Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~70.6% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'","b'Android 7 (Nougat), Amigo 4'",b'Mediatek MT6755 Helio P10 (28 nm)',b'Octa-core (4x2.0 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Mali-T860MP2',b'microSDXC (uses shared SIM slot)',b'64GB 4GB RAM',"b'13 MP, f/2.0, 1/3.1"", 1.12\xc2\xb5m, PDAF'","b'LED flash, HDR'",b'1080p@30fps',"b'16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 4010 mAh, non-removable'",b'Charging 10W',"b'Black, Gray, Gold'",,b'About 280 EUR',b'eMMC 5.1',,,,,b'Corning Gorilla Glass (unspecified version)',,,b'A1',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
