Brand,Model Name,Model Image,Technology,2G bands,3G bands,,4G bands,_1,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Quad,Features,Video,Single,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,64GB 4GB RAM,128GB 4GB RAM,_1_1,Build,Single_1,Features_1,4GB 512MB RAM,5G bands,Protection,Dual,Phonebook,Call records,Messaging,Games,Java,SAR,SAR EU,128MB 64MB RAM,Triple,32GB 3GB RAM,64GB 3GB RAM,32GB 2GB RAM,16GB 2GB RAM,GPRS,EDGE,Stand-by,Talk time,128GB 8GB RAM,64GB 6GB RAM,64GB 8GB RAM,16GB 1GB RAM,16MB 8MB RAM,Performance,Display,Camera,Loudspeaker_1,Audio quality,Battery life,128GB 6GB RAM,4GB 512MB,Five,8GB 1GB RAM,Music play,Stand-by_1,Talk time_1,16GB 3GB RAM,Keyboard,Browser,Infrared port,Alert types,Languages,Clock,Alarm
b'nokia',b'Nokia Asha 210',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-asha-210-1.jpg',b'GSM',b'GSM 850 / 1900 - RM-926900 / 1800 - RM-925',,b'GSM 900 / 1800 - SIM 1 & SIM 2 - RM-924',,b'No',,"b'2013, April. Released 2013, May'",b'Discontinued',"b'111.5 x 60 x 11.8 mm, 76.3 cc (4.39 x 2.36 x 0.46 in)'",b'97.3 g (3.42 oz)',"b'Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)'","b'TFT, 65K colors'","b'2.4 inches, 17.8 cm2 (~26.7% screen-to-body ratio)'","b'320 x 240 pixels, 4:3 ratio (~167 ppi density)'",,,,,b'microSDHC (dedicated slot)',b'64MB 32MB RAM',,,b'QCIF@10fps',b'2 MP',,b'Yes',b'Yes',b'Wi-Fi 802.11 b/g',"b'2.1, EDR'",b'No',b'No',"b'Stereo FM radio, RDS, recording'",b'microUSB',b'',"b'Li-Ion 1200 mAh, removable (BL-4U)'",,"b'Yellow, Black, White, Cyan, Magenta'",,b'About 50 EUR',,,b'SNS apps MP4/H.263/WMV player MP3/WAV/WMA/AAC player Organizer Voice memo Predictive text input',,,,,,,,b'1000 entries',b'Yes',"b'SMS(threaded view), MMS, Email, IM'",b'Yes',"b'Yes, MIDP 2.1'",b'0.99 W/kg (head) \xc2\xa0 \xc2\xa0 0.72 W/kg (body)',b'0.69 W/kg (head)',,,,,,,b'Class 32',b'Class 32',b'Up to 1104 h',b'Up to 12 h',,,,,,,,,,,,,,,,b'Up to 40 h',,,,b'QWERTY',,,,,,
b'nokia',b'Nokia Lumia 720',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-lumia-720.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',b'ClearBlack display',,,b'HSPA 21.1/5.76 Mbps',"b'2013, February. Released 2013, April'",b'Discontinued',"b'127.9 x 67.5 x 9 mm, 78 cc (5.04 x 2.66 x 0.35 in)'",b'128 g (4.52 oz)',b'Micro-SIM',b'IPS LCD',"b'4.3 inches, 52.6 cm2 (~61.0% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~217 ppi density)'","b'Microsoft Windows Phone 8, upgradable to 8.1'",b'Qualcomm MSM8227',b'Dual-core 1.0 GHz',b'Adreno 305',b'microSDXC (dedicated slot)',b'8GB 512MB RAM',,"b'Carl Zeiss optics, LED flash'",b'720p@30fps',"b'6.7 MP, 1/3.6"", AF'",b'720p@30fps',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'4.0, A2DP, LE/ aptX after WP8 Denim update'","b'Yes, with A-GPS, GLONASS'",b'Yes',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Ion 2000 mAh, non-removable (BP-4GW)'",,"b'White, Red, Yellow, Cyan/Black'",,b'About 200 EUR',,,,,b'1.3 MP',,,,b'Corning Gorilla Glass 2',,,,,,,b'1.24 W/kg (head)',b'0.76 W/kg (head)',,,,,,,,,b'Up to 520 h (3G)',b'Up to 23 h 20 min (2G) / Up to 13 h 20 min (3G)',,,,,,,b'Contrast ratio: 1172:1 (nominal) / 2.512:1 (sunlight)',b'Photo / Video',b'Voice 72dB / Noise 66dB / Ring 75dB',b'Noise -83.1dB / Crosstalk -80.9dB',b'Endurance rating 60h',,,,,b'Up to 79 h',,,,,,,,,,
b'nokia',b'Nokia Lumia 520',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-lumia-520.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - all versions',b'HSDPA 900 / 2100 - RM-914',b'HSDPA 850 / 1900 / 2100 - RM-915',,b'HSDPA 850 / 1700 / 1900 / 2100 - RM-917',b'HSPA 21.1/5.76 Mbps',"b'2013, February. Released 2013, April'",b'Discontinued',"b'119.9 x 64 x 9.9 mm, 75.7 cc (4.72 x 2.52 x 0.39 in)'",b'124 g (4.37 oz)',b'Micro-SIM',b'IPS LCD',"b'4.0 inches, 45.5 cm2 (~59.3% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'","b'Microsoft Windows Phone 8, upgradable to 8.1'",b'Qualcomm MSM8227',b'Dual-core 1.0 GHz',b'Adreno 305',b'microSDXC (dedicated slot)',b'8GB 512MB RAM',,,b'720p@30fps',"b'5 MP, f/2.4, 28mm (wide), 1/4.0"", AF'",,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, LE/ aptX after WP8 Denim update'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM Radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 1430 mAh, removable (BL-5J)'",,"b'Yellow, red, cyan, white/black'",,b'About 70 EUR',,,b'No',"b'Glass front, plastic back, plastic frame'",,,,,b'Scratch-resistant glass',,,,,,,b'0.77 W/kg (head)',b'1.09 W/kg (head)',,,,,,,,,b'Up to 360 h (3G)',b'Up to 14 h 40 min (2G) / Up to 9 h 40 min (3G)',,,,,,,b'Contrast ratio: 834:1 (nominal) / 1.161:1 (sunlight)',b'Photo / Video',b'Voice 68dB / Noise 69dB / Ring 66dB',b'Noise -82.3dB / Crosstalk -81.8dB',b'Endurance rating 49h',,,,,b'Up to 61 h',,,,,,,,,,
b'nokia',b'Nokia 301',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-301.jpg',b'GSM / HSPA',"b'GSM 850 / 900 / 1800 / 1900 - RM-840, RM-841'","b'HSDPA 900 / 2100 - RM-840, RM-839'",b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 - RM-839',,b'HSDPA 850 / 1900 - RM-841',b'HSPA 7.2/5.76 Mbps',"b'2013, February. Released 2013, April'",b'Discontinued',"b'114 x 50 x 12.5 mm, 104.2 cc (4.49 x 1.97 x 0.49 in)'",b'102 g (3.60 oz)',"b'Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)'","b'TFT, 256K colors'","b'2.4 inches, 17.8 cm2 (~31.3% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~167 ppi density)'",,,,,b'microSDHC (dedicated slot)',"b'256MB ROM, 64MB RAM'",,,b'320p@30fps',b'3.15 MP',,b'Yes',b'Yes',b'No',"b'2.1, A2DP, EDR'",b'No',b'No',b'Stereo FM radio',b'Proprietary',b'',"b'Li-Ion 1110 mAh, removable (BL-4U)'",,"b'Cyan, Black, Yellow, Magenta, White'",,b'About 70 EUR',,,b'SNS applications MP4/H.263/WMV player MP3/WAV/WMA/AAC player Organizer Predictive text input',,,,,,,,b'Yes',b'Yes',"b'SMS, MMS, Email, IM'",b'Yes',"b'Yes, MIDP 2.1'",b'1.25 W/kg (head) \xc2\xa0 \xc2\xa0 0.98 W/kg (body)',b'1.29 W/kg (head)',,,,,,,,,b'Up to 888 h (2G) / Up to 936 h (3G)',b'Up to 20 h (2G) / Up to 6 h (3G)',,,,,,,,,,,,,,,,,,,,,,,,,,
b'nokia',b'Nokia 105',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-105.jpg',b'GSM',b'GSM 900 / 1800',,b'Flashlight',,b'No',,"b'2013, February. Released 2013, May'",b'Discontinued',"b'107 x 44.8 x 14.3 mm, 64 cc (4.21 x 1.76 x 0.56 in)'",b'70 g (2.47 oz)',b'Mini-SIM',"b'TFT, 65K colors'","b'1.45 inches, 6.8 cm2 (~14.1% screen-to-body ratio)'","b'128 x 128 pixels, 1:1 ratio (~125 ppi density)'",,,,,b'No',b'8MB 384 kB',,,,,,b'Yes',b'Yes',b'No',b'No',b'No',b'No',b'FM radio',b'Proprietary (charging only)',b'',"b'Li-Ion 800 mAh, removable (BL-5CB)'",,"b'Black, Cyan'",,b'About 20 EUR',,,b'Digital clock Calculator Calendar Converter Expense manager',,,,,,,,b'500 contacts',b'Yes',b'SMS',b'Yes',b'Yes',,b'1.48 W/kg (head)',,,,,,,b'No',b'No',b'Up to 840 h',b'Up to 12 h 30 min',,,,,,,,,,,,,,,,,,,,,,,,,,
b'nokia',b'Nokia Asha 310',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-asha-310.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,b'No',,b'SNS applications WAV/MP3/WMA/eAAC+ player MP4/WMV/H.264 player Organizer Photo viewer/editor Predictive text input',,"b'2013, February. Released 2013, March'",b'Discontinued',"b'109.9 x 54 x 13 mm, 67 cc (4.33 x 2.13 x 0.51 in)'",b'103.7 g (3.63 oz)',b'Dual SIM (Mini-SIM)',"b'TFT, 65K colors'","b'3.0 inches, 25.6 cm2 (~43.2% screen-to-body ratio)'","b'240 x 400 pixels, 5:3 ratio (~155 ppi density)'",,,,,"b'microSDHC (dedicated slot), 2 GB included'",b'20MB 128MB ROM 64MB RAM',,,b'176x144@10fps',b'2 MP',,b'Yes',b'Yes',b'Wi-Fi 802.11 b/g',"b'3.0, A2DP'",b'No',b'No',"b'Stereo FM radio, RDS, recording (selected markets)'",b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 1110 mAh, removable (BL-4U)'",,"b'Black, White, Golden Light'",,b'About 80 EUR',,,,,,,,,b'Scratch-resistant glass',,b'1000 contacts',b'Yes',"b'SMS, MMS, Email, IM'",b'Yes',"b'Yes, MIDP 2.1'",,b'0.93 W/kg (head)',,,,,,,b'Up to 85.6 kbps',b'Up to 236.8 kbps',b'Up to 600 h',b'Up to 17 h',,,,,,,,,,,,,,,,b'Up to 54 h',,,,,,,,,,
b'nokia',b'Nokia Lumia 505',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-lumia-505.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1900',b'No',,,b'HSPA 7.2/0.384 Mbps',"b'2012, December. Released 2013, January'",b'Discontinued',"b'118.1 x 61.2 x 11.3 mm, 76 cc (4.65 x 2.41 x 0.44 in)'",b'131 g (4.62 oz)',b'Micro-SIM',"b'AMOLED, 65K colors'","b'3.7 inches, 39.0 cm2 (~53.9% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~252 ppi density)'",b'Microsoft Windows Phone 7.8',b'Qualcomm MSM7227A Snapdragon S1',b'800 MHz Cortex-A5',b'Adreno 200',b'No',b'4GB 256MB RAM',,,b'480p@30fps',b'8 MP',,b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'2.1, EDR'","b'Yes, with A-GPS'",b'No',b'Stereo FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 1300 mAh, removable (BP-3L)'",,"b'Black, White, Red, Pink'",,b'About 140 EUR',,,,,,,,,b'Corning Gorilla Glass',,,,,,,b'0.91 W/kg (head) \xc2\xa0 \xc2\xa0 0.79 W/kg (body)',b'0.89 W/kg (head)',,,,,,,,,b'Up to 670 h (2G) / Up to 600 h (3G)',b'Up to 7 h 30 min (2G) / Up to 7 h 15 min (3G)',,,,,,,,,,,,,,,,b'Up to 36 h',,,,,,,,,,
b'nokia',b'Nokia Lumia 620',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-lumia-620.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',b'ClearBlack display',,,b'HSPA 21.1/5.76 Mbps',"b'2012, December. Released 2013, January'",b'Discontinued',"b'115.4 x 61.1 x 11 mm, 76 cc (4.54 x 2.41 x 0.43 in)'",b'127 g (4.48 oz)',b'Micro-SIM',b'TFT',"b'3.8 inches, 41.1 cm2 (~58.3% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~246 ppi density)'","b'Microsoft Windows Phone 8, upgradable to 8.1'",b'Qualcomm Snapdragon S4',b'Dual-core 1.0 GHz Krait',b'Adreno 305',b'microSDXC (dedicated slot)',b'8GB 512MB RAM',,b'LED flash',b'720p@30fps',"b'5 MP, AF'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band'","b'4.0, A2DP, EDR, LE/ aptX after WP8 Denim update'","b'Yes, with A-GPS, GLONASS'",b'Yes',b'No',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Ion 1300 mAh, removable (BL-4J)'",,"b'Lime green, orange, magenta, yellow, cyan, white, black'",,b'About 120 EUR',,,,,b'VGA',,,,,,,,,,,,b'0.84 W/kg (head)',,,,,,,,,b'Up to 330 h',b'Up to 14 h 40 min (2G) / Up to 9 h 50 min (3G)',,,,,,,b'Contrast ratio: 1068:1 (nominal) / 2.142:1 (sunlight)',b'Photo / Video',b'Voice 71dB / Noise 66dB / Ring 78dB',b'Noise -79.8dB / Crosstalk -75.8dB',b'Endurance rating 36h',,,,,b'Up to 61 h',,,,,,,,,,
b'nokia',b'Nokia 114',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-114.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,b'No',,b'SNS applications MP3/WAV/WMA/AAC player MP4/WMV/H.263 player Photo viewer Organizer Voice memo',,"b'2012, November. Released 2012, December'",b'Discontinued',"b'110 x 46 x 14.8 mm, 63 cc (4.33 x 1.81 x 0.58 in)'",b'80 g (2.82 oz)',b'Dual SIM (Mini-SIM)',"b'TFT, 65K colors'","b'1.8 inches, 10.2 cm2 (~20.2% screen-to-body ratio)'",b'128 x 160 pixels (~114 ppi density)',,,,,b'microSDHC (dedicated slot)',b'16MB',,,b'176x144@15fps',b'VGA',,b'Yes',b'Yes',b'No',b'2.1',b'No',b'No',"b'Stereo FM radio, RDS, recording'",b'2.0',b'',"b'Li-Ion 1020 mAh, removable (BL-5C)'",,"b'Black, Magenta, Cyan'",,b'About 30 EUR',,,,,,,,,,,b'1000 entries',b'Yes',"b'SMS(threaded view), MMS, Email, IM'",b'Yes',b'Yes',,b'1.46 W/kg (head)',,,,,,,b'Up to 59.2 kbps',b'Up to 236.8 kbps',b'Up to 637 h',b'Up to 10 h 30 min',,,,,,,,,,,,,,,,b'Up to 27 h',,,,,,,,,,
b'nokia',b'Nokia 206',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-206.jpg',b'GSM',b'GSM 850 / 1900 - RM-873',,b'GSM 900 / 1800 - RM-873',,b'No',,"b'2012, November. Released 2012, Q4'",b'Discontinued',"b'116 x 49.4 x 12.4 mm, 64 cc (4.57 x 1.94 x 0.49 in)'",b'91 g (3.21 oz)',"b'Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)'","b'TFT, 65K colors'","b'2.4 inches, 17.8 cm2 (~31.1% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~167 ppi density)'",,,,,b'microSDHC (dedicated slot)',b'64MB',,,b'QCIF@10fps',b'1.3 MP',,b'Yes',b'Yes',b'No',"b'2.1, EDR'",b'No',b'No',"b'Stereo FM radio, RDS, recording'",b'No',b'',"b'Li-Ion 1110 mAh, removable (BL-4U)'",,"b'Cyan , Magenta, Yellow, Black, White'",,b'About 70 EUR',,,b'SNS integration MP4/H.263/WMV player MP3/WAV/WMA/AAC player Organizer Predictive text input',,,,,,,,b'1000 entries',b'Yes',"b'SMS(threaded view), MMS, Email, IM'",b'Yes',"b'Yes, MIDP 2.1'",,b'0.93 W/kg (head)',,,,,,,b'Up to 85.6 kbps',b'Up to 236.8 kbps',b'Up to 680 h',b'Up to 20 h',,,,,,,,,,,,,,,,b'Up to 41 h',,,,,,,,,,
b'nokia',b'Nokia Asha 205',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-asha-205-new.jpg',b'GSM',b'GSM 850 / 1900 - RM-863',,b'GSM 900 / 1800 - RM-863',,b'No',,"b'2012, November. Released 2012, Q4'",b'Discontinued',"b'112.8 x 61.1 x 13 mm, 104 cc (4.44 x 2.41 x 0.51 in)'",b'94 g (3.32 oz)',"b'Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)'","b'TFT, 65K colors'","b'2.4 inches, 17.8 cm2 (~25.9% screen-to-body ratio)'","b'320 x 240 pixels, 4:3 ratio (~167 ppi density)'",,,,,b'microSDHC (dedicated slot)',b'64MB',,,b'QCIF@10fps',b'VGA',,b'Yes',b'Yes',b'No',"b'2.1, EDR'",b'No',b'No',"b'Stereo FM radio, RDS, recording'",b'No',b'',"b'Li-Ion 1020 mAh, removable (BL-5C)'",,"b'Cyan, Magenta, Orange, Pink, White'",,b'About 50 EUR',,,b'Facebook dedicated key SNS integration MP4/H.263/WMV player MP3/WAV/WMA/AAC player Organizer Voice memo Predictive text input',,,,,,,,b'1000 entries',b'Yes',"b'SMS(threaded view), MMS, Email, Push Email, IM'",b'Yes',"b'Yes, MIDP 2.0'",,b'0.70 W/kg (head)',,,,,,,b'Up to 85.6 kbps',b'Up to 236.8 kbps',b'Up to 891 h',b'Up to 11 h',,,,,,,,,,,,,,,,b'Up to 31 h',,,,b'QWERTY',,,,,,
b'nokia',b'Nokia 109',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-109.jpg',b'GSM',b'GSM 900 / 1800',,b'GSM 850 / 1900',,b'No',,"b'2012, November. Released 2012, December'",b'Discontinued',"b'110 x 46 x 14.8 mm, 63 cc (4.33 x 1.81 x 0.58 in)'",b'77 g (2.72 oz)',b'Mini-SIM',"b'TFT, 65K colors'","b'1.8 inches, 10.2 cm2 (~20.2% screen-to-body ratio)'",b'128 x 160 pixels (~114 ppi density)',,,,,b'microSDHC (dedicated slot)',"b'64MB ROM, 16MB RAM'",,,,,,b'Yes',b'Yes',b'No',b'No',b'No',b'No',"b'Stereo FM radio, RDS, recording'",b'No',b'',"b'Li-Ion 800 mAh, removable (BL-5CB)'",,"b'Black, Cyan'",,b'About 40 EUR',,,b'SNS applications MP3/WAV/WMA/AAC player WMV/H.263 player Organizer Voice memo',,,,,,,,b'1000 entries',b'Yes',"b'SMS(threaded view), MMS, Email, IM'",b'Yes',"b'Yes, MIDP 2.1'",,b'1.30 W/kg (head)',,,,,,,b'Yes',b'Up to 236.8 kbps',b'Up to 790 h',b'Up to 7 h 40 min',,,,,,,,,,,,,,,,b'Up to 21 h 30 min',,,,,,,,,,
b'nokia',b'Nokia Lumia 822',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-lumia-822-new.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'CDMA 800 / 1900',b'CDMA2000 1xEV-DO',b'GSM 850 / 900 / 1800 / 1900',b'13',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps, EV-DO Rev.A 3.1 Mbps'","b'2012, October. Released 2012, November'",b'Discontinued',"b'127.8 x 68.4 x 11.2 mm, 95 cc (5.03 x 2.69 x 0.44 in)'",b'141.6 g (4.97 oz)',b'Micro-SIM',b'AMOLED',"b'4.3 inches, 52.6 cm2 (~60.2% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~217 ppi density)'","b'Microsoft Windows Phone 8, upgradable to 8.1'",b'Qualcomm MSM8960 Snapdragon S4 Plus',b'Dual-core 1.5 GHz Krait',b'Adreno 225',b'microSDXC (dedicated slot)',b'16GB 1GB RAM',,"b'Carl Zeiss Tessar lens, F2.2, dual-LED flash'",b'1080p@30fps',"b'8 MP, AF'",b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct'","b'4.0, A2DP, EDR, LE/ aptX after WP8 Denim update'","b'Yes, with A-GPS, GLONASS'",b'Yes',b'FM radio',b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass'","b'Li-Ion 1800 mAh, removable (BP-4W)'",,"b'Black, Gray, White, Red'",,b'About 320 EUR',,,b'OneDrive (15 GB cloud storage) MP3/WAV/eAAC+/WMA player MP4/H.264/WMV player Document viewer Video/photo editor',,b'1.2 MP',,,,b'Corning Gorilla Glass 2',,,,,,,b'0.79 W/kg (head)',b'1.23 W/kg (head) \xc2\xa0 \xc2\xa0 1.03 W/kg (body)',,,,,,,,,b'Up to 254 h (2G) / Up to 400 h (3G)',b'Up to 10 h 20 min (2G) / Up to 11 h 40 min (3G)',,,,,,,,,,,,,,,,b'Up to 62.1 h',,,,,,,,,,
b'nokia',b'Nokia Lumia 510',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-lumia-510.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',b'HSDPA 850 / 1900 - RM-898',,b'No',b'HSPA 7.2/0.384 Mbps',"b'2012, October. Released 2012, November'",b'Discontinued',"b'120.7 x 64.9 x 11.5 mm, 81 cc (4.75 x 2.56 x 0.45 in)'",b'129 g (4.55 oz)',b'Micro-SIM',"b'TFT, 65K colors'","b'4.0 inches, 45.5 cm2 (~58.1% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'Microsoft Windows Phone 7.8',b'Qualcomm MSM7227A Snapdragon S1',b'800 MHz Cortex-A5',b'Adreno 200',b'No',b'4GB 256MB RAM',,,b'480p@30fps',"b'5 MP, AF'",,b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'2.1, A2DP, EDR'","b'Yes, with A-GPS'",b'No',b'Stereo FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 1300 mAh, removable (BP-3L)'",,"b'White, Cyan, Black, Red, Yellow'",,b'About 110 EUR',,,b'SkyDrive (7 GB cloud storage) MP3/WAV/eAAC+/WMA player MP4/H.264/WMV player Document viewer Video/photo editor',,,,,,,,,,,,,b'0.85 W/kg (head) \xc2\xa0 \xc2\xa0 0.96 W/kg (body)',b'0.65 W/kg (head)',,,,,,,,,b'Up to 739 h (2G) / Up to 653 h (3G)',b'Up to 6 h 15 min (2G) / Up to 8 h 25 min (3G)',,,,,,,b'Contrast ratio: 904:1 (nominal) / 1.268:1 (sunlight)',b'Photo',b'Voice 67dB / Noise 66dB / Ring 76dB',b'Noise -79.4dB / Crosstalk -75.2dB',b'Endurance rating 44h',,,,,b'Up to 38 h',,,,,,,,,,
b'nokia',b'Nokia Lumia 810',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-lumia-810.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 1700 / 2100',b'HSDPA 850 / 1700 / 1900 / 2100',,b'Nokia ClearBlack display',b'HSPA 42.2/5.76 Mbps',"b'2012, October. Released 2012, November'",b'Discontinued',"b'127.8 x 68.4 x 10.9 mm, 95 cc (5.03 x 2.69 x 0.43 in)'",b'145 g (5.11 oz)',b'Micro-SIM',b'AMOLED',"b'4.3 inches, 52.6 cm2 (~60.2% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~217 ppi density)'","b'Microsoft Windows Phone 8, upgradable to 8.1'",b'Qualcomm MSM8960 Snapdragon S4 Plus',b'Dual-core 1.5 GHz Krait',b'Adreno 225',b'microSDXC (dedicated slot)',b'8GB 1GB RAM',,"b'Carl Zeiss optics, dual-LED flash'",b'1080p@30fps',"b'8 MP, AF'",b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct'","b'4.0, A2DP, EDR, LE/ aptX after WP8 Denim update'","b'Yes, with A-GPS'",b'Yes',b'FM radio',b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass'","b'Li-Ion 1800 mAh, removable (BP-4W)'",,"b'Black, Cyan'",,b'About 250 EUR',,,b'OneDrive (15 GB cloud storage) MP3/WAV/eAAC+/WMA player MP4/H.264/WMV player Document viewer Video/photo editor',,b'1.2 MP',,,,b'Corning Gorilla Glass 2',,,,,,,b'1.30 W/kg (head) \xc2\xa0 \xc2\xa0 0.85 W/kg (body)',b'0.83 W/kg (head)',,,,,,,,,b'Up to 400 h (2G) / Up to 360 h (3G)',b'Up to 10 h 20 min (2G) / Up to 10 h 10 min (3G)',,,,,,,,,,b'Noise -80.0dB / Crosstalk -75.4dB',b'Endurance rating 48h',,,,,b'Up to 54 h',,,,,,,,,,
b'nokia',b'Nokia Asha 309',b'https://fdn2.gsmarena.com/vv/bigpic/nokia-asha-309.jpg',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,b'No',,b'SNS integration MP4/H.264/WMV player MP3/WAV/WMA/AAC+ player Organizer Voice memo Predictive text input',,"b'2012, September. Released 2012, December'",b'Discontinued',"b'109.9 x 54 x 13.2 mm, 67 cc (4.33 x 2.13 x 0.52 in)'",b'102 g (3.60 oz)',b'Mini-SIM',"b'TFT, 65K colors'","b'3.0 inches, 25.6 cm2 (~43.2% screen-to-body ratio)'","b'240 x 400 pixels, 5:3 ratio (~155 ppi density)'",,,,,"b'microSDHC (dedicated slot), 2 GB included'",b'20MB 128MB ROM 64MB RAM',,,b'176x144@10fps',b'2 MP',,b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'3.0, A2DP'",b'No',b'No',"b'Stereo FM radio, RDS, recording'",b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 1110 mAh, removable (BL-4U)'",,"b'Black, White'",,b'About 90 EUR',,,,,,,,,,,"b'2000 entries, Photocall'",b'Yes',"b'SMS, MMS, Email, IM'",b'Yes + downloadable',"b'Yes, MIDP 2.1'",,b'0.93 W/kg (head)',,,,,,,b'Up to 85.6 kbps',b'Up to 236.8 kbps',b'Up to 650 h',b'Up to 6 h',,,,,,,,,,,,,,,,b'Up to 40 h',,,,,,,,,,
