Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,Protection,OS,CPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Colors,Price,Stand-by,Talk time,Chipset,GPU,SAR EU,GPRS,EDGE,,_1,Phonebook,Call records,Messaging,Games,Java,SAR,_1_1
b'karbonn',b'Karbonn KT21 Express',b'https://fdn2.gsmarena.com/vv/bigpic/karbonn-kt21.jpg',b'No cellular connectivity',b'GSM - SIM 1 & SIM 2',,,b'2012',b'Discontinued',b'-',b'-',,b'Dual SIM (Mini-SIM)',b'TFT',"b'2.8 inches, 24.3 cm2'","b'240 x 320 pixels, 4:3 ratio'",,,,b'microSDHC (dedicated slot)',,b'3.15 MP',b'LED flash',b'Yes',,,b'Yes',b'Yes',b'No',b'2.0',b'No',b'No',"b'FM radio, recording'",b'microUSB',b'Proximity',"b'Li-Ion 1000 mAh, removable'",b'Black',b'About 40 EUR',,,,,,b'Yes',b'Yes',b'No',b'Audio/video player Photo viewer Organizer',b'2000 entries',b'Yes',"b'SMS, MMS, Email'",b'Yes',b'Yes',,
b'karbonn',b'Karbonn K65 Buzz',b'https://fdn2.gsmarena.com/vv/bigpic/karbonn-k65-buzz.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,b'2012',b'Discontinued',b'-',b'-',,b'Dual SIM (Mini-SIM)',b'TFT',"b'3.5 inches, 37.9 cm2'","b'320 x 480 pixels, 4:3 ratio'",,,,b'microSDHC (dedicated slot)',,b'2 MP',,b'Yes',,,b'Yes',b'Yes',b'No',b'2.0',b'No',b'No',"b'FM radio, recording'",b'microUSB',b'',"b'Li-Ion 1200 mAh, removable'",b'White',b'About 40 EUR',,,,,b'1.08 W/kg (head)',b'Yes',b'Yes',b'No',b'Audio/video player Photo viewer Organizer',b'Yes',b'Yes',"b'SMS, MMS'",b'Yes',b'Yes',,
b'karbonn',b'Karbonn K9 Jumbo',b'https://fdn2.gsmarena.com/vv/bigpic/karbonn-k9.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,b'2012',b'Discontinued',b'115 x 50 x 15.5 mm (4.53 x 1.97 x 0.61 in)',b'112 g (3.95 oz)',,b'Dual SIM (Mini-SIM)',"b'TFT, 256K colors'","b'2.4 inches, 17.8 cm2 (~31.0% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~167 ppi density)'",,,,b'microSDHC (dedicated slot)',,b'1.3 MP',,b'480p',,,b'Yes',b'Yes',b'No',b'2.0',b'No',b'No',"b'FM radio, recording'",b'microUSB',b'',"b'Li-Ion 1800 mAh, removable'","b'Black, Red'",b'About 30 EUR',b'Up to 300 h',b'Up to 6 h',,,,b'Yes',b'Yes',b'No',b'Audio/video player Photo viewer Organizer Voice memo',b'1000 entries',b'Yes',"b'SMS, MMS'",b'Yes',b'Yes',,
b'karbonn',b'Karbonn A9',b'https://fdn2.gsmarena.com/vv/bigpic/karbonn-a9.jpg',b'GSM / HSPA',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA',b'HSPA',b'2012',b'Discontinued',b'120 x 60.5 x 11.3 mm (4.72 x 2.38 x 0.44 in)',b'-',,b'Dual SIM (Mini-SIM)',"b'TFT, 256K colors'","b'3.8 inches, 41.1 cm2 (~56.6% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~246 ppi density)'",,b'Android 2.3.6 (Gingerbread)',b'1.0 GHz',b'microSDHC (dedicated slot)',b'512MB',"b'5 MP, AF'",b'LED flash',b'Yes',b'Yes',b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'2.1, A2DP'",b'Yes',b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 1600 mAh, removable'","b'Black, White'",b'About 110 EUR',b'Up to 200 h',b'Up to 4 h',,,,b'Yes',b'Yes',,,,,,,,b'0.68 W/kg (head)',
b'karbonn',b'Karbonn KT62',b'https://fdn2.gsmarena.com/vv/bigpic/karbonn-kt62.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,b'2012',b'Discontinued',b'100 x 55 x 13 mm (3.94 x 2.17 x 0.51 in)',b'85 g (3.00 oz)',,b'Dual SIM (Mini-SIM)',b'TFT',"b'2.8 inches, 24.3 cm2 (~44.1% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~143 ppi density)'",,,,b'microSDHC (dedicated slot)',,b'Yes',,b'Yes',,,b'Yes',b'Yes',b'No',b'2.0',b'No',b'No',b'FM radio',b'microUSB',b'',"b'Li-Ion 1000 mAh, removable'",b'Black/Red',b'About 30 EUR',b'Up to 200 h',b'Up to 3 h',,,b'1.04 W/kg (head)',b'Yes',b'No',b'No',b'Audio/video player Photo viewer Organizer',b'500 entries',b'Yes',"b'SMS, MMS'",b'Yes',b'Yes',,
b'karbonn',b'Karbonn K52 Groovster',b'https://fdn2.gsmarena.com/vv/bigpic/karbonn-k52.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,b'2012',b'Discontinued',b'115 x 52 x 15.2 mm (4.53 x 2.05 x 0.60 in)',b'-',,b'Dual SIM (Mini-SIM)',b'TFT',"b'2.4 inches, 17.8 cm2 (~29.8% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~167 ppi density)'",,,,b'microSDHC (dedicated slot)',,b'1.3 MP',,b'Yes',,,b'Yes',b'No',b'No',b'2.0',b'No',b'No',"b'FM radio, recording'",b'microUSB',b'',b'Li-Ion 1800 mAh battery',"b'Black/Red, Silver/Black'",b'About 20 EUR',b'Up to 600 h',b'Up to 6 h',,,b'0.58 W/kg (head)',b'Yes',b'No',b'No',b'Audio/video player Photo viewer Organizer',b'500 entries',b'Yes',"b'SMS, MMS'",b'Yes',b'Yes',,
b'karbonn',b'Karbonn K309 Boombastic',b'https://fdn2.gsmarena.com/vv/bigpic/karbonn-k309.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,b'2012',b'Discontinued',b'113 x 49 x 15.2 mm (4.45 x 1.93 x 0.60 in)',b'85 g (3.00 oz)',,b'Dual SIM (Mini-SIM)',"b'TFT, 65K colors'","b', -'",b'176 x 220 pixels',,,,b'microSDHC (dedicated slot)',,b'VGA',,b'',,,b'Yes',b'No',b'No',b'2.0',b'No',b'No',b'FM radio',b'microUSB',b'',"b'Li-Ion 1500 mAh, removable'",b'Black/Red',b'About 20 EUR',b'Up to 400 h',b'Up to 5 h',,,b'0.75 W/kg (head)',b'Yes',b'No',b'Dedicated music keys Flashlight',b'No',b'200 entries',b'Yes',b'SMS',b'Yes',b'Yes',,b'Audio/video player Photo viewer Organizer'
b'karbonn',b'Karbonn K4+ Titan',b'https://fdn2.gsmarena.com/vv/bigpic/karbonn-k4+.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,b'2012',b'Discontinued',b'118.8 x 52.5 x 14.9 mm (4.68 x 2.07 x 0.59 in)',b'95 g (3.35 oz)',,b'Dual SIM (Mini-SIM)',"b'TFT, 65K colors'","b'2.6 inches, 20.9 cm2 (~33.6% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~154 ppi density)'",,,,b'microSDHC (dedicated slot)',,b'1.3 MP',,b'Yes',,,"b'Yes, with stereo speakers'",b'No',b'No',b'2.0',b'No',b'No',b'Wireless FM radio (no wired headphones required)',b'microUSB',b'',b'Li-Ion 2200 mAh battery',"b'Black/Silver, White/Black'",b'About 30 EUR',b'Up to 600 h',b'Up to 10 h',,,b'0.95 W/kg (head)',b'Yes',b'No',b'No',b'Audio/video player Photo viewer Organizer',b'500 entries',b'Yes',"b'SMS, MMS'",b'Yes',b'Yes',,
b'karbonn',b'Karbonn K707 Spy II',b'https://fdn2.gsmarena.com/vv/bigpic/karbonn-k707.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,b'2012',b'Discontinued',b'118.9 x 49.8 x 15.7 mm (4.68 x 1.96 x 0.62 in)',b'100 g (3.53 oz)',,b'Dual SIM (Mini-SIM)',"b'TFT, 65K colors'","b'2.4 inches, 17.8 cm2 (~30.1% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~167 ppi density)'",,,,b'microSDHC (dedicated slot)',,b'1.3 MP',,b'Yes',,,b'Yes',b'Yes',b'No',b'2.0',b'No',b'No',"b'FM radio, recording'",b'microUSB',b'',b'Li-Ion 1800 mAh battery',"b'Black/Silver, Black/Red'",b'About 20 EUR',b'Up to 600 h',b'Up to 8 h',,,b'1.32 W/kg (head)',b'Yes',b'No',b'Flashlight',b'No',b'1000 entries',b'Yes',"b'SMS, MMS'",b'Yes',b'Yes',,b'Audio/video player Photo viewer Organizer'
b'karbonn',b'Karbonn K451+ Sound Wave',b'https://fdn2.gsmarena.com/vv/bigpic/karbonn-k451.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,b'2012',b'Discontinued',b'116.5 x 51.9 x 14.6 mm (4.59 x 2.04 x 0.57 in)',b'-',,b'Dual SIM (Mini-SIM)',"b'TFT, 65K colors'","b'2.4 inches, 17.8 cm2 (~29.5% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~167 ppi density)'",,,,b'microSDHC (dedicated slot)',,b'1.3 MP',,b'Yes',,,b'Yes',b'Yes',b'No',b'2.0',b'No',b'No',"b'FM radio, recording'",b'microUSB',b'',b'Li-Ion 1800 mAh battery',b'Silver/Black',b'About 20 EUR',b'Up to 500 h',b'Up to 8 h',,,b'0.45 W/kg (head)',b'Yes',b'No',b'No',b'Audio/video player Photo viewer Organizer',b'500 entries',b'Yes',"b'SMS, MMS'",b'Yes',b'Yes',,
b'karbonn',b'Karbonn K102+ Flair',b'https://fdn2.gsmarena.com/vv/bigpic/karbonn-k102+.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,b'2012',b'Discontinued',b'108.9 x 45.6 x 14.5 mm (4.29 x 1.80 x 0.57 in)',b'80 g (2.82 oz)',,b'Dual SIM (Mini-SIM)',"b'TFT, 65K colors'","b', -'",b'176 x 220 pixels',,,,b'microSDHC (dedicated slot)',,b'VGA',,b'Yes',,,b'Yes',b'No',b'No',b'2.0',b'No',b'No',b'FM radio',b'microUSB',b'',b'Li-Ion 1000 mAh battery',"b'Golden/White, Black/Red'",b'About 20 EUR',b'Up to 250 h',b'Up to 4 h',,,b'0.94 W/kg (head)',b'Yes',b'No',b'No',b'Audio/video player Photo viewer Organizer',b'500 entries',b'Yes',"b'SMS, MMS'",b'Yes',b'Yes',,
b'karbonn',b'Karbonn KC540 Blaze',b'https://fdn2.gsmarena.com/vv/bigpic/karbonn-kc540.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,b'2012',b'Discontinued',b'111.2 x 46.8 x 13.9 mm (4.38 x 1.84 x 0.55 in)',b'80 g (2.82 oz)',,b'Dual SIM (Mini-SIM)',"b'TFT, 65K colors'","b'2.2 inches, 15.0 cm2 (~28.8% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~182 ppi density)'",,,,b'microSDHC (dedicated slot)',,b'1.3 MP',,b'Yes',,,b'Yes',b'No',b'No',b'2.0',b'No',b'No',"b'FM radio, recording'",b'microUSB',b'',"b'Li-Ion 1000 mAh, removable'",b'White',b'About 40 EUR',b'Up to 150 h',b'Up to 4 h',,,b'0.70 W/kg (head)',b'Yes',b'No',b'No',b'Audio/video player Photo viewer Organizer',b'500 entries',b'Yes',"b'SMS, MMS'",b'Yes',b'Yes',,
b'karbonn',b'Karbonn K1+ Stereo',b'https://fdn2.gsmarena.com/vv/bigpic/karbonn-k1+.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,b'2012',b'Discontinued',b'109 x 44 x 14.4 mm (4.29 x 1.73 x 0.57 in)',b'78 g (2.75 oz)',,b'Dual SIM (Mini-SIM)',"b'TFT, 65K colors'","b'1.77 inches, 9.9 cm2 (~20.6% screen-to-body ratio)'",b'128 x 160 pixels (~116 ppi density)',,,,b'microSDHC (dedicated slot)',,b'VGA',,b'Yes',,,b'Yes',b'No',b'No',b'2.0',b'No',b'No',b'FM radio',b'microUSB',b'',"b'Li-Ion 1000 mAh, removable'","b'White/Black, Black/Red'",b'About 30 EUR',b'Up to 250 h',b'Up to 5 h',,,b'0.85 W/kg (head)',b'Yes',b'No',b'No',b'Audio/video player Photo viewer Organizer',b'250 entries',b'Yes',b'SMS',b'Yes',b'Yes',,
b'karbonn',b'Karbonn A1+',b'https://fdn2.gsmarena.com/vv/bigpic/karbonn-a1+.jpg',b'GSM',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',,,b'2012',b'Discontinued',b'114.5 x 60.6 x 13.8 mm (4.51 x 2.39 x 0.54 in)',b'130 g (4.59 oz)',,b'Dual SIM (Mini-SIM)',"b'TFT, 256K colors'","b'3.5 inches, 36.5 cm2 (~52.6% screen-to-body ratio)'","b'320 x 480 pixels, 3:2 ratio (~165 ppi density)'",,b'Android 2.3.6 (Gingerbread)',b'1.0 GHz',b'microSDHC (dedicated slot)',b'256MB RAM',b'3 MP',,b'Yes',b'VGA',b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g',"b'2.1, A2DP'",b'No',b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 1500 mAh, removable'",b'Ivory White',b'About 50 EUR',b'Up to 240 h',b'Up to 4 h',,,,b'Yes',b'Yes',b'Mobile TV',,,,,,,b'0.66 W/kg (head)',
b'karbonn',b'Karbonn A21',b'https://fdn2.gsmarena.com/vv/bigpic/karbonn-a21.jpg',b'GSM / HSPA',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 2100',b'HSPA 7.2/0.384 Mbps',b'2012',b'Discontinued',b'-',b'-',,b'Dual SIM (Mini-SIM)',"b'TFT, 256K colors'","b'4.5 inches, 57.6 cm2'","b'480 x 800 pixels, 5:3 ratio (~207 ppi density)'",,b'Android 4.0 (Ice Cream Sandwich)',b'Dual-core 1.2 GHz',b'microSDHC (dedicated slot)',b'4GB 512MB RAM',"b'5 MP, AF'",b'LED flash',b'Yes',b'1.3 MP',b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'2.1, A2DP'","b'Yes, with A-GPS'",b'No',b'No',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 1800 mAh, removable'",b'Pearl White',b'About 130 EUR',b'Up to 200 h',b'Up to 5 h',,,b'0.44 W/kg (head)',,,,,,,,,,,
b'karbonn',b'Karbonn A11',b'https://fdn2.gsmarena.com/vv/bigpic/karbonn-a11.jpg',b'GSM / HSPA',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 2100',b'HSPA 7.2/0.384 Mbps',b'2012',b'Discontinued',b'-',b'-',,b'Dual SIM (Mini-SIM)',"b'TFT, 256K colors'","b'4.0 inches, 45.5 cm2'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",,b'Android 4.0.4 (Ice Cream Sandwich)',b'1.0 GHz',b'microSDHC (dedicated slot)',b'4GB 512MB RAM',"b'5 MP, AF'",b'LED flash',b'Yes',b'1.3 MP',b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'No',b'microUSB 2.0',"b'Accelerometer, proximity'",b'Li-Ion 1500 mAh battery',b'Black/White',b'About 100 EUR',b'Up to 200 h',b'Up to 5 h',,,b'1.12 W/kg (head)',,,,,,,,,,,
b'karbonn',b'Karbonn K36+ Jumbo Mini',b'https://fdn2.gsmarena.com/vv/bigpic/karbonn-k36+.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,b'2012',b'Discontinued',b'111 x 47 x 16.5 mm (4.37 x 1.85 x 0.65 in)',b'92 g (3.25 oz)',,b'Dual SIM (Mini-SIM)',"b'TFT, 65K colors'","b'1.8 inches, 10.2 cm2 (~19.5% screen-to-body ratio)'",b'128 x 160 pixels (~114 ppi density)',,,,b'microSDHC (dedicated slot)',,b'VGA',,b'Yes',,,b'Yes',b'No',b'No',b'2.0',b'No',b'No',"b'FM radio, recording'",b'microUSB',b'',b'Li-Ion 1800 mAh battery',b'Black',b'About 20 EUR',b'Up to 400 h',b'Up to 8 h',,,,b'No',b'No',b'No',b'Audio/video player Photo viewer Organizer',b'500 entries',b'Yes',b'SMS',b'Yes',b'Yes',,
b'karbonn',b'Karbonn K101+ Media Champ',b'https://fdn2.gsmarena.com/vv/bigpic/karbonn-k101+.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,b'2012',b'Discontinued',b'104 x 44.7 x 15.3 mm (4.09 x 1.76 x 0.60 in)',b'69 g (2.43 oz)',,b'Dual SIM (Mini-SIM)',"b'TFT, 65K colors'","b'1.8 inches, 10.2 cm2 (~21.9% screen-to-body ratio)'",b'128 x 160 pixels (~114 ppi density)',,,,b'microSDHC (dedicated slot)',,b'VGA',,b'Yes',,,b'Yes',b'No',b'No',b'2.0',b'No',b'No',"b'FM radio, recording'",b'microUSB',b'',b'Li-Ion 800 mAh battery',"b'Black, Black/Red'",b'About 10 EUR',b'Up to 240 h',b'Up to 5 h',,,b'0.95 W/kg (head)',b'No',b'No',b'No',b'Audio/video player Photo viewer Organizer',b'500 entries',b'Yes',b'SMS',b'Yes',b'Yes',,
b'karbonn',b'Karbonn K440',b'https://fdn2.gsmarena.com/vv/bigpic/karbonn-k440.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,b'2012',b'Discontinued',b'119.5 x 54 x 13.5 mm (4.70 x 2.13 x 0.53 in)',b'-',,b'Dual SIM (Mini-SIM)',"b'TFT, 256K colors'","b'2.6 inches, 20.9 cm2 (~32.4% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~154 ppi density)'",,,,b'microSDHC (dedicated slot)',,b'1.3 MP',,b'Yes',,,b'Yes',b'No',b'No',b'2.0',b'No',b'No',"b'FM radio, recording'",b'microUSB',b'',b'Li-Ion 2100 mAh battery',"b'Black/White, Black/Red'",b'About 30 EUR',b'Up to 800 h',b'Up to 12 h',,,,b'Yes',b'No',b'No',b'Audio/video player Photo viewer Organizer',b'1000 entries',b'Yes',"b'SMS, MMS'",b'Yes',b'Yes',,
b'karbonn',b'Karbonn A9+',b'https://fdn2.gsmarena.com/vv/bigpic/karbonn-A9+.jpg',b'GSM / HSPA',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 2100',b'HSPA 7.2/0.384 Mbps',b'2012',b'Discontinued',b'120 x 60.5 x 11.3 mm (4.72 x 2.38 x 0.44 in)',b'-',,b'Dual SIM (Mini-SIM)',b'IPS LCD',"b'4.0 inches, 45.5 cm2 (~62.7% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",,b'Android 4.0 (Ice Cream Sandwich)',b'Dual-core 1.2 GHz',b'microSDHC (dedicated slot)',b'4GB 512MB RAM',"b'5 MP, AF'",b'LED flash',b'Yes',b'1.3 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'",b'2.0',"b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 1420 mAh, removable'",b'Pearl White',b'About 120 EUR',b'Up to 200 h',b'Up to 4 h',,,,,,,,,,,,,b'0.66 W/kg (head)',
b'karbonn',b'Karbonn K11+',b'https://fdn2.gsmarena.com/vv/bigpic/karbonn-k11+.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,b'2012',b'Discontinued',b'-',b'61 g (2.15 oz)',,b'Dual SIM (Mini-SIM)',"b'TFT, 65K colors'","b'2.4 inches, 17.8 cm2'","b'240 x 320 pixels, 4:3 ratio (~167 ppi density)'",,,,b'microSDHC (dedicated slot)',,b'VGA',,b'Yes',,,b'Yes',b'No',b'No',b'2.0',b'No',b'No',b'FM radio',b'microUSB',b'',"b'Li-Ion 1000 mAh, removable'","b'Black/Red, White/Black'",b'About 30 EUR',b'Up to 280 h',b'Up to 3 h',,,,b'No',b'No',b'No',b'Audio/video player Photo viewer Organizer',b'300 entries',b'Yes',b'SMS',b'Yes',b'Yes',,
b'karbonn',b'Karbonn A15',b'https://fdn2.gsmarena.com/vv/bigpic/karbonn-a15.jpg',b'GSM / HSPA',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 2100',b'HSPA 7.2/0.384 Mbps',b'2012',b'Discontinued',b'-',b'-',,b'Dual SIM (Mini-SIM)',b'TFT',"b'4.0 inches, 45.5 cm2'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",,b'Android 4.0.4 (Ice Cream Sandwich)',b'1.0 GHz',b'microSDHC (dedicated slot)',"b'4GB (2.5GB user available), 512MB RAM'",b'3.15 MP',,b'Yes',,,b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',b'2.0',"b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 1420 mAh, removable'",b'Black',b'About 80 EUR',b'Up to 150 h',,,,,,,b'No',,,,,,,b'0.59 W/kg (head)',
b'karbonn',b'Karbonn A30',b'https://fdn2.gsmarena.com/vv/bigpic/karbonn-a30.jpg',b'GSM / HSPA',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 2100',b'HSPA 7.2/0.384 Mbps',b'2012',b'Discontinued',b'166 x 91 x 10.7 mm (6.54 x 3.58 x 0.42 in)',b'280 g (9.88 oz)',,b'Dual SIM (Mini-SIM)',"b'TFT, 256K colors'","b'5.9 inches, 99.1 cm2 (~65.6% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~158 ppi density)'",,b'Android 4.0.4 (Ice Cream Sandwich)',b'Dual-core 1.0 GHz',b'microSDHC (dedicated slot)',b'4GB 512MB RAM',"b'8 MP, AF'",b'LED flash',b'Yes',b'1.3 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'",b'2.0',"b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',b'Li-Ion 2500 mAh battery',b'Black/White',b'About 160 EUR',b'Up to 600 h',b'Up to 10 h',,,b'0.46 W/kg (head)',,,,,,,,,,,
