Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,,Speed,Announced,Status,Dimensions,Weight,Keyboard,Build,SIM,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,_1,Dual,Features,Video,Single,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Colors,Models,SAR,SAR EU,Price,Performance,64GB 4GB RAM,32GB 4GB RAM,Features_1,Charging,_1_1,Display,Camera,Loudspeaker_1,Audio quality,Battery life,Single_1,Stand-by,Talk time,Music play,Browser,GPRS,EDGE,Stand-by_1,Talk time_1,Alert types
b'blackberry',"b""BlackBerry Porsche Design P'9983""",b'https://fdn2.gsmarena.com/vv/bigpic/BlackBerry-Porsche-Design-P9983-1.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - all versions',"b'HSDPA 850 / 900 / 1900 / 2100 - EU, EMEA'","b'3, 7, 8, 20 - EU, EMEA'",b'HSDPA 850 / 1900 / 2100 - North America',"b'HSPA, LTE'","b'2014, September. Released 2014, October'",b'Discontinued',b'119 x 67.1 x 10.6 mm (4.69 x 2.64 x 0.42 in)',b'140 g (4.94 oz)',,,b'Micro-SIM',b'IPS LCD',"b'3.1 inches, 31.0 cm2 (~38.8% screen-to-body ratio)'","b'720 x 720 pixels, 1:1 ratio (~328 ppi density)'",,"b'BlackBerry OS 10.3, upgradable to 10.3.1'",b'Qualcomm MSM8960T Snapdragon S4 Pro',b'Dual-core 1.5 GHz Krait',b'Adreno 225',b'microSDXC (dedicated slot)',b'64GB 2GB RAM',"b'2, 4, 5, 17 - North America'",,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'8 MP, AF'",b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'Yes',b'FM radio',b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass'","b'Li-Ion 2100 mAh, removable'",b'Black',,,,b'About 430 EUR',,,,,,b'HDMI port BlackBerry maps Organizer Document viewer Photo/video editor MP3/WMA/WAV/eAAC+/FlAC player DivX/XviD/MP4/WMV/H.264 player Voice memo/dial Predictive text input',,,,,,b'2 MP',b'Up to 288 h (2G) / Up to 288 h (3G)',b'Up to 9 h (2G) / Up to 14 h (3G)',b'Up to 45 h',,,,,,
b'blackberry',b'BlackBerry Passport',b'https://fdn2.gsmarena.com/vv/bigpic/blackberry-passport-1.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8'",b'HSDPA 850 / 900 / 1700 / 1900 / 2100',"b'HSPA, LTE-A'","b'2014, June. Released 2014, September'",b'Discontinued',b'128 x 90.3 x 9.3 mm (5.04 x 3.56 x 0.37 in)',b'196 g (6.91 oz)',b'QWERTY',"b'Glass front (Gorilla Glass 3), plastic back, aluminum frame'",b'Nano-SIM',b'IPS LCD',"b'4.5 inches, 65.3 cm2 (~56.5% screen-to-body ratio)'","b'1440 x 1440 pixels, 1:1 ratio (~453 ppi density)'",b'Corning Gorilla Glass 3',"b'BlackBerry OS 10.3, upgradable to 10.3.2'",b'Qualcomm MSM8974AA Snapdragon 801 (28 nm)',b'Quad-core 2.26 GHz Krait 400',b'Adreno 330',b'microSDXC (dedicated slot)',b'32GB 3GB RAM',"b'1, 2, 3, 4, 5, 7, 8, 13, 17, 20'",,"b'LED flash, HDR, panorama'",b'1080p@60fps',"b'13 MP, f/2.0, 30mm (standard), AF, OIS'",b'720p',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'Yes',"b'FM radio, RDS'",b'microUSB 2.0 (SlimPort)',"b'Accelerometer, gyro, proximity, compass'","b'Li-Ion 3450 mAh, non-removable'","b'Black, White, Red, Black&Gold, Silver'",,,,b'About 170 EUR',b'Basemark X: 10682',,,,,b'eMMC 5.0',"b'Contrast ratio: 1256 (nominal), 2.595 (sunlight)'",b'Photo / Video',b'Voice 76dB / Noise 71dB / Ring 76dB',b'Noise -91.5dB / Crosstalk -92.5dB',b'Endurance rating 73h',"b'2 MP, f/2.8, 28mm (wide)'",b'Up to 432 h (2G) / Up to 444 h (3G)',b'Up to 18 h (2G) / Up to 23 h (3G)',b'Up to 84 h',,,,,,
b'blackberry',b'BlackBerry Classic',b'https://fdn2.gsmarena.com/vv/bigpic/BlackBerry-Classic.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1700 / 1900 / 2100 - USA model',"b'1, 2, 4, 5, 7, 13, 17, 25 - USA model'",b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2014, June. Released 2014, December'",b'Discontinued',b'131 x 72.4 x 10.2 mm (5.16 x 2.85 x 0.40 in)',b'177 g (6.24 oz)',b'QWERTY',,b'Nano-SIM',"b'IPS LCD,'","b'3.5 inches, 38.7 cm2 (~40.8% screen-to-body ratio)'","b'720 x 720 pixels, 1:1 ratio (~294 ppi density)'",b'Corning Gorilla Glass 3',"b'BlackBerry OS 10.3.1, upgradable to 10.3.2'",b'Qualcomm MSM8960 Snapdragon S4 Plus',b'Dual-core 1.5 GHz Krait',b'Adreno 225',b'microSDXC (dedicated slot)',b'16GB 2GB RAM',"b'1, 2, 3, 5, 7, 8, 20'",,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'8 MP, f/2.2, 31mm (standard), AF'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, hotspot'","b'4.0, A2DP, EDR, LE'","b'Yes, with A-GPS'",b'Yes',b'FM radio',b'microUSB 2.0 (SlimPort)',"b'Accelerometer, gyro, proximity, compass'","b'Li-Ion 2515 mAh, non-removable'","b'Black, White, Blue, Bronze, Cobalt blue'",,,,b'About 120 EUR',,,,,,b'Optical trackpad',,,,,,b'2 MP',b'Up to 348 h (2G) / Up to 365 h (3G)',b'Up to 11 h 40 min (2G) / Up to 17 h 10 min (3G)',b'Up to 70 h',,,,,,
b'blackberry',b'BlackBerry Z3',b'https://fdn2.gsmarena.com/vv/bigpic/blackberry-z3-new.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 1900 / 2100',,b'eMMC 4.5',b'HSPA',"b'2014, February. Released 2014, May'",b'Discontinued',b'140 x 72.8 x 9.3 mm (5.51 x 2.87 x 0.37 in)',b'164 g (5.78 oz)',,"b'Glass front, plastic back, plastic frame'",b'Micro-SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~67.6% screen-to-body ratio)'","b'540 x 960 pixels, 16:9 ratio (~220 ppi density)'",,"b'BlackBerry OS 10.2.1, upgradable to 10.3.1'",b'Qualcomm MSM8230 Snapdragon 400 (28 nm)',b'Dual-core 1.2 GHz Krait 200',b'Adreno 305',b'microSDHC (dedicated slot)',b'8GB 1.5GB RAM',,,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'5 MP, f/2.4, 30mm (standard), AF'",b'720p',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2500 mAh, non-removable'",b'Black',,,,b'About 90 EUR',,,,,,,,,,,,b'1.1 MP',b'Up to 384 h',b'Up to 15 h 30 min',b'Up to 84 h',,,,,,
b'blackberry',"b""BlackBerry Porsche Design P'9982""",b'https://fdn2.gsmarena.com/vv/bigpic/BlackBerry-Porsche-Design-P9982.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 2100',"b'3, 7, 8, 20'",b'Stainless steel body and leather-covered rear panel Limited edition with crocodile leather (500 units)',"b'HSPA 21.1/5.76 Mbps, LTE'","b'2013, November. Released 2013, December'",b'Discontinued',b'131 x 65.6 x 9.5 mm (5.16 x 2.58 x 0.37 in)',b'140 g (4.94 oz)',,,b'Micro-SIM',b'IPS LCD',"b'4.2 inches, 50.2 cm2 (~58.4% screen-to-body ratio)'","b'768 x 1280 pixels, 5:3 ratio (~355 ppi density)'",,"b'BlackBerry OS 10.2, upgradable to 10.2.1'",b'Qualcomm MSM8960T Snapdragon S4 Pro',b'Dual-core 1.5 GHz Krait',b'Adreno 225',b'microSDXC (dedicated slot)',b'64GB 2GB RAM',b'HDMI port BlackBerry maps Organizer Document viewer Photo viewer/editor Video editor MP3/WMA/WAV/eAAC+/FlAC player DivX/XviD/MP4/WMV/H.264 player Voice memo/dial Predictive text input',,"b'LED flash, HDR'",b'1080p@30fps',"b'8 MP, AF'",b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS'",b'Yes',b'No',b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass'","b'Li-Ion 1800 mAh, removable'",b'Silver',,,,b'About 390 EUR',,,,,,,,,,,,b'2 MP',b'Up to 240 h',b'Up to 8 h (2G) / Up to 9 h (3G)',,,,,,,
b'blackberry',b'BlackBerry Z30',b'https://fdn2.gsmarena.com/vv/bigpic/blackberry-z30.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100 / 800',"b'1, 3, 7, 8, 20'",b'HDMI port',"b'HSPA, LTE'","b'2013, September. Released 2013, October'",b'Discontinued',b'140.7 x 72 x 9.4 mm (5.54 x 2.83 x 0.37 in)',b'170 g (6.00 oz)',,,b'Micro-SIM',b'Super AMOLED',"b'5.0 inches, 68.9 cm2 (~68.0% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",,"b'BlackBerry OS 10.2, upgradable to 10.3.1'",b'Qualcomm MSM8960T Snapdragon S4 Pro',b'Dual-core 1.7 GHz Krait',b'Adreno 320',b'microSDXC (dedicated slot)',b'16GB 2GB RAM',,,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'8 MP, f/2.2, 31mm (standard), AF'",b'720p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'Yes',b'FM radio (after SW upgrade)',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, gyro, proximity, compass'","b'Li-Ion 2880 mAh, non-removable'",b'Black',,,,b'About 140 EUR',,,,,,,,b'Photo / Video',,,,b'2 MP',b'Up to 384 h (3G)',b'Up to 25 h (2G) / Up to 18 h (3G)',,,,,,,
b'blackberry',b'BlackBerry 9720',b'https://fdn2.gsmarena.com/vv/bigpic/blackberry-9720.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',,b'Optical trackpad',b'HSPA 7.2/5.76 Mbps',"b'2013, August. Released 2013, August'",b'Discontinued',b'114 x 66 x 12 mm (4.49 x 2.60 x 0.47 in)',b'120 g (4.23 oz)',b'QWERTY',,b'Mini-SIM',b'IPS LCD',"b'2.8 inches, 24.3 cm2 (~32.3% screen-to-body ratio)'","b'480 x 360 pixels, 4:3 ratio (~214 ppi density)'",,b'BlackBerry OS 7.1',,b'806 MHz Tavor MG1',,b'microSDHC (dedicated slot)',"b'512MB ROM, 512MB RAM'",b'No',,b'LED flash',b'480p@30fps',b'5 MP',,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'2.1, A2DP, EDR'","b'Yes, with A-GPS'",b'No',"b'Stereo FM radio, RDS'",b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 1450 mAh, removable'","b'Black, White, Purple, Blue, Pure Pink'",,,b'1.10 W/kg (head)',b'About 130 EUR',,,,,,b'BBM key MP3/eAAC+/WMA/WAV/Flac player MP4/H.264/WMV player Organizer Document viewer Voice memo/dial Predictive text input',,,,,,,b'Up to 432 h',b'Up to 7 h',b'Up to 30 h',,,,,,
b'blackberry',b'BlackBerry Q5',b'https://fdn2.gsmarena.com/vv/bigpic/blackberry-q5.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - all versions',b'HSDPA 800 / 850 / 1700 / 1900 / 2100 - SQR100-1',"b'2, 4, 5, 17 - SQR100-1'","b'HSDPA 850 / 900 / 1900 / 2100 - SQR100-2, SQR100-3'","b'HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps'","b'2013, May. Released 2013, June'",b'Discontinued',b'120 x 66 x 10.8 mm (4.72 x 2.60 x 0.43 in)',b'120 g (4.23 oz)',b'QWERTY',,b'Micro-SIM',b'IPS LCD',"b'3.1 inches, 31.0 cm2 (~39.1% screen-to-body ratio)'","b'720 x 720 pixels, 1:1 ratio (~328 ppi density)'",,"b'BlackBerry OS 10.2, upgradable to 10.3.1'",b'Qualcomm MSM8960 Snapdragon S4 Plus',b'Dual-core 1.2 GHz Krait',b'Adreno 225',b'microSDHC (dedicated slot)',b'8GB 2GB RAM',"b'3, 7, 8, 20 - SQR100-2'",,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'5 MP, f/2.4, 30mm (standard), AF'",b'720p',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS'",b'Yes (market dependent)',b'FM radio (after SW upgrade)',b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass'","b'Li-Ion 2180 mAh, non-removable'","b'Black, White, Red, Gray, Pink'",,b'1.33 W/kg (head) \xc2\xa0 \xc2\xa0 0.85 W/kg (body)',b'1.38 W/kg (head) \xc2\xa0 \xc2\xa0 0.85 W/kg (body)',b'About 70 EUR',,,,,,,b'Contrast ratio: 1293:1 (nominal) / 1.682:1 (sunlight)',b'Photo / Video',b'Voice 75dB / Noise 69dB / Ring 76dB',b'Noise -91.7dB / Crosstalk -90.7dB',b'Endurance rating 55h',b'2 MP',b'Up to 336 h (3G)',b'Up to 12 h 30 min (3G)',,,,,,,
b'blackberry',b'BlackBerry Z10',b'https://fdn2.gsmarena.com/vv/bigpic/blackberry-z10-ofic.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - all versions',b'HSDPA 850 / 900 / 1900 / 2100 - STL100-1',"b'3, 7, 8, 20 - STL100-2'",b'CDMA 800 / 1900 - STL100-4',"b'HSPA 21.1/5.76 Mbps, LTE, EV-DO Rev.A 3.1 Mbps'","b'2013, January. Released 2013, January'",b'Discontinued',b'130 x 65.6 x 9 mm (5.12 x 2.58 x 0.35 in)',b'137.5 g (4.83 oz)',,"b'Glass front, plastic back, plastic frame'",b'Micro-SIM',b'TFT',"b'4.2 inches, 50.2 cm2 (~58.9% screen-to-body ratio)'","b'768 x 1280 pixels, 5:3 ratio (~355 ppi density)'",,"b'BlackBerry OS 10, upgradable to 10.3.1'",b'Qualcomm MSM8960 Snapdragon S4 Plus',b'Dual-core 1.5 GHz Krait',b'Adreno 225',b'microSDXC (dedicated slot)',b'16GB 2GB RAM',b'HSDPA 850 / 900 / 2100 - STL100-2',,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'8 MP, f/2.2, 31mm (standard), AF'",b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS'",b'Yes',b'No',b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass'","b'Li-Ion 1800 mAh, removable'","b'Black, White'",,b'1.07 W/kg (head) \xc2\xa0 \xc2\xa0 1.07 W/kg (body)',b'0.87 W/kg (head) \xc2\xa0 \xc2\xa0 0.99 W/kg (body)',b'About 120 EUR',,,,,,b'HDMI port',b'Contrast ratio: 1532 (nominal) / 2.051:1 (sunlight)',b'Photo / Video',b'Voice 70dB / Noise 67dB / Ring 73dB',b'Noise -82.8dB / Crosstalk -80.5dB',b'Endurance rating 46h',b'2 MP',b'Up to 312 h',b'Up to 10 h',,,,,,,
b'blackberry',b'BlackBerry Q10',b'https://fdn2.gsmarena.com/vv/bigpic/blackberry-q10.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - all versions',b'HSDPA 850 / 1900 / 2100 - SQN100-1',"b'2, 4, 5, 17 - SQN100-1, SQN100-5'","b'CDMA 800 / 1900 - SQN100-2, SQN100-4'","b'EV-DO Rev.A 3.1 Mbps, HSPA, LTE (market dependent)'","b'2013, January. Released 2013, April'",b'Discontinued',b'119.6 x 66.8 x 10.4 mm (4.71 x 2.63 x 0.41 in)',b'139 g (4.90 oz)',b'QWERTY',"b'Glass front, plastic back, plastic frame'",b'Micro-SIM',b'Super AMOLED',"b'3.1 inches, 31.0 cm2 (~38.8% screen-to-body ratio)'","b'720 x 720 pixels, 1:1 ratio (~328 ppi density)'",,"b'BlackBerry OS 10, upgradable to 10.3.1'",b'Snapdragon S4 (LTE version)/ TI OMAP 4470 (Non-LTE)',b'Dual-core 1.5 GHz Krait (LTE version)/ Cortex-A9 (Non-LTE)',b'Adreno 225  (LTE version)/ PowerVR SGX544 (Non-LTE)',b'microSDXC (dedicated slot)',b'16GB 2GB RAM',"b'HSDPA 850 / 900 / 1900 / 2100 - SQN100-2, SQN100-3, SQN100-4'",,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'8 MP, f/2.2, 31mm (standard), AF'",b'720p',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual band, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'Yes',b'FM radio (after SW upgrade)',b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass'","b'Li-Ion 2100 mAh, removable'","b'Black, White'",,b'1.16 W/kg (head) \xc2\xa0 \xc2\xa0 0.75 W/kg (body)',b'1.41 W/kg (head) \xc2\xa0 \xc2\xa0 0.78 W/kg (body)',b'About 110 EUR',,,,,,b'HDMI port',b'Contrast ratio: Infinite (nominal) / 2.856:1 (sunlight)',b'Photo / Video',b'Voice 69dB / Noise 66dB / Ring 75dB',b'Noise -89.6dB / Crosstalk -82.7dB',b'Endurance rating 56h',b'2 MP',b'Up to 360 h (3G)',b'Up to 10 h (2G) / Up to 13 h 30 min (3G)',,,,,,,
b'blackberry',b'BlackBerry 4G LTE Playbook',b'https://fdn2.gsmarena.com/vv/bigpic/blackberry-playbook-4g-lte.jpg',b'HSPA / LTE',b'',b'HSDPA 900 / 1700 / 1900 / 2100 / 800',"b'4, 17'",b'Micro HDMI port Document viewer/editor BlackBerry Bridge Media player MP3/WMA/AAC+ Video player DivX/WMV/XviD/3gp Organizer Predictive text input',"b'HSPA, LTE'","b'2012, August. Released 2012, August'",b'Discontinued',b'194 x 130 x 10 mm (7.64 x 5.12 x 0.39 in)',b'425 g (14.99 oz)',,,b'No',b'TFT',"b'7.0 inches, 137.9 cm2 (~54.7% screen-to-body ratio)'","b'600 x 1024 pixels, 16:9 ratio (~170 ppi density)'",,b'BlackBerry Tablet 2.0',,b'Dual-core 1.5 GHz',,b'No',b'32GB 1GB RAM',,,,b'1080p@30fps',"b'5 MP, AF'",b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band'","b'3.1, A2DP, EDR'","b'Yes, with A-GPS'",,b'No',b'microUSB 2.0',"b'Accelerometer, gyro, compass'",b'Non-removable Li-Po battery',b'Black',,,,b'About 470 EUR',,,,,,,,,,,,b'3 MP',,,,"b'HTML5, Adobe Flash'",,,,,
b'blackberry',b'BlackBerry Curve 9320',b'https://fdn2.gsmarena.com/vv/bigpic/blackberry-curve-9320.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA',,b'Optical trackpad',b'HSPA 7.2/5.76 Mbps',"b'2012, May. Released 2012, May'",b'Discontinued',b'109 x 60 x 12.7 mm (4.29 x 2.36 x 0.5 in)',b'103 g (3.63 oz)',b'QWERTY',,b'Mini-SIM',"b'TFT, 65K colors'","b'2.44 inches, 18.4 cm2 (~28.2% screen-to-body ratio)'","b'320 x 240 pixels, 4:3 ratio (~164 ppi density)'",,b'BlackBerry OS 7.1',,,,b'microSDHC (dedicated slot)',"b'512MB ROM, 512MB RAM'",b'No',,b'LED flash',b'Yes',b'3.15 MP',,b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'2.1, A2DP'","b'Yes, with A-GPS'",,"b'Stereo FM radio, RDS'",b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Removable Li-Ion 1450 mAh battery',"b'Black, White'",,b'1.56 W/kg (head) \xc2\xa0 \xc2\xa0 0.75 W/kg (body)',b'1.24 W/kg (head) \xc2\xa0 \xc2\xa0 0.72 W/kg (body)',b'About 110 EUR',,,,,,b'BBM key MP3/eAAC+/WMA/WAV/Flac player MP4/H.264/WMV player Organizer Document viewer Voice memo/dial Predictive text input',,b'Photo',,,,,b'Up to 432 h',b'Up to 7 h',b'Up to 30 h',,b'Yes',b'Yes',,,
b'blackberry',b'BlackBerry Curve 9220',b'https://fdn2.gsmarena.com/vv/bigpic/blackberry-curve-9220-ofic.jpg',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,,b'Optical trackpad',,"b'2012, April. Released 2012, May'",b'Discontinued',b'109 x 60 x 12.7 mm',b'102 g (3.49 oz)',b'QWERTY',,b'Mini-SIM',"b'TFT, 65K colors'","b'2.44 inches, 18.4 cm2 (~28.2% screen-to-body ratio)'","b'320 x 240 pixels, 4:3 ratio (~164 ppi density)'",,b'BlackBerry OS 7.1',,,,b'microSDHC (dedicated slot)',"b'512MB ROM, 512MB RAM'",b'No',,,b'Yes',b'2 MP',,b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'2.1, A2DP'",b'No',,"b'Stereo FM radio, RDS'",b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Removable Li-Ion 1450 mAh battery (J-S1)',"b'Black, Fuchsia Pink, Pure White, Teal Blue'",,b'1.31 W/kg (head) \xc2\xa0 \xc2\xa0 0.61 W/kg (body)',b'1.61 W/kg (head) \xc2\xa0 \xc2\xa0 1.01 W/kg (body)',b'About 80 EUR',,,,,,b'MP3/eAAC+/WMA/WAV/FLAC player MP4/H.264 player Organizer Document viewer Voice memo/dial Predictive text input',,,,,,,b'Up to 432 h',b'Up to 7 h',b'Up to 28 h',,b'Yes',b'Yes',,,
b'blackberry',b'BlackBerry Curve 9380',b'https://fdn2.gsmarena.com/vv/bigpic/blackberry-curve-9380.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1900 / 2100',,b'HSDPA 900 / 1700 / 2100',b'HSPA',"b'2011, November. Released 2011, December'",b'Discontinued',b'109 x 60 x 11.2 mm (4.29 x 2.36 x 0.44 in)',b'98 g (3.46 oz)',,,b'Mini-SIM',b'TFT',"b'3.2 inches, 31.7 cm2 (~48.5% screen-to-body ratio)'","b'360 x 480 pixels, 4:3 ratio (~188 ppi density)'",,b'BlackBerry OS 7.0',,b'806 MHz',,b'microSDHC (dedicated slot)',b'512MB 512MB RAM',b'Optical trackpad',,b'LED flash',b'480p',b'5 MP',,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, UMA (carrier-dependent)'","b'2.1, A2DP, EDR'","b'Yes, with A-GPS'",b'Carrier dependent',b'No',b'microUSB 2.0',b'Proximity',b'Removable Li-Ion battery (JM-1)',b'Black',,b'1.38 W/kg (head) \xc2\xa0 \xc2\xa0 0.77 W/kg (body)',b'1.09 W/kg (head) \xc2\xa0 \xc2\xa0 0.59 W/kg (body)',b'About 120 EUR',,,,,,b'MP3/eAAC+/WMA/WAV/FLACplayer MP4/H.264/WMV player Organizer Document viewer Voice memo/dial Predictive text input',b'Contrast ratio: 863:1 (nominal)',b'Photo',b'Voice 61dB / Noise 64dB / Ring 66dB',b'Noise -85.8dB / Crosstalk -80.3dB',b'Endurance rating 39h',,b'Up to 360 h (2G) / Up to 360 h (3G)',b'Up to 5 h 30 min (2G) / Up to 5 h 40 min (3G)',b'Up to 30 h',,,,,,
b'blackberry',b'BlackBerry Bold 9790',b'https://fdn2.gsmarena.com/vv/bigpic/blackberry-bold-9790.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1900 / 2100 / 800',,b'HSDPA 900 / 1700 / 2100',b'HSPA 7.2/5.76 Mbps',"b'2011, November. Released 2011, December'",b'Discontinued',b'110 x 60 x 11.4 mm (4.33 x 2.36 x 0.45 in)',b'107 g (3.77 oz)',b'QWERTY',,b'Mini-SIM',b'TFT',"b'2.45 inches, 18.6 cm2 (~28.2% screen-to-body ratio)'","b'480 x 360 pixels, 4:3 ratio (~245 ppi density)'",,b'BlackBerry OS 7.0',,b'Marvel Tavor MG1 1.0 GHz',,b'microSDHC (dedicated slot)',b'8GB 768MB RAM',b'Optical trackpad',,b'LED flash',b'480p',"b'5 MP, AF'",,b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band'","b'2.1, A2DP, EDR'","b'Yes, with A-GPS'",b'Carrier dependent',b'No',b'microUSB 2.0',b'',b'Removable Li-Ion 1230 mAh battery (JM-1)',"b'Black, White'",,b'1.35 W/kg (head) \xc2\xa0 \xc2\xa0 0.81 W/kg (body)',b'1.56 W/kg (head) \xc2\xa0 \xc2\xa0 0.84 W/kg (body)',b'About 130 EUR',,,,,,b'No',b'Contrast ratio: 1043:1 (nominal)',b'Photo',b'Voice 61dB / Noise 60dB / Ring 63dB',b'Noise -89.4dB / Crosstalk -32.7dB',b'Endurance rating 35h',,b'Up to 432 h (2G) / Up to 408 h (3G)',b'Up to 5 h 10 min (2G) / Up to 5 h 20 min (3G)',b'Up to 33 h',,,,,,
b'blackberry',"b""BlackBerry Porsche Design P'9981""",b'https://fdn2.gsmarena.com/vv/bigpic/blackberry-porsche-design-p9981.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1900 / 2100',,b'Optical trackpad',b'HSPA 14.4/5.76 Mbps',"b'2011, October. Released 2011, December'",b'Discontinued',b'115 x 67 x 11.3 mm (4.53 x 2.64 x 0.44 in)',b'155 g (5.47 oz)',b'QWERTY',,b'Mini-SIM',b'TFT',"b'2.8 inches, 24.3 cm2 (~31.5% screen-to-body ratio)'","b'640 x 480 pixels, 4:3 ratio (~286 ppi density)'",,b'BlackBerry OS 7.0',b'Qualcomm MSM8655 Snapdragon S2',b'1.2 GHz',b'Adreno 205',b'microSDHC (dedicated slot)',b'8GB 768MB RAM',b'No',,b'LED flash',b'720p',"b'5 MP, AF'",,b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'2.1, A2DP, EDR'","b'Yes, with A-GPS'",b'Yes',b'No',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Removable Li-Ion 1230 mAh battery',"b'Gray, Black'",,b'0.70 W/kg (head) \xc2\xa0 \xc2\xa0 1.35 W/kg (body)',b'0.60 W/kg (head) \xc2\xa0 \xc2\xa0 1.39 W/kg (body)',b'About 800 EUR',,,,,,b'MP3/eAAC+/Flac/WAV player MP4/H.264 player Organizer Document viewer Voice memo/dial Predictive text input',,,,,,,b'Up to 348 h',b'Up to 5 h 30 min',,,,,,,
