Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Colors,Price,Dual,Single_1,Charging,Models,Stand-by,Talk time,SAR EU,Music play,GPRS,EDGE,_1
b'lava',b'Lava A97',b'https://fdn2.gsmarena.com/vv/bigpic/lava-a97.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'3, 5, 40'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, September'","b'Available. Released 2016, September'",b'145.5 x 72 x 9.2 mm (5.73 x 2.83 x 0.36 in)',b'160 g (5.64 oz)',,b'Dual SIM',b'TFT',"b'5.0 inches, 68.9 cm2 (~65.8% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",,b'Android 6.0 (Marshmallow)',,b'Quad-core 1.3 GHz',,b'microSDHC',b'8GB 1GB RAM',,,"b'LED flash, HDR, panorama'",b'720p@30fps',b'5 MP',b'LED flash',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 2350 mAh, removable'","b'Black, Gold, Gray'",,,b'5 MP',,b'A97',,,,,,,
b'lava',b'Lava X28',b'https://fdn2.gsmarena.com/vv/bigpic/lava-x28.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'3, 5, 40'","b'HSPA 42.2/5.76 Mbps, LTE'","b'2016, September'","b'Available. Released 2016, September'",b'155 x 78 x 9 mm (6.10 x 3.07 x 0.35 in)',b'-',,b'Dual SIM',b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~69.0% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",,b'Android 6.0 (Marshmallow)',,b'Quad-core 1.3 GHz',,b'microSDHC',b'8GB 1GB RAM',,,b'LED flash',b'1080p@30fps',b'8 MP',b'LED flash',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'",b'Li-Po 2600 mAh battery',b'Black/Gold',,,b'5 MP',,,,,,,,,
b'lava',b'Lava P7+',b'https://fdn2.gsmarena.com/vv/bigpic/lava-p7p.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',"b'2016, June'","b'Available. Released 2016, June'",b'143.5 x 71.8 x 8.9 mm (5.65 x 2.83 x 0.35 in)',b'-',,b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~66.9% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",,b'Android 6.0 (Marshmallow)',,b'Quad-core 1.3 GHz',,b'microSDXC',b'8GB 1GB RAM',,,"b'LED flash, panorama'",b'Yes',b'8 MP',b'LED flash',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Po 2500 mAh, removable'","b'White/Gold, Gray'",,,b'5 MP',,,,,,,,,
b'lava',b'Lava A48',b'https://fdn2.gsmarena.com/vv/bigpic/lava-a48.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',"b'2016, August'","b'Available. Released 2016, August'",b'125.8 x 64 x 9.9 mm (4.95 x 2.52 x 0.39 in)',b'116.4 g (4.09 oz)',,b'Dual SIM',"b'TFT, 256K colors'","b'4.0 inches, 45.5 cm2 (~56.6% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",,b'Android OS',,b'Quad-core 1.2 GHz',,b'microSDHC',b'8GB 512MB RAM',,,b'LED flash',b'Yes',b'2 MP',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'",b'2.0',b'No',b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',b'Li-Ion 1300 mAh battery',"b'White, Champagne, Blue'",,,b'VGA',,,,,,,,,
b'lava',b'Lava X38',b'https://fdn2.gsmarena.com/vv/bigpic/lava-x38.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'3, 5, 40'","b'HSPA 42.2/5.76 Mbps, LTE'","b'2016, July'","b'Available. Released 2016, July'",b'-',b'-',,b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",,b'Android 6.0 (Marshmallow)',,b'Quad-core 1.0 GHz',,b'microSDHC',b'8GB 1GB RAM',,,b'LED flash',b'1080p@30fps',b'8 MP',b'LED flash',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 4000 mAh, non-removable'",b'Black',,,b'2 MP',,b'X38',,,,,,,
b'lava',b'Lava A32',b'https://fdn2.gsmarena.com/vv/bigpic/lava-a32.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',"b'2016, July'","b'Available. Released 2016, July'",b'124.4 x 64.6 x 10.8 mm (4.90 x 2.54 x 0.43 in)',b'92 g (3.25 oz)',,b'Dual SIM',"b'TFT, 256K colors'","b'4.0 inches, 45.5 cm2 (~56.7% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",,b'Android OS',,b'1 GHz',,b'microSDHC',b'512MB 256MB RAM',,,b'LED flash',b'Yes',b'2 MP',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'",b'2.1',"b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 1500 mAh, removable'","b'Black, White'",,,b'VGA',,,,,,,,,
b'lava',b'Lava A68',b'https://fdn2.gsmarena.com/vv/bigpic/lava-a68.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',,b'HSPA',"b'2016, June'","b'Available. Released 2016, June'",b'134 x 66 x 9.6 mm (5.28 x 2.60 x 0.38 in)',b'130 g (4.59 oz)',,b'Dual SIM',b'TFT',"b'4.5 inches, 55.8 cm2 (~63.1% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~218 ppi density)'",,b'Android 6.0 (Marshmallow)',,b'Quad-core 1.2 GHz',,b'microSDHC',b'8GB 1GB RAM',,,"b'LED flash, HDR, panorama'",b'Yes',b'5 MP',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'2.1, EDR'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 1750 mAh, removable'","b'Black, Gold, Silver'",,,"b'VGA, LED flash'",,,,,,,,,
b'lava',b'Lava X50',b'https://fdn2.gsmarena.com/vv/bigpic/lava-x501.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'3, 40'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, July'","b'Available. Released 2016, July'",b'155 x 71.8 x 8.9 mm (6.10 x 2.83 x 0.35 in)',b'-',,"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~74.9% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",,"b'Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow)'",,b'Quad-core',,b'microSDHC',b'8GB 2GB RAM',,,b'LED flash',b'1080p@30fps',"b'8 MP, AF'",b'LED flash',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 2800 mAh, removable'",b'Blue',,,b'5 MP',,b'X50',,,,,,,
b'lava',b'Lava X17',b'https://fdn2.gsmarena.com/vv/bigpic/lava-x17.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'3, 40'","b'HSPA 42.2/5.76 Mbps, LTE'","b'2016, July'","b'Available. Released 2016, July'",b'145 x 72 x 8.5 mm (5.71 x 2.83 x 0.33 in)',b'-',,b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~66.0% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",,b'Android OS',,b'Quad-core',,b'microSD',b'8GB 1GB RAM',,,"b'LED flash, panorama'",b'1080p@30fps',"b'8 MP, AF'",b'LED flash',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 2350 mAh, removable'","b'Gold, Black/Gold, White/Gold'",,,b'5 MP',,,,,,,,,
b'lava',b'Lava X81',b'https://fdn2.gsmarena.com/vv/bigpic/lava-x81.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'3, 40'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, June'","b'Available. Released 2016, June'",b'142.6 x 73.4 x 8.4 mm (5.61 x 2.89 x 0.33 in)',b'-',,b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~65.8% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio'",,b'Android 6.0.1 (Marshmallow)',b'Mediatek MT6735 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720',b'microSDXC',b'16GB 3GB RAM',,,b'Dual-LED flash',b'1080p@30fps',"b'13 MP, f/2.0, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity'","b'Li-Ion 2700 mAh, non-removable'",b'Space Grey/Gold',,,"b'5 MP, f/2.4'",,,b'Up to 336 h (3G)',b'Up to 10 h (3G)',,,,,
b'lava',b'Lava X46',b'https://fdn2.gsmarena.com/vv/bigpic/lava-x46.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'3, 5, 40'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, June'","b'Available. Released 2016, June'",b'143 x 71.5 x 8.5 mm (5.63 x 2.81 x 0.33 in)',b'-',,b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~67.4% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",,"b'Android 5.1 (Lollipop), upgradable to 6.0.1 (Marshmallow)'",,b'Quad-core 1.3 GHz',,b'microSDHC',b'8GB 2GB RAM',,,b'LED flash',b'1080p@30fps',b'8 MP',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',b'Li-Po 2500 mAh battery',b'Black',,,b'5 MP',,,,,,,,,
b'lava',b'Lava A89',b'https://fdn2.gsmarena.com/vv/bigpic/lava-a89.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',"b'3, 5, 40'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, May'","b'Available. Released 2016, May'",b'145.5 x 72 x 9.1 mm (5.73 x 2.83 x 0.36 in)',b'157 g (5.54 oz)',,b'Dual SIM',b'TFT',"b'5.0 inches, 68.9 cm2 (~65.8% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",,b'Android 5.1 (Lollipop)',,b'Quad-core 1.5 GHz',,b'microSDHC (dedicated slot)',b'8GB 1GB RAM',,,"b'LED flash, HDR, panorama'",b'720p@30fps',b'5 MP',b'LED flash',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 2000 mAh, non-removable'","b'Black, White'",,,b'2 MP',,,,,,,,,
b'lava',b'Lava A82',b'https://fdn2.gsmarena.com/vv/bigpic/lava-a82-.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',,b'HSPA',"b'2016, June'","b'Available. Released 2016, June'",b'144 x 72.7 x 9 mm (5.67 x 2.86 x 0.35 in)',b'-',,b'Dual SIM',b'TN',"b'5.0 inches, 68.9 cm2 (~65.8% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",,b'Android 5.1 (Lollipop)',,b'Quad-core 1.2 GHz',,b'microSDHC (dedicated slot)',b'8GB 1GB RAM',,,"b'LED flash, HDR, panorama'",b'720p@30fps',b'5 MP',b'LED flash',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 2000 mAh, removable'","b'Black, White'",,,b'2 MP',,,,,,,,,
b'lava',b'Lava A79',b'https://fdn2.gsmarena.com/vv/bigpic/lava-a79.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',,b'HSPA',"b'2016, May'","b'Available. Released 2016, May'",b'155 x 78.6 x 9.2 mm (6.10 x 3.09 x 0.36 in)',b'134 g (4.73 oz)',,b'Dual SIM',b'TN',"b'5.5 inches, 83.4 cm2 (~68.4% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~178 ppi density)'",,b'Android 5.1 (Lollipop)',,b'Quad-core 1.2 GHz',,b'microSDHC (dedicated slot)',b'8GB 1GB RAM',,,"b'LED flash, HDR, panorama'",b'720p@30fps',b'5 MP',b'LED flash',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 2200 mAh, non-removable'","b'Black, White'",,,b'2 MP',,,,,,,,,
b'lava',b'Lava A59',b'https://fdn2.gsmarena.com/vv/bigpic/lava-a59.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',"b'2016, May'","b'Available. Released 2016, May'",b'134 x 66 x 9.3 mm (5.28 x 2.60 x 0.37 in)',b'155 g (5.47 oz)',,b'Dual SIM',b'TFT',"b'4.5 inches, 55.8 cm2 (~63.1% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~218 ppi density)'",,b'Android 5.1 (Lollipop)',,b'Quad-core 1.3 GHz',,b'microSDHC (dedicated slot)',b'4GB 512MB RAM',,,"b'LED flash, HDR, panorama'",b'Yes',b'5 MP',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'2.1, EDR'",b'No',b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 1750 mAh, removable'","b'Black, White'",,,"b'VGA, LED flash'",,,,,,,,,
b'lava',b'Lava A67',b'https://fdn2.gsmarena.com/vv/bigpic/lava-a67.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',"b'2016, May'","b'Available. Released 2016, May'",b'145.5 x 72 x 9.2 mm (5.73 x 2.83 x 0.36 in)',b'152 g (5.36 oz)',,b'Dual SIM',b'TFT',"b'5.0 inches, 68.9 cm2 (~65.8% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",,b'Android 5.1 (Lollipop)',,b'Quad-core 1.3 GHz',,b'microSDHC (dedicated slot)',b'4GB 512MB RAM',,,"b'LED flash, HDR, panorama'",b'Yes',b'5 MP',b'LED flash',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'2.1, EDR'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 2000 mAh, removable'","b'White, Gold, Gray'",,,b'2 MP',,,,,,,,,
b'lava',b'Lava V2 s',b'https://fdn2.gsmarena.com/vv/bigpic/xolo-v2s.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'3, 40'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, April'","b'Available. Released 2016, April'",b'141.6 x 70.8 x 8 mm (5.57 x 2.79 x 0.31 in)',b'129 g (4.55 oz)',,b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~68.7% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Corning Gorilla Glass 3',b'Android 5.1.1 (Lollipop)',,,,b'microSDHC',b'8GB 2GB RAM',,,"b'Dual-LED flash, panorama, HDR'",b'1080p@30fps',"b'8 MP, f/2.0, AF'",b'LED flash',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity'","b'Li-Po 2500 mAh, removable'","b'White, Black'",,,b'8 MP',,,,,,,,,
b'lava',b'Lava V2 3GB',b'https://fdn2.gsmarena.com/vv/bigpic/xolo-v2-3gb.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'3, 5, 40'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, March'","b'Available. Released 2016, March'",b'141.6 x 70.8 x 7.6 mm (5.57 x 2.79 x 0.30 in)',b'128 (4.55 oz)',,b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~68.7% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Asahi Dragontrail Glass',b'Android 6.0 (Marshmallow)',,,,b'microSDHC',b'16GB 3GB RAM',,,"b'Dual-LED flash, panorama, HDR'",b'1080p@30fps',"b'13 MP, f/2.0, AF'",b'LED flash',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity'","b'Li-Po 2500 mAh, non-removable'","b'White, Black'",,,"b'8 MP, f/2.2'",,b'V23GB',,,,,,,
b'lava',b'Lava A76',b'https://fdn2.gsmarena.com/vv/bigpic/lava-a76.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',"b'3, 5, 40'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, April'","b'Available. Released 2016, April'",b'145.5 x 72 x 9.1 mm (5.73 x 2.83 x 0.36 in)',b'135 g (4.76 oz)',,b'Dual SIM',b'TN',"b'4.5 inches, 55.8 cm2 (~53.3% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~218 ppi density)'",,b'Android 5.1 (Lollipop)',,b'Quad-core 1.5 GHz',,b'microSDHC (dedicated slot)',b'8GB 1GB RAM',,,"b'LED flash, HDR, panorama'",b'Yes',b'5 MP',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 1850 mAh, removable'","b'Black, White'",,,"b'VGA, LED flash'",,,,,,,,,
b'lava',b'Lava A72',b'https://fdn2.gsmarena.com/vv/bigpic/lava-a72.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'3, 5, 40'","b'HSPA 42.2/5.76 Mbps, LTE'","b'2016, April'","b'Available. Released 2016, April'",b'145.5 x 72 x 8.5 mm (5.73 x 2.83 x 0.33 in)',b'142 g (5.01 oz)',,b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~65.8% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Corning Gorilla Glass',"b'Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow)'",,b'Quad-core 1.5 GHz',,b'microSDHC (dedicated slot)',b'8GB 1GB RAM',,,"b'LED flash, panorama'",b'1080p@30fps',b'5 MP',b'LED flash',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 2500 mAh, removable'",b'Dark blue',,,b'5 MP',,,,,,,,,
b'lava',b'Lava X11',b'https://fdn2.gsmarena.com/vv/bigpic/lava-x11.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'3, 5, 40'","b'HSPA 42.2/5.76 Mbps, LTE'","b'2016, February'","b'Available. Released 2016, February'",b'145.5 x 72 x 8.5 mm (5.73 x 2.83 x 0.33 in)',b'141 g (4.97 oz)',,b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~65.8% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Corning Gorilla Glass (unspecified version)',"b'Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow)'",,b'Quad-core 1.5 GHz',,b'microSDHC',b'8GB 2GB RAM',,,b'LED flash',b'1080p@30fps',"b'8 MP, AF'",b'LED flash',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Po 2500 mAh, non-removable'",b'White',,,b'5 MP',,,,,,,,,
b'lava',b'Lava A88',b'https://fdn2.gsmarena.com/vv/bigpic/lava-a88.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',"b'3, 5, 40'",b'HSPA',"b'2016, February'","b'Available. Released 2016, February'",b'145.5 x 72 x 9.1 mm (5.73 x 2.83 x 0.36 in)',b'157 g (5.54 oz)',,b'Dual SIM',b'TFT',"b'5.0 inches, 68.9 cm2 (~65.8% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",,b'Android 5.1 (Lollipop)',,b'Quad-core 1.5 GHz',,b'microSDHC (dedicated slot)',b'4GB 512MB RAM',,,"b'LED flash, panorama, HDR'",b'Yes',b'5 MP',b'LED flash',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 2000 mAh, removable'","b'Black, White'",,,b'2 MP',,,b'Up to 240 h (3G)',b'Up to 14 h (3G)',,,,,
b'lava',b'Lava Iris Fuel F2',b'https://fdn2.gsmarena.com/vv/bigpic/lava-iris-fuel-f2.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',"b'2016, March'","b'Available. Released 2016, March'",b'142.5 x 72.5 x 10.5 mm (5.61 x 2.85 x 0.41 in)',b'-',,"b'Dual SIM (Micro-SIM, dual stand-by)'",b'LCD',"b'5.0 inches, 68.9 cm2 (~66.7% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",,b'Android 5.1 (Lollipop)',,b'Quad-core 1.3 GHz Cortex-A7',,b'microSDHC',b'8GB 512MB RAM',,,b'LED flash',b'720p@30fps',b'5 MP',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'2.1, A2DP'","b'Yes, with A-GPS'",b'No',b'No',b'microUSB 2.0',b'',"b'Li-Po 3000 mAh, non-removable'","b'Black, White'",b'About 60 EUR',,b'0.3 MP',,,,,,,,,
b'lava',b'Lava A71',b'https://fdn2.gsmarena.com/vv/bigpic/lava-a71.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'3, 5, 40'",b'HSPA',"b'2016, February'","b'Available. Released 2016, February'",b'145.5 x 72 x 8.5 mm (5.73 x 2.83 x 0.33 in)',b'-',,b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~65.8% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Corning Gorilla Glass',"b'Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow)'",,b'Quad-core 1.5 GHz',,b'microSDHC (dedicated slot)',b'8GB 1GB RAM',,,"b'LED flash, panorama'",b'1080p@30fps',b'5 MP',b'LED flash',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 2500 mAh, removable'",b'Dark blue',,,b'2 MP',,,,,,,,,
b'lava',b'Lava P7',b'https://fdn2.gsmarena.com/vv/bigpic/lava-p7.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',,b'HSPA',"b'2016, January'","b'Available. Released 2016, January'",b'143 x 72.5 x 9.3 mm (5.63 x 2.85 x 0.37 in)',b'153.1 g (5.40 oz)',,b'Dual SIM',b'TFT',"b'5.0 inches, 68.9 cm2 (~66.4% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",b'Corning Gorilla Glass',"b'Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow)'",,b'Quad-core 1.2 GHz',,b'microSDHC (dedicated slot)',b'8GB 1GB RAM',,,"b'LED flash, panorama'",b'720p',b'5 MP',b'LED flash',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2000 mAh, removable'","b'Blue Black, Pearl white, Champagne Gold'",,,b'2 MP',,,b'Up to 260 h',b'Up to 20 h',,,,,
