Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Colors,Price,Dual,Single_1,Charging,Models,Stand-by,Talk time,SAR EU,Music play,GPRS,EDGE,_1
b'lava',b'Lava V5',b'https://fdn2.gsmarena.com/vv/bigpic/lava-v5.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'3, 40'","b'HSPA, LTE Cat4 150/50 Mbps'","b'2016, January'","b'Available. Released 2016, January'",b'151.9 x 76.7 x 8.3 mm (5.98 x 3.02 x 0.33 in)',b'153.2 g (5.40 oz)',,b'Dual SIM',b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~71.6% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",b'Corning Gorilla Glass 3',"b'Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow)'",b'Mediatek MT6735 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720MP2',b'microSDHC',b'16GB 3GB RAM',,,"b'Dual-LED dual-tone flash, panorama'",b'1080p@30fps',"b'13 MP, f/2.0, PDAF'",b'LED flash',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity'","b'Li-Po 3000 mAh, removable'",b'White',b'About 150 EUR',,b'8 MP',,,b'Up to 260 h (3G)',b'Up to 27 h 17 min (2G) / Up to 28 h (3G)',b'0.27 W/kg (head) \xc2\xa0 \xc2\xa0 0.14 W/kg (body)',,,,
b'lava',b'Lava X3',b'https://fdn2.gsmarena.com/vv/bigpic/lava-x3.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',"b'2016, January'","b'Available. Released 2016, January'",b'144 x 72 x 8.5 mm (5.67 x 2.83 x 0.33 in)',b'142 g (5.01 oz)',,b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~66.5% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Corning Gorilla Glass',b'Android 5.1 (Lollipop)',,b'Quad-core 1.3 GHz',,b'microSDHC',b'8GB 2GB RAM',,,"b'LED flash, panorama'",b'720p',"b'8 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2500 mAh, removable'","b'White/Silver, Blue/Black, White/Gold'",b'About 100 EUR',,b'5 MP',,,b'Up to 182 h',b'Up to 11 h 30 min',,,,,
b'lava',b'Lava Iris Atom 3',b'https://fdn2.gsmarena.com/vv/bigpic/lava-atom-3.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',"b'2015, December. Released 2015, December'",b'Discontinued',b'144 x 72 x 9 mm (5.67 x 2.83 x 0.35 in)',b'150 g (5.29 oz)',,b'Dual SIM',"b'TFT, 256K colors'","b'5.0 inches, 68.9 cm2 (~66.4% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",,b'Android 5.1 (Lollipop)',,b'Quad-core 1.3 GHz',,b'microSDHC',b'8GB 512MB RAM',,,"b'LED flash, HDR, panorama'",b'Yes',b'5 MP',,b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'2.1, EDR'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 2000 mAh, removable'","b'Black, White'",,,b'VGA',,,b'Up to 271 h (3G)',b'Up to 9 h 30 min (3G)',,,,,
b'lava',b'Lava Iris Atom',b'https://fdn2.gsmarena.com/vv/bigpic/lava-iris-atom.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',"b'2015, December. Released 2015, December'",b'Discontinued',b'125.5 x 63.2 x 9.7 mm (4.94 x 2.49 x 0.38 in)',b'110 g (3.88 oz)',,b'Dual SIM',"b'TFT, 256K colors'","b'4.0 inches, 45.5 cm2 (~57.4% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",,b'Android 5.1 (Lollipop)',,b'Quad-core 1.3 GHz',,b'microSDHC',b'8GB 512MB RAM',,,"b'LED flash, HDR, panorama'",b'Yes',b'5 MP',,b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'2.1, EDR'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 1550 mAh, removable'","b'Black, White'",,,b'VGA',,,b'Up to 150 h (3G)',b'Up to 12 h 30 min (3G)',,,,,
b'lava',b'Lava X10',b'https://fdn2.gsmarena.com/vv/bigpic/lava-x10.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'3, 40'","b'HSPA, LTE Cat4 150/50 Mbps'","b'2015, November. Released 2015, November'",b'Discontinued',b'142 x 70.8 x 7.9 mm (5.59 x 2.79 x 0.31 in)',b'133 g (4.69 oz)',,"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~68.6% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Corning Gorilla Glass 3',"b'Android 5.1 (Lollipop), upgradable to 6.0 (Marshmallow)'",b'Mediatek MT6735 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720MP2',b'microSDHC',b'16GB 3GB RAM',,,"b'Dual-LED flash, panorama'",b'1080p@30fps',"b'13 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity'","b'Li-Po 2900 mAh, removable'","b'Black, White'",b'About 150 EUR',,b'5 MP',,,b'Up to 209 h (3G)',b'Up to 18 h (3G)',,,,,
b'lava',b'Lava Iris Atom 2X',b'https://fdn2.gsmarena.com/vv/bigpic/lava-atom-x2.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',"b'2015, November. Released 2015, November'",b'Discontinued',b'134 x 66 x 9.2 mm (5.28 x 2.60 x 0.36 in)',b'130 g (4.59 oz)',,b'Dual SIM',b'TFT',"b'4.5 inches, 55.8 cm2 (~63.1% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~218 ppi density)'",,b'Android 5.1 (Lollipop)',,b'Quad-core 1.3 GHz',,b'microSDHC',b'8GB 1GB RAM',,,b'LED flash',b'Yes',b'5 MP',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'2.1, EDR'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 2000 mAh, removable'","b'Black, White'",,,b'VGA',,,b'Up to 161 h',b'Up to 19 h',,,,,
b'lava',b'Lava Iris Atom X',b'https://fdn2.gsmarena.com/vv/bigpic/lava-atom-x.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',"b'2015, November. Released 2015, November'",b'Discontinued',b'125.5 x 63.4 x 9.7 mm (4.94 x 2.50 x 0.38 in)',b'-',,b'Dual SIM',b'TFT',"b'4.0 inches, 45.5 cm2 (~57.2% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",,b'Android 4.4.2 (KitKat)',,b'1.0 GHz',,b'microSDHC',b'512MB 256MB RAM',,,b'LED flash',b'Yes',b'2 MP',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'2.1, EDR'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 1400 mAh, removable'","b'Black, White'",,,b'VGA',,,b'Up to 140 h',b'Up to 7 h',,,,,
b'lava',b'Lava Fuel F1',b'https://fdn2.gsmarena.com/vv/bigpic/lava-fuel-f1.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA 21.1/5.76 Mbps',"b'2015, September. Released 2015, October'",b'Discontinued',b'141 x 72 x 9.5 mm (5.55 x 2.83 x 0.37 in)',b'148 g (5.22 oz)',,"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~67.9% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",b'Asahi Dragontrail Glass',b'Android 5.1 (Lollipop)',b'Mediatek MT6580 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDHC',b'8GB 2GB RAM',,,"b'LED flash, panorama, HDR'",b'1080p@30fps',"b'8 MP, AF'",b'HDR',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'No',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity'","b'Li-Po 4000 mAh, non-removable'","b'Black, White'",,,b'2 MP',,,b'Up to 480 h (2G) / Up to 480 h (3G)',b'Up to 18 h (2G) / Up to 30 h 30 min (3G)',b'0.61 W/kg (head) \xc2\xa0 \xc2\xa0 0.60 W/kg (body)',b'Up to 72 h',,,
b'lava',b'Lava Iris Fuel F1 Mini',b'https://fdn2.gsmarena.com/vv/bigpic/lava-f1-mini.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',"b'2015, September. Released 2015, September'",b'Discontinued',b'-',b'-',,b'Dual SIM',b'TFT',"b'4.0 inches, 45.5 cm2'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",,b'Android 4.4.2 (KitKat)',,b'1.0 GHz',,b'microSDHC',b'8GB 512MB RAM',,,b'LED flash',b'Yes',b'5 MP',,b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',b'2.1',b'No',b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 2000 mAh, removable'","b'Black, White'",,,b'VGA',,,b'Up to 157 h (3G)',b'Up to 19 h (3G)',,,,,
b'lava',b'Lava Flair E2',b'https://fdn2.gsmarena.com/vv/bigpic/lava-flair-v2.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',"b'2015, September. Released 2015, September'",b'Discontinued',b'113 x 61 x 12 mm (4.45 x 2.40 x 0.47 in)',b'-',,b'Dual SIM',b'TFT',"b'3.5 inches, 36.5 cm2 (~52.9% screen-to-body ratio)'","b'320 x 480 pixels, 3:2 ratio (~165 ppi density)'",,b'Android 4.4 (KitKat)',,b'1.0 GHz',,b'microSDHC',b'512MB 256MB RAM',,,b'LED flash',b'Yes',b'2 MP',,b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'2.1, EDR'",b'No',b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 1400 mAh, removable'","b'Black, White'",,,b'VGA',,,,,,,,,
b'lava',b'Lava Pixel V2',b'https://fdn2.gsmarena.com/vv/bigpic/lava-pixel-v2.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',b'LTE 1800 TD-LTE 2300',"b'HSPA, LTE Cat4 150/50 Mbps'","b'2015, September. Released 2015, September'",b'Discontinued',b'141.6 x 70.8 x 7.6 mm (5.57 x 2.79 x 0.30 in)',b'128 g (4.52 oz)',,b'Dual SIM (Dual stand-by)',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~68.7% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Asahi Dragontrail Glass',"b'Android 5.1 (Lollipop), Android One'",b'Mediatek MT6735 (28 nm)',b'Quad-core 1.0 GHz Cortex-A53',b'Mali-T720MP2',b'microSDHC',b'16GB 2GB RAM',,,"b'Dual-LED flash, HDR, panorama'",b'1080p@30fps',"b'13 MP, AF'",b'LED flash',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',"b'FM radio, recording'","b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity'","b'Li-Po 2500 mAh, removable'","b'Icy White, Royal Black'",b'About 120 EUR',,b'8 MP',,b'Pixel V2',,b'Up to 24 h 40 min (2G) / Up to 10 h (3G)',,,,,
b'lava',b'Lava Iris Atom 2',b'https://fdn2.gsmarena.com/vv/bigpic/lava-atom-2.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',"b'2015, August. Released 2015, August'",b'Discontinued',b'134 x 66 x 9.2 mm (5.28 x 2.60 x 0.36 in)',b'130 g (4.59 oz)',,b'Dual SIM',b'TFT',"b'4.5 inches, 55.8 cm2 (~63.1% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~218 ppi density)'",,"b'Android 4.4.2 (KitKat), upgradable to 5.1 (Lollipop)'",,b'Quad-core 1.3 GHz',,b'microSDHC',b'8GB 512MB RAM',,,b'LED flash',b'Yes',b'5 MP',,b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'2.1, EDR'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 1750 mAh, removable'","b'Black, White'",,,b'VGA',,,b'Up to 161 h (3G)',b'Up to 15 h 50 min (3G)',,,,,
b'lava',b'Lava Flair Z1',b'https://fdn2.gsmarena.com/vv/bigpic/lava-flair-z1.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',"b'2015, July. Released 2015, July'",b'Discontinued',b'143.5 x 72.5 x 8.9 mm (5.65 x 2.85 x 0.35 in)',b'160 g (5.64 oz)',,b'Dual SIM',b'TFT',"b'5.0 inches, 68.9 cm2 (~66.2% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",,b'Android 5.0 (Lollipop)',,b'Quad-core 1.3 GHz',,b'microSDHC',b'8GB 1GB RAM',,,b'LED flash',b'Yes',b'5 MP',,b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'2.1, EDR'",b'No',b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 2000 mAh, removable'","b'Black, White'",,,b'2 MP',,,b'Up to 236 h (3G)',b'Up to 13 h 25 min (3G)',,,,,
b'lava',b'Lava Pixel V1',b'https://fdn2.gsmarena.com/vv/bigpic/lava-pixel-v1-.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',"b'2015, July. Released 2015, July'",b'Discontinued',b'152.1 x 76.3 x 8.5 mm (5.99 x 3.00 x 0.33 in)',b'135 g (4.76 oz)',,"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~71.9% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",b'Asahi Dragontrail Glass',"b'Android 5.1.1 (Lollipop), upgradable to 6.0 (Marshmallow), Android One'",,b'Quad-core 1.3 GHz',b'Mali-400MP2',b'microSDHC',b'32GB 2GB RAM',,,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'8 MP, AF (13 MP via SW interpolation)'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 2560 mAh, removable'","b'White, Gold'",b'About 160 EUR',,"b'5 MP, 8 MP via SW interpolation'",,,,b'Up to 20 h (2G) / Up to 12 h 17 min (3G)',,,,,
b'lava',b'Lava Flair P1i',b'https://fdn2.gsmarena.com/vv/bigpic/lava-flair-p1-.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',"b'2015, June. Released 2015, June'",b'Discontinued',b'-',b'-',,b'Dual SIM',b'TFT',"b'4.0 inches, 45.5 cm2'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",,b'Android 4.4.2 (KitKat)',,b'1.0 GHz',,b'microSDHC',b'512MB 256MB RAM',,,b'LED flash',b'Yes',b'2 MP',,b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'2.1, EDR'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 1400 mAh, removable'","b'Black, White'",,,b'VGA',,,b'Up to 120 h (3G)',b'Up to 11 h (3G)',,,,,
b'lava',b'Lava Iris X1 Atom S',b'https://fdn2.gsmarena.com/vv/bigpic/lava-atom-s.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',"b'2015, June. Released 2015, June'",b'Discontinued',b'125.5 x 63.4 x 9.7 mm (4.94 x 2.50 x 0.38 in)',b'112 g (3.95 oz)',,b'Dual SIM',b'TFT',"b'4.0 inches, 45.5 cm2 (~57.2% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",,b'Android 4.4.2 (KitKat)',,b'1.0 GHz',,b'microSDHC',b'8GB 512MB RAM',,,b'LED flash',b'Yes',b'5 MP',,b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'2.1, EDR'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 1400 mAh, removable'","b'Black, White'",,,b'VGA',,,b'Up to 110 h (3G)',b'Up to 14 h 20 min (3G)',,,,,
b'lava',b'Lava Icon',b'https://fdn2.gsmarena.com/vv/bigpic/lava-icon.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',,b'HSPA',"b'2015, April. Released 2015, April'",b'Discontinued',b'143.4 x 70.6 x 7.7 mm (5.65 x 2.78 x 0.30 in)',b'143 g (5.04 oz)',,"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~68.1% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Asahi Dragontrail Glass',b'Android 4.4.2 (KitKat)',,b'Quad-core 1.3 GHz Cortex-A7',,b'microSDHC',b'16GB 2GB RAM',,,"b'Dual-LED flash, panorama, HDR'",b'1080p@30fps',"b'13 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity'","b'Li-Po 2500 mAh, non-removable'",b'Black',,,b'5 MP',,,,b'Up to 20 h (2G) / Up to 9 h (3G)',,,,,
b'lava',b'Lava Iris X1 Grand',b'https://fdn2.gsmarena.com/vv/bigpic/lava-x1-g.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',"b'2015, January. Released 2015, January'",b'Discontinued',b'144 x 72 x 9.2 mm (5.67 x 2.83 x 0.36 in)',b'152 g (5.36 oz)',,b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~66.4% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",,"b'Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop)'",b'Mediatek MT6582M (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDHC',b'8GB 1GB RAM',,,b'Dual-LED flash',b'1080p@30fps',"b'8 MP, AF'",,b'',"b'Yes, dual speakers'",b'Yes',b'Wi-Fi 802.11 b/g/n',"b'4.0, LE'",b'A-GPS',b'No',"b'FM radio, recording'",b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 2200 mAh, removable'","b'Black-gold, White-silver, White-gold'",b'About 110 EUR',,b'2 MP',,,b'Up to 200 h (3G)',b'Up to 10 h (3G)',,,,,
b'lava',b'Lava Iris X1 mini',b'https://fdn2.gsmarena.com/vv/bigpic/lava-x1-m.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',"b'2015, January. Released 2015, January'",b'Discontinued',b'123.5 x 63.4 x 9 mm (4.86 x 2.50 x 0.35 in)',b'116 g (4.09 oz)',,b'Dual SIM',b'IPS LCD',"b'4.0 inches, 45.5 cm2 (~58.2% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",,b'Android 4.4.2 (KitKat)',b'Spreadtrum 7731',b'Quad-core 1.2 GHz',b'Mali-400',b'microSDHC',b'4GB 512MB RAM',,,b'LED flash',b'720p',b'5 MP',,b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',b'2.1',b'A-GPS',b'No',"b'FM radio, recording'",b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 1750 mAh, removable'","b'Ink Black,white-silver, Black-gold'",,,b'VGA',,,,b'Up to 10 h (3G)',,,,,
b'lava',b'Lava Iris Alfa',b'https://fdn2.gsmarena.com/vv/bigpic/lava-alfa.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',"b'2015, January. Released 2015, January'",b'Discontinued',b'141 x 71.4 x 9.3 mm (5.55 x 2.81 x 0.37 in)',b'158 g (5.57 oz)',,b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~68.4% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",,b'Android 4.4.2 (KitKat)',b'Spreadtrum 7731',b'Quad-core 1.2 GHz',b'Mali-400',b'microSDHC',b'8GB 1GB RAM',,,b'LED flash',b'720p',"b'5 MP, AF'",,b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',b'2.1',b'A-GPS',b'No',"b'FM radio, recording'",b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 2200 mAh, removable'","b'Black, White'",,,b'VGA',,,,b'Up to 14 h 30 min (3G)',,,,,
b'lava',b'Lava Iris X8',b'https://fdn2.gsmarena.com/vv/bigpic/lava-iris-x8.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',"b'2015, February. Released 2015, February'",b'Discontinued',b'143.4 x 71 x 8.6 mm (5.65 x 2.80 x 0.34 in)',b'160 g (5.64 oz)',,b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~67.7% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Asahi Dragontrail Glass',"b'Android 4.4.2 (KitKat), upgradable to 5.1 (Lollipop)'",,b'Octa-core 1.4 GHz Cortex-A7',,b'microSDHC (dedicated slot)',"b'8GB 1GB RAM, 16GB 2GB RAM'",,,"b'Dual-LED flash, HDR, panorama'",b'Yes',b'8 MP',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 2500 mAh, non-removable'","b'Black, White'",b'About 130 EUR',,b'3 MP',,,b'Up to 291 h',b'Up to 14 h (2G) / Up to 9 h 40 min (3G)',,,,,
b'lava',b'Lava Iris 470',b'https://fdn2.gsmarena.com/vv/bigpic/lava-iris-470.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',"b'2015, January. Released 2015, January'",b'Discontinued',b'134 x 66 x 10.5 mm (5.28 x 2.60 x 0.41 in)',b'-',,b'Dual SIM',b'IPS LCD',"b'4.5 inches, 55.8 cm2 (~63.1% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~218 ppi density)'",,b'Android 4.4.2 (KitKat)',,b'Dual-core 1.3 GHz',,b'microSDHC',b'4GB 512MB RAM',,,"b'LED flash, HDR, panorama'",b'Yes',"b'5 MP, AF'",,b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',b'3.0',b'A-GPS',b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 1650 mAh, removable'",b'Black',,,b'VGA',,,b'Up to 250 h',b'Up to 17 h 30 min',,,,,
b'lava',b'Lava Iris 465',b'https://fdn2.gsmarena.com/vv/bigpic/lava-465.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA 21.1/5.76 Mbps',"b'2015, February. Released 2015, February'",b'Discontinued',b'134.4 x 68 x 10 mm (5.29 x 2.68 x 0.39 in)',b'146 g (5.15 oz)',,b'Dual SIM',b'TFT',"b'4.5 inches, 55.8 cm2 (~61.1% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~218 ppi density)'",,b'Android 4.4.2 (KitKat)',,b'Dual-core 1.3 GHz',,b'microSDHC',b'4GB 512MB RAM',,,"b'LED flash, panorama'",b'Yes',b'3.15 MP',,b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',b'3.0',"b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 1750 mAh, removable'","b'Black, White'",,,b'VGA',,,b'Up to 250 h',b'Up to 10 h 40 min',,,,,
b'lava',b'Lava Iris 401',b'https://fdn2.gsmarena.com/vv/bigpic/lava-iris-401.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,,"b'2015, January. Released 2015, January'",b'Discontinued',b'126 x 65 x 10.4 mm (4.96 x 2.56 x 0.41 in)',b'-',,b'Dual SIM',b'TFT',"b'4.0 inches, 45.5 cm2 (~55.6% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",,b'Android 4.2.2 (Jelly Bean)',,b'Dual-core 1.3 GHz',,b'microSDHC',b'512MB 256MB RAM',,,b'LED flash',b'Yes',b'3.15 MP',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, hotspot'",b'3.0',b'A-GPS',b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 1450 mAh, removable'","b'Black, Blue, Red'",,,b'VGA',,,b'Up to 250 h',b'Up to 9 h 40 min',,,b'Yes',b'Yes',
