Brand,Model Name,Model Image,Technology,2G bands,GPRS,EDGE,Announced,Status,Dimensions,Weight,SIM,,Type,Size,Resolution,OS,Chipset,CPU,Card slot,Internal,Single,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Talk time,Colors,Price,3G bands,4G bands,Speed,GPU,Features,_1,Features_1,_1_1,Stand-by,Performance,Display,Camera,Loudspeaker_1,Audio quality,Battery life,Protection,Charging,Models,Talk time_1,SAR EU,Music play,SAR,Browser,Keyboard
b'acer',b'Acer Liquid E3 Duo Plus',b'https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-e3-plus.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'Yes',b'Yes',"b'2014, Q3. Released 2014, Q3'",b'Discontinued',b'138 x 69 x 8.9 mm (5.43 x 2.72 x 0.35 in)',b'-',b'Dual SIM',,b'IPS LCD',"b'4.7 inches, 60.9 cm2 (~64.0% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~312 ppi density)'",b'Android 4.2.2 (Jelly Bean)',b'Mediatek MT6589 (28 nm)',b'Quad-core 1.2 GHz Cortex-A7',b'microSDHC (dedicated slot)',b'16GB 2GB RAM',"b'13 MP, AF'",b'Yes',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2000 mAh, non-removable'",b'Up to 5 h',b'Black',b'About 240 EUR',b'HSDPA',,b'HSPA',b'PowerVR SGX544',b'LED flash',,b'LED flash',,b'Up to 260 h',,,,,,,,,,,,,,,
b'acer',b'Acer Liquid E3',b'https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-e3-new.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'Yes',b'Yes',"b'2014, February. Released 2014, April'",b'Discontinued',b'136 x 68 x 9 mm (5.35 x 2.68 x 0.35 in)',b'134 g (4.73 oz)',"b'Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)'",,b'IPS LCD',"b'4.7 inches, 60.9 cm2 (~65.8% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~312 ppi density)'",b'Android 4.2.2 (Jelly Bean)',b'Mediatek MT6589 (28 nm)',b'Quad-core 1.2 GHz Cortex-A7',b'microSDHC (dedicated slot)',b'4GB 1GB RAM',"b'13 MP, AF'",b'Yes',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2500 mAh, non-removable'",b'Up to 5 h',b'Black/White',b'About 200 EUR',b'HSDPA',,b'HSPA',b'PowerVR SGX544',b'LED flash',,b'LED flash',,b'Up to 260 h',,,,,,,,,,,,,,,
b'acer',b'Acer Liquid Z4',b'https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-z4.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'Yes',b'Yes',"b'2014, February. Released 2014, April'",b'Discontinued',b'124 x 64 x 9.7 mm (4.88 x 2.52 x 0.38 in)',b'122 g (4.30 oz)',"b'Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)'",,b'TFT',"b'4.0 inches, 45.5 cm2 (~57.4% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'Android 4.2.2 (Jelly Bean)',b'Mediatek MT6572 (28 nm)',b'Dual-core 1.3 GHz Cortex-A7',b'microSDXC (dedicated slot)',b'4GB 512MB RAM',"b'5 MP, AF'",b'720p@30fps',b'1.3 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'",b'No',b'No',b'No',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 1630 mAh, removable'",,b'Black/White',b'About 100 EUR',b'HSDPA',,b'HSPA',b'Mali-400',b'LED flash',,,,,,,,,,,,,,,,,,,
b'acer',b'Acer Iconia B1-721',b'https://fdn2.gsmarena.com/vv/bigpic/acer-iconia-b1-721.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'Yes',b'Yes',"b'2014, January. Released 2014, January'",b'Discontinued',b'199 x 122.3 x 11.4 mm (7.83 x 4.81 x 0.45 in)',b'323 g (11.39 oz)',b'Yes',b'No',b'TFT',"b'7.0 inches, 137.9 cm2 (~56.7% screen-to-body ratio)'","b'600 x 1024 pixels, 16:9 ratio (~170 ppi density)'",b'Android 4.2 (Jelly Bean)',b'Mediatek MT8312 (28 nm)',b'Dual-core 1.3 GHz Cortex-A7',b'microSDHC (dedicated slot)',b'16GB 1GB RAM',b'VGA',b'Yes',,,b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',b'Yes',b'Yes',b'No',b'No',b'microUSB 2.0',b'Accelerometer',"b'Li-Po 2955 mAh, non-removable'",,b'Black/Red',b'About 130 EUR',b'HSDPA',,b'HSPA',b'Mali-400',,,,,,,,,,,,,,,,,,,,
b'acer',b'Acer Iconia B1-720',b'https://fdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-b1-720.jpg',b'No cellular connectivity',b'N/A',b'No',b'No',"b'2014, January. Released 2014, January'",b'Discontinued',b'198.1 x 121.9 x 10.2 mm (7.80 x 4.80 x 0.40 in)',b'315 g (11.11 oz)',b'No',b'No',b'TFT',"b'7.0 inches, 137.9 cm2 (~57.1% screen-to-body ratio)'","b'600 x 1024 pixels, 16:9 ratio (~170 ppi density)'",b'Android 4.2 (Jelly Bean)',b'Mediatek MT8111',b'Dual-core 1.3 GHz',b'microSDHC (dedicated slot)',"b'8GB 1GB RAM, 16GB 1GB RAM'",b'VGA',b'Yes',,,b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'4.0, A2DP'",b'Yes',b'No',b'No',b'microUSB 2.0',b'Accelerometer',"b'Li-Po 2955 mAh, non-removable'",b'Up to 5 h (multimedia)',"b'Black, Gold'",b'About 100 EUR',,,,b'PowerVR SGX531',,,,,,,,,,,,,,,,,,,,
b'acer',b'Acer Iconia A1-830',b'https://fdn2.gsmarena.com/vv/bigpic/Acer-Iconia-A1-830.jpg',b'No cellular connectivity',b'N/A',b'No',b'No',"b'2014, January. Released 2014, March'",b'Discontinued',b'203 x 138.4 x 8.2 mm (7.99 x 5.45 x 0.32 in)',b'380 g (13.40 oz)',b'No',,b'LED-backlit IPS LCD',"b'7.9 inches, 193.3 cm2 (~68.8% screen-to-body ratio)'","b'768 x 1024 pixels, 4:3 ratio (~162 ppi density)'",b'Android 4.2 (Jelly Bean)',b'Intel Atom Z2560',b'Dual-core 1.6 GHz',b'microSDHC (dedicated slot)',b'16GB 1GB RAM',"b'5 MP, AF'",b'1080p@30fps',b'2 MP',b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',b'3.0',b'Yes',b'No',b'No',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 4000 mAh, non-removable'",b'Up to 7 h 30 min (multimedia)',b'White',b'About 130 EUR',,,,b'PowerVR SGX544MP2',,,,,,,,,,,,,,,,,,,,
b'acer',b'Acer Liquid Z5',b'https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-z5.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2014, January. Released 2014, January'",b'Discontinued',b'145.5 x 73.5 x 8.8 mm (5.73 x 2.89 x 0.35 in)',b'150 g (5.29 oz)',b'Dual SIM',,b'TFT',"b'5.0 inches, 68.9 cm2 (~64.4% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",b'Android 4.2 (Jelly Bean)',b'Mediatek MT6572 (28 nm)',b'Dual-core 1.3 GHz Cortex-A7',b'microSDHC (dedicated slot)',b'4GB 512MB RAM',b'5 MP',b'Yes',b'VGA',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'3.0, A2DP, EDR'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2000 mAh, non-removable'",,"b'Essential White, Gentle Grey'",b'About 170 EUR',b'HSDPA 900 / 2100',,b'HSPA',b'Mali-400',b'LED flash',,,,,,,,,,,,,,,,,,,
b'acer',b'Acer Liquid S2',b'https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-s2.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',,,"b'2013, August. Released 2013, December'",b'Discontinued',b'166 x 86.2 x 9 mm (6.54 x 3.39 x 0.35 in)',b'229 g (8.08 oz)',b'Nano-SIM',b'eMMC 4.5',b'IPS LCD',"b'6.0 inches, 98.7 cm2 (~69.0% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~368 ppi density)'",b'Android 4.2.2 (Jelly Bean)',b'Qualcomm MSM8974 Snapdragon 800 (28 nm)',b'Quad-core 2.2 GHz Krait 400',b'microSDXC (dedicated slot)',b'16GB 2GB RAM',"b'13 MP, AF'","b'4K@24fps, 1080p@60fps'",b'2 MP',b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS, GLONASS'",b'Yes',"b'Stereo FM radio, RDS'",b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass'","b'Li-Po 3300 mAh, non-removable'",b'Up to 13 h (3G)',"b'Black, Red'",b'About 340 EUR',b'HSDPA 900 / 2100',"b'3, 7, 20'","b'HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps'",b'Adreno 330',b'Quad-LED ring flash',,,,b'Up to 700 h (3G)',,,,,,,b'Corning Gorilla Glass 3',,,,,,,,
b'acer',b'Acer Liquid Z3',b'https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-z3.jpg',b'GSM / HSPA',b'GSM 900 / 1800 / 1900',,,"b'2013, August. Released 2013, September'",b'Discontinued',b'109 x 60 x 10.4 mm (4.29 x 2.36 x 0.41 in)',b'120 g (4.23 oz)',"b'Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)'",b'No',b'TFT',"b'3.5 inches, 36.5 cm2 (~55.8% screen-to-body ratio)'","b'320 x 480 pixels, 3:2 ratio (~165 ppi density)'",b'Android 4.2 (Jelly Bean)',b'Mediatek MT6572 (28 nm)',b'Dual-core 1.0 GHz Cortex-A7',b'microSDHC (dedicated slot)',b'4GB 512MB RAM',b'3.15 MP',b'Yes',,,b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, hotspot'","b'3.0, A2DP, EDR'","b'Yes, with A-GPS'",b'No',b'Stereo FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 1500 mAh, removable'",,"b'Rock Black, Classic White'",b'About 100 EUR',b'HSDPA 900 / 2100',,b'HSPA 21.1/5.76 Mbps',b'Mali-400',,,,,,,,,,,,,,,,,,,,
b'acer',b'Acer Liquid S1',b'https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-s1.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',,,"b'2013, June. Released 2013, August'",b'Discontinued',b'163 x 83 x 9.6 mm (6.42 x 3.27 x 0.38 in)',b'195 g (6.88 oz)',"b'Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)'",,b'TFT',"b'5.7 inches, 89.6 cm2 (~66.2% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~258 ppi density)'","b'Android 4.2 (Jelly Bean), Float UI'",b'Mediatek MT6589 (28 nm)',b'Quad-core 1.5 GHz Cortex-A7',b'microSDHC (dedicated slot)',b'8GB 1GB RAM',"b'8 MP, AF'",b'1080p@30fps',b'2 MP',b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass'","b'Li-Po 2400 mAh, removable'",b'Up to 11 h',"b'White, Black'",b'About 320 EUR',b'HSDPA 900 / 2100',,b'HSPA 42.2/5.76 Mbps',b'PowerVR SGX544',b'LED flash',,,,b'Up to 450 h',,,,,,,,,,,b'0.44 W/kg (head) \xc2\xa0 \xc2\xa0 0.41 W/kg (body)',,,,
b'acer',b'Acer Iconia Tab A3',b'https://fdn2.gsmarena.com/vv/bigpic/acer-iconia-a3-a10.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',,,"b'2013, September. Released 2013, November'",b'Discontinued',b'260 x 175 x 10.2 mm (10.24 x 6.89 x 0.40 in)',b'560 g (1.23 lb)',b'Micro-SIM',b'HDMI port',b'LED-backlit IPS LCD',"b'10.1 inches, 295.8 cm2 (~65.0% screen-to-body ratio)'","b'800 x 1280 pixels, 16:10 ratio (~149 ppi density)'",b'Android 4.2.2 (Jelly Bean)',b'Mediatek MT8125T - Wi-FiMediatek MT8389W - 3G',b'Quad-core 1.2 GHz Cortex-A7',b'microSDHC (dedicated slot)',"b'16GB 1GB RAM, 32GB 1GB RAM'",b'5 MP',b'1080p@30fps',b'VGA',b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'No',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, gyro'","b'Li-Po 7300 mAh, non-removable (27 Wh)'",b'Up to 11 h (multimedia)',"b'Black/Silver, White'",b'About 190 EUR',b'HSDPA 850 / 900 / 1900 / 2100',,b'HSPA 21.1/5.76 Mbps',b'PowerVR SGX544',,,,,,,,,,,,,,,,,,,,
b'acer',b'Acer Iconia Tab A1-811',b'https://fdn2.gsmarena.com/vv/bigpic/acer-iconia-b1-810.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'Yes',b'Yes',"b'2013, Q2. Released 2013, Q2'",b'Discontinued',b'208.7 x 145.7 x 11.1 mm (8.22 x 5.74 x 0.44 in)',b'430 g (15.17 oz)',b'Yes',b'HDMI port',b'TFT',"b'7.9 inches, 193.3 cm2 (~63.6% screen-to-body ratio)'","b'768 x 1024 pixels, 4:3 ratio (~162 ppi density)'",b'Android 4.2 (Jelly Bean)',b'Mediatek MT8389W',b'Quad-core 1.2 GHz Cortex-A7',b'microSDHC (dedicated slot)',b'8GB 1GB RAM',"b'5 MP, AF'",b'Yes',b'VGA',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'No',b'microUSB 2.0',"b'Accelerometer, gyro'","b'Li-Ion 4960 mAh, non-removable (18.6 Wh)'",b'Up to 7 h (multimedia)',b'White',b'About 150 EUR',b'HSDPA',,b'HSPA',b'PowerVR SGX544',,,,,,,,,,,,,,,,,,,,
b'acer',b'Acer Iconia Tab A1-810',b'https://fdn2.gsmarena.com/vv/bigpic/acer-iconia-b1-810.jpg',b'No cellular connectivity',b'N/A',b'No',b'No',"b'2013, April. Released 2013, May'",b'Discontinued',b'208.7 x 145.7 x 11.1 mm (8.22 x 5.74 x 0.44 in)',b'410 g (14.46 oz)',b'No',b'HDMI port',b'LED-backlit IPS LCD',"b'7.9 inches, 193.3 cm2 (~63.6% screen-to-body ratio)'","b'768 x 1024 pixels, 4:3 ratio (~162 ppi density)'","b'Android 4.2.2 (Jelly Bean), upgrad\xd0\xb0ble to 4.4.2 (KitKat)'",b'Mediatek MT8125 (28 nm)',b'Quad-core 1.2 GHz',b'microSDHC (dedicated slot)',"b'8GB 1GB RAM, 16GB 1GB RAM'","b'5 MP, AF'",b'Yes',b'VGA',b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'4.0, A2DP'",b'Yes',b'No',b'No',b'microUSB 2.0',"b'Accelerometer, gyro'","b'Li-Ion 4960 mAh, non-removable (18.6 Wh)'",b'Up to 10 h (multimedia)',b'Black',b'About 120 EUR',,,,b'PowerVR SGX544',,,,,b'Up to 350 h',,,,,,,,,,,,,,,
b'acer',b'Acer Liquid E2',b'https://fdn2.gsmarena.com/vv/bigpic/Acer-Liquid-E2.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',,,"b'2013, April. Released 2013, May'",b'Discontinued',b'131 x 68 x 9.9 mm (5.16 x 2.68 x 0.39 in)',b'140 g (4.94 oz)',"b'Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)'",,b'IPS LCD',"b'4.5 inches, 55.8 cm2 (~62.7% screen-to-body ratio)'","b'540 x 960 pixels, 16:9 ratio (~245 ppi density)'",b'Android 4.2.1 (Jelly Bean)',b'Mediatek MT6589 (28 nm)',b'Quad-core 1.2 GHz Cortex-A7',b'microSDHC (dedicated slot)',b'4GB 1GB RAM',"b'8 MP, AF'",b'1080p@30fps',b'2 MP',b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'3.0, A2DP, EDR'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass'","b'Li-Ion 2000 mAh, removable'",b'Up to 9 h',"b'Black, White'",b'About 180 EUR',b'HSDPA 900 / 2100',,b'HSPA',b'PowerVR SGX544',b'LED flash',,,,b'Up to 450 h',,,,,,,,,,,b'0.23 W/kg (head)',,,,
b'acer',b'Acer Liquid Z2',b'https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-z2.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',,,"b'2013, February. Released 2013, March'",b'Discontinued',b'110 x 62.5 x 12.3 mm (4.33 x 2.46 x 0.48 in)',b'110 g (4.59 oz)',"b'Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)'",b'No',"b'TFT, 256K colors'","b'3.5 inches, 36.5 cm2 (~53.1% screen-to-body ratio)'","b'320 x 480 pixels, 3:2 ratio (~165 ppi density)'",b'Android 4.1.1 (Jelly Bean)',b'Qualcomm MSM7227A Snapdragon S1',b'1.0 GHz Cortex-A5',b'microSDHC (dedicated slot)',b'4GB 512MB RAM',b'3 MP or 5 MP',b'Yes',,,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'3.0, A2DP'","b'Yes, with A-GPS'",b'No',"b'FM radio, RDS'",b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 1300 mAh, removable'",b'Up to 4 h',"b'Black, Black/White'",b'About 100 EUR',b'HSDPA 900 / 2100',,b'HSPA 7.2/5.76 Mbps',b'Adreno 200',,b'SRS audio',,,b'Up to 450 h',,,,,,,,,,,,,,,
b'acer',b'Acer Liquid C1',b'https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-c1.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',,,"b'2013, January. Released 2013, March'",b'Discontinued',b'127.3 x 65.5 x 10 mm (5.01 x 2.58 x 0.39 in)',b'140 g (4.94 oz)',b'Mini-SIM',,b'IPS LCD',"b'4.3 inches, 51.0 cm2 (~61.1% screen-to-body ratio)'","b'540 x 960 pixels, 16:9 ratio (~256 ppi density)'",b'Android 4.0 (Ice Cream Sandwich)',b'Intel Atom Z2420',b'1.2 GHz',b'microSDHC (dedicated slot)',b'4GB 1GB RAM',"b'8 MP, AF'",b'Yes',b'VGA',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'2.1, A2DP, EDR'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2000 mAh, removable'",b'Up to 9 h',"b'Black, White'",b'About 180 EUR',b'HSDPA 850 / 900 / 1900 / 2100',,b'HSPA 21.1/5.76 Mbps',b'PowerVR SGX540',b'LED flash',,,,,,,,,,,,,,,b'0.38 W/kg (head) \xc2\xa0 \xc2\xa0 0.70 W/kg (body)',,,,
b'acer',b'Acer Liquid E1',b'https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-e1.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',,,"b'2013, January. Released 2013, March'",b'Discontinued',b'132 x 68.5 x 9.9 mm (5.20 x 2.70 x 0.39 in)',b'130 g (4.59 oz)',"b'Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)'",,b'IPS LCD',"b'4.5 inches, 55.8 cm2 (~61.7% screen-to-body ratio)'","b'540 x 960 pixels, 16:9 ratio (~245 ppi density)'",b'Android 4.1.1 (Jelly Bean)',b'Mediatek MT6577 (40 nm)',b'Dual-core 1.0 GHz Cortex-A9',b'microSDHC (dedicated slot)',b'4GB 1GB RAM',"b'5 MP, AF'",b'720p@30fps',b'VGA',b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'3.0, A2DP, EDR'","b'Yes, with A-GPS'",b'Yes (single sim model only)',b'FM radio',b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass'","b'Li-Ion 1760 mAh, removable'",b'Up to 8 h',"b'Black, White'",b'About 170 EUR',b'HSDPA 900 / 2100',,b'HSPA',b'SGX531u',b'LED flash',,,,b'Up to 400 h',,,,,,,,,,,b'0.47 W/kg (head)',,,,
b'acer',b'Acer Iconia Tab B1-710',b'https://fdn2.gsmarena.com/vv/bigpic/acer-b1-710.jpg',b'No cellular connectivity',b'N/A',b'No',b'No',"b'2013, November. Released 2013, November'",b'Discontinued',b'198.1 x 129.5 x 12.7 mm (7.80 x 5.10 x 0.5 in)',b'339.9 g (11.99 oz)',b'No',b'No',b'TFT',"b'7.0 inches, 137.9 cm2 (~53.8% screen-to-body ratio)'","b'600 x 1024 pixels, 16:9 ratio (~170 ppi density)'",b'Android OS',b'Mediatek MT8317T',b'Dual-core 1.2 GHz Cortex-A9',b'microSDHC (dedicated slot)',b'8GB 1GB RAM',b'Yes',b'Yes',,,b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'4.0, A2DP'",b'Yes',b'No',b'No',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 2640 mAh, non-removable'",b'Up to 3 h 30 min (multimedia)',b'White',b'About 110 EUR',,,,b'PowerVR SGX531u',,,,,,,,,,,,,,,,,,,,
b'acer',b'Acer Iconia Tab B1-A71',b'https://fdn2.gsmarena.com/vv/bigpic/acer-iconia-b1-a71-new.jpg',b'No cellular connectivity',b'N/A',b'No',b'No',"b'2013, January. Released 2013, January'",b'Discontinued',b'197.4 x 128.5 x 11.3 mm (7.77 x 5.06 x 0.44 in)',b'320 g (11.29 oz)',b'No',b'No',"b'TFT, 256K colors'","b'7.0 inches, 137.9 cm2 (~54.4% screen-to-body ratio)'","b'600 x 1024 pixels, 16:9 ratio (~170 ppi density)'",b'Android 4.1 (Jelly Bean)',b'Mediatek MT8317',b'Dual-core 1.2 GHz Cortex-A9',b'microSDHC (dedicated slot)',"b'8GB 512MB RAM, 16GB 512MB RAM'",b'VGA',b'Yes',,,b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'4.0, A2DP'",b'Yes',b'No',b'No',b'microUSB 2.0',b'Accelerometer',"b'Li-Po 2710 mAh, non-removable (10 Wh)'",,b'Black',b'About 100 EUR',,,,b'SGX531u',,,,,,,,,,,,,,,,,,,,
b'acer',b'Acer Iconia Tab A110',b'https://fdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-a210.jpg',b'No cellular connectivity',b'N/A',b'No',b'No',"b'2012, October. Released 2012, October'",b'Discontinued',b'193 x 126.5 x 11.4 mm (7.60 x 4.98 x 0.45 in)',b'390 g (13.76 oz)',b'No',b'Acer UI',"b'TFT, 256K colors'","b'7.0 inches, 137.9 cm2 (~56.5% screen-to-body ratio)'","b'600 x 1024 pixels, 16:9 ratio (~170 ppi density)'",b'Android 4.1 (Jelly Bean)',b'Nvidia Tegra 3 T30L',b'Quad-core 1.2 GHz',b'microSDHC (dedicated slot)',b'8GB 1GB RAM',b'2 MP',b'720p@30fps',,,b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'3.0, A2DP'","b'Yes, with A-GPS (3G model), GLONASS'",b'No',b'No',b'microUSB 2.0',"b'Accelerometer, gyro, compass'","b'Li-Po 3420 mAh, non-removable (12.7 Wh)'",b'Up to 7 h 30 min (multimedia)',b'Black/Silver',b'About 150 EUR',,,,b'ULP GeForce',,b'No',,b'HDMI port MP3/WAV/WMA/eAAC+ player XviD/MP4/H.264 player Document viewer Photo viewer/editor',b'Up to 270 h',,,,,,,,,,,,,,,
b'acer',b'Acer Liquid Z110',b'https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-z.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2012, October. Released 2012, October'",b'Discontinued',b'110 x 61.5 x 12.3 mm (4.33 x 2.42 x 0.48 in)',b'100 g (3.53 oz)',"b'Dual SIM (Mini-SIM, dual stand-by)'",b'No',"b'TFT, 256K colors'","b'3.5 inches, 36.5 cm2 (~53.9% screen-to-body ratio)'","b'320 x 480 pixels, 3:2 ratio (~165 ppi density)'",b'Android 2.3 (Gingerbread)',b'Mediatek MT6575 (40 nm)',b'1.0 GHz Cortex-A9',b'microSDHC (dedicated slot)',b'4GB 512MB RAM',b'3.15 MP',b'Yes',,,b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'3.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 1300 mAh, removable'",b'Up to 5 h',"b'Black, White'",b'About 100 EUR',b'HSDPA 2100 - SIM 1 only',,b'HSPA 7.2/0.384 Mbps',b'PowerVR SGX531',,b'SRS audio',,b'MP3/WAV/WMA/eAAC+ player MP4/H.264 player Document viewer Photo viewer/editor',b'Up to 450 h',,,,,,,,,,,b'0.53 W/kg (head) \xc2\xa0 \xc2\xa0 0.64 W/kg (body)',,,,
