Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Triple_1,Features_1,Video_1,Loudspeaker,3.5mm jack,_1,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,Performance,Display,Camera,Loudspeaker_1,Battery life,256GB 8GB RAM,128GB 8GB RAM,128GB 6GB RAM,_1_1,Single,SAR,128GB 12GB RAM,256GB 12GB RAM,512GB 12GB RAM,Dual,Dual_1,Stand-by,Talk time,Audio quality,64GB 6GB RAM,Single_1,512GB 8GB RAM,Music play,Infrared port,GPRS,EDGE,SAR EU,Browser,Alert types,Keyboard,Phonebook,Call records,Messaging,Games,Java,Stand-by_1,Talk time_1
b'asus',b'Asus Memo Pad 10',b'https://fdn2.gsmarena.com/vv/bigpic/asus-memo-pad-10.jpg',b'No cellular connectivity',b'N/A',,,,,"b'2013, September. Released 2013, November'",b'Discontinued',b'256 x 174.6 x 10.5 mm (10.08 x 6.87 x 0.41 in)',b'522 g (1.15 lb)',,b'No',b'IPS LCD',"b'10.1 inches, 295.8 cm2 (~66.2% screen-to-body ratio)'","b'800 x 1280 pixels, 16:10 ratio (~149 ppi density)'",,b'Android 4.2 (Jelly Bean)',b'Rockchip RK101',b'Quad-core 1.6 GHz',,b'microSDXC (dedicated slot)',"b'8GB 1GB RAM, 16GB 1GB RAM'",,,,b'720p',,,b'',"b'Yes, with stereo speakers'",b'Yes',,b'Wi-Fi 802.11 b/g/n',b'3.0',"b'Yes, with A-GPS, GLONASS'",b'No',b'No',b'microUSB 2.0',"b'Accelerometer, compass'","b'Li-Po 5070 mAh, non-removable'",,"b'Gray, White, Pink'",,b'About 250 EUR',,,,,,,,,,b'2 MP',,,,,,,,b'Up to 9 h 30 min (multimedia)',,,b'1.2 MP',,,,b'No',b'No',,,,,,,,,,,
b'asus',b'Asus Memo Pad 8 ME180A',b'https://fdn2.gsmarena.com/vv/bigpic/asus-memo-pad-8.jpg',b'No cellular connectivity',b'N/A',,,,,"b'2013, September. Released 2013, November'",b'Discontinued',b'212.4 x 127.4 x 10 mm (8.36 x 5.02 x 0.39 in)',b'350 g (12.35 oz)',,b'No',b'IPS LCD',"b'8.0 inches, 185.6 cm2 (~68.6% screen-to-body ratio)'","b'800 x 1280 pixels, 16:10 ratio (~189 ppi density)'",,b'Android 4.2.2 (Jelly Bean)',,b'Quad-core 1.6 GHz Cortex-A9',,b'microSDXC (dedicated slot)',b'16GB 1GB RAM',,,,b'720p',,,b'',"b'Yes, with stereo speakers'",b'Yes',,b'Wi-Fi 802.11 b/g/n',"b'3.0, EDR'",b'No',b'No',b'No',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Po 3950 mAh, non-removable'",,"b'Gray, White, Pink'",,b'About 150 EUR',,,,,,,,,,b'5 MP',,,,,,,,b'Up to 9 h (multimedia)',,,b'1.2 MP',,,,b'No',b'No',,,,,,,,,,,
b'asus',b'Asus Fonepad 7',b'https://fdn2.gsmarena.com/vv/bigpic/asus-fonepad-7.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1700 / 1900 / 2100',"b'3, 7, 8, 20 - ME372CL'",,b'HSPA 42.2/5.76 Mbps/ LTE (ME372CL)',"b'2013, September. Released 2013, October'",b'Discontinued',b'196.8 x 120 x 10.5 mm (7.75 x 4.72 x 0.41 in)',b'328 g (11.57 oz)',,b'Micro-SIM',b'IPS LCD',"b'7.0 inches, 142.1 cm2 (~60.2% screen-to-body ratio)'","b'800 x 1280 pixels, 16:10 ratio (~216 ppi density)'",,"b'Android 4.2 (Jelly Bean), upgradable to 4.4.2 (KitKat)'",b'Intel Atom Z2560',b'Dual-core 1.6 GHz',b'PowerVR SGX544MP2',b'microSDHC (dedicated slot)',"b'8GB 1GB RAM, 16GB 1GB RAM, 32GB 1GB RAM'",b'HSDPA - ME175CG',,,b'1080p@30fps',,,b'720p',b'Yes',b'Yes',,"b'Wi-Fi 802.11 a/b/g/n, dual band'",b'3.0',"b'Yes, with A-GPS, GLONASS'",b'No',b'No',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Po 3950 mAh, non-removable (15 Wh)'",,"b'Sapphire black, Diamond white'",,b'About 220 EUR',,,,,,,,,,"b'5 MP, AF'",,,,,,,b'Up to 840 h (3G)',b'Up to 10 h (multimedia) (2G) / Up to 28 h (3G)',,,b'1.2 MP',,,,,,,,,,,,,,,,
b'asus',b'Asus Google Nexus 7 (2013)',b'https://fdn2.gsmarena.com/vv/bigpic/asus-google-nexus-7-2-ofic.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - all versions',b'HSDPA 850 / 900 / 1700 / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 20 - EU'",,"b'HSPA, LTE'","b'2013, July. Released 2013, July'",b'Discontinued',b'200 x 114 x 8.7 mm (7.87 x 4.49 x 0.34 in)',"b'290 g (Wi-Fi), 299 g (LTE) (10.55 oz)'",,b'Micro-SIM',b'LED-backlit IPS LCD',"b'7.0 inches, 142.1 cm2 (~62.3% screen-to-body ratio)'","b'1200 x 1920 pixels, 16:10 ratio (~323 ppi density)'",b'Corning Gorilla Glass',"b'Android 4.3 (Jelly Bean), upgradable to 6.0 (Marshmallow)'",b'Qualcomm Snapdragon S4 Pro',b'Quad-core 1.5 GHz Krait',b'Adreno 320',b'No',"b'16GB 2GB RAM, 32GB 2GB RAM'","b'1, 2, 3, 4, 5, 13, 17 - North America'",,,b'1080p@30fps',,,b'',"b'Yes, with stereo speakers'",b'Yes',,"b'Wi-Fi 802.11 a/b/g/n, dual-band'","b'4.0, A2DP, LE'","b'Yes, with A-GPS'",b'Yes',b'No',b'microUSB 2.0 (SlimPort)',"b'Accelerometer, gyro, proximity, compass'","b'Li-Ion 3950 mAh, non-removable'",b'Qi wireless charging',b'Black',,b'About 230 EUR',,,,,,,,,,"b'5 MP, f/2.4, AF'",,,,,,,,b'Up to 9 h (multimedia)',b'Noise -92.2dB / Crosstalk -92.3dB',,b'1.2 MP',,,,,,,,,,,,,,,,
b'asus',b'Asus Fonepad Note FHD6',b'https://fdn2.gsmarena.com/vv/bigpic/asus-fonepad-note-6.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100 / 700',,,b'HSPA 42.2/5.76 Mbps',"b'2013, June. Released 2013, November'",b'Discontinued',b'164.8 x 88.8 x 10.3 mm (6.49 x 3.50 x 0.41 in)',b'210 g (7.41 oz)',,b'Micro-SIM',b'Super IPS+ LCD',"b'6.0 inches, 99.2 cm2 (~67.8% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~367 ppi density)'",,"b'Android 4.2 (Jelly Bean), upgradable to 4.4.2 (KitKat)'",b'Intel Atom Z2580',b'Dual-core 2.0 GHz',b'PowerVR SGX544MP2',b'microSDXC (dedicated slot)',"b'16GB 2GB RAM, 32GB 2GB RAM'",b'Stylus',,,b'1080p@30fps',,,b'720p',"b'Yes, with stereo speakers'",b'Yes',,"b'Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot'","b'3.0, A2DP, EDR'","b'Yes, with A-GPS, GLONASS'",b'Yes',b'No',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Po 3200 mAh, non-removable (15 Wh)'",,"b'White, Black'",,b'About 350 EUR',,,,,,,,,,"b'8 MP, AF'",,,,,,,b'Up to 490 h (2G) / Up to 334 h (3G)',b'Up to 23 h',,,b'1.2 MP',,,,,,,,,,,,,,,,
b'asus',b'Asus Transformer Pad TF701T',b'https://fdn2.gsmarena.com/vv/bigpic/asus-transformer-pad-tf701t.jpg',b'No cellular connectivity',b'N/A',,,,,"b'2013, June. Released 2013, November'",b'Discontinued',b'263 x 180.8 x 8.9 mm (10.35 x 7.12 x 0.35 in)',b'585 g (1.29 lb)',,b'No',"b'Super IPS+ LCD,'","b'10.1 inches, 295.8 cm2 (~62.2% screen-to-body ratio)'","b'2560 x 1600 pixels, 16:10 ratio (~299 ppi density)'",b'Corning Gorilla Glass 2',b'Android 4.2 (Jelly Bean)',b'Nvidia Tegra 4 T40X',b'Quad-core 1.9 GHz Cortex-A15',b'ULP GeForce',b'microSDXC (dedicated slot)',"b'32GB 2GB RAM, 64GB 2GB RAM'",b'Optional mobile dock with standard QWERTY keyboard and trackpad',,b'HDR',b'1080p@30fps',,,b'720p',b'Yes',b'Yes',b'HDMI port',"b'Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct'","b'3.0, A2DP, EDR'","b'Yes, with A-GPS'",b'No',b'No',b'microUSB 2.0',"b'Accelerometer, gyro, compass'",b'Li-Po (31 Wh)',,b'Silver',,b'About 400 EUR',,b'Contrast ratio: 1119:1 (nominal)',b'Photo / Video',b'Voice 59dB / Noise 64dB / Ring 67dB',,,,,,"b'5 MP, AF'",,,,,,,,b'Up to 13 h (multimedia)',b'Noise -90.6dB / Crosstalk -83.0dB',,b'1.2 MP',,,,b'No',b'No',,,,,,,,,,,
b'asus',b'Asus Memo Pad FHD10',b'https://fdn2.gsmarena.com/vv/bigpic/asus-memo-pad-fhd10.jpg',b'No cellular connectivity',b'N/A',,,,,"b'2013, June. Released 2013, August'",b'Discontinued',b'264.6 x 182.4 x 9.5 mm (10.42 x 7.18 x 0.37 in)',b'580 g (1.28 lb)',,b'No',"b'IPS LCD,'","b'10.0 inches, 290.0 cm2 (~60.1% screen-to-body ratio)'","b'1920 x 1200 pixels, 16:10 ratio (~226 ppi density)'",,"b'Android 4.2 (Jelly Bean), upgradable to 4.3 (Jelly Bean), Waveshare UI'",b'Intel Atom Z2560',b'Dual-core 1.6 GHz',b'PowerVR SGX544MP2',b'microSDXC (dedicated slot)',"b'16GB 2GB RAM, 32GB 2GB RAM'",,,,b'1080p@30fps',,,b'',"b'Yes, with stereo speakers'",b'Yes',,"b'Wi-Fi 802.11 a/b/g/n, dual-band'",b'3.0',"b'Yes, with A-GPS'",b'No',b'No',b'2.0',"b'Accelerometer, gyro, compass'","b'Li-Ion 6760 mAh, non-removable (25 Wh)'",,"b'Royal Blue, Silk White, Vivid Pink'",,,,,,,,,,,,"b'5 MP, AF'",,,,,,,,b'Up to 10 h (multimedia)',,,b'1.2 MP',,,,b'No',b'No',,,,,,,,,,,
b'asus',b'Asus Memo Pad HD7 8 GB',b'https://fdn2.gsmarena.com/vv/bigpic/asus-memo-pad-hd7.jpg',b'No cellular connectivity',b'N/A',,,,,"b'2013, June. Released 2013, July'",b'Discontinued',b'196.8 x 120.6 x 10.8 mm (7.75 x 4.75 x 0.43 in)',b'302 g (10.65 oz)',,b'No',b'IPS LCD',"b'7.0 inches, 142.1 cm2 (~59.9% screen-to-body ratio)'","b'800 x 1280 pixels, 16:10 ratio (~216 ppi density)'",,"b'Android 4.2 (Jelly Bean), upgradable to 4.2.2 (Jelly Bean), Waveshare UI'",b'Mediatek MT8125 (28 nm)',b'Quad-core 1.2 GHz Cortex-A7',b'PowerVR SGX544',b'microSDHC (dedicated slot)',b'8GB 1GB RAM',,,,b'720p@30fps',,,b'',b'Yes',b'Yes',,"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct'","b'4.0, A2DP'",b'Yes',b'No',b'No',b'microUSB 2.0',"b'Accelerometer, compass'",b'Li-Po (15 Wh)',,"b'Black, Gray, White, Pink, Green'",,b'About 100 EUR',,,,,,,,,,b'2 MP',,,,,,,,b'Up to 10 h (multimedia)',,,b'VGA',,,,b'No',b'No',,,,,,,,,,,
b'asus',b'Asus Memo Pad HD7 16 GB',b'https://fdn2.gsmarena.com/vv/bigpic/asus-memo-pad-hd7.jpg',b'No cellular connectivity',b'N/A',,,,,"b'2013, June. Released 2013, July'",b'Discontinued',b'196.8 x 120.6 x 10.8 mm (7.75 x 4.75 x 0.43 in)',b'302 g (10.65 oz)',,b'No',b'IPS LCD',"b'7.0 inches, 142.1 cm2 (~59.9% screen-to-body ratio)'","b'800 x 1280 pixels, 16:10 ratio (~216 ppi density)'",,"b'Android 4.2 (Jelly Bean), upgradable to 4.2.2 (Jelly Bean), Waveshare UI'",b'Mediatek MT8125 (28 nm)',b'Quad-core 1.2 GHz Cortex-A7',b'PowerVR SGX544',b'microSDHC (dedicated slot)',b'16GB 1GB RAM',,,,b'1080p@30fps',,,b'720p',"b'Yes, with stereo speakers'",b'Yes',,"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct'","b'4.0, A2DP'",b'Yes',b'No',b'No',b'microUSB 2.0',"b'Accelerometer, compass'",b'Li-Po (15 Wh)',,"b'Black, Gray, White, Pink, Green'",,b'About 130 EUR',,,,,,,,,,"b'5 MP, AF'",,,,,,,,b'Up to 10 h (multimedia)',,,b'1.2 MP',,,,b'No',b'No',,,,,,,,,,,
b'asus',b'Asus Fonepad',b'https://fdn2.gsmarena.com/vv/bigpic/asus-fonepad-new.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',,,b'HSPA 21.1/5.76 Mbps',"b'2013, February. Released 2013, April'",b'Discontinued',b'196.4 x 120.1 x 10.4 mm (7.73 x 4.73 x 0.41 in)',b'340 g (11.99 oz)',,b'Micro-SIM',b'IPS LCD',"b'7.0 inches, 142.1 cm2 (~60.2% screen-to-body ratio)'","b'800 x 1280 pixels, 16:10 ratio (~216 ppi density)'",,b'Android 4.1 (Jelly Bean)',b'Intel Atom Z2420 / Intel Atom Z2460',b'1.2 GHz / 1.6 GHz',b'PowerVR SGX540',b'microSDHC (dedicated slot)',"b'8GB 1GB RAM, 16GB 1GB RAM'",,,,b'720p',,,b'',b'Yes',b'Yes',,"b'Wi-Fi 802.11 b/g/n, hotspot'","b'3.0, A2DP'","b'Yes, with A-GPS, GLONASS'",b'No',b'No',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Ion 4270 mAh, non-removable (16 Wh)'",,"b'Titanium Gray, Champagne Gold'",,b'About 260 EUR',,,,,,,,,,"b'3.15 MP, AF (selected markets only)'",,,,,,,,b'Up to 9 h (multimedia)',,,b'1.2 MP',,,,,,,,,,,,,,,,
b'asus',b'Asus PadFone Infinity',b'https://fdn2.gsmarena.com/vv/bigpic/asus-padfone-infinity.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 2100',"b'1, 3, 7, 20'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps'","b'2013, February. Released 2013, April'",b'Discontinued',b'143.5 x 72.8 x 8.9 mm (5.65 x 2.87 x 0.35 in)',b'141 g (4.97 oz)',,b'Nano-SIM',b'Super IPS+ LCD',"b'5.0 inches, 68.9 cm2 (~66.0% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~441 ppi density)'",b'Corning Gorilla Glass',"b'Android 4.1.2 (Jelly Bean), upgradable to 4.4.2 (KitKat)'",b'Qualcomm APQ8064T Snapdragon 600',b'Quad-core 1.7 GHz Krait',b'Adreno 320',b'No',"b'32GB 2GB RAM, 64GB 2GB RAM'","b'Padfone Station with 10.1 inches IPS display, 1920 x 1200 pixels, 5000 mAh battery, 1 MP front camera. 264.6 x 181.6 x 10.7mm, 530g.'",,b'LED flash',b'1080p@30fps',,,b'1080p@30fps',b'Yes',b'Yes',,"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS, GLONASS'",b'Yes',b'FM radio',"b'microUSB 2.0 (SlimPort TV-out), USB On-The-Go'","b'Accelerometer, gyro, proximity, compass'","b'Li-Po 2400 mAh, non-removable'",,"b'Titanium Gray, Champagne Gold, Hot Pink'",,b'About 1000 EUR',,,,,,,,,,"b'13 MP, AF'",,,,,,,b'Up to 410 h',b'Up to 19 h',,,b'2 MP',,,,,,,,,,,,,,,,
b'asus',b'Asus Memo Pad Smart 10',b'https://fdn2.gsmarena.com/vv/bigpic/asus-memo-pad-smart-10.jpg',b'No cellular connectivity',b'N/A',,,,,"b'2013, February. Released 2013, May'",b'Discontinued',b'263 x 180.8 x 9.9 mm (10.35 x 7.12 x 0.39 in)',b'580 g (1.28 lb)',,b'No',b'LED-backlit IPS LCD',"b'10.1 inches, 295.8 cm2 (~62.2% screen-to-body ratio)'","b'1280 x 800 pixels, 16:10 ratio (~149 ppi density)'",,b'Android 4.1 (Jelly Bean)',b'Nvidia Tegra 3 T33',b'Quad-core 1.2 GHz',b'ULP GeForce',b'microSDHC (dedicated slot)',b'16GB 1GB RAM',b'SRS audio',,,b'Yes',,,b'',"b'Yes, with stereo speakers'",b'Yes',b'HDMI port',"b'Wi-Fi 802.11 a/b/g/n, dual band'","b'3.0, A2DP, EDR'",b'Yes',b'No',b'No',b'microUSB 2.0',"b'Accelerometer, gyro, compass'",b'Li-Po (19 Wh)',,"b'Crystal White, Midnight Blue, Fuchsia Pink'",,b'About 230 EUR',,,,,,,,,,"b'5 MP, AF'",,,,,,,,b'Up to 8 h 30 min (multimedia)',,,b'1.2 MP',,,,b'No',b'No',,,,,,,,,,,
b'asus',b'Asus Memo Pad ME172V',b'https://fdn2.gsmarena.com/vv/bigpic/asus-memo-pad-me172v.jpg',b'No cellular connectivity',b'N/A',,,,,"b'2013, January. Released 2013, January'",b'Discontinued',b'196.2 x 119.2 x 11.2 mm (7.72 x 4.69 x 0.44 in)',b'370 g (13.05 oz)',,b'No',"b'LED-backlit LCD,'","b'7.0 inches, 137.9 cm2 (~59.0% screen-to-body ratio)'","b'600 x 1024 pixels, 16:9 ratio (~170 ppi density)'",,b'Android 4.1 (Jelly Bean)',b'VIA WM8950',b'1.0 GHz',b'Mali-400',b'microSDHC (dedicated slot)',"b'8GB 1GB RAM, 16GB 1GB RAM'",b'No',,,b'720p',,,,b'Yes',b'Yes',,b'Wi-Fi 802.11 b/g/n',b'No',b'No',b'No',b'No',b'microUSB 2.0',b'Accelerometer',"b'Li-Po 4270 mAh, non-removable (16 Wh)'",,"b'Sugar White, Titanium Gray, Cherry Pink'",,b'About 110 EUR',,,,,,,,,,b'1 MP',,,,,,,,b'Up to 7 h (multimedia)',,,,,,,b'No',b'No',,,,,,,,,,,
b'asus',b'Asus Google Nexus 7 Cellular',b'https://fdn2.gsmarena.com/vv/bigpic/asus-google-nexus-7-new.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1700 / 1900 / 2100',,,b'HSPA 21.1/5.76 Mbps',"b'2012, October. Released 2012, November'",b'Discontinued',b'198.5 x 120 x 10.5 mm (7.81 x 4.72 x 0.41 in)',b'347 g (12.24 oz)',,b'Micro-SIM',b'LED-backlit IPS LCD',"b'7.0 inches, 142.1 cm2 (~59.6% screen-to-body ratio)'","b'800 x 1280 pixels, 16:10 ratio (~216 ppi density)'",b'Corning Gorilla Glass',"b'Android 4.1 (Jelly Bean), upgradable to 5.1.1 (Lollipop)'",b'Nvidia Tegra 3',b'Quad-core 1.2 GHz Cortex-A9',b'ULP GeForce',b'No',"b'16GB 1GB RAM, 32GB 1GB RAM'",b'HSDPA 850 / 900 / 2100',,,b'720p',,,,"b'Yes, with stereo speakers'",b'Yes',b'No',"b'Wi-Fi 802.11 b/g/n, hotspot'",b'3.0',b'Yes',b'Yes',b'No',b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass'","b'Li-Ion 4325 mAh, non-removable (16 Wh)'",,b'Black',,b'About 230 EUR',,b'Contrast ratio: 908:1 (nominal)',,b'Voice 68dB / Noise 65dB / Ring 75dB',,,,,b'Google Wallet MP4/H.264 player MP3/WAV/eAAC+/WMA player Photo/video editor Document viewer',b'1.2 MP',,,,,,,b'Up to 300 h',b'Up to 9 h (multimedia)',b'Noise -69.8dB / Crosstalk -72.1dB',,,,,,,,,,,,,,,,,,
b'asus',b'Asus VivoTab RT TF600T',b'https://fdn2.gsmarena.com/vv/bigpic/asus-vivotab-rt.jpg',b'No cellular connectivity',b'N/A',,,,,"b'2012, October. Released 2012, November'",b'Discontinued',b'262.5 x 170.9 x 8.3 mm (10.33 x 6.73 x 0.33 in)',b'525 g (1.16 lb)',,b'No',b'Super IPS+ LCD',"b'10.1 inches, 281.1 cm2 (~62.7% screen-to-body ratio)'","b'1366 x 768 pixels, 16:9 ratio (~155 ppi density)'",b'Corning Gorilla Glass',b'Microsoft Windows RT',b'Nvidia Tegra 3 T30',b'Quad-core 1.3 GHz Cortex-A9',b'ULP GeForce',b'microSDXC (dedicated slot)',"b'32GB 2GB RAM, 64GB 2GB RAM'",b'TruVivid technology',,b'LED flash',b'1080p@30fps',,,b'',"b'Yes, with quad speakers'",b'Yes',b'SonicMaster sound technology',b'Wi-Fi 802.11 b/g/n',"b'4.0, A2DP'",b'No',b'Yes',b'No',"b'USB 2.0, USB On-The-Go'","b'Accelerometer, gyro, compass'",b'Li-Po (25 Wh)',,b'Gray',,b'About 420 EUR',,,,,,,,,b'Asus WebStorage (32 GB) HDMI port MP4/DivX/Xvid/H.264 player MP3/WAV/eAAC+ player Photo viewer/editor Document editor/viewer',"b'8 MP, AF'",,,,,,,,b'Up to 9 h',,,b'2 MP',,,,b'No',b'No',,,,,,,,,,,
b'asus',b'Asus PadFone 2',b'https://fdn2.gsmarena.com/vv/bigpic/asus-padfone-2-a68-new.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1700 / 1900 / 2100',"b'3, 7, 20'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps'","b'2012, October. Released 2012, December'",b'Discontinued',b'137.9 x 68.9 x 9 mm (5.43 x 2.71 x 0.35 in)',b'135 g (4.76 oz)',,b'Micro-SIM',b'Super IPS+ LCD',"b'4.7 inches, 60.9 cm2 (~64.1% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~312 ppi density)'",b'Corning Gorilla Glass',"b'Android 4.0 (Ice Cream Sandwich), upgradable to 4.4.2 (KitKat)'",b'Qualcomm APQ8064 Snapdragon S4 Pro',b'Quad-core 1.5 GHz Krait',b'Adreno 320',b'No',"b'16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM'",b'HSDPA 900 / 2100',,b'LED flash',"b'1080p@30fps, 720p@60fps'",,,b'720p',b'Yes',b'Yes',"b'Optional Padfone Station with 10.1 inches IPS display, 1280 x 800 pixels @ 514 g, 5000 mAh battery.'","b'Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'Yes',b'FM radio',"b'microUSB 2.0 (MHL TV-out), USB On-The-Go'","b'Accelerometer, gyro, proximity, compass'","b'Li-Ion 2140 mAh, non-removable'",,"b'Black, White'",,b'About 450 EUR',,b'Contrast ratio: 1256:1 (nominal) / 911:1 (docking station)',,b'Voice 57dB / Noise 66dB / Ring 77dB',b'Endurance rating 56h',,,,b'ASUS WebStorage (50 GB storage) MP3/WAV/eAAC+ player MP4/H.264 player Document viewer Photo viewer/editor',"b'13 MP, AF'",,,,,,,b'Up to 352 h',b'Up to 16 h',b'Noise -82.7dB / Crosstalk -82.9dB',,b'1.2 MP',,,,,,,,,,,,,,,,
b'asus',b'Asus Google Nexus 7',b'https://fdn2.gsmarena.com/vv/bigpic/asus-google-nexus-7-new.jpg',b'No cellular connectivity',b'N/A',,,,,"b'2012, June. Released 2012, July'",b'Discontinued',b'198.5 x 120 x 10.5 mm (7.81 x 4.72 x 0.41 in)',b'340 g (11.99 oz)',,b'No',b'LED-backlit IPS LCD',"b'7.0 inches, 142.1 cm2 (~59.6% screen-to-body ratio)'","b'800 x 1280 pixels, 16:10 ratio (~216 ppi density)'",b'Corning Gorilla Glass',"b'Android 4.1.2 (Jelly Bean), upgradable to 5.1.1 (Lollipop)'",b'Nvidia Tegra 3',b'Quad-core 1.2 GHz Cortex-A9',b'ULP GeForce',b'No',"b'8GB 1GB RAM, 16GB 1GB RAM, 32GB 1GB RAM'",b'No',,,b'720p',,,,"b'Yes, with stereo speakers'",b'Yes',,b'Wi-Fi 802.11 b/g/n',b'3.0',b'Yes',b'Yes',b'No',b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass'",b'Non-removable Li-Ion 4325 mAh battery (16 Wh)',,b'Black',,b'About 150 EUR',,b'Contrast ratio: 908:1 (nominal)',,b'Voice 68dB / Noise 65dB / Ring 75dB',,,,,,b'1.2 MP',,,,,,,,b'Up to 10 h (multimedia)',b'Noise -69.8dB / Crosstalk -72.1dB',,,,,,b'No',b'No',b'1.39 W/kg (body)',,,,,,,,,,
b'asus',b'Asus Transformer Pad Infinity 700 LTE',b'https://fdn2.gsmarena.com/vv/bigpic/asus-transformer-infinity.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 2100',b'LTE (unspecified)',,"b'HSPA 21.1/5.76 Mbps, LTE Cat3 100/50 Mbps'","b'2012, February. Released 2012, Q4'",b'Discontinued',b'262.9 x 180.8 x 8.4 mm (10.35 x 7.12 x 0.33 in)',b'625 g (1.38 lb)',,b'Mini-SIM',"b'Super IPS+ LCD,'","b'10.1 inches, 295.8 cm2 (~62.2% screen-to-body ratio)'","b'1920 x 1200 pixels, 16:10 ratio (~224 ppi density)'",b'Corning Gorilla Glass 2',"b'Android 4.0 (Ice Cream Sandwich), upgradable to 4.2.1 (Jelly Bean)'",b'Qualcomm MSM8960 Snapdragon S4 Plus',b'Dual-core 1.5 GHz Krait',b'Adreno 225',b'microSDHC (dedicated slot)',"b'32GB 1GB RAM, 64GB 1GB RAM'",b'Optional mobile dock with standard QWERTY keyboard and trackpad',,b'LED flash',b'1080p@30fps',,,b'',"b'Yes, with stereo speakers'",b'Yes',b'ASUS Waveshare UI',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'3.0, A2DP, EDR'","b'Yes, with A-GPS'",,b'No',b'2.0',"b'Accelerometer, gyro, compass'",b'Non-removable Li-Po battery (25 Wh)',,"b'Amethyst Gray, Champagne Gold'",,b'About 430 EUR',,,,,,,,,b'HDMI port MP3/WAV/WMA/AAC player MP4/H.264 player Organizer Document editor Photo viewer/editor Voice memo/dial Predictive text input',"b'8 MP, AF'",,,,,,,,b'Up to 10 h (multimedia)',,,b'2 MP',,,,,,,,,,,,,,,,
