Brand,Model Name,Model Image,Technology,2G bands,,3G bands,_1,4G bands,5G bands,_1_1,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,Dual,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,Display,Battery life,128GB 8GB RAM,128GB 6GB RAM,Single_1,Performance,Dual_1,Camera,Loudspeaker_1,Audio quality,64GB 6GB RAM,64GB 4GB RAM,128GB 4GB RAM,GPRS,EDGE,Stand-by,Talk time,Music play,SAR,SAR EU
b'google',b'Google Pixel 5',b'https://fdn2.gsmarena.com/vv/bigpic/google-pixel-5-5g.jpg',b'GSM / CDMA / HSPA / EVDO / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900',b'CDMA 800 / 1700 / 1900',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',b'CDMA2000 1xEV-DO',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 28, 29, 30, 32, 38, 39, 40, 41, 42, 46, 48, 66, 71'","b'1, 2, 3, 5, 7, 8, 12, 28, 41, 66, 71, 77, 78, 258, 260, 261 Sub6/mmWave - GD1YQ'",b'UFS 2.1',"b'HSPA 42.2/5.76 Mbps, LTE-A (CA), 5G'","b'2020, September 30'","b'Available. Released 2020, October 15'",b'144.7 x 70.4 x 8 mm (5.70 x 2.77 x 0.31 in)',b'151 g (5.33 oz)',"b'Glass front (Gorilla Glass 6), aluminum back, aluminum frame'",b'Nano-SIM and/or eSIM',"b'OLED, 90Hz, HDR10+'","b'6.0 inches, 87.6 cm2 (~85.9% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~432 ppi density)'",b'Corning Gorilla Glass 6',b'Android 11',b'Qualcomm SM7250 Snapdragon 765G (7 nm)',b'Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver)',b'Adreno 620',b'No',b'128GB 8GB RAM',"b'12.2 MP, f/1.7, 27mm (wide), 1/2.55"", 1.4\xc2\xb5m, dual pixel PDAF, OIS 16 MP, f/2.2, 107\xcb\x9a (ultrawide), 1.0\xc2\xb5m'","b'LED flash, Auto-HDR, panorama'","b'4K@30/60fps, 1080p@30/60/120/240fps; gyro-EIS'","b'8 MP, f/2.0, 24mm (wide), 1/4.0"", 1.12\xc2\xb5m'",b'Auto-HDR',b'1080p@30fps',"b'Yes, with stereo speakers'",b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, GALILEO, QZSS, BDS'",b'Yes',b'No',b'USB Type-C 3.1',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer'","b'Li-Po 4080 mAh, non-removable'",b'USB Power Delivery 2.0 Fast charging 18W Wireless charging 12W Reverse charging 5W',"b'Just Black, Sorta Sage'","b'GD1YQ, GTT9Q'","b'$\xe2\x80\x89679.99 / \xe2\x82\xac\xe2\x80\x89720.00 / \xc2\xa3\xe2\x80\x89579.80 / \xe2\x82\xb9\xe2\x80\x8973,000'",b'Contrast ratio: Infinite (nominal)',b'Endurance rating 95h',b'$\xe2\x80\x89679.99',,,,,,,,,,,,,,,,,
b'google',b'Google Pixel 4a 5G',b'https://fdn2.gsmarena.com/vv/bigpic/google-pixel-4a-5g.jpg',b'GSM / HSPA / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900',b'Always-on display',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',b'UFS 2.1',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 28, 29, 30, 32, 38, 39, 40, 41, 42, 46, 48, 66, 71'","b'1, 2, 3, 5, 7, 8, 12, 28, 41, 66, 71, 77, 78 Sub6, mmWave (market dependant)'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (CA), 5G'","b'2020, September 30'","b'Available. Released 2020, November 05'",b'153.9 x 74 x 8.2 mm (Sub-6) or 8.5 mm (Sub-6 and mmWave)',b'168 g (5G Sub-6); 171 g ( 5G Sub-6 and mmWave) (5.93 oz)',"b'Glass front (Gorilla Glass 3), plastic back, plastic frame'",b'Nano-SIM and/or eSIM',"b'OLED, HDR'","b'6.2 inches, 95.7 cm2 (~84.1% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~413 ppi density)'",b'Corning Gorilla Glass 3',b'Android 11',b'Qualcomm SM7250 Snapdragon 765G (7 nm)',b'Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver)',b'Adreno 620',b'No',b'128GB 6GB RAM',"b'12.2 MP, f/1.7, 27mm (wide), 1/2.55"", 1.4\xc2\xb5m, dual pixel PDAF, OIS 16 MP, f/2.2, 107\xcb\x9a (ultrawide), 1.0\xc2\xb5m'","b'LED flash, Auto-HDR, panorama'","b'4K@30/60fps, 1080p@30/60/120/240fps; gyro-EIS'","b'8 MP, f/2.0, 24mm (wide), 1/4.0"", 1.12\xc2\xb5m'",b'Auto-HDR',b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, GALILEO, QZSS, BDS'",b'Yes',b'No',b'USB Type-C 3.1',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer'","b'Li-Po 3885 mAh, non-removable'",b'Fast charging 18W USB Power Delivery 2.0',b'Just Black',"b'GD1YQ, G025I'",b'$\xe2\x80\x89459.00 / \xe2\x82\xac\xe2\x80\x89520.84 / \xc2\xa3\xe2\x80\x89469.99',,,,b'$\xe2\x80\x89459.00',,,,,,,,,,,,,,,,
b'google',b'Google Pixel 4a',b'https://fdn2.gsmarena.com/vv/bigpic/google-pixel-4a.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'Always-on display',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',b'UFS 2.1',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 20, 25, 26, 28, 29, 30, 38, 39, 40, 41, 66, 71'",,,"b'HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/75 Mbps'","b'2020, August 03'","b'Available. Released 2020, August 20'",b'144 x 69.4 x 8.2 mm (5.67 x 2.73 x 0.32 in)',b'143 g (5.04 oz)',"b'Glass front (Gorilla Glass 3), plastic back, plastic frame'",b'Nano-SIM and/or eSIM',"b'OLED, HDR'","b'5.81 inches, 83.2 cm2 (~83.3% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~443 ppi density)'",b'Corning Gorilla Glass 3',"b'Android 10, upgradable to Android 11'",b'Qualcomm SDM730 Snapdragon 730G (8 nm)',b'Octa-core (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver)',b'Adreno 618',b'No',b'128GB 6GB RAM',,"b'LED flash, Auto-HDR, panorama'","b'4K@30fps, 1080p@30/60/120fps; gyro-EIS'","b'12.2 MP, f/1.7, 27mm (wide), 1/2.55"", 1.4\xc2\xb5m, dual pixel PDAF, OIS'",b'Auto-HDR',b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'5.0, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, GALILEO, QZSS'",b'Yes',b'No',b'USB Type-C 3.1',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer'","b'Li-Po 3140 mAh, non-removable'",b'Fast charging 18W USB Power Delivery 2.0',"b'Just Black, Barely Blue'",b'G025J',"b'$\xe2\x80\x89349.00 / \xe2\x82\xac\xe2\x80\x89439.98 / \xc2\xa3\xe2\x80\x89349.00 / \xe2\x82\xb9\xe2\x80\x8937,450'",b'Contrast ratio: Infinite (nominal)',b'Endurance rating 76h',,b'$\xe2\x80\x89349.00',"b'8 MP, f/2.0, 24mm (wide), 1.12\xc2\xb5m'","b'AnTuTu: 268714 (v8) GeekBench: 6426 (v4.4), 1626 (v5.1) GFXBench: 17fps (ES 3.1 onscreen)'",,,,,,,,,,,,,,
b'google',b'Google Pixel 4 XL',b'https://fdn2.gsmarena.com/vv/bigpic/google-pixel-4-r1.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900',b'CDMA 800 / 1900',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',b'CDMA2000 1xEV-DO',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 25, 26, 28, 32, 38, 39, 40, 41, 66, 71 - Global'",,b'UFS 2.1',"b'HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps'","b'2019, October 15'","b'Available. Released 2019, October 22'",b'160.4 x 75.1 x 8.2 mm (6.31 x 2.96 x 0.32 in)',b'193 g (6.81 oz)',"b'Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame'",b'Nano-SIM and/or eSIM',"b'P-OLED, 90Hz, HDR'","b'6.3 inches, 98.0 cm2 (~81.3% screen-to-body ratio)'","b'1440 x 3040 pixels, 19:9 ratio (~537 ppi density)'",b'Corning Gorilla Glass 5',"b'Android 10, upgradable to Android 11'",b'Qualcomm SM8150 Snapdragon 855 (7 nm)',b'Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485)',b'Adreno 640',b'No',"b'64GB 6GB RAM, 128GB 6GB RAM'","b'12.2 MP, f/1.7, 27mm (wide), 1/2.55"", 1.4\xc2\xb5m, dual pixel PDAF, OIS 16 MP, f/2.4, 50mm (telephoto), 1/3.6"", 1.0\xc2\xb5m, PDAF, OIS, 2x optical zoom'","b'Dual-LED flash, Auto-HDR, panorama'","b'4K@30fps, 1080p@30/60/120fps, 1080p@30fps (gyro-EIS)'",,b'Auto-HDR',b'1080p@30fps',"b'Yes, with stereo speakers'",b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'5.0, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, BDS, GALILEO'",b'Yes',b'No',b'USB Type-C 3.1',"b'Face ID, accelerometer, gyro, proximity, compass, barometer'","b'Li-Po 3700 mAh, non-removable'",b'Fast charging 18W USB Power Delivery 2.0 Wireless charging',"b'Clearly White, Just Black, Oh So Orange'","b'G020P, G020, GA01181-US, GA01182-US, GA01180-US'","b'\xe2\x82\xac\xe2\x80\x89524.00 / $\xe2\x80\x89445.22 / \xc2\xa3\xe2\x80\x89339.49 / \xe2\x82\xb9\xe2\x80\x8975,999'",,b'Endurance rating 73h',,b'\xc2\xa3\xe2\x80\x89590.99',,"b'AnTuTu: 323305 (v7), 403267 (v8) GeekBench: 10171 (v4.4), 2267 (v5.1) GFXBench: 21fps (ES 3.1 onscreen)'","b'8 MP, f/2.0, 22mm (wide), 1.22\xc2\xb5m, no AF TOF 3D, (depth/biometrics sensor)'",b'Photo / Video',b'Voice 80dB / Noise 78dB / Ring 88dB',b'Noise -93.9 / Crosstalk -94.1',b'\xe2\x82\xac\xe2\x80\x89524.00',,,,,,,,,
b'google',b'Google Pixel 4',b'https://fdn2.gsmarena.com/vv/bigpic/google-pixel-4-r1.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900',b'CDMA 800 / 1900',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',b'CDMA2000 1xEV-DO',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 25, 26, 28, 32, 38, 39, 40, 41, 66, 71 - Global'",,b'UFS 2.1',"b'HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps'","b'2019, October 15'","b'Available. Released 2019, October 22'",b'147.1 x 68.8 x 8.2 mm (5.79 x 2.71 x 0.32 in)',b'162 g (5.71 oz)',"b'Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame'",b'Nano-SIM and/or eSIM',"b'P-OLED, 90Hz, HDR'","b'5.7 inches, 80.7 cm2 (~79.8% screen-to-body ratio)'","b'1080 x 2280 pixels, 19:9 ratio (~444 ppi density)'",b'Corning Gorilla Glass 5',"b'Android 10, upgradable to Android 11'",b'Qualcomm SM8150 Snapdragon 855 (7 nm)',b'Octa-core (1x2.84 GHz Kryo 485 & 3x2.42 GHz Kryo 485 & 4x1.78 GHz Kryo 485)',b'Adreno 640',b'No',"b'64GB 6GB RAM, 128GB 6GB RAM'","b'12.2 MP, f/1.7, 27mm (wide), 1/2.55"", 1.4\xc2\xb5m, dual pixel PDAF, OIS 16 MP, f/2.4, 50mm (telephoto), 1/3.6"", 1.0\xc2\xb5m, PDAF, OIS, 2x optical zoom'","b'Dual-LED flash, Auto-HDR, panorama'","b'4K@30fps, 1080p@30/60/120fps, 1080p@30fps (gyro-EIS)'",,b'Auto-HDR',b'1080p@30fps',"b'Yes, with stereo speakers'",b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'5.0, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, BDS, GALILEO'",b'Yes',b'No',b'USB Type-C 3.1',"b'Face ID, accelerometer, gyro, proximity, compass, barometer'","b'Li-Po 2800 mAh, non-removable'",b'Fast charging 18W USB Power Delivery 2.0 Wireless charging',"b'Clearly White, Just Black, Oh So Orange'","b'G020M, G020I, GA01188-US, GA01187-US, GA01189-US, GA01191-US, GA01189-US'",b'\xe2\x82\xac\xe2\x80\x89462.00 / $\xe2\x80\x89390.26 / \xc2\xa3\xe2\x80\x89316.79',b'Contrast ratio: Infinite (nominal)',b'Endurance rating 62h',,b'\xc2\xa3\xe2\x80\x89739.75',,b'AnTuTu: 395351 (v8) GeekBench: 2542 (v5.1) GFXBench: 31fps (ES 3.1 onscreen)',"b'8 MP, f/2.0, 22mm (wide), 1.22\xc2\xb5m, no AF TOF 3D, (depth/biometrics sensor)'",b'Photo / Video',b'Voice 79dB / Noise 71dB / Ring 83dB',b'Noise -71.5dB / Crosstalk -69.8dB',b'\xe2\x82\xac\xe2\x80\x89462.00',,,,,,,,,
b'google',b'Google Pixel 3a XL',b'https://fdn2.gsmarena.com/vv/bigpic/google-pixel-3a-xl-.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900',b'CDMA 800 / 1900',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',b'CDMA2000 1xEV-DO',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 20, 25, 26, 28, 29, 30, 38, 40, 41, 66, 71'",,b'eMMC 5.1',"b'HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat11 600/75 Mbps'","b'2019, May 07'","b'Available. Released 2019, May 15'",b'160.1 x 76.1 x 8.2 mm (6.30 x 3.00 x 0.32 in)',b'167 g (5.89 oz)',"b'Glass front (Asahi Dragontrail), plastic back, plastic frame'",b'Nano-SIM and/or eSIM',b'OLED',"b'6.0 inches, 92.9 cm2 (~76.3% screen-to-body ratio)'","b'1080 x 2160 pixels, 18:9 ratio (~402 ppi density)'",b'Asahi Dragontrail Glass',"b'Android 9.0 (Pie), upgradable to Android 11'",b'Qualcomm SDM670 Snapdragon 670 (10 nm)',b'Octa-core (2x2.0 GHz 360 Gold & 6x1.7 GHz Kryo 360 Silver)',b'Adreno 615',b'No',b'64GB 4GB RAM',,"b'Dual-LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/60/120fps'","b'12.2 MP, f/1.8, 28mm (wide), 1/2.55"", 1.4\xc2\xb5m, dual pixel PDAF, OIS'",b'HDR',b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, GALILEO'",b'Yes',b'No',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer'","b'Li-Po 3700 mAh, non-removable'",b'Fast charging 18W USB Power Delivery 2.0',"b'Just Black, Clearly White, Purple-ish'","b'G020C, G020G, G020F'","b'\xe2\x82\xac\xe2\x80\x89105.85 / $\xe2\x80\x89138.00 / \xc2\xa3\xe2\x80\x89248.00 / \xe2\x82\xb9\xe2\x80\x891,599'",b'Contrast ratio: infinite',b'Endurance rating 98h',,,"b'8 MP, f/2.0, 24mm (wide), 1/4"", 1.12\xc2\xb5m'","b'AnTuTu: 159110 (v7), 176612 (v8) GeekBench: 5176 (v4.4), 1307 (v5.1) GFXBench: 11fps (ES 3.1 onscreen)'",,,b'Voice 79dB / Noise 77dB / Ring 91dB',b'Noise -90.8dB / Crosstalk -94.8dB',,b'\xe2\x82\xac\xe2\x80\x89105.85',,,,,,,,
b'google',b'Google Pixel 3a',b'https://fdn2.gsmarena.com/vv/bigpic/google-pixel-3a.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900',b'CDMA 800 / 1900',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',b'CDMA2000 1xEV-DO',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 25, 26, 28, 32, 38, 40, 41, 66, 71'",,b'eMMC 5.1',"b'HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat11 600/75 Mbps'","b'2019, May 07'","b'Available. Released 2019, May 15'",b'151.3 x 70.1 x 8.2 mm (5.96 x 2.76 x 0.32 in)',b'147 g (5.19 oz)',"b'Glass front (Asahi Dragontrail), plastic back, plastic frame'",b'Nano-SIM and/or eSIM',b'OLED',"b'5.6 inches, 79.6 cm2 (~75.0% screen-to-body ratio)'","b'1080 x 2220 pixels, 18.5:9 ratio (~441 ppi density)'",b'Asahi Dragontrail Glass',"b'Android 9.0 (Pie), upgradable to Android 11'",b'Qualcomm SDM670 Snapdragon 670 (10 nm)',b'Octa-core (2x2.0 GHz 360 Gold & 6x1.7 GHz Kryo 360 Silver)',b'Adreno 615',b'No',b'64GB 4GB RAM',,"b'Dual-LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/60/120fps'","b'12.2 MP, f/1.8, 28mm (wide), 1/2.55"", 1.4\xc2\xb5m, dual pixel PDAF, OIS'",b'HDR',b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, GALILEO'",b'Yes',b'No',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer'","b'Li-Po 3000 mAh, non-removable'",b'Fast charging 18W USB Power Delivery 2.0',"b'Just Black, Clearly White, Purple-ish'","b'G020A, G020E, G020B'","b'\xe2\x82\xac\xe2\x80\x89268.99 / $\xe2\x80\x89269.99 / \xc2\xa3\xe2\x80\x89249.99 / \xe2\x82\xb9\xe2\x80\x8949,999'",,,,,"b'8 MP, f/2.0, 24mm (wide), 1/4"", 1.12\xc2\xb5m'",,,,,,,b'\xe2\x82\xac\xe2\x80\x89268.99',,,,,,,,
b'google',b'Google Pixel 3 XL',b'https://fdn2.gsmarena.com/vv/bigpic/google-pixel-3xl-.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900',b'CDMA 800 / 1900',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',b'CDMA2000 1xEV-DO',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 32, 38, 39, 40, 41, 42, 46, 66, 71'",,b'UFS 2.1',"b'HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat16 1024/75 Mbps'","b'2018, October 09'","b'Available. Released 2018, October 18'",b'158 x 76.7 x 7.9 mm (6.22 x 3.02 x 0.31 in)',b'184 g (6.49 oz)',"b'Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame'",b'Nano-SIM card & eSIM',"b'P-OLED, HDR'","b'6.3 inches, 100.3 cm2 (~82.8% screen-to-body ratio)'","b'1440 x 2960 pixels, 18.5:9 ratio (~523 ppi density)'",b'Corning Gorilla Glass 5',"b'Android 9.0 (Pie), upgradable to Android 11'",b'Qualcomm SDM845 Snapdragon 845 (10 nm)',b'Octa-core (4x2.5 GHz Kryo 385 Gold & 4x1.6 GHz Kryo 385 Silver)',b'Adreno 630',b'No',"b'64GB 4GB RAM, 128GB 4GB RAM'","b'8 MP, f/1.8, 28mm (wide), PDAF 8 MP, f/2.2, 19mm (ultrawide), no AF'","b'Dual-LED flash, Auto-HDR, panorama'","b'4K@30fps, 1080p@30/60/120fps, 1080p@30fps (gyro-EIS)'","b'12.2 MP, f/1.8, 28mm (wide), 1/2.55"", 1.4\xc2\xb5m, dual pixel PDAF, OIS'",b'Auto-HDR',b'1080p@30fps',"b'Yes, with stereo speakers'",b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'5.0, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, BDS, GALILEO'",b'Yes',b'No',b'USB Type-C 3.1',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer'","b'Li-Po 3430 mAh, non-removable'",b'Fast charging 18W USB Power Delivery 2.0 Wireless charging',"b'Clearly White, Just Black, Not Pink'",,"b'\xe2\x82\xac\xe2\x80\x89310.96 / $\xe2\x80\x89284.99 / \xc2\xa3\xe2\x80\x89299.99 / \xe2\x82\xb9\xe2\x80\x8965,499'",,,,,,"b'AnTuTu: 258244 (v7), 341814 (v8)GeekBench: 8088 (v4.4), 2092 (v5.1)GFXBench: 12fps (ES 3.1 onscreen)'",,,,,,b'\xe2\x82\xac\xe2\x80\x89310.96',b'\xe2\x82\xac\xe2\x80\x89594.81',,,,,,,
b'google',b'Google Pixel 3',b'https://fdn2.gsmarena.com/vv/bigpic/google-pixel-3-.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900',b'CDMA 800 / 1900',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',b'CDMA2000 1xEV-DO',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 32, 38, 39, 40, 41, 42, 46, 66, 71'",,b'UFS 2.1',"b'HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat16 1024/75 Mbps'","b'2018, October 09'","b'Available. Released 2018, October 18'",b'145.6 x 68.2 x 7.9 mm (5.73 x 2.69 x 0.31 in)',b'148 g (5.22 oz)',"b'Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame'",b'Nano-SIM card & eSIM',"b'P-OLED, HDR'","b'5.5 inches, 76.7 cm2 (~77.2% screen-to-body ratio)'","b'1080 x 2160 pixels, 18:9 ratio (~443 ppi density)'",b'Corning Gorilla Glass 5',"b'Android 9.0 (Pie), upgradable to Android 11'",b'Qualcomm SDM845 Snapdragon 845 (10 nm)',b'Octa-core (4x2.5 GHz Kryo 385 Gold & 4x1.6 GHz Kryo 385 Silver)',b'Adreno 630',b'No',"b'64GB 4GB RAM, 128GB 4GB RAM'","b'8 MP, f/1.8, 28mm (wide), PDAF 8 MP, f/2.2, 19mm (ultrawide), no AF'","b'Dual-LED flash, Auto-HDR, panorama'","b'4K@30fps, 1080p@30/60/120fps, 1080p@30fps (gyro-EIS)'","b'12.2 MP, f/1.8, 28mm (wide), 1/2.55"", 1.4\xc2\xb5m, dual pixel PDAF, OIS'",b'Auto-HDR',b'1080p@30fps',"b'Yes, with stereo speakers'",b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'5.0, A2DP, LE, aptX HD'","b'Yes, with A-GPS, GLONASS, BDS, GALILEO'",b'Yes',b'No',b'USB Type-C 3.1',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass, barometer'","b'Li-Po 2915 mAh, non-removable'",b'Fast charging 18W USB Power Delivery 2.0 Wireless charging',"b'Clearly White, Just Black, Not Pink'",,"b'\xe2\x82\xac\xe2\x80\x89279.99 / $\xe2\x80\x89229.00 / \xc2\xa3\xe2\x80\x89212.98 / \xe2\x82\xb9\xe2\x80\x8963,999'","b'Contrast ratio: Infinite (nominal), 4.350 (sunlight)'",b'Endurance rating 69h',,,,b'AnTuTu: 285044 (v7)GeekBench: 8337 (v4.4)GFXBench: 33fps (ES 3.1 onscreen)',,b'Photo / Video',b'Voice 77dB / Noise 71dB / Ring 81dB',b'Noise -71.7dB / Crosstalk -70.1dB',,b'\xe2\x82\xac\xe2\x80\x89279.99',"b'\xe2\x82\xac\xe2\x80\x891,159.00'",,,,,,,
