Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,Card slot,Phonebook,Call records,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Messaging,Browser,Games,Java,,Type_1,Stand-by,Talk time,Music play,Colors,Price,GPRS,EDGE,_1,Internal,Alert types,_1_1,Protection,Infrared port,SAR EU,OS,CPU,Clock,Alarm,Stand-by_1,Talk time_1
b'sagem',b'Sagem MC 959',b'https://fdn2.gsmarena.com/vv/bigpic/samc959b.gif',b'GSM',b'GSM 900 / 1800',,,b'2000',b'Discontinued',b'116 x 45 x 18 mm (4.57 x 1.77 x 0.71 in)',b'95 g (3.35 oz)',b'Mini-SIM',b'Monochrome graphic',b'',b'up to 7 lines',b'No',b'250',b'',,,,,,b'Yes',b'No',b'No',b'No',b'No',b'No',b'',b'',b'SMS',b'',b'Yes',b'No',b'Fixed icons Softkeys',b'Removable Li-Ion battery',b'150 h',b'3 h',,b'',,b'No',b'No',b'20 short messages',,b'Vibration; Downloadable monophonic ringtones',b'Predictive text input Calculator Curency converter Active flip',,,,,,b'Yes',b'Yes',,
b'sagem',b'Sagem MC 940',b'https://fdn2.gsmarena.com/vv/bigpic/samc940b.gif',b'GSM',b'GSM 900 / 1800',,,b'2000',b'Discontinued',b'116 x 45 x 18 mm (4.57 x 1.77 x 0.71 in)',b'117 g (4.13 oz)',b'Mini-SIM',b'Monochrome graphic',b'',b'up to 7 lines',b'No',b'100',b'',,,,,,b'Yes',b'No',b'No',b'No',b'No',b'No',b'',b'',b'SMS',b'',b'Yes',b'No',b'Fixed icons Softkeys',b'Removable Li-Ion battery',b'160 h',b'3 h',,b'',,b'No',b'No',b'20 short messages',,b'Vibration; Downloadable monophonic ringtones',b'Predictive text input Calculator Curency converter',,,,,,b'Yes',b'Yes',,
b'sagem',b'Sagem MC 932',b'https://fdn2.gsmarena.com/vv/bigpic/samc932b.gif',b'GSM',b'GSM 900 / 1800',,,b'1999',b'Discontinued',b'116 x 45 x 18 mm (4.57 x 1.77 x 0.71 in)',b'117 g (4.13 oz)',b'Mini-SIM',b'Monochrome graphic',b'',b'up to 7 lines',b'No',b'100',b'',,,,,,b'Yes',b'No',b'No',b'No',b'No',b'No',b'',b'',b'SMS',b'',b'Yes',b'No',b'Fixed icons Softkeys',b'Removable Li-Ion battery',b'150 h',b'3 h',,b'',,b'No',b'No',b'20 short messages',,b'Vibration; Downloadable monophonic ringtones',b'Predictive text input Calculator Curency converter',,,,,,b'Yes',b'Yes',,
b'sagem',b'Sagem RC 922',b'https://fdn2.gsmarena.com/vv/bigpic/sarc922b.gif',b'GSM',b'GSM 900 / 1800',,,b'1999',b'Discontinued',b'116 x 45 x 18 mm (4.57 x 1.77 x 0.71 in)',b'121 g (4.27 oz)',b'Mini-SIM',b'Alphanumeric',b'',b'3x 12 chars',b'No',b'100',b'',,,,,,b'Yes',b'No',b'No',b'No',b'No',b'No',b'',b'',b'SMS',b'',b'No',b'No',b'Fixed icons Softkeys',b'Removable NiMH 500 mAh battery',b'130 h',b'3 h',,b'',,b'No',b'No',b'20 short messages',,b'Vibration; Downloadable monophonic ringtones',b'Calculator Curency converter',,,,,,b'Yes',b'Yes',,
b'sagem',b'Sagem MC 912',b'https://fdn2.gsmarena.com/vv/bigpic/samc912b.gif',b'GSM',b'GSM 900 / 1800',,,b'1999',b'Discontinued',b'116 x 45 x 22 mm (4.57 x 1.77 x 0.87 in)',b'117 g (4.13 oz)',b'Mini-SIM',b'Alphanumeric',b'',b'4 x 12 chars',b'No',b'100',b'',,,,,,b'Yes',b'No',b'No',b'No',b'No',b'No',b'',b'',b'SMS',b'',b'No',b'No',b'Fixed icons Softkeys',b'Removable Li-Ion battery',b'130 h',b'3 h',,b'',,b'No',b'No',b'20 short messages',,b'Vibration; Downloadable monophonic ringtones',b'Calculator Curency converter',,,,,,b'Yes',b'Yes',,
b'sagem',b'Sagem MC 850',b'https://fdn2.gsmarena.com/vv/bigpic/samc850b.gif',b'GSM',b'GSM 900 / 1800',,,b'1998',b'Discontinued',b'132 x 50 x 21 mm (5.20 x 1.97 x 0.83 in)',b'137 g (4.83 oz)',b'Mini-SIM',b'Monochrome graphic',b'',b'3 x 12 chars',b'No',b'100',b'',,,,,,b'Yes',b'No',b'No',b'No',b'No',b'No',b'',b'',b'SMS',b'',b'No',b'No',b'Fixed icons Softkeys',b'Removable Li-Ion battery',b'140 h',b'5 h',,b'',,b'No',b'No',b'No',,b'Vibration; Monophonic ringtones',b'Predictive text input Calculator Curency converter',,,,,,b'Yes',b'Yes',,
b'sagem',b'Sagem MC 825 FM',b'https://fdn2.gsmarena.com/vv/bigpic/sa825fmb.gif',b'GSM',b'GSM 900 / 1800',,,b'1998',b'Discontinued',b'132 x 50 x 26 mm (5.20 x 1.97 x 1.02 in)',b'152 g (5.36 oz)',b'Mini-SIM',b'Alphanumeric',b'',b'3 x 12 chars',b'No',b'100',b'',,,,,,b'Yes',b'No',b'No',b'No',b'No',b'FM radio',b'',b'',b'SMS',b'',b'No',b'No',b'Fixed icons Softkeys',b'Removable NiMH battery',b'90 h',b'3 h',,b'',,b'No',b'No',b'6 FM stations',,b'Vibration; Monophonic ringtones',b'Calculator Curency converter',,,,,,b'Yes',b'Yes',,
b'sagem',b'Sagem MC 820',b'https://fdn2.gsmarena.com/vv/bigpic/samc820b.gif',b'GSM',b'GSM 900 / 1800',,,b'1998',b'Discontinued',b'130 x 50 x 26 mm (5.12 x 1.97 x 1.02 in)',b'135 g (4.76 oz)',b'Mini-SIM',b'Alphanumeric',b'',b'3 x 12 chars',b'No',b'100',b'',,,,,,b'Yes',b'No',b'No',b'No',b'No',b'No',b'',b'',b'SMS',b'',b'No',b'No',b'Fixed icons Softkeys',b'Removable NiMH battery',b'90 h',b'3 h',,b'',,b'No',b'No',b'No',,b'Vibration; Monophonic ringtones',b'Calculator',,,,,,b'Yes',b'Yes',,
b'sagem',b'Sagem RC 750',b'https://fdn2.gsmarena.com/vv/bigpic/sarc750b.gif',b'GSM',b'GSM 900',,,b'1998',b'Discontinued',b'140 x 50 x 21 mm (5.51 x 1.97 x 0.83 in)',b'158 g (5.57 oz)',b'Mini-SIM',b'Alphanumeric',b'',b'3 x 12 chars',b'No',b'100',b'',,,,,,b'No',b'No',b'No',b'No',b'No',b'No',b'',b'',b'SMS',b'',b'No',b'No',b'Fixed icons',b'Removable NiMH 600 mAh battery',b'80 h',b'150 min',,b'',,b'No',b'No',b'No',,b'Vibration; Monophonic ringtones',b'Calculator Voice memo Serial cable',,,,,,b'Yes',b'Yes',,
b'sagem',b'Sagem RC 730',b'https://fdn2.gsmarena.com/vv/bigpic/sarc730b.gif',b'GSM',b'GSM 900',,,b'1997',b'Discontinued',b'140 x 50 x 21 mm (5.51 x 1.97 x 0.83 in)',b'158 g (5.57 oz)',b'Mini-SIM',b'Alphanumeric',b'',b'3 x 12 chars',b'No',b'100',b'',,,,,,b'No',b'No',b'No',b'No',b'No',b'No',b'',b'',b'SMS',b'',b'No',b'No',b'Fixed icons',b'Removable NiMH 600 mAh battery',b'70 h',b'150 min',,b'',,b'No',b'No',b'No',,b'Monophonic ringtones',b'Calculator',,,,,,b'Yes',b'Yes',,
