Brand,Model Name,Model Image,Technology,2G bands,,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,_1,Quad,Features,Video,Dual,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,128GB 8GB RAM,256GB 8GB RAM,Single,Triple,Build,Penta,_1_1,Infrared port,256GB 12GB RAM,Performance,Display,Camera,Loudspeaker_1,Battery life,512GB 8GB RAM,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,128GB 4GB RAM,Single_1,4GB 32MB RAM,128GB 6GB RAM,Dual_1,64GB 3GB RAM,32GB 2GB RAM,SAR EU,4GB,Five,64GB 4GB RAM,256GB 6GB RAM,32GB 3GB RAM,Protection,Audio quality,16GB 2GB RAM,Stand-by,32GB 4GB RAM,Talk time,Music play,SAR,Keyboard,Browser,Alert types,Languages
b'icemobile',b'Icemobile G8 LTE',b'https://fdn2.gsmarena.com/vv/bigpic/icemobile-g8-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',,b'HSDPA 850 / 1700(AWS) / 1900 / 900',"b'2, 4, 5, 7, 17'",,"b'HSPA 42.2/5.76 Mbps, LTE'","b'2017, July'","b'Available. Released 2017, July'",b'188 x 108 x 10 mm (7.40 x 4.25 x 0.39 in)',b'320 g (11.29 oz)',b'Micro-SIM',b'IPS LCD',"b'7.0 inches, 137.9 cm2 (~67.9% screen-to-body ratio)'","b'600 x 1024 pixels, 16:9 ratio (~170 ppi density)'",b'Android 5.1 (Lollipop)',b'Mediatek MT8735',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720MP2',b'microSD',,,,b'LED flash',b'Yes',,,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, hotspot'","b'4.0, A2DP, EDR'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 2800 mAh, non-removable'",,"b'Black, Silver, Gold'",,,,,"b'5 MP, AF'",,,,,b'Yes',,,,,,,,,,,,,,,,b'VGA',,,,,,,,,,,,,,,,,,,,,,,
b'icemobile',b'Icemobile Mash',b'https://fdn2.gsmarena.com/vv/bigpic/icemobile-mash.jpg',b'GSM',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'No',,,,,"b'2016, March'","b'Available. Released 2016, March'",b'110 x 64 x 13.5 mm (4.33 x 2.52 x 0.53 in)',b'-',b'Dual SIM',b'TFT',"b'2.2 inches, 15.0 cm2 (~21.3% screen-to-body ratio)'","b'320 x 240 pixels, 4:3 ratio (~182 ppi density)'",,b'Spreadtrum 6531DA',,,b'microSDHC (dedicated slot)',b'32MB 32MB RAM',b'MP4/H.263 player MP3 player',,,b'No',,,,b'Yes',b'Yes',b'No',b'2.0',b'No',b'No',b'FM radio',b'microUSB',b'',"b'Li-Ion 800 mAh, removable'",,"b'White, Black, Red, Gold'",,,,,b'VGA',,,,,,,,,,,,,b'Yes',b'No',b'300 entries',b'20 entries',b'SMS',b'No',b'No',,,,,,,,,,,,,,,,,b'Up to 150 h',,b'Up to 3 h',,,b'QWERTY',,,
b'icemobile',b'Icemobile G8',b'https://fdn2.gsmarena.com/vv/bigpic/icemobile-g8.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',,b'HSDPA 850 / 1900 / 2100',,,b'HSPA',"b'2015, September. Released 2015, September'",b'Discontinued',b'190 x 110 x 13 mm (7.48 x 4.33 x 0.51 in)',b'320 g (11.29 oz)',b'Micro-SIM',b'IPS LCD',"b'7.0 inches, 137.9 cm2 (~66.0% screen-to-body ratio)'","b'600 x 1024 pixels, 16:9 ratio (~170 ppi density)'",b'Android 4.4.2 (KitKat)',b'Mediatek MT6572 (28 nm)',b'Dual-core 1.0 GHz Cortex-A7',b'Mali-400',b'microSD (dedicated slot)',,,,b'LED flash',b'Yes',,,b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'2.1, EDR'","b'Yes, with A-GPS'",b'No',b'FM radio',b'2.0',b'Accelerometer',"b'Li-Ion 2600 mAh, non-removable'",,"b'White, Black, Blue'",,,,,"b'5 MP, AF'",,,,,b'Yes',,,,,,,,,,,,,,,,b'VGA',,,,,,,,,,,,,,,b'Up to 280 h',,b'Up to 10 h',,,,,,
b'icemobile',b'Icemobile Prime 5.0 Plus',b'https://fdn2.gsmarena.com/vv/bigpic/icemobile-prime-5-plus.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'Flashlight',b'HSDPA 850 / 1700 / 1900',,,b'HSPA',"b'2015, February. Released 2015, February'",b'Discontinued',b'-',b'-',b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 4.4.2 (KitKat)',b'Mediatek MT6582 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDHC',b'8GB 1GB RAM',,,b'LED flash',b'Yes',,,b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'4.0, A2DP'",b'Yes',b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2000 mAh, removable'",,"b'Black, Blue'",,,,,"b'8 MP, AF'",,,,,,,,,,,,,,,,,,,,,b'2 MP',,,,,,,,,,,,,,,,,,,,,,,
b'icemobile',b'Icemobile Prime 5.0',b'https://fdn2.gsmarena.com/vv/bigpic/icemobile-prime-5.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'Flashlight',b'HSDPA 850 / 1900',,,b'HSPA',"b'2015, February. Released 2015, February'",b'Discontinued',b'142 x 72.3 x 8.7 mm (5.59 x 2.85 x 0.34 in)',b'-',b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~67.1% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",b'Android 4.4.2 (KitKat)',b'Mediatek MT6572A',b'Dual-core 1.3 GHz Cortex-A7',b'Mali-400',b'microSDHC',b'4GB 512MB RAM',,,b'LED flash',b'Yes',,,b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',b'2.0',b'Yes',b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 1600 mAh, removable'",,"b'Black, White'",,,,,b'5 MP',,,,,,,,,,,,,,,,,,,,,b'1.3 MP',,,,,,,,,,,,,,,,,b'Up to 3 h',,,,,,
b'icemobile',b'Icemobile Prime 4.0 Plus',b'https://fdn2.gsmarena.com/vv/bigpic/icemobile-prime-4-plus.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'Flashlight',b'HSDPA 850 / 1700 / 1900',,,b'HSPA',"b'2015, February. Released 2015, February'",b'Discontinued',b'125 x 64 x 10 mm (4.92 x 2.52 x 0.39 in)',b'-',b'Dual SIM',b'IPS LCD',"b', -'","b'480 x 800 pixels, 5:3 ratio'",b'Android 4.4.2 (KitKat)',b'Mediatek MT6572 (28 nm)',b'Dual-core 1.3 GHz Cortex-A7',b'Mali-400',b'microSDHC',b'4GB 512MB RAM',,,b'LED flash',b'Yes',,,b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',b'2.0',b'Yes',b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 1400 mAh, removable'",,"b'Black, Blue'",,,,,b'2 MP',,,,,,,,,,,,,,,,,,,,,b'VGA',,,,,,,,,,,,,,,,,,,,,,,
b'icemobile',b'Icemobile Gravity 4.0',b'https://fdn2.gsmarena.com/vv/bigpic/icemobile-gravity-40.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'IP68 dust/water resistant (up to 1.5m for 30 mins)',b'HSDPA 850 / 1900 / 2100',,,b'HSPA 21.1/5.76 Mbps',"b'2014. Released 2014, November'",b'Discontinued',b'140.4 x 75.8 x 16.3 mm (5.53 x 2.98 x 0.64 in)',b'316 g (11.15 oz)',b'Micro-SIM',b'IPS LCD',"b'4.02 inches, 44.5 cm2 (~41.8% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~244 ppi density)'",b'Android 4.4.2 (KitKat)',b'Mediatek MT6582 (28 nm)',b'Quad-core 1.2 GHz Cortex-A7',b'Mali-400MP2',b'microSDHC (dedicated slot)',b'8GB 1GB RAM',,,b'LED flash',b'Yes',,,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'",b'Yes',b'No',b'FM radio',b'microUSB 2.0',b'',"b'Li-Ion 2800 mAh, removable'",,"b'Black, White, Orange, Yellow, Green'",,,,,"b'8 MP, AF'",,,,,,,,,,,,,,,,,,,,,b'1.3 MP',,,,,,,,,,,,,,,b'Up to 300 h (2G) / Up to 300 h (3G)',,b'Up to 12 h (2G) / Up to 7 h 30 min (3G)',,,,,,
b'icemobile',b'Icemobile Rock 2.4',b'https://fdn2.gsmarena.com/vv/bigpic/icemobile-rock-24.jpg',b'GSM',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'No',,,,,b'2014. Released 2014',b'Discontinued',b'120 x 50 x 13.8 mm (4.72 x 1.97 x 0.54 in)',b'60 g (2.12 oz)',b'Dual SIM (Mini-SIM)',b'TFT',"b'2.4 inches, 18.1 cm2 (~30.2% screen-to-body ratio)'",b'176 x 220 pixels (~117 ppi density)',,,,,b'microSDHC',b'32MB 32MB',b'MP3/MP4/WAV player Calendar Predictive text input',,,b'Yes',,,,b'Yes',b'No',b'No',b'2.0',b'No',b'No',b'FM radio',b'microUSB',b'',"b'Li-Ion 1000 mAh, removable'",,"b'Black, White, Red, Pink, Green, White&blue'",,,,,b'VGA',,,,,,,,,,,,,b'Yes',b'No',b'500 contacts',"b'20 dialed, 20 received, 20 missed calls'","b'SMS, MMS'",b'Yes',b'No',,,,,,,,,,,,,,,,,b'Up to 100 h',,b'Up to 9 h',,,,,,
b'icemobile',b'Icemobile Prime 5.5',b'https://fdn2.gsmarena.com/vv/bigpic/icemobile-prime-55.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,b'HSDPA 850 / 1900',,,b'HSPA',"b'2014, August. Released 2014, August'",b'Discontinued',b'152.5 x 77 x 8.6 mm (6.00 x 3.03 x 0.34 in)',b'-',b'Dual SIM',b'IPS LCD',"b'5.46 inches, 82.2 cm2 (~70.0% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~269 ppi density)'",b'Android 4.4.2 (KitKat)',b'Mediatek MT6582A/W',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDXC',b'16GB 1GB RAM',,,b'LED flash',b'Yes',,,b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',b'Yes',b'',b'No',b'FM radio',b'Proprietary',b'',"b'Li-Ion 2250 mAh, removable'",,b'White',,,,,b'8 MP',,,,,,,,,,,,,,,,,,,,,b'2 MP',,,,,,,,,,,,,,,,,,,,,,,
b'icemobile',b'Icemobile Prime 3.5',b'https://fdn2.gsmarena.com/vv/bigpic/icemobile-prime-35.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,b'HSDPA 850 / 1900',,,b'HSPA 7.2/5.76 Mbps',"b'2014, July. Released 2014, July'",b'Discontinued',b'119.5 x 63.5 x 10.9 mm (4.70 x 2.5 x 0.43 in)',b'-',b'Dual SIM',b'TFT',"b'3.5 inches, 36.5 cm2 (~48.1% screen-to-body ratio)'","b'320 x 480 pixels, 3:2 ratio (~165 ppi density)'",b'Android 4.2.2 (Jelly Bean)',b'Mediatek MT6572M (28 nm)',b'Dual-core 1.2 GHz Cortex-A7',b'Mali-400',b'microSDHC',b'4GB 512MB RAM',,,b'LED flash',b'480p@30fps',,,b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g',b'2.1',b'Yes',b'No',b'No',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 1200 mAh, removable'",,"b'White, Black'",,,,,b'2 MP',,,,,,,,,,,,,,,,,,,,,b'VGA',,,,,,,,,,,,,,,,,,,,,,,
b'icemobile',b'Icemobile Prime 4.0',b'https://fdn2.gsmarena.com/vv/bigpic/icemobile-prime-4.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'Flashlight',b'HSDPA 850 / 2100',,,b'HSPA',"b'2014, May. Released 2014, May'",b'Discontinued',b'124 x 66 x 9.3 mm (4.88 x 2.60 x 0.37 in)',b'-',b'Dual SIM (Mini-SIM)',b'IPS LCD',"b'3.97 inches, 44.9 cm2 (~54.8% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~235 ppi density)'",b'Android 4.2.2 (Jelly Bean)',b'Mediatek MT6572M/W',b'Dual-core Cortex-A7',b'Mali-400',b'microSDHC',b'4GB 512MB RAM',,,b'LED flash',b'Yes',,,b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',b'2.0',b'Yes',b'No',b'FM radio',b'microUSB',b'Accelerometer',"b'Li-Ion 1550 mAh, removable'",,"b'White, Black, Blue'",,,,,b'2 MP',,,,,,,,,,,,,,,,,,,,,b'VGA',,,,,,,,,,,,,,,b'Up to 120 h',,b'Up to 3 h 20 min',,,,,,
b'icemobile',b'Icemobile Apollo Touch 3G',b'https://fdn2.gsmarena.com/vv/bigpic/icemobile-apollo-touch-3g.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,b'HSDPA 850 / 2100',,,b'HSPA',"b'2014, February. Released 2014, February'",b'Discontinued',b'110.5 x 64.5 x 12.4 mm (4.35 x 2.54 x 0.49 in)',b'100 g (3.53 oz)',b'Dual SIM (Mini-SIM)',b'TFT',"b'3.5 inches, 36.5 cm2 (~51.2% screen-to-body ratio)'","b'320 x 480 pixels, 3:2 ratio (~165 ppi density)'",b'Android 4.0 (Ice Cream Sandwich)',,b'1.0 GHz Cortex-A9',,b'microSDHC (dedicated slot)',b'512MB 512MB RAM',,,b'LED flash',b'Yes',,,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'2.1, EDR'",b'A-GPS only',b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 1200 mAh, removable'",,"b'White, Black, Blue'",,,,,b'2 MP',,,,,,,,,,,,,,,,,,,,,b'VGA',,,,,,,,,,,,,,,b'Up to 240 h',,b'Up to 6 h',,,,,,
b'icemobile',b'Icemobile Apollo 3G',b'https://fdn2.gsmarena.com/vv/bigpic/apollo-3g.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,b'HSDPA 850 / 2100',,,b'HSPA',"b'2014, February. Released 2014, February'",b'Discontinued',b'110.5 x 64.5 x 12.4 mm (4.35 x 2.54 x 0.49 in)',b'100 g (3.53 oz)',b'Dual SIM (Mini-SIM)',b'TFT',"b'2.6 inches, 20.1 cm2 (~28.2% screen-to-body ratio)'","b'480 x 320 pixels, 3:2 ratio (~222 ppi density)'",b'Android 4.2.2 (Jelly Bean)',,b'1.0 GHz Cortex-A9',,b'microSDHC (dedicated slot)',b'512MB 512MB RAM',,,b'LED flash',b'Yes',,,b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',b'2.0',b'A-GPS only',b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 1200 mAh, removable'",,"b'White, Black, Pink, Blue, Green, Red'",,,,,b'2 MP',,,,,,,,,,,,,,,,,,,,,b'VGA',,,,,,,,,,,,,,,b'Up to 240 h',,b'Up to 6 h',,,b'QWERTY',,,
b'icemobile',b'Icemobile G7 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/icemobile-g7-pro.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',,b'HSDPA 850 / 2100',,,b'HSPA',b'2014. Released 2014',b'Discontinued',b'197.6 x 122.3 x 10.7 mm (7.78 x 4.81 x 0.42 in)',b'307 g (10.83 oz)',b'Micro-SIM',b'IPS LCD',"b'7.0 inches, 137.9 cm2 (~57.1% screen-to-body ratio)'","b'600 x 1024 pixels, 16:9 ratio (~170 ppi density)'",b'Android 4.2.2 (Jelly Bean)',b'Mediatek MT6572W',b'Dual-core 1.2 GHz Cortex-A7',b'Mali-400',b'microSDHC (dedicated slot)',b'4GB 512MB RAM',,,,b'Yes',,,b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'4.0, A2DP'",b'No',b'No',b'No',b'2.0',b'Accelerometer',"b'Li-Po 2800 mAh, non-removable'",,"b'Black, Red, White, Gray'",,,,,b'2 MP',,,,,,,,,,,,,,,,,,,,,b'VGA',,,,,,,,,,,,,,,,,,,,,,,
b'icemobile',b'Icemobile G3',b'https://fdn2.gsmarena.com/vv/bigpic/icemobile-g3.jpg',b'No cellular connectivity',b'N/A',b'HDMI port',,,,,b'2014. Released 2014',b'Discontinued',b'194 x 117 x 10 mm (7.64 x 4.61 x 0.39 in)',b'300 g (10.58 oz)',b'No',b'TFT',"b'7.0 inches, 137.9 cm2 (~60.8% screen-to-body ratio)'","b'600 x 1024 pixels, 16:9 ratio (~170 ppi density)'",b'Android 4.2.2 (Jelly Bean)',,b'Dual-core 1.0 GHz Cotex-A7',,b'microSDHC (dedicated slot)',b'4GB 512MB RAM',,,b'LED flash',b'Yes',,,b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',b'3.0',b'No',b'No',b'No',"b'2.0, USB On-The-Go'",b'Accelerometer',"b'Li-Ion 2800 mAh, non-removable'",,"b'Black, Red, White'",,,,,b'1.3 MP',,,,,,,,,,,,,b'No',b'No',,,,,,,b'VGA',,,,,,,,,,,,,,,,,b'Up to 3 h 30 min (multimedia)',b'Up to 8 h',,,,,
b'icemobile',b'Icemobile Prime 4.5',b'https://fdn2.gsmarena.com/vv/bigpic/icemobile-prime-45.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'Flashlight',b'HSDPA 850 / 2100',,,b'HSPA',"b'2014, January. Released 2014, January'",b'Discontinued',b'133.5 x 67 x 9.5 mm (5.26 x 2.64 x 0.37 in)',b'-',b'Dual SIM',b'IPS LCD',"b'4.46 inches, 54.8 cm2 (~61.3% screen-to-body ratio)'","b'540 x 960 pixels, 16:9 ratio (~247 ppi density)'",b'Android 4.2.2 (Jelly Bean)',b'Mediatek MT6572AW',b'Dual-core Cortex-A7',b'Mali-400',b'microSDHC (dedicated slot)',b'4GB 512MB RAM',,,b'LED flash',b'Yes',,,b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',b'2.1',b'',b'No',b'FM radio',b'microUSB',b'',"b'Li-Ion 1550 mAh, removable'",,"b'Black, White/Blue'",,,,,b'2 MP',,,,,,,,,,,,,,,,,,,,,b'VGA',,,,,,,,,,,,,,,,,,,,,,,
b'icemobile',b'Icemobile Charm II',b'https://fdn2.gsmarena.com/vv/bigpic/icemobile-charm2.jpg',b'GSM',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'No',,,,,"b'2014, January. Released 2014, January'",b'Discontinued',b'100 x 48.9 x 17.4 mm (3.94 x 1.93 x 0.69 in)',b'-',b'Dual SIM',b'TFT',"b'2.0 inches, 12.6 cm2 (~25.7% screen-to-body ratio)'",b'220 x 176 pixels (~141 ppi density)',,,,,b'microSDHC (dedicated slot)',,b'MP3/MP4 player Predictive text input',,,b'Yes',,,,b'Yes',b'Yes',b'No',b'2.0',b'No',b'No',b'Stereo FM radio',b'miniUSB',b'',"b'Li-Ion 1000 mAh, removable'",,"b'Black, Red, Sliver, Blue, Pink'",,,,,b'VGA',,,,,,,,,,,,,b'Class 10',b'No',b'500 contacts',b'20 entries',"b'SMS, MMS'",b'Yes',b'No',,,,,,,,,,,,,,,,,b'Up to 150 h',,b'Up to 7 h',,,,,,
b'icemobile',b'Icemobile G10',b'https://fdn2.gsmarena.com/vv/bigpic/icemobile-g10.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',,b'HSDPA 850 / 1900 / 2100',,,b'HSPA',"b'2014, January. Released 2014, January'",b'Discontinued',b'246 x 175 x 10.2 mm (9.69 x 6.89 x 0.40 in)',b'-',b'Micro-SIM',b'TFT',"b'10.1 inches, 295.8 cm2 (~68.7% screen-to-body ratio)'","b'800 x 1280 pixels, 16:10 ratio (~149 ppi density)'",b'Android 4.2 (Jelly Bean)',b'Mediatek MT8389',b'Quad-core 1.2 GHz Cortex-A7',b'PowerVR SGX544',b'microSD (dedicated slot)',,,,b'LED flash',b'Yes',,,b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'2.1, EDR'",b'Yes',b'No',b'FM radio',b'2.0',b'Accelerometer',"b'Li-Ion 6000 mAh, non-removable'",,"b'White, Black'",,,,,b'2 MP',,,,,b'Yes',,,,,,,,,,,,,,,,b'VGA',,,,,,,,,,,,,,,b'Up to 120 h',,b'Up to 8 h',,,,,,
b'icemobile',b'Icemobile Gravity Pro',b'https://fdn2.gsmarena.com/vv/bigpic/icemobile-gravity-pro.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'IP67 dust/water resistant (up to 1m for 30 mins)',b'HSDPA 850 / 2100',,,b'HSPA 7.2/5.76 Mbps',b'2013. Released 2013',b'Discontinued',b'139.7 x 76.4 x 17.6 mm (5.5 x 3.01 x 0.69 in)',b'240 g (8.47 oz)',b'Yes',b'IPS LCD',"b'4.02 inches, 44.5 cm2 (~41.7% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~244 ppi density)'",b'Android 4.0 (Ice Cream Sandwich)',b'Mediatek MT6589 (28 nm)',b'Quad-core 1.2 GHz Cortex-A7',b'PowerVR SGX544',b'microSDHC (dedicated slot)',b'4GB 1GB RAM',,,b'LED flash',b'Yes',,,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.1, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'',"b'Li-Ion 2800 mAh, removable'",,"b'Black, White, Orange'",,,,,"b'8 MP, AF'",,,,,,,,,,,,,,,,,,,,,b'1.3 MP',,,,,,,,,,,,,,,b'Up to 700 h',,b'Up to 11 h',,,,,,
b'icemobile',b'Icemobile Sol III',b'https://fdn2.gsmarena.com/vv/bigpic/icemobile-sol-3.jpg',b'GSM',b'GSM 850 / 1900 - SIM 1 & SIM 2',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,,,"b'2013, November. Released 2013, November'",b'Discontinued',b'128 x 68.7 x 10.2 mm (5.04 x 2.70 x 0.40 in)',b'-',"b'Dual SIM (Mini-SIM, dual stand-by)'",b'TFT',"b'4.0 inches, 47.6 cm2 (~54.2% screen-to-body ratio)'","b'320 x 480 pixels, 3:2 ratio (~144 ppi density)'",,,,,b'microSDHC (dedicated slot)',,b'Flashlight',,b'LED flash',b'',,,,b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',b'Yes',b'No',b'No',b'Stereo FM radio',b'Proprietary',b'',"b'Li-Ion 1000 mAh, removable'",,"b'Black, Red, White, Blue'",,,,,b'VGA',,,,b'TV app Organizer MP4 player MP3 player Predictive text input',,,,,,,,,b'Yes',b'No',b'Yes',b'Yes',"b'SMS, MMS'",b'Yes',b'No',,,,,,,,,,,,,,,,,,,,,,,,,
b'icemobile',b'Icemobile Hydro',b'https://fdn2.gsmarena.com/vv/bigpic/icemobile-hydro.jpg',b'GSM',b'GSM 850 / 900 / 1800 / 1900',b'IP54 splash proof Flashlight',,,,,b'2013. Released 2013',b'Discontinued',b'114 x 54 x 11.8 mm (4.49 x 2.13 x 0.46 in)',b'85 g (3.00 oz)',b'Yes',b'TFT',"b'2.0 inches, 12.6 cm2 (~20.5% screen-to-body ratio)'",b'144 x 176 pixels (~114 ppi density)',,,,,b'microSDHC (dedicated slot)',,b'No',,,b'Yes',,,,b'Yes',b'No',b'No',b'2.0',b'No',b'No',b'FM radio',b'microUSB 2.0',b'',"b'Li-Ion 500 mAh, removable'",,"b'Black, White, Blue'",,,,,b'1.3 MP',,,,b'MP3/MP4 player',,,,,,,,,b'Yes',b'No',b'500 contacts',b'100 entries',"b'SMS, MMS'",b'Yes',b'No',,,,,,,,,,,,,,,,,b'Up to 80 h',,b'Up to 5 h',,,,,,
b'icemobile',b'Icemobile Rock Bold',b'https://fdn2.gsmarena.com/vv/bigpic/icemobile-rock-bold.jpg',b'GSM',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'Flashlight',,,,,b'2013. Released 2013',b'Discontinued',b'103.2 x 45.2 x 14.5 mm (4.06 x 1.78 x 0.57 in)',b'46 g (w/out battery) (1.62 oz)',b'Dual SIM (Mini-SIM)',b'TFT',"b'1.8 inches, 10.2 cm2 (~21.9% screen-to-body ratio)'",b'128 x 160 pixels (~114 ppi density)',,,,,b'microSD (dedicated slot)',,b'No',,,b'Yes',,,,b'Yes',b'No',b'No',b'No',b'No',b'No',b'Stereo FM radio',b'miniUSB (charging only)',b'',"b'Li-Ion 700 mAh, removable'",,"b'Black, White, Red, Blue'",,,,,b'1.3 MP',,,,b'MP3/MP4 player Predictive text input',,,,,,,,,b'Class 10',b'No',b'500 contacts',"b'20 dialed, 20 received, 20 missed calls'","b'SMS, MMS'",b'No',b'No',,,,,,,,,,,,,,,,,b'Up to 180 h',,b'Up to 6 h',,,,,,
b'icemobile',b'Icemobile G2',b'https://fdn2.gsmarena.com/vv/bigpic/icemobile-g2.jpg',b'GSM',b'GSM 850 / 900 / 1800 / 1900',b'Flashlight',,,,,"b'2013, July. Released 2013, July'",b'Discontinued',b'195 x 124 x 9.8 mm (7.68 x 4.88 x 0.39 in)',b'450 g (0.99 lb)',b'Yes',b'TFT',"b'7.0 inches, 137.9 cm2 (~57.0% screen-to-body ratio)'","b'600 x 1024 pixels, 16:9 ratio (~170 ppi density)'",b'Android OS',,,,b'microSDHC (dedicated slot)',,b'Analog TV',,,b'Yes',,,b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g',"b'2.1, EDR'",b'Yes',b'No',b'No',b'2.0',b'Accelerometer',"b'Li-Po 2800 mAh, non-removable'",,"b'White, Black'",,,,,b'3.15 MP',,,,,b'Yes',,,,,,,,b'Class 12',b'Yes',,,,,,,b'VGA',,,,,,,,,,,,,,,b'Up to 120 h',,b'Up to 4 h',,,,,,
