Brand,Model Name,Model Image,Technology,2G bands,GPRS,EDGE,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,,Card slot,Phonebook,Call records,Single,Video,_1,Loudspeaker,Alert types,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Messaging,Browser,Games,Java,_1_1,Type_1,Stand-by,Talk time,Colors,Internal,Languages,Infrared port
b'bird',b'Bird MP300',b'https://fdn2.gsmarena.com/vv/bigpic/bird-w1.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'Class 10',b'No',"b'2005, Q3'",b'Cancelled',b'108 x 44 x 19.5 mm (4.25 x 1.73 x 0.77 in)',b'100 g (3.53 oz)',b'Mini-SIM',"b'TFT, 65K colors'",b'',"b'120 x 160 pixels, 4:3 ratio'","b'Wallpaper, animated screensaver'",b'No',"b'300 x 5 fields, Photo call'","b'20 dialed, 20 received, 20 missed calls'",b'VGA',b'No',b'No',b'Yes',b'Vibration; Downloadable polyphonic ringtones',b'No',b'No',b'No',b'No',b'No',b'Proprietary',b'',"b'SMS, EMS, MMS'",b'WAP 2.0/xHTML',b'2 embedded + download',b'Yes',b'MP3/Midi Player Predictive text input Calculator Voice memo',b'Removable Li-Ion battery',b'Up to 72 h',b'Up to 3 h',"b'Silver, Black'",b'128MB',,
b'bird',b'Bird M19',b'https://fdn2.gsmarena.com/vv/bigpic/bird-m12.gif',b'GSM',b'GSM 900 / 1800',b'Class 10',b'No',"b'2005, Q3'",b'Cancelled',b'106 x 44 x 15.2 mm (4.17 x 1.73 x 0.60 in)',b'82 g (2.89 oz)',b'Mini-SIM',"b'TFT, 65K colors'",b'',b'128 x 160 pixels',b'No',b'No',"b'300 x 5 fields, Photo call'","b'20 dialed, 20 received, 20 missed calls'",b'VGA',b'No',b'MP3 Player Predictive text input Voice memo Calculator Currency convertor',b'No',"b'Vibration; Downloadable polyphonic, MP3 ringtones'",b'No',b'No',b'No',b'No',b'No',b'Proprietary',b'',"b'SMS, MMS'",b'WAP 2.0/xHTML',b'Yes + downloadable',"b'Yes, MIDP 2.0'",,b'Removable Li-Ion battery',b'Up to 150 h',b'Up to 4 h',b'Silver',b'32MB',,
b'bird',b'Bird V109',b'https://fdn2.gsmarena.com/vv/bigpic/bird-v109.gif',b'GSM',b'GSM 900 / 1800',b'Class 8',b'No',"b'2005, Q3'",b'Cancelled',b'82.9 x 43 x 21.7 mm (3.26 x 1.69 x 0.85 in)',b'85 g (3.00 oz)',b'Mini-SIM',"b'TFT, 65K colors'",b'',b'128 x 160 pixels',b'Second external OLED mono display (96 x 64 pixels)',b'No',"b'300 entries, Photo call'","b'20 dialed, 20 received, 20 missed calls'",b'1.3 MP',b'Yes',b'No',b'No',b'Vibration; Downloadable polyphonic ringtones',b'No',b'No',b'No',b'No',b'No',b'',b'',"b'SMS, MMS'",b'WAP 1.2.1',b'Yes',b'No',b'Predictive text input Calculator Currency convertor',b'Removable Li-Ion battery',b'Up to 72 h',b'Up to 2 h',b'',,,b'Yes'
b'bird',b'Bird S799',b'https://fdn2.gsmarena.com/vv/bigpic/bird-s799.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'',b'No',"b'2005, Q3'",b'Cancelled',b'83.5 x 45.5 x 21.5 mm (3.29 x 1.79 x 0.85 in)',b'85 g (3.00 oz)',b'Mini-SIM',"b'CSTN, 65K colors'",b'',b'120 x 128 pixels',"b'Wallpaper, screensaver'",b'No',b'200 entries',"b'20 dialed, 20 received, 20 missed calls'",,,b'No',b'Yes',b'Vibration; Polyphonic(16) ringtones',b'No',b'No',b'No',b'No',b'FM radio',b'',b'',b'SMS',b'WAP 2.0/xHTML',b'2 embedded',b'No',b'Predictive text input (iTAP) Bio-rhythm Stopwatch Calculator Voice memo',b'Removable Li-Ion battery',b'Up to 100 h',b'Up to 3 h',b'Black',,,
b'bird',b'Bird S699',b'https://fdn2.gsmarena.com/vv/bigpic/bird-s699.gif',b'GSM',b'GSM 900 / 1800',b'',b'No',"b'2005, Q3'",b'Cancelled',b'104.3 x 44 x 15.7 mm (4.11 x 1.73 x 0.62 in)',b'',b'Mini-SIM',"b'CSTN, 65K colors'",b'',b'120 x 128 pixels',"b'Wallpaper, screensaver'",b'No',b'100 entries',"b'20 dialed, 20 received, 20 missed calls'",,,b'No',b'No',b'Vibration; Polyphonic(16) ringtones',b'No',b'No',b'No',b'No',b'No',b'',b'',b'SMS',b'',b'2 embedded',b'No',b'Predictive text input Organizer',b'Removable Li-Ion battery',b'Up to 75 h',b'Up to 2 h',b'Black',,,
b'bird',b'Bird V79',b'https://fdn2.gsmarena.com/vv/bigpic/bird-v79.gif',b'GSM',b'GSM 900 / 1800',b'Class 10',b'No',"b'2005, Q2'",b'Discontinued',b'87 x 43 x 21 mm (3.43 x 1.69 x 0.83 in)',b'80 g (2.82 oz)',b'Mini-SIM',"b'STN, 65K colors'",b'',b'128 x 160 pixels',b'Second external STN mono display (96 x 64 pixels) Wallpaper Screensaver',b'No',b'200 entries',b'',b'CIF',b'No',b'No',b'No',b'Vibration; Downloadable polyphonic ringtones',b'No',b'No',b'No',b'No',b'No',b'',b'',"b'SMS, EMS, MMS'",b'WAP 1.2',b'Yes',b'No',b'Voice memo Predictive text input World Time Calculator',b'Removable Li-Ion battery',b'Up to 100 h',b'Up to 3 h',b'Silver',,,
b'bird',b'Bird S1186',b'https://fdn2.gsmarena.com/vv/bigpic/bird-s1186.gif',b'GSM',b'GSM 900 / 1800',b'No',b'No',"b'2005, Q2'",b'Discontinued',b'83 x 44 x 18.5 mm (3.27 x 1.73 x 0.73 in)',b'84 g (2.96 oz)',b'Mini-SIM',b'Virtual Colour',b'',"b'112 x 64 pixels, 16:9 ratio'",b'Backlight Screensaver',b'No',b'100 entries',b'',,,b'No',b'No',b'Vibration; Polyphonic(16) ringtones',b'No',b'No',b'No',b'No',b'No',b'',b'',b'SMS',b'',b'Yes',b'No',b'Calculator',b'Removable Li-Ion battery',b'Up to 100 h',b'Up to 3 h',b'Silver',,,
b'bird',b'Bird S199',b'https://fdn2.gsmarena.com/vv/bigpic/bird-s199.gif',b'GSM',b'GSM 900 / 1800',b'',b'No',"b'2005, Q3'",b'Discontinued',b'104.3 x 42.6 x 15 mm (4.11 x 1.68 x 0.59 in)',b'75 g (2.65 oz)',b'Mini-SIM',"b'CSTN, Mono'",b'',"b'112 x 64 pixels, 16:9 ratio'",b'5-way navigation key',b'No',b'250 entries',"b'20 dialed, 20 received, 20 missed calls'",,,b'No',b'Yes',b'Vibration; Monophonic ringtones',b'No',b'No',b'No',b'No',b'No',b'',b'',b'SMS',b'',b'Yes',b'No',b'Calculator',b'Removable Li-Ion battery',b'Up to 140 h',b'Up to 2 h',"b'Silver, Black'",,,
b'bird',b'Bird S789',b'https://fdn2.gsmarena.com/vv/bigpic/bird-s789.gif',b'GSM',b'GSM 850 / 1800 / 1900',b'Class 6',b'No',"b'2005, Q2'",b'Discontinued',b'105 x 43 x 13 mm (4.13 x 1.69 x 0.51 in)',b'80 g (2.82 oz)',b'Mini-SIM',"b'TFT, 65K colors'",b'',b'128 x 160 pixels',b'No',b'No',"b'200 entries, Photocall'",b'Yes',b'VGA',b'No',b'Calculator Voice memo',b'No',b'Vibration; Downloadable polyphonic ringtones',b'No',b'No',b'No',b'No',b'No',b'',b'',"b'SMS, EMS, MMS'",b'WAP 1.2.1',b'Yes',b'Yes',,b'Removable Li-Ion battery',b'Up to 72 h',b'Up to 2 h',b'Silver',,,
b'bird',b'Bird V5510',b'https://fdn2.gsmarena.com/vv/bigpic/bird-v5510.gif',b'GSM',b'GSM 900 / 1800',b'',b'No',"b'2005, Q2'",b'Discontinued',b'75 x 42 x 20 mm (2.95 x 1.65 x 0.79 in)',b'66 g (2.33 oz)',b'Mini-SIM',"b'TFT, 65K colors'",b'',"b'128 x 128 pixels, 1:1 ratio'",b'Second external mono display',b'No',b'100 entries',"b'20 dialed, 20 received, 20 missed calls'",,,b'No',b'No',b'Vibration; Polyphonic(16) ringtones',b'No',b'No',b'No',b'No',b'No',b'',b'',b'SMS',b'',b'Yes',b'No',b'Organizer',b'Removable Li-Ion battery',b'Up to 72 h',b'Up to 3 h',b'Silver-Blue',,,
