Brand,Model Name,Model Image,Technology,2G bands,,3G bands,_1,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,SIM,_1_1,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Quad,Features,Video,Dual,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Price,Triple,Single,128GB 6GB RAM,Build,Models,128GB 4GB RAM,32GB 3GB RAM,64GB 4GB RAM,32GB 2GB RAM,Performance,Display,Camera,Loudspeaker_1,Battery life,Single_1,256GB 8GB RAM,SAR,Protection,256GB 12GB RAM,256GB 6GB RAM,SAR EU,Audio quality,Infrared port,Dual_1,Talk time,Stand-by,GPRS,EDGE,Keyboard,Phonebook,Call records,Messaging,Games,Java,Music play,Browser,Stand-by_1,Talk time_1,Alert types,Languages,Clock,Alarm
b'motorola',b'Motorola Moto 360 Sport (1st gen)',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-360-sport.jpg',b'No cellular connectivity',b'N/A',b'IP67 dust/water resistant (up to 1m for 30 mins)',,b'eMMC 4.5',,,,"b'2015, September'","b'Available. Released 2016, January'",b'45 x 45 x 11.5 mm (1.77 x 1.77 x 0.45 in)',b'54 g (1.90 oz)',b'No',b'MP3 player Photo viewer Voice dial/commands',b'IPS LCD',"b'1.37 inches, 10.9 cm2 (~53.9% screen-to-body ratio)'",b'360 x 325 pixels (~263 ppi density)',"b'Android Wear, upgradable to 2.1'",b'Qualcomm MSM8926 Snapdragon 400 (28 nm)',b'Quad-core 1.2 GHz Cortex-A7',b'Adreno 305',b'No',b'4GB 512MB RAM',,,,,,,b'No',b'No',b'Wi-Fi 802.11 b/g',"b'4.0, LE, aptX'",b'Yes',b'No',b'No',b'No',"b'Accelerometer, altimeter, gyro, heart rate'","b'Li-Ion 300 mAh, non-removable'",b'Qi wireless charging',b'Black',b'About 200 EUR',,,,,,,,,,,,,,,,,,b'Corning Gorilla Glass 3',,,,,,,,b'Up to 24 h (mixed usage)',b'No',b'No',,,,,,,,,,,,,,
b'motorola',b'Motorola Moto 360 42mm (2nd gen)',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-360-42mm-2015.jpg',b'No cellular connectivity',b'N/A',b'IP67 dust/water resistant (up to 1m for 30 mins) Compatible with standard 22mm straps  Compatible with standard 16mm straps (women model only)',,b'eMMC 4.5',,,,"b'2015, September'","b'Available. Released 2015, September'",b'42 x 42 x 11.4 mm (1.65 x 1.65 x 0.45 in)',b'-',b'No',b'MP3 player Photo viewer Voice dial/commands',b'IPS LCD',"b'1.37 inches, 10.9 cm2 (~61.9% screen-to-body ratio)'",b'360 x 325 pixels (~263 ppi density)',"b'Android Wear, upgradable to 2.1'",b'Qualcomm MSM8926 Snapdragon 400 (28 nm)',b'Quad-core 1.2 GHz Cortex-A7',b'Adreno 305',b'No',b'4GB 512MB RAM',,,,,,,b'No',b'No',b'Wi-Fi 802.11 b/g',"b'4.0, LE, aptX'",b'No',b'No',b'No',b'No',"b'Accelerometer, gyro, heart rate'","b'Li-Ion 300 mAh, non-removable'",b'Qi wireless charging',"b'Gold, Black Leather, Black Metal, Rose Gold/Blush Leather, Silver/Cognac Leather'",b'About 300 EUR',,,,"b'Glass front (Gorilla Glass 3), stainless steel frame'",,,,,,,,,,,,,,b'Corning Gorilla Glass 3',,,,,,,,b'Up to 36 h (mixed usage)',b'No',b'No',,,,,,,,,,,,,,
b'motorola',b'Motorola Moto 360 46mm (2nd gen)',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-360-2015-new.jpg',b'No cellular connectivity',b'N/A',b'IP67 dust/water resistant (up to 1m for 30 mins) Compatible with standard 22mm straps',,b'eMMC 4.5',,,,"b'2015, September'","b'Available. Released 2015, September'",b'46 x 46 x 11.4 mm (1.81 x 1.81 x 0.45 in)',b'-',b'No',b'MP3 player Photo viewer Voice dial/commands',b'IPS LCD',"b'1.56 inches, 14.1 cm2 (~66.7% screen-to-body ratio)'",b'360 x 330 pixels (~233 ppi density)',"b'Android Wear, upgradable to 2.1'",b'Qualcomm MSM8926 Snapdragon 400 (28 nm)',b'Quad-core 1.2 GHz Cortex-A7',b'Adreno 305',b'No',b'4GB 512MB RAM',,,,,,,b'No',b'No',b'Wi-Fi 802.11 b/g',"b'4.0, LE, aptX'",b'No',b'No',b'No',b'No',"b'Accelerometer, gyro, heart rate'","b'Li-Ion 400 mAh, non-removable'",b'Qi wireless charging',"b'Black Leather, Black Metal, Rose Gold/Blush Leather, Silver/Cognac Leather'",b'About 300 EUR',,,,"b'Glass front (Gorilla Glass 3), stainless steel frame'",,,,,,,,,,,,,,b'Corning Gorilla Glass 3',,,,,,,,b'Up to 48 h (mixed usage)',b'No',b'No',,,,,,,,,,,,,,
b'motorola',b'Motorola Moto 360 (1st gen)',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-360-2014.jpg',b'No cellular connectivity',b'N/A',b'IP67 dust/water resistant (up to 1m for 30 mins)',,b'No',,,,"b'2014, September. Released 2014, September'",b'Discontinued',b'46 x 46 x 11.5 mm (1.81 x 1.81 x 0.45 in)',b'49 g (1.73 oz)',b'No',b'MP3 player Photo viewer Voice dial/commands',b'IPS LCD',"b'1.56 inches, 14.3 cm2 (~67.4% screen-to-body ratio)'",b'320 x 290 pixels (~205 ppi density)',b'Android Wear OS',b'TI OMAP 3',b'1.0 GHz',,b'No',b'4GB 512MB RAM',,,,,,,b'No',b'No',b'No',"b'4.0, LE, aptX'",b'No',b'No',b'No',b'No',"b'Accelerometer, heart rate'","b'Li-Ion 320 mAh, non-removable'",b'Qi wireless charging',"b'Cognac Leather, Black, Stone Grey, Champagne Metal, Natural Metal, Champagne, Dark Metal, Light Metal'",b'About 190 EUR',,,,"b'Glass front (Gorilla Glass 3), stainless steel frame'",,,,,,,,,,,,,,b'Corning Gorilla Glass 3',,,,,,,,b'Up to 24 h (mixed usage)',b'No',b'No',,,,,,,,,,,,,,
b'motorola',b'Motorola Moto G (3rd gen)',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g-3rd-gen-r.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'CDMA 800 / 1900 - XT1548',b'HSDPA 900 / 2100 - XT1541',b'HSDPA 850 / 1700(AWS) / 1900 / 2100 - XT1540',"b'1, 3, 7, 8, 20 - XT1541'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2015, July'","b'Available. Released 2015, July'",b'142.1 x 72.4 x 11.6 mm (5.59 x 2.85 x 0.46 in)',b'155 g (5.47 oz)',b'Micro-SIM',b'eMMC 4.5',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~67.0% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'","b'Android 5.1.1 (Lollipop), upgradable to 6.0 (Marshmallow)'",b'Qualcomm MSM8916 Snapdragon 410 (28 nm)',b'Quad-core 1.4 GHz Cortex-A53',b'Adreno 306',b'microSDHC (dedicated slot)',"b'8GB 1GB RAM, 16GB 2GB RAM'",,"b'Dual-LED dual-tone flash, panorama'","b'1080p@30fps, HDR'",,b'Auto-HDR',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, LE, aptX'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity'","b'Li-Ion 2470 mAh, non-removable'",,"b'Black, White'",b'About 170 EUR',,"b'13 MP, f/2.0, AF'",,"b'Glass front (Gorilla Glass 3), plastic back, plastic frame'","b'XT1541, XT1540, XT1548'",,,,,b'Basemark X: 1866',"b'Contrast ratio: 1009:1 (nominal), 2.026 (sunlight)'",b'Photo / Video',b'Voice 75dB / Noise 69dB / Ring 75dB',b'Endurance rating 76h',"b'5 MP, f/2.2'",,b'1.06 W/kg (head) \xc2\xa0 \xc2\xa0 1.13 W/kg (body)',b'Corning Gorilla Glass 3',,,b'0.68 W/kg (head) \xc2\xa0 \xc2\xa0 0.60 W/kg (body)',b'Noise -91.5dB / Crosstalk -92.6dB',,,,,,,,,,,,,,,,,,,,
b'motorola',b'Motorola Moto E Dual SIM (2nd gen)',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-e-2nd-gen-xt1521.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - all versions',b'eMMC 4.5',"b'HSDPA 850 / 900 / 1900 / 2100 - XT1506, XT1521'",,"b'1, 3, 7, 28, 40 - XT1521'",,"b'HSPA, LTE'","b'2015, March'","b'Available. Released 2015, March'",b'129.9 x 66.8 x 12.3 mm (5.11 x 2.63 x 0.48 in)',b'145 g (5.11 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",,b'IPS LCD',"b'4.5 inches, 55.8 cm2 (~64.3% screen-to-body ratio)'","b'540 x 960 pixels, 16:9 ratio (~245 ppi density)'",b'Android 5.0 (Lollipop)',b'Qualcomm Snapdragon 200 (28 nm) - 3G modelQualcomm Snapdragon 410 (28 nm) - LTE model',b'Quad-core 1.2 GHz Cortex-A7 - 3G modelQuad-core 1.2 GHz Cortex-A53 - LTE model',b'Adreno 302 - 3G modelAdreno 306 - LTE model',b'microSDHC (dedicated slot)',b'8GB 1GB RAM',,"b'Panorama, HDR'","b'480p@30fps (3G), 720p@30fps (4G)'",,,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, LE, aptX'","b'Yes, with A-GPS, GLONASS'",b'No',"b'FM radio, RDS'","b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity'","b'Li-Ion 2390 mAh, non-removable'",,"b'Black, White'",b'About 100 EUR',,"b'5 MP, f/2.2, AF'",,,"b'XT1521, XT1506'",,,,,,,,,,b'VGA',,,"b'Corning Gorilla Glass 3, oleophobic coating'",,,,,,,,,,,,,,,,,,,,,,,,
b'motorola',b'Motorola Moto E (2nd gen)',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-e-2015.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - all versions',b'HSDPA 850 / 900 / 1900 / 2100 - XT1505',"b'HSDPA 850 / 1700(AWS) / 1900 - XT1527, XT1511'",b'HSDPA 900 / 2100 - XT1524',"b'2, 4, 5, 7, 17 - XT1527'",,"b'HSPA, LTE'","b'2015, February'","b'Available. Released 2015, February'",b'129.9 x 66.8 x 12.3 mm (5.11 x 2.63 x 0.48 in)',b'145 g (5.11 oz)',b'Micro-SIM',b'eMMC 4.5',b'IPS LCD',"b'4.5 inches, 55.8 cm2 (~64.3% screen-to-body ratio)'","b'540 x 960 pixels, 16:9 ratio (~245 ppi density)'","b'Android 5.0/5.1 (Lollipop) - only XT1527, upgradable to 6.0 (Marshmallow)'",b'Qualcomm Snapdragon 200 (28 nm) - 3G modelQualcomm Snapdragon 410 (28 nm) - LTE model',b'Quad-core 1.2 GHz Cortex-A7 - 3G modelQuad-core 1.2 GHz Cortex-A53 - LTE model',b'Adreno 302 - 3G modelAdreno 306 - LTE model',b'microSDHC (dedicated slot)',b'8GB 1GB RAM',,"b'Panorama, HDR'",b'720p@30fps',,,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, LE, aptX'","b'Yes, with A-GPS, GLONASS'",b'No',"b'FM radio, RDS'","b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity'","b'Li-Ion 2390 mAh, non-removable'",,"b'Black, White'",b'About 130 EUR',,"b'5 MP, f/2.2, AF'",,,"b'XT1527, XT1511, XT1505, XT1524, XT1528, XT1526'",,,,,b'Basemark OS II 2.0: 546Basemark X: 1851',,b'Photo / Video',b'Voice 72dB / Noise 68dB / Ring 75dB',b'Endurance rating 82h',b'VGA',,b'0.89 W/kg (head) \xc2\xa0 \xc2\xa0 1.40 W/kg (body)',"b'Corning Gorilla Glass 3, oleophobic coating'",,,,,,,,,,,,,,,,,,,,,,,,
b'motorola',b'Motorola Moto G 4G (2nd gen)',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g-4g-2015.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'eMMC 4.5',b'HSDPA 850 / 900 / 1900 / 2100',,"b'1, 3, 7, 20'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps'","b'2015, March'","b'Available. Released 2015, March'",b'141.5 x 70.7 x 11 mm (5.57 x 2.78 x 0.43 in)',b'155 g (5.47 oz)',b'Micro-SIM',,b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~68.9% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 5.0.2 (Lollipop)',b'Qualcomm MSM8926 Snapdragon 400 (28 nm)',b'Quad-core 1.2 GHz Cortex-A7',b'Adreno 305',b'microSDHC (dedicated slot)',b'8GB 1GB RAM',,"b'LED flash, HDR, panorama'","b'720p@30fps, stereo sound rec., HDR'",,,b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP, LE, aptX'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, gyro, proximity, compass'","b'Li-Ion 2390 mAh, non-removable'",,b'Black',b'About 210 EUR',,"b'8 MP, f/2.0, AF'",,,b'XT1072',,,,,,,,,,b'2 MP',,,b'Corning Gorilla Glass 3',,,,,,,,,,,,,,,,,,,,,,,,
b'motorola',b'Motorola Moto G 4G Dual SIM (2nd gen)',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g-4g-2015.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'eMMC 4.5',b'HSDPA 850 / 900 / 1900 / 2100',,b'LTE (unspecified)',,"b'HSPA 42.2/5.76 Mbps, LTE Cat3 100/50 Mbps'","b'2015, January'","b'Available. Released 2015, January'",b'141.5 x 70.7 x 11 mm (5.57 x 2.78 x 0.43 in)',b'155 g (5.47 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",,b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~68.9% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 5.0.2 (Lollipop)',b'Qualcomm MSM8926 Snapdragon 400 (28 nm)',b'Quad-core 1.2 GHz Cortex-A7',b'Adreno 305',b'microSDHC (dedicated slot)',"b'8GB 1GB RAM, 16GB 1GB RAM'",,"b'LED flash, HDR, panorama'","b'720p@30fps, stereo sound rec., HDR'",,,b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP, LE, aptX'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, gyro, proximity, compass'","b'Li-Ion 2390 mAh, non-removable'",,"b'Black, Black/Lemon'",b'About 240 EUR',,"b'8 MP, f/2.0, AF'",,,b'XT1079',,,,,,,,,,b'2 MP',,,b'Corning Gorilla Glass 3',,,,,,,,,,,,,,,,,,,,,,,,
b'motorola',b'Motorola Moto Maxx',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-maxx.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 2100 - XT1225',b'HSDPA 850 / 900 / 1900 / 2100',"b'2, 3, 4, 5, 7, 17 - XT1225'","b'2, 3, 4, 7, 17'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2014, November. Released 2014, November'",b'Discontinued',b'143.5 x 73.3 x  8.3 - 11.2 mm',b'176 g (6.21 oz)',b'Nano-SIM',b'eMMC 5.0',b'OLED',"b'5.2 inches, 74.5 cm2 (~70.9% screen-to-body ratio)'","b'1440 x 2560 pixels, 16:9 ratio (~565 ppi density)'","b'Android 4.4.4 (KitKat), upgradable to 6.0.1 (Marshmallow)'",b'Qualcomm APQ8084 Snapdragon 805 (28 nm)',b'Quad-core 2.7 GHz Krait 450',b'Adreno 420',b'No',b'64GB 3GB RAM',,"b'Dual-LED flash, panorama, HDR'","b'4K@24fps, 1080p@30fps'",,,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'4.0, A2DP, LE, aptX'","b'Yes, with A-GPS, GLONASS'",b'Yes',b'No',b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass'","b'Li-Po 3900 mAh, non-removable'",b'Fast charging 15W Quick Charge 2.0 Qi wireless charging',b'Black Ballistic Nylon',b'About 300 EUR',,"b'21 MP, AF'",,,b'XT1225',,,,,,,,,,b'2 MP',,,b'Corning Gorilla Glass 3',,,,,,,,,,,,,,,,,,,,,,,,
b'motorola',b'Motorola DROID Turbo',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-droid-turbo.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900',b'CDMA 800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',b'CDMA2000 1xEV-DO',"b'2, 3, 4, 7, 13'",,"b'HSPA, LTE Cat4 150/50 Mbps'","b'2014, October. Released 2014, October'",b'Discontinued',b'143.5 x 73.3 x  8.3 - 11.2 mm',b'169 g (5.96 oz)',b'Nano-SIM',b'eMMC 5.0',b'Super AMOLED',"b'5.2 inches, 74.5 cm2 (~70.9% screen-to-body ratio)'","b'1440 x 2560 pixels, 16:9 ratio (~565 ppi density)'","b'Android 4.4.4 (KitKat), upgradable to 6.0 (Marshmallow)'",b'Qualcomm APQ8084 Snapdragon 805 (28 nm)',b'Quad-core 2.7 GHz Krait 450',b'Adreno 420',b'No',"b'32GB 3GB RAM, 64GB 3GB RAM'",,"b'Dual-LED flash, panorama, HDR'","b'4K@24fps, 1080p@30fps'",,,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'4.0, A2DP, LE, aptX'","b'Yes, with A-GPS, GLONASS'",b'Yes',b'No',b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass'","b'Li-Po 3900 mAh, non-removable'",b'Fast charging 15W Quick Charge 2.0 Qi wireless charging',"b'Black Ballistic Nylon, Metallic Black, Metallic Red, Blue'",b'About 290 EUR',,"b'21 MP, f/2.0, AF'",,,b'XT1254',,,,,b'Basemark X: 18971',,,,b'Endurance rating 90h',b'2 MP',,b'1.39 W/kg (head) \xc2\xa0 \xc2\xa0 0.50 W/kg (body)',b'Corning Gorilla Glass 3',,,,,,,b'Up to 48 h (3G)',b'Up to 675 h (3G)',,,,,,,,,,,,,,,,
b'motorola',b'Motorola Nexus 6',b'https://fdn2.gsmarena.com/vv/bigpic/moto-nexus-6.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - all models',b'CDMA 800 / 1900 - XT1103',b'HSDPA 800 / 850 / 900 / 1700 / 1800 / 1900 / 2100 - XT1100',b'HSDPA 850 / 900 / 1700 / 1900 / 2100 - XT1103',"b'1, 3, 5, 7, 8, 9, 19, 20, 28, 41 - XT1100'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps or LTE-A (2CA) Cat6 300/50 Mbps'","b'2014, October'","b'Available. Released 2014, November'",b'159.3 x 83 x 10.1 mm (6.27 x 3.27 x 0.40 in)',b'184 g (6.49 oz)',b'Nano-SIM',b'eMMC 5.0',b'AMOLED',"b'5.96 inches, 97.9 cm2 (~74.1% screen-to-body ratio)'","b'1440 x 2560 pixels, 16:9 ratio (~493 ppi density)'","b'Android 5.0 (Lollipop), upgradable to 7.1.1 (Nougat)'",b'Qualcomm APQ8084 Snapdragon 805 (28 nm)',b'Quad-core 2.7 GHz Krait 450',b'Adreno 420',b'No',"b'32GB 3GB RAM, 64GB 3GB RAM'",,"b'Dual-LED ring flash, panorama, HDR'",b'4K@30fps',,,b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'Yes',b'No',"b'microUSB 2.0 (SlimPort), USB On-The-Go'","b'Accelerometer, gyro, proximity, compass, barometer'","b'Li-Po 3220 mAh, non-removable'",b'Qi wireless charging',"b'Midnight Blue, Cloud White'",b'About 420 EUR',,"b'13 MP, f/2.0, 28mm (wide), 1/3.1"", 1.4\xc2\xb5m, AF, OIS'",,"b'Glass front (Gorilla Glass 3), plastic back, aluminum frame'","b'XT1103, XT1100'",,,,,b'Basemark OS II 2.0: 1267Basemark X: 20901',"b'Contrast ratio: Infinite (nominal), 3.543 (sunlight)'",b'Photo / Video',b'Voice 66dB / Noise 66dB / Ring 66dB',b'Endurance rating 70h',"b'2 MP, f/2.2, 1/6"", 1.4\xc2\xb5m'",,b'1.47 W/kg (head) \xc2\xa0 \xc2\xa0 0.93 W/kg (body)',b'Corning Gorilla Glass 3',,,,b'Noise -95.6dB / Crosstalk -96.6dB',,,b'Up to 24 h',b'Up to 330 h',,,,,,,,,,,,,,,,
b'motorola',b'Motorola Moto X (2nd Gen)',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-x-2014.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - all versions',b'CDMA 800 / 1900 - Verizon',"b'HSDPA 850 / 900 / 1900 / 2100 - EU, AT&T, Verizon'",b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - T-Mobile',"b'2, 3, 4, 5, 7, 17 - XT1097 AT&T, XT1095 T-Mobile'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2014, September'","b'Available. Released 2014, September'",b'140.8 x 72.4 x 10 mm (5.54 x 2.85 x 0.39 in)',b'144 g (5.08 oz)',b'Nano-SIM',b'eMMC 5.0',b'AMOLED',"b'5.2 inches, 74.5 cm2 (~73.1% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~424 ppi density)'","b'Android 4.4.4 (KitKat), upgradable to 6.0 (Marshmallow)'",b'Qualcomm MSM8974AC Snapdragon 801 (28 nm)',b'Quad-core 2.5 GHz Krait 400',b'Adreno 330',b'No',"b'16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM (AT&T, T-Mobile)'",,"b'Dual-LED flash, panorama, HDR'","b'4K@30fps, 1080p@30fps, HDR'",,,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, hotspot'","b'4.0, A2DP, EDR, LE, aptX'","b'Yes, with A-GPS, GLONASS'",b'Yes',b'No',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, gyro, proximity, compass, barometer, temperature'","b'Li-Ion 2300 mAh, non-removable'",b'Fast charging 15W Quick Charge 2.0',"b'Black, White'",b'About 320 EUR',,"b'13 MP, f/2.2, 29mm (standard), 1/3.1"", 1.13\xc2\xb5m, AF'",,,"b'XT1097, XT1096, XT1095, XT1092, XT1085, XT1093'",,,,,b'Basemark OS II 2.0: 1176Basemark X: 11855',,b'Photo / Video',b'Voice 66dB / Noise 66dB / Ring 72dB',b'Endurance rating 48h',"b'2 MP, f/2.2'",,b'1.46 W/kg (head) \xc2\xa0 \xc2\xa0 1.27 W/kg (body)',b'Corning Gorilla Glass 3',,,b'0.49 W/kg (head) \xc2\xa0 \xc2\xa0 0.69 W/kg (body)',b'Noise -93.5dB / Crosstalk -93.8dB',,,,,,,,,,,,,,,,,,,,
b'motorola',b'Motorola Moto G Dual SIM (2nd gen)',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g-2014.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'eMMC 4.5',b'HSDPA 850 / 900 / 1700 / 1900 / 2100',,,,b'HSPA 21.1/5.76 Mbps',"b'2014, September. Released 2014, September'",b'Discontinued',b'141.5 x 70.7 x 11 mm (5.57 x 2.78 x 0.43 in)',b'149 g (5.26 oz)',"b'Dual SIM, (Micro-SIM, dual stand-by)'",,b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~68.9% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'","b'Android 4.4.4 (KitKat), upgradable to Android L'",b'Qualcomm MSM8226 Snapdragon 400 (28 nm)',b'Quad-core 1.2 GHz Cortex-A7',b'Adreno 305',b'microSDHC (dedicated slot)',"b'8GB 1GB RAM, 16GB 1GB RAM'",,"b'LED flash, HDR, panorama'","b'720p@30fps, stereo sound rec., HDR'",,,b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, LE, aptX'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, gyro, proximity, compass'","b'Li-Ion 2070 mAh, non-removable'",,"b'White, Black'",b'About 200 EUR',,"b'8 MP, f/2.0, AF'",,,,,,,,,,,,,"b'2 MP, f/2.2'",,,b'Corning Gorilla Glass 3',,,,,,,,,,,,,,,,,,,,,,,,
b'motorola',b'Motorola Moto G (2nd gen)',b'https://fdn2.gsmarena.com/vv/bigpic/motorola-moto-g-2014.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1700 / 1900 / 2100 - USA model',b'HSDPA 850 / 900 / 1900 / 2100 - Global model',b'eMMC 4.5',,,b'HSPA 21.1/5.76 Mbps',"b'2014, September'","b'Available. Released 2014, September'",b'141.5 x 70.7 x 11 mm (5.57 x 2.78 x 0.43 in)',b'149 g (5.26 oz)',b'Micro-SIM',b'Digital TV (DS DTV 16GB model only)',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~68.9% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'","b'Android 4.4.4 (KitKat), upgradable to 6.0 (Marshmallow)'",b'Qualcomm MSM8226 Snapdragon 400 (28 nm)',b'Quad-core 1.2 GHz Cortex-A7',b'Adreno 305',b'microSDHC (dedicated slot)',b'8GB 1GB RAM',,"b'LED flash, HDR, panorama'","b'720p@30fps, stereo sound rec., HDR'",,,b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, LE, aptX'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, gyro, proximity, compass'","b'Li-Ion 2070 mAh, non-removable'",,"b'White, Black'",b'About 160 EUR',,"b'8 MP, f/2.0, AF'",,,"b'XT1068, XT1063, XT1064, XT1069'",,,,,b'Basemark OS II 2.0: 497Basemark X: 3142',,b'Photo / Video',b'Voice 66dB / Noise 66dB / Ring 75dB',b'Endurance rating 50h',"b'2 MP, f/2.2'",,,b'Corning Gorilla Glass 3',,,,b'Noise -91.6dB / Crosstalk -91.7dB',,,,,,,,,,,,,,,,,,,,
