Brand,Model Name,Model Image,Technology,2G bands,GPRS,EDGE,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,,Card slot,Phonebook,Call records,Internal,Single,Video,_1,Loudspeaker,Alert types,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Messaging,Browser,Games,Java,_1_1,Type_1,Stand-by,Talk time,Colors,Price,3G bands,Speed,Single_1,Video_1,Infrared port,Features,4G bands,Protection,OS,Chipset,CPU,GPU,Dual,NFC,Models,SAR EU,Features_1,Charging,SAR,Keyboard,Music play,Languages,Triple,Build,5G bands,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 4GB RAM,64GB 4GB RAM,Quad,128GB 6GB RAM,128GB 8GB RAM,256GB 8GB RAM,256GB 12GB RAM,Unspecified storage,64GB 6GB RAM,32GB 2GB RAM,512GB 8GB RAM,32GB 3GB RAM,64GB 3GB RAM,128GB 12GB RAM,Audio quality,Five,Triple_1,16GB 2GB RAM,Dual_1,32GB 4GB RAM
b'yota',b'Yota YotaPhone 3',b'https://fdn2.gsmarena.com/vv/bigpic/yotaphone-3.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2017, August'","b'Available. Released 2017, September'",b'153.6 x 75.2 x 7.9 mm (6.05 x 2.96 x 0.31 in)',b'170 g (6.00 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'AMOLED',"b'5.5 inches, 83.4 cm2 (~72.2% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'","b'Secondary always-on grayscale capacitive touchscreen, 720 x 1280 pixels (282 ppi), 5.2 inches'",b'No',,,"b'64GB 4GB RAM, 128GB 4GB RAM'","b'12 MP, f/1.9, AF'",b'1080p@30fps',b'eMMC 5.1',b'Yes',,b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'FM radio',b'USB Type-C',"b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'",,,,,,"b'Li-Po 3300 mAh, non-removable'",,,b'Black',b'About 310 EUR',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE'","b'13 MP, f/2.2'",b'',,"b'Dual-LED dual-tone flash, panorama, HDR'",b'LTE (unspecified)',b'Corning Gorilla Glass 4',"b'Android 7.1.1 (Nougat), Yota 3'",b'Qualcomm MSM8953 Snapdragon 625 (14 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'Adreno 506',,b'Yes',,,,b'Fast charging 18W',,,,,,"b'Glass front (Gorilla Glass 4), glass back (Gorilla Glass 4), aluminum frame'",,,,,,,,,,,,,,,,,,,,,,,,,,
b'yota',b'Yota YotaPhone 2',b'https://fdn2.gsmarena.com/vv/bigpic/yotaphone-2.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',,,"b'2014, February. Released 2014, December'",b'Discontinued',b'144.9 x 69.4 x 9 mm (5.70 x 2.73 x 0.35 in)',b'145 g (5.11 oz)',b'Nano-SIM',b'AMOLED',"b'5.0 inches, 68.6 cm2 (~68.2% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~442 ppi density)'","b'Secondary always-on grayscale capacitive touchscreen, 540 x 960 pixels (235 ppi), 4.7 inches'",b'No',,,b'32GB 2GB RAM',"b'8 MP, AF'",b'1080p@30fps',b'eMMC 5.0',b'Yes',,b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS, GLONASS'",b'FM radio',b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass'",,,,,,"b'Li-Ion 2500 mAh, non-removable'",b'Up to 397 h (2G) / Up to 406 h (3G)',b'Up to 41 h 40 min (2G) / Up to 26 h (3G)',"b'Black, White'",b'About 150 EUR',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA, LTE Cat4 150/50 Mbps'",b'2.1 MP',b'',,"b'LED flash, panorama, HDR'","b'3, 7, 20'",b'Corning Gorilla Glass 3',"b'Android 4.4.3 (KitKat), upgradable to 6.0 (Marshmallow)'",b'Qualcomm Snapdragon 801 (28 nm)',b'Quad-core 2.3 GHz Krait 400',b'Adreno 330',,b'Yes',"b'YD201, YD206'",b'0.29 W/kg (head) \xc2\xa0 \xc2\xa0 0.27 W/kg (body)',,b'Qi wireless charging',,,b'Up to 92 h',,,"b'Glass front (Gorilla Glass 3), glass back (Gorilla Glass 3), aluminum frame'",,b'Basemark OS II 2.0: 1021Basemark X: 9877',"b'Contrast ratio: Infinite (nominal), 3.453 (sunlight)'",b'Photo / Video',b'Voice 66dB / Noise 65dB / Ring 69dB',b'Endurance rating 57h',,,,,,,,,,,,,,,b'Noise -92.1dB / Crosstalk -90.7dB',,,,,
b'yota',b'Yota YotaPhone',b'https://fdn2.gsmarena.com/vv/bigpic/yotaphone-1.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900',,,"b'2012, December. Released 2013, November'",b'Discontinued',b'133.6 x 67 x 10 mm (5.26 x 2.64 x 0.39 in)',b'146 g (5.15 oz)',b'Micro-SIM',b'IPS LCD',"b'4.3 inches, 51.0 cm2 (~56.9% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~342 ppi density)'","b'Secondary always-on grayscale capacitive touchscreen, 360 x 640 pixels (170 ppi), 4.3 inches'",b'No',,,b'32GB 2GB RAM',"b'13 MP, AF'",b'1080p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass'",,,,,,"b'Li-Ion 1800 mAh, non-removable'",b'Up to 282 h (2G) / Up to 327 h (3G)',b'Up to 22 h (2G) / Up to 15 h (3G)',"b'Black, White'",b'About 420 EUR',b'HSDPA 900 / 2100 / 1800',"b'HSPA 42.2/11.5 Mbps, LTE Cat3 100/50 Mbps'",b'1 MP',b'',,b'LED flash',"b'3, 7, 20'",b'Corning Gorilla Glass',b'Android 4.2.2 (Jelly Bean)',b'Qualcomm MSM8960T Snapdragon S4 Pro',b'Dual-core 1.7 GHz Krait',b'Adreno 320',,b'No',,b'0.57 W/kg (head) \xc2\xa0 \xc2\xa0 0.28 W/kg (body)',,,,,b'Up to 48 h',,,"b'Glass front (Gorilla Glass 3), glass back (Gorilla Glass 3), aluminum frame'",,,,,,,,,,,,,,,,,,,,,,,,,,
