Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Triple_1,Features_1,Video_1,Loudspeaker,3.5mm jack,_1,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,Performance,Display,Camera,Loudspeaker_1,Battery life,256GB 8GB RAM,128GB 8GB RAM,128GB 6GB RAM,_1_1,Single,SAR,128GB 12GB RAM,256GB 12GB RAM,512GB 12GB RAM,Dual,Dual_1,Stand-by,Talk time,Audio quality,64GB 6GB RAM,Single_1,512GB 8GB RAM,Music play,Infrared port,GPRS,EDGE,SAR EU,Browser,Alert types,Keyboard,Phonebook,Call records,Messaging,Games,Java,Stand-by_1,Talk time_1,Clock,Alarm
b'benq',b'BenQ M7',b'https://fdn2.gsmarena.com/vv/bigpic/benq-m7.gif',b'GSM / UMTS',b'GSM 900 / 1800 / 1900',b'UMTS 2100',,,"b'Yes, 384 kbps'","b'2007, Q4'",b'Cancelled',b'105 x 47.5 x 16.8 mm (4.13 x 1.87 x 0.66 in)',b'93 g (3.28 oz)',,b'Mini-SIM',"b'TFT, 256K colors'","b'2.0 inches, 12.4 cm2 (~24.8% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~200 ppi density)'",,,b'Qualcomm 6250A',,,b'microSD',b'50MB',b'MP3/AAC/AAC/eAAC+/XMF player MP4/3GP player Voice memo',,,b'480p',,,b'',b'Yes',b'No',,b'No',b'1.1',"b'Yes, with A-GPS'",,b'No',b'1.1',b'',b'Removable Li-Ion 920 mAh battery',,b'Charcoal with crimson trim',,,,,,,,,,,,b'2 MP',,,,,,,b'Up to 400 h',b'Up to 5 h',,,b'VGA videocall camera',,,,,,,b'WAP 2.0/xHTML',b'Vibration; Downloadable polyphonic ringtones',,b'Yes',b'Yes',"b'SMS, MMS, EMS, Email'",b'Yes',"b'Yes, MIDP 2.0'",,,,
b'benq',b'BenQ E72',b'https://fdn2.gsmarena.com/vv/bigpic/benq-e72.gif',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,,,,"b'2007, August'",b'Discontinued',b'108 x 46 x 13 mm (4.25 x 1.81 x 0.51 in)',b'90 g (3.17 oz)',,b'Mini-SIM',"b'TFT, 65K colors'","b'2.0 inches, 12.4 cm2 (~24.9% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~200 ppi density)'",,b'Microsoft Windows Mobile 6.0',b'TI OMAP V1030',b'260 MHz',,b'microSD (dedicated slot)',b'128MB 64MB RAM',b'Wallpapers',,,b'Yes',,,,b'Yes',b'No',b'No',b'Wi-Fi 802.11 b/g',"b'2.0, A2DP'",b'No',,b'No',b'2.0',b'',b'Removable Li-Ion 900 mAh battery',,b'Bright red',,b'About 120 EUR',,,,,,,,,b'MP3/AAC/AAC+/WAV/WMA player MP4/WMV/3GP player Voice memo',b'2 MP',,,,,,,b'Up to 180 h',b'Up to 4 h',,,,,,,b'Class 10',b'Yes',,"b'WAP 2.0/xHTML, HTML, Email, MSN'","b'Vibration; Downloadable polyphonic, MP3, MIDI, Flash ringtones'",,,,,,,,,,
b'benq',b'BenQ C30',b'https://fdn2.gsmarena.com/vv/bigpic/benq-c30.gif',b'GSM',b'GSM 900 / 1800',,,,,"b'2007, September'",b'Cancelled',b'108 x 47.3 x 14.4 mm (4.25 x 1.86 x 0.57 in)',b'77 g (2.72 oz)',,b'Mini-SIM',"b'TFT, 256K colors'","b'1.8 inches, 10.2 cm2 (~20.0% screen-to-body ratio)'",b'128 x 160 pixels (~114 ppi density)',,,,,,b'microSD',,b'Wallpapers',,,b'Yes',,,,b'Yes',b'No',b'No',b'No',b'No',b'No',,b'FM radio',b'1.1',b'',b'Removable Li-Ion 650 mAh battery',,b'Vibrant grey',,,,,,,,,,,"b'E-book reader Health management MP3, AAC, WAV player Voice memo'",b'VGA',,,,,,,b'Up to 250 h',b'Up to 4 h',,,,,,,b'Class 12',b'No',,b'WAP 2.0/xHTML',"b'Vibration; Downloadable polyphonic, MP3, AAC, WAV, AMR, MIDI ringtones'",,b'Yes',"b'10 dialed, 10 received, 10 missed calls'","b'SMS, EMS, MMS'",b'Yes',"b'Yes, MIDP 2.0'",,,,
b'benq',b'BenQ T51',b'https://fdn2.gsmarena.com/vv/bigpic/benq-t51.gif',b'GSM',b'GSM 900 / 1800 / 1900',,,,,"b'2007, August'",b'Cancelled',b'86.4 x 45.3 x 20.8 mm (3.40 x 1.78 x 0.82 in)',b'85.5 g (3.00 oz)',,b'Mini-SIM',"b'TFT, 256K colors'","b'1.8 inches, 10.2 cm2 (~26.1% screen-to-body ratio)'",b'176 x 220 pixels (~157 ppi density)',,,,,,b'microSD',b'23MB',"b'Second external mono OLED display 128 x 32 pixels, 1 inch Wallpapers'",,,b'Yes',,,,b'No',b'No',b'No',b'No',b'1.2',b'No',,b'FM radio',b'1.1',b'',b'Removable Li-Ion 750 mAh battery',,"b'Burnished graphite, Peach essence'",,,,,,,,,,,b'Webcam funciton Predictive text input Stopwatch Organizer',b'2 MP',,,,,,,b'Up to 150 h',b'Up to 3 h 30 min',,,,,,,b'Class 10',b'No',,b'WAP 2.0/xHTML',"b'Vibration; Polyphonic(64), MP3, MIDI, iMelody ringtones'",,b'Yes',"b'10 dialed, 10 received, 10 missed calls'","b'SMS, MMS'",b'Yes',"b'Yes, MIDP 2.0'",,,,
b'benq',b'BenQ T33',b'https://fdn2.gsmarena.com/vv/bigpic/benq-t33.gif',b'GSM',b'GSM 900 / 1800 / 1900',,,,,"b'2007, August'",b'Cancelled',b'92 x 48 x 19 mm (3.62 x 1.89 x 0.75 in)',b'85 g (3.00 oz)',,b'Mini-SIM',"b'TFT, 256K colors'","b'1.8 inches, 10.2 cm2 (~23.1% screen-to-body ratio)'",b'176 x 220 pixels (~157 ppi density)',,,,,,b'microSD',b'23MB',b'Wallpapers',,,b'Yes',,,,b'No',b'No',b'No',b'No',"b'1.2, A2DP'",b'No',,b'FM radio',b'1.1',b'',b'Removable Li-Ion 750 mAh battery',,b'Black Rock',,,,,,,,,,,b'MP3 player Webcam function Predictive text input Stopwatch Organizer',b'2 MP',,,,,,,b'Up to 150 h',b'Up to 3 h 30 min',,,,,,,b'Class 10',b'No',,b'WAP 2.0/xHTML',"b'Vibration; Downloadable polyphonic, MP3, MIDI, Flash ringtones'",,b'Yes',"b'10 dialed, 10 received, 10 missed calls'","b'SMS, MMS'",b'Yes',"b'Yes, MIDP 2.0'",,,,
b'benq',b'BenQ EL71',b'https://fdn2.gsmarena.com/vv/bigpic/benq-el71.gif',b'GSM',b'GSM 900 / 1800 / 1900',,,,,"b'2006, February'",b'Discontinued',b'90 x 46.3 x 16.5 mm (3.54 x 1.82 x 0.65 in)',b'94 g (3.32 oz)',,b'Mini-SIM',"b'TFT, 256K colors'","b'2.0 inches, 30 x 40 mm, 12.4 cm2 (~29.7% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~200 ppi density)'",,,,,,b'microSD (dedicated slot)',b'16MB',b'Wallpapers',,b'LED flash',b'Yes',,,,b'No',b'No',b'No',b'No',"b'1.2, A2DP'",b'No',,b'No',b'2.0',b'',b'Removable Li-Ion 570 mAh battery',,b'Vibrant grey',,,,,,,,,,,b'MP3/AAC/WAV player Predictive text input Stopwatch Organizer Voice memo',b'1.3 MP',,,,,,,b'Up to 280 h',b'Up to 4 h',,,,,,,b'Class 10',b'Class 10',,"b'WAP 2.0/xHTML, Email'","b'Vibration; Downloadable polyphonic, MP3 ringtones'",,"b'1000 x 20 fields, Photo call'","b'100 dialed, 100 received, 100 missed calls'","b'SMS, EMS, MMS'",b'Yes',"b'Yes, MIDP 2.0'",,,,
b'benq',b'BenQ M580',b'https://fdn2.gsmarena.com/vv/bigpic/benq-m580.gif',b'GSM',b'GSM 900 / 1800 / 1900',,,,,"b'2006, Q1'",b'Discontinued',b'88 x 44 x 22 mm (3.46 x 1.73 x 0.87 in)',b'95 g (3.35 oz)',,b'Mini-SIM',"b'CSTN, 65K colors'","b'1.8 inches, 29 x 35 mm, 10.2 cm2 (~26.3% screen-to-body ratio)'",b'128 x 160 pixels (~114 ppi density)',,,,,,b'No',b'2MB',b'Second external mono OLED display 96 x 32 pixels Wallpapers',,,b'No',,,,b'No',b'No',b'No',b'No',b'1.2',b'No',,b'No',b'No',b'',b'Removable Li-Ion 870 mAh battery',,"b'Mercury Silver, Ebony Black, Pearl White'",,,,,,,,,,,b'Predictive text input Stopwatch Organizer',b'VGA',,,,,,,b'Up to 155 h',b'Up to 5 h 30 min',,,,,,,b'Class 10',b'No',,b'WAP 2.0/xHTML',b'Polyphonic(40) ringtones',,b'500 entries',"b'10 dialed, 10 received, 10 missed calls'","b'SMS, MMS'",b'2 + downloadable',"b'Yes, MIDP 2.0'",,,,
b'benq',b'BenQ U700',b'https://fdn2.gsmarena.com/vv/bigpic/bqu700.gif',b'GSM',b'GSM 900 / 1800 / 1900',,,,,"b'2005, Q1'",b'Cancelled',b'97 x 46 x 27 mm (3.82 x 1.81 x 1.06 in)',b'135 g (4.76 oz)',,b'Mini-SIM',"b'TFT, 256K colors'",b'',b'176 x 220 pixels',,,,,,b'miniSD',,b'Wallpapers Downloadable pictures',,b'LED flash',b'Yes',,,,b'No',b'No',b'No',b'No',b'No',b'No',,b'No',b'Proprietary',b'',b'Removable Li-Ion 1000 mAh battery',,b'',,,,,,,,,,,b'MP3/MP4 player iTap Photo editor Organizer',b'1.3 MP',,,,,,,b'Up to 200 h',b'Up to 4 h',,,,,,b'Yes',b'Class 10',b'No',,b'WAP 2.0/xHTML',"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,b'500 entries',"b'10 dialed, 10 received, 10 missed calls'","b'SMS, EMS, MMS, EMail'",b'Yes',b'Yes',,,,
b'benq',b'BenQ Z2',b'https://fdn2.gsmarena.com/vv/bigpic/bqz2.gif',b'GSM',b'GSM 900 / 1800 / 1900',,,,,"b'2005, Q1'",b'Discontinued',b'66 x 66 x 20 mm (2.60 x 2.60 x 0.79 in)',b'106 g (3.74 oz)',,b'Mini-SIM',"b'TFT, 256K colors'","b'1.5 inches, 27 x 27 mm, 7.3 cm2 (~16.7% screen-to-body ratio)'","b'128 x 128 pixels, 1:1 ratio (~121 ppi density)'",,,,,,b'miniSD',b'60MB',b'Wallpapers Downloadable pictures',,b'LED flash',b'No',,,,b'Yes',b'No',b'No',b'No',b'No',b'No',,b'FM radio',b'Proprietary',b'',b'Removable Li-Ion 1000 mAh battery',,"b'Vanilla White, Berry Blue, Wasabi Green, Bubblegum Pink'",,,,,,,,,,,b'MP3 player Changeable front and back covers iTap Voice memo Organizer',b'1.3 MP',,,,,,,b'Up to 150 h',b'Up to 5 h',,,,,,,b'Class 10',b'No',,b'WAP 2.0/xHTML',"b'Vibration; Downloadable polyphonic, MP3 ringtones, composer'",,b'500 entries',"b'10 dialed, 10 received, 10 missed calls'","b'SMS, EMS, MMS'",b'Yes',b'Yes',,,,
b'benq',b'BenQ M315',b'https://fdn2.gsmarena.com/vv/bigpic/benq-m315.gif',b'GSM',b'GSM 900 / 1800 / 1900',,,,,"b'2005, Q1'",b'Discontinued',b'102 x 44 x 18 mm (4.02 x 1.73 x 0.71 in)',b'86 g (3.03 oz)',,b'Mini-SIM',"b'CSTN, 65K colors'","b'1.5 inches, 27 x 27 mm, 7.3 cm2 (~16.2% screen-to-body ratio)'","b'128 x 128 pixels, 1:1 ratio (~121 ppi density)'",,,,,,b'No',,b'Wallpapers',,,b'No',,,,b'No',b'No',b'300 SMS messages 20 CIF(352 x 288) photos',b'No',b'1.1',b'No',,b'No',b'Proprietary',b'',b'Removable Li-Ion 760 mAh battery',,b'Express Silver',,,,,,,,,,,b'iTap Stopwatch Organizer',b'CIF',,,,,,,b'Up to 140 h',b'Up to 5 h',,,,,,,b'Class 10',b'No',,b'WAP 2.0/xHTML',"b'Polyphonic(16) - SMAF, iMelody, Midi ringtones'",,b'500 entries',"b'10 dialed, 10 received, 10 missed calls'","b'SMS, MMS'","b'Eda Mouse, Cherry Boy'",b'No',,,,
b'benq',b'BenQ M220',b'https://fdn2.gsmarena.com/vv/bigpic/benq-m220.gif',b'GSM',b'GSM 900 / 1800 / 1900',,,,,"b'2005, Q1'",b'Discontinued',b'102 x 44 x 18 mm (4.02 x 1.73 x 0.71 in)',b'86 g (3.03 oz)',,b'Mini-SIM',"b'CSTN, 65K colors'","b'1.5 inches, 27 x 27 mm, 7.3 cm2 (~16.2% screen-to-body ratio)'","b'128 x 128 pixels, 1:1 ratio (~121 ppi density)'",,,,,,b'No',,b'Wallpapers',,,,,,,b'No',b'No',b'300 SMS messages',b'No',b'No',b'No',,b'FM radio',b'Proprietary',b'',b'Removable Li-Ion 760 mAh battery',,"b'Cool Silver, Stark White, Crystal Black'",,,,,,,,,,,b'iTap Stopwatch Organizer',,,,,,,,b'Up to 140 h',b'Up to 5 h',,,,,,,b'Class 10',b'No',,b'WAP 2.0/xHTML',"b'Vibration; Polyphonic(16) - SMAF, iMelody, Midi ringtones'",,b'500 entries',"b'10 dialed, 10 received, 10 missed calls'","b'SMS, EMS, MMS'","b'Eda Mouse, Cherry Boy'",b'No',,,,
b'benq',b'BenQ S80',b'https://fdn2.gsmarena.com/vv/bigpic/bqs80.gif',b'GSM / UMTS',b'GSM 900 / 1800',b'UMTS 2100',,,"b'Yes, 384 kbps'","b'2005, Q1'",b'Discontinued',b'90 x 45 x 24 mm (3.54 x 1.77 x 0.94 in)',b'110 g (3.88 oz)',,b'Mini-SIM',"b'TFT, 256K colors'","b'2.0 inches, 31 x 39 mm, 12.6 cm2 (~31.1% screen-to-body ratio)'",b'176 x 220 pixels (~141 ppi density)',,,,,,b'miniSD',b'10MB',"b'Second CSTN display (96 x 64 pixels), 65K colors Wallpapers Downloadable pictures'",,b'LED flash',b'Yes',,,,b'No',b'No',b'CIF videocall camera',b'No',b'1.1',b'No',,b'No',b'Proprietary',b'',b'Removable Li-Ion 840 mAh battery',,"b'Red, Black'",,,,,,,,,,,b'MP3/MP4 player iTap Organizer',b'1.3 MP',,,,,,,b'Up to 300 h',b'Up to 4 h',,,,,,b'Yes',,,,b'WAP 2.0/xHTML',"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,"b'500 entries, Photo call'","b'10 dialed, 10 received, 10 missed calls'","b'SMS, MMS'",b'Yes',"b'Yes, MIDP 2.0'",,,,
b'benq',b'BenQ A520',b'https://fdn2.gsmarena.com/vv/bigpic/bqa520.gif',b'GSM',b'GSM 900 / 1800 / 1900',,,,,"b'2005, Q1'",b'Discontinued',b'82.5 x 44.8 x 22.6 mm (3.25 x 1.76 x 0.89 in)',b'96 g (3.39 oz)',,b'Mini-SIM',"b'OLED, 65K colors'","b'1.5 inches, 27 x 27 mm, 7.3 cm2 (~19.6% screen-to-body ratio)'","b'128 x 128 pixels, 1:1 ratio (~121 ppi density)'",,,,,,b'No',b'2MB',"b'Second external OLED, 65K colors display (96 x 39 pixels) Wallpapers Downloadable pictures'",,,b'No',,,,b'No',b'No',b'No',b'No',b'No',b'No',,b'No',b'Proprietary',b'',b'Removable Li-Ion 700 mAh battery',,"b'Black, White'",,,,,,,,,,,b'Webcamera function iTap Photo editor Organizer',b'VGA',,,,,,,b'Up to 120 h',b'Up to 3 h',,,,,,,b'Class 10',b'No',,b'WAP 2.0/xHTML',"b'Vibration; Downloadable polyphonic ringtones, composer'",,b'500 entries',"b'10 dialed, 10 received, 10 missed calls'","b'SMS, EMS, MMS'",b'Yes',"b'Yes, MIDP 1.0'",,,,
b'benq',b'BenQ M350',b'https://fdn2.gsmarena.com/vv/bigpic/benq-m350.gif',b'GSM',b'GSM 900 / 1800 / 1900',,,,,"b'2005, Q2'",b'Discontinued',b'83 x 45 x 23 mm (3.27 x 1.77 x 0.91 in)',b'85 g (3.00 oz)',,b'Mini-SIM',"b'CSTN, 65K colors'","b'1.5 inches, 27 x 27 mm, 7.3 cm2 (~19.4% screen-to-body ratio)'","b'128 x 128 pixels, 1:1 ratio (~121 ppi density)'",,,,,,b'No',,"b'Second external STN, 65K colors display (96 x 32 pixels)'",,,b'Yes',,,,b'No',b'No',b'No',b'No',b'No',b'No',,b'No',b'Proprietary',b'',b'Removable Li-Ion 740 mAh battery',,"b'Black, White'",,,,,,,,,,,b'iTap Photo editor Organizer',b'CIF',,,,,,,b'Up to 200 h',b'Up to 5 h',,,,,,,b'Yes',b'No',,b'WAP 2.0/xHTML',b'Vibration; Polyphonic(16) ringtones',,"b'500 entries, Photo call'","b'10 dialed, 10 received, 10 missed calls'","b'SMS, EMS, MMS'",b'Yes',b'Yes',,,,
b'benq',b'BenQ A500',b'https://fdn2.gsmarena.com/vv/bigpic/bqa500.gif',b'GSM',b'GSM 900 / 1800 / 1900',,,,,"b'2004, Q4'",b'Discontinued',b'83.5 x 45 x 23.1 mm (3.29 x 1.77 x 0.91 in)',b'98 g (3.46 oz)',,b'Mini-SIM',"b'TFT, 256K colors'","b'1.9 inches, 30 x 37 mm, 11.4 cm2 (~30.2% screen-to-body ratio)'",b'128 x 160 pixels (~108 ppi density)',,,,,,b'No',b'20MB',"b'Second external CSTN display, 4096 colors Wallpapers, themes Downloadable pictures'",,,b'Yes',,,,b'No',b'No',b'1000 short messages',b'No',b'No',b'No',,b'No',b'',b'',b'Removable Li-Ion 700 mAh battery',,"b'3 - Electric Blue, Cool Pink, Funky Gold'",,,,,,,,,,,b'Predictive text input Media viewer Organizer',b'VGA',,,,,,,b'Up to 180 h',b'Up to 3 h',,,,,,b'Yes',b'Class 10',b'No',,b'WAP 2.0/xHTML',"b'Vibration; Downloadable polyphonic ringtones, composer'",,"b'500 x 8 fields, Photo call'","b'30 dialed, 30 received, 30 missed calls'","b'SMS, EMS, MMS'",b'3 + 2 pre-loaded Java games + downloadable',b'Yes',,,,
