Brand,Model Name,Model Image,Technology,2G bands,,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,Build,Protection,Quad,_1,_1_1,128GB 8GB RAM,Dual,32GB 2GB RAM,32GB 3GB RAM,SAR,128GB 4GB RAM,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 6GB RAM,64GB 4GB RAM,8GB 1GB RAM,256GB 8GB RAM,256GB 12GB RAM,SAR EU,512GB 12GB RAM,Audio quality,64GB 3GB RAM,256GB 6GB RAM,Single_1,64GB 6GB RAM,Dual_1,Stand-by,Talk time,Infrared port,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,Keyboard,Browser,Alert types,Languages,Clock,Alarm,Stand-by_1,Talk time_1,Music play
b'razer',b'Razer Phone 2',b'https://fdn2.gsmarena.com/vv/bigpic/razer-phone2-.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'CDMA 800 & TD-SCDMA',b'HSDPA 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 26, 28, 29, 30, 32, 38, 39, 40, 41, 48, 66, 71'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (5CA) Cat18 1200/150 Mbps'","b'2018, October'","b'Available. Released 2018, October'",b'158.5 x 79 x 8.5 mm (6.24 x 3.11 x 0.33 in)',b'220 g (7.76 oz)',b'Nano-SIM',"b'IGZO IPS LCD, 120Hz, 580 nits (typ)'","b'5.72 inches, 90.2 cm2 (~72.0% screen-to-body ratio)'","b'1440 x 2560 pixels, 16:9 ratio (~513 ppi density)'","b'Android 8.1 (Oreo), upgradable to Android 9.0 (Pie)'",b'Qualcomm SDM845 Snapdragon 845 (10 nm)',b'Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver)',b'Adreno 630',b'microSDXC (dedicated slot)',b'64GB 8GB RAM',,"b'Dual-LED dual-tone flash, panorama, HDR'","b'4K@30/60fps, 1080p@30/30/60/120fps, stereo sound rec.'","b'8 MP, f/2.0'",,b'1080p@30/60fps',"b'Yes, with Dolby Atmos stereo speakers (THX-certified amplifiers)'",b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS'",b'Yes',b'No',b'USB Type-C',"b'Fingerprint (side-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",b'Fast charging 18W Quick Charge 4+ Fast wireless charging 15W',"b'Mirror back, Rugged satin'",,b'About 850 EUR',"b'Glass front (Gorilla Glass 5), aluminum back, aluminum frame'","b'Corning Gorilla Glass 5, oleophobic coating'",,b'IP67 dust/water resistant (up to 1m for 30 mins) RGB Illuminated Razer Chroma Logo on the back',b'24-bit/192kHz audio',,"b'12 MP, f/1.8, 25mm (wide), 1/2.55"", 1.4\xc2\xb5m, dual pixel PDAF, OIS 12 MP, f/2.6, 1/3.1"", 1.0\xc2\xb5m, 2x optical zoom'",,,,,b'AnTuTu: 286076 (v7)GeekBench: 9110 (v4.4)GFXBench: 22fps (ES 3.1 onscreen)',"b'Contrast ratio: 948 (nominal), 2.932 (sunlight)'",b'Photo / Video',b'Voice 78dB / Noise 78dB / Ring 86dB',b'Endurance rating 70h',,,,,,,,b'Noise -93.4dB / Crosstalk -92.8dB',,,,,,,,,,,,,,,,,,,,,,,,
b'razer',b'Razer Phone',b'https://fdn2.gsmarena.com/vv/bigpic/razer-phone.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'Wide Colour Gamut',b'HSDPA 850 / 900 / 1700(AWS) / 1800 / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 12, 17, 19, 20, 25, 26, 28, 29, 30, 38, 39, 40, 41, 66'",,"b'HSPA 42.2/5.76 Mbps, LTE'","b'2017, November'","b'Available. Released 2017, November'",b'158.5 x 77.7 x 8 mm (6.24 x 3.06 x 0.31 in)',b'197 g (6.95 oz)',b'Nano-SIM',"b'IGZO IPS LCD, 120Hz, 380 nits (typ)'","b'5.7 inches, 89.6 cm2 (~72.7% screen-to-body ratio)'","b'1440 x 2560 pixels, 16:9 ratio (~515 ppi density)'","b'Android 7.1.1 (Nougat), upgradable to Android 9.0 (Pie)'",b'Qualcomm MSM8998 Snapdragon 835 (10 nm)',b'Octa-core (4x2.35 GHz Kryo & 4x1.9 GHz Kryo)',b'Adreno 540',b'microSDXC (dedicated slot)',b'64GB 8GB RAM',,"b'Dual-LED dual-tone flash, panorama, HDR'",b'4K@30fps',"b'8 MP, f/2.0'",,b'1080p@30fps',"b'Yes, with Dolby Atmos stereo speakers (THX-certified amplifiers)'",b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'Yes',b'No',b'USB Type-C',"b'Fingerprint (side-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",b'Fast charging 18W Quick Charge 4+',b'Black',,b'About 750 EUR',"b'Glass front (Gorilla Glass 3), aluminum back, aluminum frame'",b'Corning Gorilla Glass 3',,b'24-bit/192kHz audio',,,"b'12 MP, f/1.8, 25mm (wide), 1/2.55"", 1.4\xc2\xb5m, Dual pixel PDAF 12 MP, f/2.6, 1/3.4"", 1.0\xc2\xb5m, 2x optical zoom,  PDAF'",,,,,"b'AnTuTu: 190271 (v7), 291142 (v8)GeekBench: 6728 (v4.4), 1752 (v5.1)GFXBench: 15fps (ES 3.1 onscreen)'","b'Contrast ratio: 871 (nominal), 2.328 (sunlight)'",b'Photo / Video',b'Voice 69dB / Noise 75dB / Ring 90dB',b'Endurance rating 62h',,,,,,,,b'Noise -80.3dB / Crosstalk -75.3dB',,,,,,,,,,,,,,,,,,,,,,,,
