Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Dual,Price,,Triple,Stand-by,Talk time,Features_1,Protection,_1,_1_1,Models,Build,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,Dual_1,Music play,Infrared port,Keyboard,Browser,Alert types,Clock,Alarm,SAR EU,SAR,Stand-by_1,Talk time_1,128GB 6GB RAM
b'celkon',b'Celkon A403',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-a403.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',"b'2015, August. Released 2015, August'",b'Discontinued',b'125 x 65 x 10.2 mm (4.92 x 2.56 x 0.40 in)',b'113 g (3.99 oz)',b'Dual SIM',"b'TFT, 256K colors'","b'4.0 inches, 45.5 cm2 (~56.1% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'Android 4.4.2 (KitKat)',b'Spreadtrum SC7715',b'1.0 GHz',,b'microSDHC',b'4GB 512MB RAM',b'3.15 MP',b'LED flash',b'Yes',b'1.3 MP',b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',b'2.0',b'A-GPS',b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',b'Li-Ion 1400 mAh battery',,"b'Black, Light Blue, Red, Yellow'",,,,,,,,,,,,,,,,,,,,,,,,,,,,b'0.38 W/kg (head) \xc2\xa0 \xc2\xa0 0.68 W/kg (body)',,,,
b'celkon',b'Celkon Campus Prime',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-millennia-prime.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',"b'2015, August. Released 2015, August'",b'Discontinued',b'132 x 67 x 9.3 mm (5.20 x 2.64 x 0.37 in)',b'119.2 g (4.20 oz)',b'Dual SIM',"b'TFT, 256K colors'","b'4.5 inches, 55.8 cm2 (~63.1% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~218 ppi density)'",b'Android 4.4.2 (KitKat)',b'Spreadtrum SC7715',b'1.0 GHz',,b'microSDHC',b'4GB 512MB RAM',b'3.15 MP',b'LED flash',b'Yes',b'1.3 MP',b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',b'2.0',b'A-GPS',b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 1600 mAh, removable'",,"b'White, Black, Gold, Silver, Brown, Blue'",,,,,,,,,,,,,,,,,,,,,,,,,,,,b'0.35 W/kg (head) \xc2\xa0 \xc2\xa0 0.85 W/kg (body)',,,,
b'celkon',b'Celkon Millennia Everest',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-millennia-everest.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',"b'2015, August. Released 2015, August'",b'Discontinued',b'157 x 78 x 9.1 mm (6.18 x 3.07 x 0.36 in)',b'-',b'Dual SIM',"b'TFT, 256K colors'","b'5.5 inches, 83.4 cm2 (~68.1% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~178 ppi density)'",b'Android 5.1 (Lollipop)',b'Spreadtrum SC7731',b'Quad-core 1.2 GHz',,b'microSDHC',b'8GB 1GB RAM',b'5 MP',b'LED flash',b'Yes',b'3.2 MP',b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',b'2.0',b'A-GPS',b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'",b'Li-Ion 2500 mAh battery',,"b'Black, White, Blue'",,,,,,,,,,,,,,,,,,,,,,,,,,,,b'0.33 W/kg (head) \xc2\xa0 \xc2\xa0 0.25 W/kg (body)',,,,
b'celkon',b'Celkon Millennia Hero',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-millennia-hero.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',"b'2015, August. Released 2015, August'",b'Discontinued',b'125 x 64 x 11 mm (4.92 x 2.52 x 0.43 in)',b'113 g (3.99 oz)',b'Dual SIM',"b'TFT, 256K colors'","b'4.0 inches, 45.5 cm2 (~56.9% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'Android 5.1 (Lollipop)',,b'Quad-core 1.2 GHz',,b'microSDHC',b'8GB 1GB RAM',b'5 MP',b'LED flash',b'Yes',b'3.2 MP',b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',b'2.0',b'A-GPS',b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',b'Li-Ion 1700 mAh battery',,"b'Black, White/Gold, White/Silver, Black/Gold'",,,,,,,,,,,,,,,,,,,,,,,,,,,,b'0.34 W/kg (head) \xc2\xa0 \xc2\xa0 0.76 W/kg (body)',,,,
b'celkon',b'Celkon Millennia Xplore',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-q58-xplore.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA 21.1/5.76 Mbps',"b'2015, July. Released 2015, July'",b'Discontinued',b'145.7 x 73.8 x 7.9 mm (5.74 x 2.91 x 0.31 in)',b'150 g (5.29 oz)',b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~64.1% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 5.0 (Lollipop)',b'Mediatek MT6582M (28 nm)',b'Quad-core 1.2 GHz Cortex-A7',b'Mali-400MP2',b'microSDHC',b'8GB 1GB RAM',b'13 MP',b'LED flash',b'Yes',b'8 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'",b'Yes',b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'",b'Li-Ion 2000 mAh battery',,b'Black/White',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'celkon',b'Celkon Q455L',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-q455.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA 21.1/5.76 Mbps',"b'2015, July. Released 2015, July'",b'Discontinued',b'136.5 x 68 x 7.9 mm (5.37 x 2.68 x 0.31 in)',b'130 g (4.59 oz)',b'Dual SIM',b'IPS LCD',"b'4.5 inches, 55.8 cm2 (~60.1% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~218 ppi density)'",b'Android 5.0 (Lollipop)',,b'Quad-core 1.2 GHz',,b'microSDHC',b'8GB 1GB RAM',"b'8 MP, AF'",b'LED flash',b'Yes',b'3.15 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'",b'Yes',b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'",b'Li-Ion 1800 mAh battery',,"b'Black, Red, Yellow'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'celkon',b'Celkon 2GB Xpress',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-2gb-xpress.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA 21.1/5.76 Mbps',"b'2015, July. Released 2015, July'",b'Discontinued',b'133.5 x 66.5 x 10.1 mm (5.26 x 2.62 x 0.40 in)',b'134 g (4.73 oz)',b'Dual SIM',b'IPS LCD',"b'4.5 inches, 57.6 cm2 (~64.9% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~207 ppi density)'","b'Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop)'",b'Spreadtrum 7731',b'Quad-core 1.2 GHz',b'Mali-400',b'microSDHC',b'16GB 2GB RAM',"b'5 MP, AF'",b'LED flash',b'Yes',b'1.3 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'2.1, EDR'",b'Yes',b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',b'Li-Ion 1500 mAh battery',,b'Black',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'celkon',b'Celkon A35k Remote',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-a35k-remote.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,"b'Yes, 384 kbps'","b'2015, June. Released 2015, June'",b'Discontinued',b'119 x 63 x 10.7 mm (4.69 x 2.48 x 0.42 in)',b'102 g (3.60 oz)',b'Dual SIM',"b'TFT, 256K colors'","b'3.5 inches, 36.5 cm2 (~48.7% screen-to-body ratio)'","b'320 x 480 pixels, 3:2 ratio (~165 ppi density)'",b'Android 4.4.2 (KitKat)',,b'1.0 GHz',,b'microSDHC',b'512MB 256MB RAM',b'3.15 MP',b'LED flash',b'Yes',b'VGA',b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'4.0, A2DP'",b'Yes',b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'",b'Li-Ion 1400 mAh battery',,"b'White, Black, Blue'",,,,,,,,,,,,,,,,,,,,,,,,,,,,b'0.56 W/kg (head) \xc2\xa0 \xc2\xa0 0.40 W/kg (body)',,,,
b'celkon',b'Celkon Q3K Power',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-q3k-power.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,"b'Yes, 384 kbps'","b'2015, July. Released 2015, July'",b'Discontinued',b'125.8 x 65 x 9.8 mm (4.95 x 2.56 x 0.39 in)',b'128 g (4.52 oz)',b'Dual SIM',"b'TFT, 256K colors'","b'4.0 inches, 45.5 cm2 (~55.7% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'Android 4.4.2 (KitKat)',b'Spreadtrum 7731G',b'Quad-core 1.2 GHz',b'Mali-400',b'microSDHC',b'8GB 512MB RAM',b'3.15 MP',"b'LED flash, HDR, panorama'",b'Yes',b'1.3 MP',b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'4.0, A2DP'",b'Yes',b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',b'Li-Ion 3000 mAh battery',,"b'White, black, gold'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'celkon',b'Celkon Q5K Power',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-q5k-power.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,"b'Yes, 384 kbps'","b'2015, June. Released 2015, June'",b'Discontinued',b'145 x 72 x 10 mm (5.71 x 2.83 x 0.39 in)',b'169 g (5.96 oz)',b'Dual SIM',"b'TFT, 256K colors'","b'5.0 inches, 68.9 cm2 (~66.0% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",b'Android 4.4.2 (KitKat)',b'Spreadtrum 7731',b'Quad-core 1.2 GHz',b'Mali-400',b'microSDHC',b'4GB 512MB RAM',"b'5 MP, AF'",b'LED flash',b'Yes',b'3.15 MP',b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'4.0, A2DP'",b'Yes',b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'",b'Li-Ion 5000 mAh battery',,"b'White, Blue, Silver, Black'",,,,,,,,,,,,,,,,,,,,,,,,,,,,b'0.31 W/kg (head) \xc2\xa0 \xc2\xa0 0.46 W/kg (body)',,,,
b'celkon',b'Celkon Q452',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-q452.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,"b'Yes, 384 kbps'","b'2015, May. Released 2015, May'",b'Discontinued',b'133.5 x 66.5 x 9.5 mm (5.26 x 2.62 x 0.37 in)',b'129 g (4.55 oz)',b'Dual SIM',"b'TFT, 256K colors'","b'4.5 inches, 57.6 cm2 (~64.9% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~207 ppi density)'",b'Android 4.4.2 (KitKat)',b'Spreadtrum 7731',b'Quad-core 1.2 GHz',b'Mali-400',b'microSDHC',b'8GB 512MB RAM',b'3.15 MP',b'LED flash',b'Yes',b'1.3 MP',b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'4.0, A2DP'",b'Yes',b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',b'Li-Ion 1500 mAh battery',,"b'White, Silver, Black, Brown, Green'",,,,,,,,,,,,,,,,,,,,,,,,,,,,b'0.52 W/kg (head) \xc2\xa0 \xc2\xa0 0.40 W/kg (body)',,,,
b'celkon',b'Celkon A402',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-a402.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,"b'Yes, 384 kbps'","b'2015, June. Released 2015, June'",b'Discontinued',b'125.5 x 64 x 10.2 mm (4.94 x 2.52 x 0.40 in)',b'104 g (3.67 oz)',b'Dual SIM',"b'TFT, 256K colors'","b'4.0 inches, 45.5 cm2 (~56.7% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'Android 4.4.2 (KitKat)',b'Spreadtrum 7715',b'1.2 GHz',b'Mali-400',b'microSDHC',b'4GB 512MB RAM',b'3.15 MP',b'LED flash',b'Yes',b'1.3 MP',b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'4.0, A2DP'",b'Yes',b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',b'Li-Ion 2000 mAh battery',,"b'White, Black, Blue, Silver'",,,,,,,,,,,,,,,,,,,,,,,,,,,,b'0.46 W/kg (head) \xc2\xa0 \xc2\xa0 0.82 W/kg (body)',,,,
b'celkon',b'Celkon Q54+',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-q54-plus.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA',,b'HSPA',"b'2015, March. Released 2015, March'",b'Discontinued',b'145 x 73 x 8.8 mm (5.71 x 2.87 x 0.35 in)',b'150.6 g (5.33 oz)',b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~65.1% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",b'Android 4.4.2 (KitKat)',b'Spreadtrum 7731',b'Quad-core 1.2 GHz',b'Mali-400',b'microSDHC',b'8GB 1GB RAM',"b'5 MP, AF'",b'LED flash',b'Yes',b'5 MP',b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',b'2.0',b'Yes',b'No',b'FM radio',b'microUSB',b'Accelerometer',b'Li-Ion 2000 mAh battery',,"b'Blue, Brown, White, Silver'",,,,,,,,,,,,,b'Yes',b'Yes',,,,,,,,,,,,,,b'0.16 W/kg (head) \xc2\xa0 \xc2\xa0 0.30 W/kg (body)',,,,
b'celkon',b'Celkon Q519',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-q519.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA',,b'HSPA',"b'2015, May. Released 2015, May'",b'Discontinued',b'145.2 x 73.2 x 9.4 mm (5.72 x 2.88 x 0.37 in)',b'169 g (5.96 oz)',b'Dual SIM',"b'TFT, 256K colors'","b'5.0 inches, 68.9 cm2 (~64.8% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",b'Android 4.4.2 (KitKat)',b'Spreadtrum 7731',b'Quad-core 1.2 GHz',b'Mali-400',b'microSDHC',b'4GB 512MB RAM',b'5 MP',b'LED flash',b'Yes',b'2 MP',b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',b'2.0',b'Yes',b'No',b'FM radio',b'microUSB',b'Accelerometer',b'Li-Ion 2000 mAh battery',,"b'Black, White, Light Blue, Dark Blue, Green, Red'",,,,,,,,,,,,,b'Yes',b'Yes',,,,,,,,,,,,,,b'0.46 W/kg (head) \xc2\xa0 \xc2\xa0 0.52 W/kg (body)',,,,
b'celkon',b'Celkon Q450',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-q450.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA',,b'HSPA',"b'2015, April. Released 2015, April'",b'Discontinued',b'135 x 67.7 x 9.7 mm (5.31 x 2.67 x 0.38 in)',b'147 g (5.19 oz)',b'Dual SIM',b'IPS LCD',"b'4.5 inches, 57.6 cm2 (~63.1% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~207 ppi density)'",b'Android 4.4.2 (KitKat)',b'Spreadtrum 7731',b'Quad-core 1.2 GHz',b'Mali-400',b'microSDHC',b'4GB 512MB RAM',b'5 MP',b'LED flash',b'Yes',b'2 MP',b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',b'2.0',b'Yes',b'No',b'FM radio',b'microUSB',"b'Accelerometer, proximity'",b'Li-Ion 1800 mAh battery',,"b'Gold, White'",,,,,,,,,,,,,b'Yes',b'Yes',,,,,,,,,,,,,,b'0.74 W/kg (head) \xc2\xa0 \xc2\xa0 0.67 W/kg (body)',,,,
b'celkon',b'Celkon Q405',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-q405.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA',,b'HSPA',"b'2015, May. Released 2015, May'",b'Discontinued',b'124 x 64.2 x 9.9 mm (4.88 x 2.53 x 0.39 in)',b'137 g (4.83 oz)',b'Dual SIM',"b'TFT, 256K colors'","b'4.0 inches, 45.5 cm2 (~57.2% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'Android 4.4 (KitKat)',b'Spreadtrum 7731',b'Quad-core 1.2 GHz',b'Mali-400',b'microSDHC',b'4GB 512MB RAM',b'3.15 MP',b'LED flash',b'Yes',b'1.3 MP',b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',b'2.0',b'Yes',b'No',b'FM radio',b'microUSB',"b'Accelerometer, proximity'",b'Li-Ion 1500 mAh battery',,"b'Black, White, Gold, Blue'",,,,,,,,,,,,,b'Yes',b'Yes',,,,,,,,,,,,,,b'0.25 W/kg (head) \xc2\xa0 \xc2\xa0 0.55 W/kg (body)',,,,
b'celkon',b'Celkon A518',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-a518.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA',,b'HSPA',"b'2015, April. Released 2015, April'",b'Discontinued',b'145 x 73 x 9.8 mm (5.71 x 2.87 x 0.39 in)',b'164 g (5.78 oz)',b'Dual SIM',"b'TFT, 256K colors'","b'5.0 inches, 68.9 cm2 (~65.1% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",b'Android 4.4.2 (KitKat)',b'Spreadtrum 7715',b'1.0 GHz',b'Mali-400',b'microSDHC',b'4GB 512MB RAM',b'3.15 MP',b'LED flash',b'Yes',b'1.3 MP',b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',b'2.0',b'Yes',b'No',b'FM radio',b'microUSB',b'Accelerometer',b'Li-Ion 2000 mAh battery',,"b'Blue, White'",,,,,,,,,,,,,b'Yes',b'Yes',,,,,,,,,,,,,,b'0.25 W/kg (head) \xc2\xa0 \xc2\xa0 0.55 W/kg (body)',,,,
b'celkon',b'Celkon A407',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-a407.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA',,b'HSPA',"b'2015, May. Released 2015, May'",b'Discontinued',b'124.8 x 65.2 x 9.2 mm (4.91 x 2.57 x 0.36 in)',b'105 g (3.70 oz)',b'Dual SIM',"b'TFT, 256K colors'","b'4.0 inches, 45.5 cm2 (~56.0% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'Android 4.2.2 (Jelly Bean)',b'RDA 8810P',b'1.0 GHz',b'Mali-400',b'microSDHC',b'512MB 256MB RAM',b'2 MP',b'LED flash',b'Yes',b'1.3 MP',b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',b'2.0',b'Yes',b'No',b'FM radio',b'microUSB',b'Accelerometer',b'Li-Ion 1400 mAh battery',,"b'Silver, White, Light Blue, Dark Blue, Gold'",,,,,,,,,,,,,b'Yes',b'Yes',,,,,,,,,,,,,,b'0.80 W/kg (head) \xc2\xa0 \xc2\xa0 0.88 W/kg (body)',,,,
b'celkon',b'Celkon A359',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-a359.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA',,b'HSPA',"b'2015, May. Released 2015, May'",b'Discontinued',b'114.5 x 62.3 x 10.4 mm (4.51 x 2.45 x 0.41 in)',b'95.5 g (3.39 oz)',b'Dual SIM',"b'TFT, 256K colors'","b'3.5 inches, 36.5 cm2 (~51.1% screen-to-body ratio)'","b'320 x 480 pixels, 3:2 ratio (~165 ppi density)'",b'Android 4.4.2 (KitKat)',b'Spreadtrum 7715',b'1.0 GHz',b'Mali-400',b'microSDHC',b'512MB 256MB RAM',b'2 MP',b'LED flash',b'Yes',,,b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',b'2.0',b'Yes',b'No',b'FM radio',b'microUSB',b'Accelerometer',b'Li-Ion 1200 mAh battery',,"b'Black, Red+Black, Light Blue, Dark Blue, Brown, Silver'",,,b'No',,,,,,,,,,b'Yes',b'Yes',,,,,,,,,,,,,,b'0.49 W/kg (head) \xc2\xa0 \xc2\xa0 0.84 W/kg (body)',,,,
b'celkon',b'Celkon A355',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-a355.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA',,b'HSPA',"b'2015, May. Released 2015, May'",b'Discontinued',b'115.3 x 63.3 x 10.2 mm (4.54 x 2.49 x 0.40 in)',b'97.5 g (3.46 oz)',b'Dual SIM',"b'TFT, 256K colors'","b'3.5 inches, 36.5 cm2 (~50.0% screen-to-body ratio)'","b'320 x 480 pixels, 3:2 ratio (~165 ppi density)'",b'Android 4.4.2 (KitKat)',b'Spreadtrum 7715',b'1.0 GHz',b'Mali-400',b'microSDHC',b'512MB 256MB RAM',b'2 MP',b'Dual-LED flash',b'Yes',b'VGA',b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',b'2.0',b'Yes',b'No',b'FM radio',b'microUSB',b'Accelerometer',b'Li-Ion 1200 mAh battery',,"b'Light Blue, Dart Blue, Red, Yellow, White'",,,,,,,,,,,,,b'Yes',b'Yes',,,,,,,,,,,,,,b'0.49 W/kg (head) \xc2\xa0 \xc2\xa0 0.84 W/kg (body)',,,,
b'celkon',b'Celkon Campus Buddy A404',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-a404.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,"b'Yes, 384 kbps'","b'2014, July. Released 2014, July'",b'Discontinued',b'126.5 x 64.2 x 9.8 mm (4.98 x 2.53 x 0.39 in)',b'131 g (4.62 oz)',b'Dual SIM',"b'TFT, 256K colors'","b'4.0 inches, 45.5 cm2 (~56.1% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'Android 4.2.2 (Jelly Bean)',,b'Dual-core 1.3 GHz',,b'microSDHC',b'4GB 512MB RAM',b'3.15 MP',b'LED flash',b'720p',b'1.3 MP',b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',b'2.0',b'Yes',b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 1500 mAh, removable'",,"b'Black, White'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'celkon',b'Celkon Millennia OCTA510',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-millennia-octa510.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA 21.1/5.76 Mbps',"b'2015, January. Released 2015, January'",b'Discontinued',b'143.5 x 71 x 9.1 mm (5.65 x 2.80 x 0.36 in)',b'136 g (4.80 oz)',b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~67.6% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 4.4.2 (KitKat)',b'Mediatek MT6592M (28 nm)',b'Octa-core 1.4 GHz Cortex-A7',b'Mali-450MP4',b'microSDHC',b'8GB 1GB RAM',b'8 MP',b'Dual-LED flash',b'720p',b'3.15 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity'",b'Li-Ion 2000 mAh battery',,b'White',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'celkon',b'Celkon Win 400',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-win400.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA 21.1/5.76 Mbps',"b'2014, November. Released 2014, November'",b'Discontinued',b'125.4 x 65 x 10.3 mm (4.94 x 2.56 x 0.41 in)',b'120.6 (4.27 oz)',b'Dual SIM (Dual stand-by)',b'TFT',"b'4.0 inches, 45.5 cm2 (~55.9% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'Microsoft Windows Phone 8.1',b'Qualcomm MSM8212 Snapdragon 200 (28 nm)',b'Quad-core 1.2 GHz Cortex-A7',b'Adreno 302',b'microSDHC',b'4GB 512MB RAM',b'5 MP',b'LED flash',b'720p',b'1.3 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'",b'Li-Ion 1500 mAh battery',,b'Black',,,b'eMMC 4.5',,,,,,,,,,,,,,,,,,,,,,,,,,,,,
