Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Dual,Price,,Triple,Stand-by,Talk time,Features_1,Protection,_1,_1_1,Models,Build,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,Dual_1,Music play,Infrared port,Keyboard,Browser,Alert types,Clock,Alarm,SAR EU,SAR,Stand-by_1,Talk time_1,128GB 6GB RAM,Languages,Quad,5G bands,Camera,Loudspeaker_1,Audio quality
b'energizer',b'Energizer Hardcase H240S',b'https://fdn2.gsmarena.com/vv/bigpic/energizer-h240s.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 20, 28'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2018, January'","b'Available. Released 2018, January'",b'132 x 56 x 18.5 mm (5.20 x 2.20 x 0.73 in)',b'256 g (9.03 oz)',"b'Hybrid Dual SIM (Mini-SIM, dual stand-by)'","b'TFT, 256K colors'","b'2.4 inches, 17.8 cm2 (~24.1% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~167 ppi density)'",b'Android 6.0 (Marshmallow)',b'Mediatek MT6737M (28 nm)',b'Quad-core 1.1 GHz Cortex-A53',b'Mali-T720MP2',b'microSDHC (uses shared SIM slot)',b'8GB 1GB RAM',b'5 MP',b'LED flash',b'Yes',,,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 2000 mAh, removable'",,b'Black',,b'About 120 EUR',b'IP68 dust/water resistant (up to 1.5m for 30 mins)',,b'Up to 230 h (3G)',b'Up to 5 h (3G)',,,b'eMMC 5.0',b'No',,,,,,,,,,,,,,,,,,,b'0.61 W/kg (head) \xc2\xa0 \xc2\xa0 1.08 W/kg (body)',,,,,,,,,
b'energizer',b'Energizer Hardcase H550S',b'https://fdn2.gsmarena.com/vv/bigpic/energizer-h550s.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'1, 3, 7, 8, 20, 28'","b'HSPA 42.2/11.5 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2018, January'","b'Available. Released 2018, January'",b'158.8 x 80.7 x 11.1 mm (6.25 x 3.18 x 0.44 in)',b'203 g (7.16 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'5.5 inches, 83.4 cm2 (~65.1% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",b'Android 7.0 (Nougat)',b'Mediatek MT6750 (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Mali-T860MP2',b'microSDHC (uses shared SIM slot)',b'32GB 3GB RAM',"b'16 MP, PDAF'","b'LED flash, HDR, panorama'",b'1080p@30fps',b'8 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'Yes',b'FM radio',b'USB Type-C',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 4000 mAh, non-removable'",,b'Black',,b'About 450 EUR',b'IP68 dust/water resistant (up to 1.5m for 30 mins) MIL-STD-810G compliant',,b'Up to 400 h (3G)',b'Up to 10 h (3G)',,b'Corning Gorilla Glass 3',b'eMMC 5.1',,,,,,,,,,,,,,,,,,,,b'0.24 W/kg (head) \xc2\xa0 \xc2\xa0 1.79 W/kg (body)',,,,,,,,,
b'energizer',b'Energizer Power Max P600S',b'https://fdn2.gsmarena.com/vv/bigpic/energizer-p600s.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'1, 3, 7, 8, 20, 28, 38, 40'","b'HSPA 42.2/11.5 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2018, January'","b'Available. Released 2018, January'",b'152.5 x 82 x 9.8 mm (6.00 x 3.23 x 0.39 in)',b'190 g (6.70 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.9 inches, 89.8 cm2 (~71.8% screen-to-body ratio)'","b'1080 x 2160 pixels, 18:9 ratio (~409 ppi density)'",b'Android 7.0 (Nougat)',b'Mediatek MT6757CD Helio P25 (16 nm)',b'Octa-core (4x2.5 GHz Cortex-A53 & 4x1.4 GHz Cortex-A53)',b'Mali-T880MP2',b'microSDXC (uses shared SIM slot)',"b'32GB 3GB RAM, 64GB 6GB RAM'",b'8 MP',"b'Dual-LED dual-tone flash, panorama, HDR'",b'4K@30fps',,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'USB Type-C',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 4500 mAh, non-removable'",b'Charging 10W',"b'Black (32/3GB), Blue (64/6GB)'","b'13 MP, PDAF 5 MP, f/2.4, (depth)'",b'About 360 EUR',,,b'Up to 400 h (3G)',b'Up to 12 h (3G)',,,,,,"b'Glass front, plastic back, aluminum frame'",,,,,,,,,,,,,,,,,,,,,,,,,,
b'energizer',b'Energizer Power Max P550S',b'https://fdn2.gsmarena.com/vv/bigpic/energizer-p550s.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'3, 7, 20'","b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2017, December'","b'Available. Released 2017, December'",b'154.3 x 78.3 x 9.4 mm (6.07 x 3.08 x 0.37 in)',b'203 g (7.16 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~69.0% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",b'Android 7.0 (Nougat)',b'Mediatek MT6737 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720',b'microSDXC (uses shared SIM slot)',b'16GB 2GB RAM',"b'13 MP, AF'","b'LED flash, panorama, HDR'",b'720p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 5000 mAh, non-removable'",b'Charging 10W',b'Black',,b'About 190 EUR',b'eMMC 5.0',,b'Up to 500 h (3G)',b'Up to 5 h (3G)',,,,,,"b'Glass front, aluminum back, aluminum frame'",,,,,,,,,,,,,,,,,b'0.16 W/kg (head) \xc2\xa0 \xc2\xa0 1.74 W/kg (body)',,,,,,,,,
b'energizer',b'Energizer Energy S550',b'https://fdn2.gsmarena.com/vv/bigpic/energizer-energy-s550.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'1, 3, 7, 20'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2017, December'","b'Available. Released 2017, December'",b'154.8 x 78.2 x 8.8 mm (6.09 x 3.08 x 0.35 in)',b'180 g (6.35 oz)',"b'Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~68.9% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",b'Android 6.0 (Marshmallow)',b'Mediatek MT6737 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720',b'microSDXC (uses shared SIM slot)',b'8GB 1GB RAM',"b'13 MP, AF'",b'LED flash',b'720p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 3000 mAh, non-removable'",,b'Black',,b'About 120 EUR',b'eMMC 5.0',,b'Up to 400 h (3G)',b'Up to 10 h (3G)',,,,,,,,,,,,,,,,,,,,,,,b'0.28 W/kg (head) \xc2\xa0 \xc2\xa0 1.23 W/kg (body)',,,,,,,,,
b'energizer',b'Energizer Energy S500E',b'https://fdn2.gsmarena.com/vv/bigpic/energizer-energy-s500e.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',,b'HSPA 21.1/5.76 Mbps',"b'2017, December'","b'Available. Released 2017, December'",b'145.5 x 74.8 x 8.9 mm (5.73 x 2.94 x 0.35 in)',b'167 g (5.89 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'TN TFT',"b'5.0 inches, 68.9 cm2 (~63.3% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",b'Android 6.0 (Marshmallow)',b'Mediatek MT6580 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDXC (uses shared SIM slot)',b'8GB 1GB RAM',b'5 MP',b'LED flash',b'480p@30fps',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 2000 mAh, removable'",,b'Black',,b'About 80 EUR',,,b'Up to 333 h (3G)',b'Up to 8 h (3G)',,,,,,"b'Glass front, plastic back, plastic frame'",,,,,,,,,,,,,,,,,b'0.74 W/kg (head) \xc2\xa0 \xc2\xa0 1.43 W/kg (body)',,,,,,,,,
b'energizer',b'Energizer Energy E520 LTE',b'https://fdn2.gsmarena.com/vv/bigpic/energizer-energy-e520.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'1, 3, 7, 8, 20'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2017, September'","b'Available. Released 2017, September'",b'150.8 x 76.2 x 11.1 mm (5.94 x 3.00 x 0.44 in)',b'206 g (7.27 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'5.2 inches, 74.5 cm2 (~64.9% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~282 ppi density)'",b'Android 6.0 (Marshmallow)',b'Mediatek MT6737 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720',b'microSDHC (uses shared SIM slot)',b'16GB 2GB RAM',"b'13 MP, AF'","b'LED flash, HDR, panorama'",b'1080p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Ion 4000 mAh, non-removable'",,b'Black',,b'About 330 EUR',b'IP68 dust/water resistant (up to 1.5m for 30 mins) MIL-STD-810G compliant',,b'Up to 220 h (3G)',b'Up to 15 h (3G)',,b'Corning Gorilla Glass 3',b'eMMC 5.0',,,,,,,,,,,,,,,,,,,,b'0.26 W/kg (head) \xc2\xa0 \xc2\xa0 0.60 W/kg (body)',,,,,,,,,
b'energizer',b'Energizer Energy 100 (2017)',b'https://fdn2.gsmarena.com/vv/bigpic/energizer-energy-100-2017.jpg',b'GSM',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,,"b'2017, June'","b'Available. Released 2017, June'",b'129 x 63 x 15 mm (5.08 x 2.48 x 0.59 in)',b'112 g (3.95 oz)',"b'Hybrid Dual SIM (Mini-SIM, dual stand-by)'","b'TFT, 65K colors'","b'2.4 inches, 17.8 cm2 (~21.9% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~167 ppi density)'",,,,,b'microSDHC (uses shared SIM slot)',,b'VGA',,b'No',,,b'Yes',b'Yes',b'No',"b'2.1, A2DP'",b'No',b'No',b'FM radio',b'microUSB 2.0',b'',"b'Li-Ion 1500 mAh, removable'",,b'Black',,b'About 50 EUR',b'IP54 splash proof',,b'Up to 300 h (3G)',b'Up to 11 h (3G)',,,b'No',,,,b'Yes',b'No',b'Yes',b'Yes',b'SMS',b'No',b'Yes',,,,,,,,,,b'0.27 W/kg (head) \xc2\xa0 \xc2\xa0 0.54 W/kg (body)',,,,,,,,,
b'energizer',b'Energizer Energy 400 LTE',b'https://fdn2.gsmarena.com/vv/bigpic/energizer-energy-400.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'3, 7, 20'","b'HSPA 42.2/5.76 Mbps, LTE'","b'2017, Q3'","b'Available. Released 2017, Q3'",b'134 x 72 x 15 mm (5.28 x 2.83 x 0.59 in)',b'204 g (7.20 oz)',"b'Hybrid Dual SIM (Micro-SIM, dual stand-by)'",b'TN TFT',"b'4.0 inches, 45.5 cm2 (~47.2% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'Android 6.0 (Marshmallow)',b'Mediatek MT6737M (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720MP2',b'microSDXC (uses shared SIM slot)',b'8GB 1GB RAM',"b'8 MP, AF'","b'LED flash, HDR'",b'Yes',b'1.3 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',b'Li-Ion 2500 mAh battery',,b'Black',,b'About 180 EUR',b'IP67 dust/water resistant (up to 1m for 30 mins)',,b'Up to 420 h (3G)',b'Up to 16 h (3G)',,b'Asahi Dragontrail Glass',b'eMMC 5.0',,,,,,,,,,,,,,,,,,,,b'0.64 W/kg (head) \xc2\xa0 \xc2\xa0 1.52 W/kg (body)',,,,,,,,,
b'energizer',b'Energizer Energy E10',b'https://fdn2.gsmarena.com/vv/bigpic/energizer-energy-e10-.jpg',b'GSM',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,,"b'2017, September'","b'Available. Released 2017, September'",b'110 x 47 x 14.3 mm (4.33 x 1.85 x 0.56 in)',b'69 g (2.43 oz)',"b'Hybrid Dual SIM (Mini-SIM, dual stand-by)'","b'TFT, 256K colors'","b'1.8 inches, 10.2 cm2 (~19.7% screen-to-body ratio)'",b'128 x 160 pixels (~114 ppi density)',,,,,b'microSDHC (uses shared SIM slot)',,b'VGA',,b'No',,,b'Yes',b'Yes',b'No',b'2.0',b'No',b'No',b'FM radio',b'microUSB 2.0',b'',"b'Li-Ion 1000 mAh, removable'",,"b'Black, White'",,b'About 10 EUR',b'No',,b'Up to 250 h (3G)',b'Up to 8 h (3G)',,,,,,,b'Yes',b'No',b'Yes',b'Yes',b'SMS',b'No',b'No',,,,,,,,,,b'0.60 W/kg (head) \xc2\xa0 \xc2\xa0 0.95 W/kg (body)',,,,,,,,,
b'energizer',b'Energizer Energy E20',b'https://fdn2.gsmarena.com/vv/bigpic/energizer-energy-e20.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'1, 3, 7, 8, 20, 28'","b'HSPA 42.2/5.76 Mbps, LTE'","b'2017, November'","b'Available. Released 2017, November'",b'103.2 x 51 x 18.2 mm (4.06 x 2.01 x 0.72 in)',b'92 g (3.25 oz)',"b'Hybrid Dual SIM (Mini-SIM, dual stand-by)'","b'TFT, 256K colors'","b'2.4 inches, 17.8 cm2 (~33.9% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~167 ppi density)'",,,,,b'microSDHC (uses shared SIM slot)',,b'VGA',,b'No',,,b'Yes',b'Yes',b'No',b'2.0',b'No',b'No',b'FM radio',b'microUSB 2.0',b'',"b'Li-Ion 1000 mAh, removable'",,b'Black',,b'About 40 EUR',b'No',,,,,,,,,,,,b'Yes',b'Yes',b'SMS',b'No',b'No',,,,,,,,,,b'0.07 W/kg (head) \xc2\xa0 \xc2\xa0 0.73 W/kg (body)',,,,,,,,,
b'energizer',b'Energizer Energy 500',b'https://fdn2.gsmarena.com/vv/bigpic/energizer-500.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1900 - EM5EL043',,b'HSPA 21.1/5.76 Mbps',"b'2015, January. Released 2015, June'",b'Discontinued',b'152.3 x 80.6 x 18.8 mm (6.00 x 3.17 x 0.74 in)',b'284 g (10.02 oz)',"b'Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~56.1% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 4.4 (KitKat)',b'Mediatek MT6582 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDXC',b'8GB 1GB RAM',"b'13 MP, AF'","b'LED flash, HDR'",b'720p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'Stereo FM radio',b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass, barometer'","b'Li-Ion 3000 mAh, removable'",,b'Gray',,,b'HSDPA 900 / 2100 - EM5EL047',,b'Up to 500 h',b'Up to 18 h 40 min',,,b'IP68 dust/water resistant (up to 1.8m for 30 mins)',,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'energizer',b'Energizer Energy 400',b'https://fdn2.gsmarena.com/vv/bigpic/energizer-400.jpg',b'GSM / HSPA',b'GSM 900 / 1900  / 850 - SIM 1 & SIM 2',b'HSDPA 850 / 1900 - EM4EI043',,b'HSPA 21.1/5.76 Mbps',"b'2015, January. Released 2015, June'",b'Discontinued',b'134.5 x 73.6 x 18.8 mm (5.30 x 2.90 x 0.74 in)',b'367 g (12.95 oz)',b'Mini-SIM',b'IPS LCD',"b'4.0 inches, 45.5 cm2 (~46.0% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'Android 4.4 (KitKat)',b'Mediatek MT6572 (28 nm)',b'Dual-core 1.3 GHz Cortex-A7',b'Mali-400',b'microSDXC (dedicated slot)',b'4GB 512MB RAM',"b'8 MP, AF'","b'LED flash, HDR'",b'720p@30fps',b'1.3 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'Stereo FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2400 mAh, removable'",,b'Gray',,,b'HSDPA 900 / 2100 - EM4EI047',,b'Up to 400 h',b'Up to 15 h',,,b'IP68 dust/water resistant (up to 1.8m for 30 mins)',,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'energizer',b'Energizer Energy 240',b'https://fdn2.gsmarena.com/vv/bigpic/energizer-240.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1900 - EM24043',,b'HSPA 7.2/0.384 Mbps',"b'2015, January. Released 2015, June'",b'Discontinued',b'125 x 58.5 x 19 mm (4.92 x 2.30 x 0.75 in)',b'134 g (4.73 oz)',"b'Dual SIM (Mini-SIM, dual stand-by)'","b'TFT, 256K colors'","b'2.4 inches, 17.8 cm2 (~24.4% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~167 ppi density)'",,,,,b'microSDHC',b'128MB 32MB RAM',b'3.15 MP',,b'Yes',,,b'Yes',b'Yes',b'No',"b'2.1, A2DP'",b'No',b'No',b'Stereo FM radio',b'microUSB 2.0',b'',"b'Li-Ion 1900 mAh, removable'",,b'Gray',,,b'HSDPA 900 / 2100 - EM24047',,b'Up to 316 h',b'Up to 11 h',,,b'IP67 dust/water resistant (up to 1m for 30 mins)',b'Music/Video player Organizer Calendar Calculator Voice memo',,,,,b'Yes',b'Yes',"b'SMS, MMS, Email'",b'Downloadable',b'Yes',,,,,,,,,,,,,,,,,,,
b'energizer',b'Energizer Energy 200',b'https://fdn2.gsmarena.com/vv/bigpic/energizer-200.jpg',b'GSM',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 - EM2003',,,,"b'2015, January. Released 2015, June'",b'Discontinued',b'121.7 x 55.8 x 19.8 mm (4.79 x 2.20 x 0.78 in)',b'122 g (4.30 oz)',"b'Dual SIM (Mini-SIM, dual stand-by)'","b'TFT, 256K colors'","b'2.0 inches, 12.4 cm2 (~18.2% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~200 ppi density)'",,,,,b'microSDHC',b'8MB 8MB RAM',b'1.3 MP',,b'Yes',,,b'Yes',b'Yes',b'No',"b'2.1, A2DP, EDR'",b'No',b'No',b'Stereo FM radio',b'microUSB 2.0',b'',"b'Li-Ion 1450 mAh, removable'",,b'Gray',,,b'IP67 dust/water resistant (up to 1m for 30 mins)',,b'Up to 241 h',b'Up to 9 h',,,b'No',b'Music/Video player Organizer Calendar Calculator Voice memo',,,b'Yes',b'No',b'Yes',b'Yes',"b'SMS, MMS, Email'",b'Downloadable',b'No',,,,,,,,,,,,,,,,,,,
b'energizer',b'Energizer Energy 100',b'https://fdn2.gsmarena.com/vv/bigpic/energizer-energy-100-.jpg',b'GSM',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 - EM2003',,,,"b'2015, November'","b'Available. Released 2016, February'",b'129 x 63 x 15 mm (5.08 x 2.48 x 0.59 in)',b'112 g (3.95 oz)',"b'Dual SIM (Mini-SIM, dual stand-by)'","b'TFT, 256K colors'","b'2.4 inches, 17.8 cm2 (~21.9% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~167 ppi density)'",,,,,b'microSDHC (dedicated slot)',b'4MB 4MB RAM',b'VGA',,b'Yes',,,b'Yes',b'Yes',b'No',b'2.1',b'No',b'No',b'Stereo FM radio',b'microUSB 2.0',b'',"b'Li-Ion 1500 mAh, removable'",,b'Black',,,b'IP54 splash proof',,b'Up to 300 h',b'Up to 11 h',,,b'No',b'Music/Video player Organizer',,,b'Yes',b'No',b'Yes',b'Yes',b'SMS',b'No',b'No',,,,,,,,,,,,,,,,,,,
b'energizer',b'Energizer Energy E551S',b'https://fdn2.gsmarena.com/vv/bigpic/energizer-energy-e551s.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'1, 3, 7, 8, 20, 28'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2019, February'",b'Cancelled',b'-',b'-',"b'Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)'",b'TFT',"b'5.5 inches, 83.4 cm2'","b'480 x 854 pixels, 16:9 ratio (~178 ppi density)'",b'Android 8.0 Oreo (Go edition)',b'Mediatek MT6737M (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720MP2',b'microSDXC (uses shared SIM slot)',b'8GB 1GB RAM',b'8 MP',b'LED flash',b'720p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',b'Li-Ion 2500 mAh battery',,b'Black',,,b'eMMC 5.0',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'energizer',b'Energizer Energy E401',b'https://fdn2.gsmarena.com/vv/bigpic/energizer-energy-e401s.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',,b'HSPA 42.2/11.5 Mbps',"b'2019, February'",b'Cancelled',b'-',b'-',"b'Hybrid Dual SIM (Micro-SIM, dual stand-by)'",b'TFT',"b'4.0 inches, 44.1 cm2'","b'480 x 854 pixels, 16:9 ratio (~245 ppi density)'",b'Android 8.0 Oreo (Go edition)',b'Mediatek MT6580M (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDHC (uses shared SIM slot)',b'8GB 1GB RAM',b'5 MP',b'LED flash',b'720p@30fps',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',b'Li-Ion 2000 mAh battery',,b'Black',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'energizer',b'Energizer Hardcase H242S',b'https://fdn2.gsmarena.com/vv/bigpic/energizer-hardcase-h242s.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'3, 7, 20'","b'HSPA 42.2/5.76 Mbps, LTE'","b'2019, February'",b'Cancelled',b'125.3 x 54 x 14.5 mm (4.93 x 2.13 x 0.57 in)',b'-',b'Dual SIM (Mini-SIM)',"b'TFT, 16M colors'","b'2.4 inches, 17.8 cm2 (~26.4% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~167 ppi density)'",b'KaiOS',b'Spreadtrum SC7731E',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-820',b'microSDHC',b'512MB 256MB RAM',b'0.3 MP',b'LED flash',b'Yes',b'0.3 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'",b'2.1',"b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'',b'Li-Ion 1500 mAh battery',,b'Black',,,b'IP68 dust/water resistant (up to 1.2m for 30 mins)',,,,,,b'Secondary external display',"b'Downloadable applications Facebook, Gmail, Whatsapp, etc.'",,,,,,,,,,,,,,,,,,,,,,,,,,,,
