Brand,Model Name,Model Image,Technology,2G bands,GPRS,EDGE,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,,Card slot,Phonebook,Call records,Internal,Single,Video,_1,Loudspeaker,Alert types,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Messaging,Browser,Games,Java,_1_1,Type_1,Stand-by,Talk time,Colors,Price,3G bands,Speed,Single_1,Video_1,Infrared port,Features,4G bands,Protection,OS,Chipset,CPU,GPU,Dual,NFC,Models,SAR EU,Features_1,Charging,SAR,Keyboard,Music play,Languages,Triple,Build
b'wnd',b'WND Wind Van Gogh 2100',b'https://fdn2.gsmarena.com/vv/bigpic/wind-atom-van-gogh.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'Class 10',b'No',"b'2007, October'",b'Cancelled',b'98 x 47.5 x 16.3 mm (3.86 x 1.87 x 0.64 in)',b'75 g (2.65 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'1.8 inches, 10.2 cm2 (~21.9% screen-to-body ratio)'",b'176 x 220 pixels (~157 ppi density)',"b'Downloadable wallpapers, screensavers'",b'microSD',"b'1000 entries, Photocall'","b'50 received, 50 dialed, 50 missed calls'",b'128MB',b'2 MP',b'No',b'No',b'Yes',"b'Vibration; Downloadable polyphonic, MIDI, MP3 ringtones'",b'No',b'No',"b'1.2, A2DP'",b'No',b'FM radio',b'1.1',b'',"b'SMS, MMS, Email'",b'WAP 2.0/xHTML',b'Yes + downloadable',"b'Yes, MIDP 2.0'",b'Built-in detachable Bluetooth earpiece MP3/AAC player MP4/3gp player Voice memo Predictive text input',b'Removable Li-Ion 820 mAh battery',b'Up to 150 h',b'Up to 3 h',"b'Silver-Gray, Silver-Fuchsia'",,,,,,,,,,,,,,,,,,,,,,,,,
b'wnd',b'WND Wind DUO 2300',b'https://fdn2.gsmarena.com/vv/bigpic/wind-duo-2300.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'Class 10',b'No',"b'2007, October'",b'Cancelled',b'99.5 x 47.5 x 18 mm (3.92 x 1.87 x 0.71 in)',b'120 g (4.23 oz)',b'Dual SIM (Mini-SIM)',"b'TFT, 256K colors'","b'1.9 inches, 11.2 cm2 (~23.7% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~211 ppi density)'","b'Downloadable wallpapers, screensavers'",b'microSD on both sides',"b'1000 entries on each side, Photocall'","b'20 received, 20 dialed, 20 missed calls'",,"b'2 MP, on each side'",b'No',b'Call register and phonebooks are shared between faces Both sides have a 128MB internal memory',b'Yes',"b'Vibration; Downloadable polyphonic, MIDI, MP3 ringtones'",b'No',b'No',"b'1.2, A2DP'",b'No',b'No',b'1.1',b'',"b'SMS, MMS, Email'",b'WAP 2.0/xHTML',b'Yes + downloadable',"b'Yes, MIDP 2.0'",b'MP3/AAC player MP4/3gp player Voice memo Predictive text input',b'Removable Li-Ion 930 mAh battery',b'Up to 180 h',b'Up to 3 h',"b'White-gold, Yellow-gold'",,,,,,,,,,,,,,,,,,,,,,,,,
b'wnd',b'WND Wind DUO 2200',b'https://fdn2.gsmarena.com/vv/bigpic/wind-duo-2200.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'Class 10',b'No',"b'2007, October'",b'Discontinued',b'98 x 47.5 x 17.3 mm (3.86 x 1.87 x 0.68 in)',b'95 g (3.35 oz)',b'Dual SIM (Mini-SIM)',"b'TFT, 256K colors'","b'1.8 inches, 10.0 cm2 (~21.6% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~222 ppi density)'","b'Downloadable wallpapers, screensavers'",b'microSD (dedicated slot) on both sides',"b'1000 entries on each side, Photocall'","b'20 received, 20 dialed, 20 missed calls'",,"b'2 MP, on each side'",b'No',b'Call register and phonebooks are shared between faces',b'Yes',"b'Vibration; Downloadable polyphonic, MIDI, MP3 ringtones'",b'No',b'No',"b'1.2, A2DP'",b'No',b'No',b'1.1',b'',"b'SMS, MMS, Email'",b'WAP 2.0/xHTML',b'Yes + downloadable',"b'Yes, MIDP 2.0'",b'MP3/AAC player MP4/3gp player Voice memo Predictive text input',b'Removable Li-Ion 930 mAh battery',b'Up to 180 h',b'Up to 3 h',"b'Black-silver, Gold-silver, Fuschia-silver'",,,,,,,,,,,,,,,,,,,,,,,,,
b'wnd',b'WND Wind DUO 2100',b'https://fdn2.gsmarena.com/vv/bigpic/wind-duo-2100.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'Class 10',b'No',"b'2007, October'",b'Cancelled',b'98 x 47.5 x 17.3 mm (3.86 x 1.87 x 0.68 in)',b'93 g (3.28 oz)',b'Dual SIM (Mini-SIM)',"b'TFT, 65K colors'","b'1.8 inches, 10.0 cm2 (~21.6% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~222 ppi density)'",b'Downloadable theme',b'microSD on both sides',"b'1000 entries on each side, Photocall'","b'20 received, 20 dialed, 20 missed calls'",b'128MB',b'2 MP',b'No',b'Call register and phonebooks are shared between faces',b'Yes',"b'Vibration; Downloadable polyphonic, MIDI, MP3 ringtones'",b'No',b'No',"b'1.2, A2DP'",b'No',b'No',b'Proprietary',b'',"b'SMS, MMS, Email'",b'WAP 2.0/xHTML',b'Yes + downloadable',"b'Yes, MIDP 2.0'",b'MP3/AAC player MP4/3gp player Voice memo Predictive text input',b'Removable Li-Ion 930 mAh battery',b'Up to 180 h',b'Up to 3 h',"b'Black, Gray'",,,,,,,,,,,,,,,,,,,,,,,,,
b'wnd',b'WND Wind DUO 2000',b'https://fdn2.gsmarena.com/vv/bigpic/wind-duo-2000.gif',b'GSM',b'GSM 900 / 1800 / 1900',b'Class 10',b'No',"b'2007, March'",b'Discontinued',b'97 x 48 x 17 mm (3.82 x 1.89 x 0.67 in)',b'100 g (3.53 oz)',b'Dual SIM (Mini-SIM)',"b'OLED, 65K colors'","b'1.5 inches, 7.1 cm2 (~15.2% screen-to-body ratio)'",b'128 x 160 pixels (~137 ppi density)',b'Downloadable themes',b'No',"b'1000 entries each side, Photocall'","b'50 received, 50 dialed, 50 missed calls'",,,,b'No',b'Yes',"b'Vibration; Downloadable polyphonic, MIDI, MP3 ringtones'",b'No',b'No',b'1.2',b'No',b'No',b'Proprietary',b'',b'SMS',b'WAP 2.0/xHTML',b'Yes + downloadable',"b'Yes, MIDP 2.0'",b'MP3 player Voice memo',b'Removable Li-Po 1660 mAh battery',b'Up to 160 h',b'Up to 3 h',"b'Silver, Black, Dark gray'",,,,,,,,,,,,,,,,,,,,,,,,,
