Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,,OS,Chipset,CPU,GPU,Card slot,Internal,_1,Triple,Features,Video,Dual,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Infrared port,Radio,USB,Sensors,Type_1,Charging,Colors,_1_1,Models,Price,Quad,Single,Performance,Display,Camera,Loudspeaker_1,Battery life,GPRS,EDGE,Build,4GB,Single_1,Dual_1,Protection,128GB 4GB RAM,256GB 8GB RAM,128GB 8GB RAM,128GB 6GB RAM,Audio quality,256GB 6GB RAM,Triple_1,64GB 3GB RAM,64GB 4GB RAM,64GB 6GB RAM,SAR EU,SAR,Stand-by,Talk time
b'honor',b'Honor 5A',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-5a-new.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 8, 20'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, June'","b'Available. Released 2016, June'",b'144.2 x 72.5 x 9 mm (5.68 x 2.85 x 0.35 in)',b'140 g (4.94 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~65.9% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",,"b'Android 5.1 (Lollipop), EMUI 3.1'",b'Mediatek MT6735P (28 nm)',b'Quad-core 1.0 GHz Cortex-A53',b'Mali-T720MP2',b'microSDXC (dedicated slot)',b'16GB 2GB RAM',,,"b'Dual-LED flash, panorama, HDR'",b'1080p@30fps',,b'LED flash',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',,b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Ion 2200 mAh, removable'",,"b'Black, White, Gold'",,"b'CAM-AL00, CAM-TL00'",b'About 120 EUR',,"b'13 MP, f/2.0, 28mm (wide), AF'",,,,,,,,,,b'5 MP',,,,,,,,,,,,,,,,
b'honor',b'Honor 5c',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-5c-1.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100 / TD-SCDMA - NEM-UL10',"b'1, 3, 7, 8, 20 - EU model'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, April'","b'Available. Released 2016, May'",b'147.1 x 73.8 x 8.3 mm (5.79 x 2.91 x 0.33 in)',b'156 g (5.50 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.2 inches, 74.5 cm2 (~68.7% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~424 ppi density)'",b'HSDPA 900 / 2100 - EU model',"b'Android 6.0 (Marshmallow), upgradable to 7.0 (Nougat), EMUI 4.1'",b'Kirin 650 (16 nm)',b'Octa-core (4x2.0 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53)',b'Mali-T830MP2',b'microSDXC (uses shared SIM slot)',b'16GB 2GB RAM',"b'1, 3, 38, 39, 40, 41 - NEM-UL10'",,"b'LED flash, panorama, HDR'",b'1080p@30fps',,,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS/ BDS (region dependent)'",b'No',,b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Ion 3000 mAh, non-removable'",,"b'Silver, Gray, Gold'","b'38, 39, 40 - NEM-TL00H'","b'NEM-UL10, NEM-TL00H, NEM-L21, NMO-L31, NMO-L22, NMO-L23, NMO-L01, NEM-L22, NEM-L51, NEM-AL10'",b'About 170 EUR',,"b'13 MP, f/2.0, AF'",b'Basemark OS II 2.0: 1221Basemark X: 7735',"b'Contrast ratio: 733 (nominal),  2.506 (sunlight)'",b'Photo / Video',b'Voice 66dB / Noise 71dB / Ring 74dB',b'Endurance rating 75h',,,,,"b'8 MP, f/2.0'",,,,,,,b'Noise -90.4dB / Crosstalk -87.9dB',,,,,,b'1.56 W/kg (head) \xc2\xa0 \xc2\xa0 1.24 W/kg (body)',b'1.26 W/kg (head) \xc2\xa0 \xc2\xa0 0.43 W/kg (body)',,
b'honor',b'Honor Holly 2 Plus',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-holly2-plus.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'1, 3, 38, 39, 40, 41'",,"b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, January'","b'Available. Released 2016, February'",b'143.1 x 71.8 x 9.7 mm (5.63 x 2.83 x 0.38 in)',b'160 g (5.64 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.0 cm2 (~66.2% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~296 ppi density)'",,"b'Android 5.1.1 (Lollipop), EMUI 3.1'",b'Mediatek MT6735P (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720MP2',b'microSDXC (dedicated slot)',b'16GB 2GB RAM',,,"b'LED flash, panorama, HDR'",b'1080p@30fps',,,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',,b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 4000 mAh, non-removable'",b'Fast charging 18W',"b'Gray, Gold, White'",,,b'About 140 EUR',,"b'13 MP, f/2.0, 28mm (wide), AF'",,,,,,,,,,"b'5 MP, f/2.2'",,,,,,,,,,,,,,,b'Up to 720 h (3G)',b'Up to 18 h'
b'honor',b'Honor 5X',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-5x.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'1, 3, 7, 8, 20'",,"b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2015, October. Released 2015, November'",b'Discontinued',b'151.3 x 76.3 x 8.2 mm (5.96 x 3.00 x 0.32 in)',b'158 g (5.57 oz)',"b'Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~72.2% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",b'HSDPA 850 / 1700(AWS) / 1900 / 2100 - USA',"b'Android 5.1.1 (Lollipop), upgradable to 6.0.1 (Marshmallow), EMUI 4'",b'Qualcomm MSM8939v2 Snapdragon 616 (28 nm)',b'Octa-core (4x1.2 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53)',b'Adreno 405',b'microSDXC (dedicated slot)',"b'16GB 2GB RAM, 16GB 3GB RAM'",b'HSDPA 850 / 900 / 1900 / 2100',,"b'LED flash, panorama, HDR'",b'1080p@30fps',,,b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP'","b'Yes, with A-GPS, GLONASS'",b'No',,b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Ion 3000 mAh, non-removable'",,"b'White, Black, Gold'",b'eMMC 4.5',"b'KII-L21, KII-L22, KII-L23, KIW-AL10, KIW-CL00, KIW-TL00, KIW-TL00H, KIW-UL00, KIW-L21, KIW-L22, KIW-L24, KII-L05'",b'About 180 EUR',,"b'13 MP, f/2.0, 28mm (wide), AF'",b'Basemark OS II 2.0: 874Basemark X: 5009',,,b'Voice 71dB / Noise 65dB / Ring 70dB',b'Endurance rating 76h',,,"b'Glass front, aluminum back, aluminum frame'",,"b'5 MP, f/2.4, 22mm (wide)'",,,,,,,,,,,,,,,,
b'honor',b'Honor 7i',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-7i.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 38, 39, 40, 41'",,"b'HSPA, LTE'","b'2015, August. Released 2015, August'",b'Discontinued',b'141.6 x 71.2 x 7.8 mm (5.57 x 2.80 x 0.31 in)',b'160 g (5.64 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.2 inches, 74.5 cm2 (~73.9% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~424 ppi density)'",b'eMMC 4.5',"b'Android 5.1.1 (Lollipop), upgradable to 6.0 (Marshmallow), EMUI 3.1'",b'Qualcomm MSM8939v2 Snapdragon 616 (28 nm)',b'Octa-core (4x1.7 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53)',b'Adreno 405',b'microSDXC (uses shared SIM slot)',"b'16GB 2GB RAM, 32GB 3GB RAM (AL00)'",,,"b'Dual-LED dual-tone flash, HDR, panorama'",b'1080p@30fps',,"b'Dual-LED dual-tone flash, HDR, panorama'",b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, LE'","b'Yes, with A-GPS, GLONASS/ BDS (market dependant)'",b'Yes',,b'FM radio',b'microUSB 2.0',"b'Fingerprint (side-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3100 mAh, non-removable'",,"b'Black, White, Gold'",,"b'ATH-AL00, ATH-CL00, ATH-TL00, ATH-TL00H, ATH-UL00, ATH-UL01'",b'About 250 EUR',,"b'13 MP, f/2.0, 28mm, AF'",,,,,,,,,,b'Manual flip-up main camera module',,,,,,,,,,,,,,,,
b'honor',b'Honor 7',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-7r.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 900 / 1900 / 2100 - Europe',"b'1, 3, 7, 8, 20 - Europe'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2015, June. Released 2015, July'",b'Discontinued',b'143.2 x 71.9 x 8.5 mm (5.64 x 2.83 x 0.33 in)',b'157 g (5.54 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS-NEO LCD',"b'5.2 inches, 74.5 cm2 (~72.4% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~424 ppi density)'",,"b'Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow), EMUI 3.1'",b'Kirin 935 (28 nm)',b'Octa-core (4x2.2 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53)',b'Mali-T628 MP4',b'microSDXC (uses shared SIM slot)',"b'16GB 3GB RAM, 32GB 3GB RAM, 64GB 3GB RAM'",,,"b'Dual-LED dual-tone flash, HDR, panorama'","b'1080p@30fps, HDR'",,b'LED flash',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.1, A2DP, EDR, LE'","b'Yes, with A-GPS, GLONASS/ BDS (market dependant)'",b'No',b'Yes',b'Stereo FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3100 mAh, non-removable'",b'Fast charging 18W',"b'Gray, Silver, Gold'",,"b'PLK-L01, PLK-AL10, PLK-UL00, PLK-TL01H, PLK-TL00'",b'About 220 EUR',,"b'20 MP, f/2.0, 27mm (wide), 1/2.4"", PDAF'",,,b'Photo / Video',,b'Endurance rating 64h',,,"b'Glass front (Gorilla Glass 3), aluminum back, aluminum frame'",,"b'8 MP, f/2.4, 26mm (wide)'",,b'Corning Gorilla Glass 3',,,,,,,,,,,b'1.13 W/kg (head) \xc2\xa0 \xc2\xa0 0.52 W/kg (body)',,b'Up to 350 h (3G)',b'Up to 8 h 20 min (3G)'
b'honor',b'Honor Bee',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-bee.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 2100',,,b'HSPA 21.1/5.76 Mbps',"b'2015, May. Released 2015, May'",b'Discontinued',b'134.3 x 66.7 x 10 mm (5.29 x 2.63 x 0.39 in)',b'-',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'TFT',"b'4.5 inches, 55.8 cm2 (~62.3% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~218 ppi density)'",,"b'Android 4.4.2 (KitKat), EMUI Lite 3'",b'Spreadtrum SC7731',b'Quad-core 1.2 GHz Cortex-A7',b'Mali-400MP2',b'microSDHC (dedicated slot)',b'8GB 1GB RAM',,,"b'Dual-LED flash, panorama'",b'1080p@30fps',,,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',,b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 1730 mAh, removable'",,"b'Black, White'",,b'Y541-U02',b'About 70 EUR',,"b'8 MP, f/2.0, AF'",,,,,,,,,,b'2 MP',,,,,,,,,,,,,b'0.43 W/kg (head)',,b'Up to 280 h (2G) / Up to 220 h (3G)',b'Up to 6 h min (2G) / Up to 7 h (3G)'
b'honor',b'Honor 4C',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-4c.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100 - CHM-U01',,,b'HSPA 42.2/5.76 Mbps',"b'2015, April. Released 2015, April'",b'Discontinued',b'143.3 x 71.9 x 8.8 mm (5.64 x 2.83 x 0.35 in)',b'162 g (5.71 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~66.9% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",,"b'Android 4.4.2 (KitKat), upgradable to 6 (Marshmallow), EMUI 3'",b'Kirin 620 (28 nm)',b'Octa-core 1.2 GHz Cortex-A53',b'Mali-450MP4',b'microSDHC (dedicated slot)',b'8GB 2GB RAM',,,"b'LED flash, panorama, HDR'",b'1080p@30fps',,,b'720p',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP, EDR'","b'Yes, with A-GPS, GLONASS'",b'No',,b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Ion 2550 mAh, non-removable'",,"b'White, Black, Gold'",,"b'CHM-U01, CHC-U01, CHC-U23, CHC-U03, CHM-UL00'",b'About 170 EUR',,"b'13 MP, f/2.0, AF'",,,,,,,,,,b'5 MP',,,,,,,,,,,,,b'0.32 W/kg (head) \xc2\xa0 \xc2\xa0 0.54 W/kg (body)',,,
b'honor',b'Honor 6 Plus',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-6-plus.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100 - PE-UL00',"b'1, 3, 41 - PE-UL00'",,"b'HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps'","b'2014, December. Released 2014, December'",b'Discontinued',b'150.5 x 75.7 x 7.5 mm (5.93 x 2.98 x 0.30 in)',b'165 g (5.82 oz)',"b'Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)Micro-SIM - PE-TL10'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~73.2% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",b'GSM 850 / 900 / 1800 / 1900  - PE-TL10',"b'Android 4.4.2 (KitKat), upgradable to 6 (Marshmallow), EMUI 3'",b'Kirin 925 (28 nm)',b'Octa-core (4x1.8 GHz Cortex-A15 & 4x1.3 GHz Cortex-A7)',b'Mali-T628 MP4',b'microSDXC (uses shared SIM slot)',"b'16GB (3G model); 16/32GB (LTE model), 3GB RAM'",b'HSDPA 850 / 900 / 1900 / 2100 / TD-SCDMA - PE-TL10',,"b'Dual-LED flash, HDR'",b'1080p@30fps',,,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot'","b'4.0, A2DP, EDR, LE'","b'Yes, with A-GPS, GLONASS/ BDS (market dependant)'",b'Yes (LTE model)',b'Yes',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, gyro, proximity, compass'","b'Li-Po 3600 mAh, non-removable'",,"b'Black, White / Gold (LTE model)'","b'1, 3, 7, 38, 39, 40, 41 - PE-TL10'","b'PE-TL10, PE-UL00'",b'About 320 EUR',,"b'8 MP, f/2.0, AF 2 MP, (depth)'",,,,,,,,,,"b'8 MP, f/2.4'",,b'Corning Gorilla Glass 3',,,,,,,,,,,,,,
b'honor',b'Honor 4X',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-4x.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'1, 3, 7, 38, 39, 40, 41'",,"b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2014, October. Released 2014, October'",b'Discontinued',b'152.9 x 77.2 x 8.7 mm (6.02 x 3.04 x 0.34 in)',b'165 g (5.82 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~70.6% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'","b'3, 40 - L04 model'","b'Android 4.4.2 (KitKat), upgradable to 6 (Marshmallow), EMUI 3'",b'Kirin 620 (28 nm)Qualcomm MSM8916 Snapdragon 410 (28 nm)',b'Octa-core 1.2 GHz Cortex-A53Quad-core 1.2 GHz Cortex-A53',b'Mali-450MP4Adreno 306',b'microSDHC (dedicated slot)',b'8GB 2GB RAM',b'eMMC 4.5',,"b'LED flash, panorama, HDR'",b'1080p@30fps',,,b'720p',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS, GLONASS'",b'No',,b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Po 3000 mAh, non-removable'",,"b'White, Black'",,"b'Che2-L11, Che1-L04, Che2-UL00, Che1-CL20'",b'About 200 EUR',,"b'13 MP, f/2.0, AF'",,,,,,,,,,b'5 MP',,,,,,,,,,,,,,,b'Up to 200 h (3G)',b'Up to 15 h (3G)'
b'honor',b'Honor Holly',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-holly.jpg',b'GSM / HSPA',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA',,,b'HSPA 21.1/5.76 Mbps',"b'2014, October. Released 2014, October'",b'Discontinued',b'142.2 x 72.3 x 9.4 mm (5.60 x 2.85 x 0.37 in)',b'156 g (5.50 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~67.0% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",,"b'Android 4.4.2 (KitKat), EMUI 2.3'",b'Mediatek MT6582 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDHC (dedicated slot)',b'16GB 1GB RAM',,,"b'LED flash, panorama, HDR'",b'1080p@30fps',,,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',,b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Ion 2000 mAh, removable'",,"b'White, Black'",,b'Hol-U19',b'About 100 EUR',,"b'8 MP, f/2.0, AF'",,,,,,b'Class 12',b'Class 12',,,b'2 MP',,,,,,,,,,,,,,,,
b'honor',b'Honor 4 Play',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-4-play.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'1, 3'",,"b'HSPA, LTE'","b'2014, September. Released 2014, September'",b'Discontinued',b'143 x 72 x 8.5 mm (5.63 x 2.83 x 0.33 in)',b'160 g (5.64 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~66.9% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'","b'3, 7, 8, 20'","b'Android 4.4.4 (KitKat), EMUI 2.3'",b'Qualcomm MSM8916 Snapdragon 410 (28 nm)',b'Quad-core 1.2 GHz Cortex-A53',b'Adreno 306',b'microSDHC (dedicated slot)',b'8GB 1GB RAM',b'eMMC 4.5',,b'LED flash',b'Yes',,,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS'",b'Yes (G620S-L01 model)',,b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Ion 2000 mAh, non-removable'",,"b'White, Black'",,b'G620-L72',b'About 100 EUR',,"b'8 MP, AF'",,,,,,,,,,b'2 MP',,,,,,,,,,,,,,,,
b'honor',b'Honor 3C Play',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-3c-play.jpg',b'GSM / HSPA',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',,,b'HSPA',"b'2014, August. Released 2014, September'",b'Discontinued',b'142.2 x 72.3 x 9.4 mm (5.60 x 2.85 x 0.37 in)',b'156 g (5.50 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~67.0% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",,b'Android 4.2.2 (Jelly Bean)',b'Mediatek MT6582 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDHC (dedicated slot)',b'16GB 1GB RAM',,,b'LED flash',b'Yes',,,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',,b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Ion 2000 mAh, removable'",,"b'White, Black'",,b'Hol-U10',b'About 130 EUR',,"b'8 MP, AF'",,,,,,,,,,b'2 MP',,,,,,,,,,,,,,,,
b'honor',b'Honor 6',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-6.jpg',b'GSM / HSPA / LTE',"b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 - H60-L02, H60-L12'","b'HSDPA 900 / 2100 - H60-L02, H60-L12, H60-L04'","b'1, 3, 41 - H60-L02, H60-L12'",,"b'HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps'","b'2014, June. Released 2014, August'",b'Discontinued',b'139.6 x 69.7 x 7.5 mm (5.50 x 2.74 x 0.30 in)',b'130 g (4.59 oz)',"b'Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 67.7 cm2 (~69.6% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~445 ppi density)'",b'GSM 900 / 1800 / 1900 - H60-L01',"b'Android 4.4.2 (KitKat), upgradable to 6.0 (Marshmallow), EMUI 3.1'",b'Kirin 920 (28 nm)',b'Octa-core (4x1.7 GHz Cortex-A15 & 4x1.3 GHz Cortex-A7)',b'Mali-T624MP4',b'microSDXC (dedicated slot)',"b'16GB 3GB RAM, 32GB 3GB RAM'",b'TD-SCDMA - H60-L01',,"b'Dual-LED flash, HDR'",b'1080p@30fps',,,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, hotspot/ DLNA (market dependent)'","b'4.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'Yes (market/operator dependent)',b'Yes',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, gyro, proximity, compass'","b'Li-Po 3100 mAh, non-removable (11.8 Wh)'",,"b'Black, White'","b'38, 39, 40 - H60-L01'","b'H60-L02, H60-L01, H60-L12, H60-L04'",b'About 290 EUR',,"b'13 MP, f/2.0, 28mm (wide), AF'",b'Basemark OS II 2.0: 888Basemark X: 4868',"b'Contrast ratio: 812 (nominal), 2.169 (sunlight)'",b'Photo / Video',b'Voice 65dB / Noise 64dB / Ring 75dB',b'Endurance rating 67h',,,,,"b'5 MP, f/2.4, 22mm (wide)'",,b'Corning Gorilla Glass 3',,,,,b'Noise -92.3dB / Crosstalk -90.3dB',,,,,,,,,
b'honor',b'Honor 3X Pro',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-3x-pro.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',,,b'HSPA',"b'2014, May. Released 2014, June'",b'Discontinued',b'149.5 x 77.4 x 8.9 mm (5.89 x 3.05 x 0.35 in)',b'162 g (5.71 oz)',"b'Dual SIM (Mini-SIM, Micro-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'5.5 inches, 83.4 cm2 (~72.1% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",b'HSDPA 900 / 1900 / 2100',b'Android 4.2.2 (Jelly Bean)',b'Mediatek MT6592 (28 nm)',b'Octa-core 1.7 GHz Cortex-A7',b'Mali-450MP4',b'microSDXC (dedicated slot)',b'32GB 2GB RAM',,,"b'LED flash, HDR'",b'1080p@30fps',,,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS, GLONASS'",b'No',,b'FM radio',b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass'","b'Li-Ion 3000 mAh, removable'",,"b'Black, White'",,,b'About 200 EUR',,"b'13 MP, AF'",,,,,,,,,,b'5 MP',,,,,,,,,,,,,,,,
