Brand,Model Name,Model Image,Technology,2G bands,,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,_1,Quad,Features,Video,Dual,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,128GB 8GB RAM,256GB 8GB RAM,Single,Triple,Build,Penta,_1_1,Infrared port,256GB 12GB RAM,Performance,Display,Camera,Loudspeaker_1,Battery life,512GB 8GB RAM,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,128GB 4GB RAM,Single_1,4GB 32MB RAM,128GB 6GB RAM,Dual_1,64GB 3GB RAM,32GB 2GB RAM,SAR EU,4GB,Five,64GB 4GB RAM,256GB 6GB RAM,32GB 3GB RAM,Protection,Audio quality,16GB 2GB RAM,Stand-by,32GB 4GB RAM,Talk time,Music play,SAR,Keyboard,Browser,Alert types,Languages,Stand-by_1,Talk time_1
b'jolla',b'Jolla Jolla C',b'https://fdn2.gsmarena.com/vv/bigpic/jolla-c.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'eMMC 4.5',b'HSDPA 850 / 900 / 2100',"b'1, 3, 7, 20'",,"b'HSPA 42.2/5.76 Mbps, LTE'","b'2016, May'","b'Available. Released 2016, May'",b'142 x 72 x 9.6 mm (5.59 x 2.83 x 0.38 in)',b'150 g (5.29 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~67.4% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Sailfish 2.0',b'Qualcomm MSM8909v2 Snapdragon 212 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Adreno 304',b'microSDHC (dedicated slot)',b'16GB 2GB RAM',b'Android app compatibility MP4/H.264/WMV player MP3/eAAC+/WMA/WAV/Flac player Document viewer Photo viewer',,b'LED flash',b'1080p@30fps',,,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, EDR'","b'Yes, with A-GPS, GLONASS'",b'No',b'No',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2500 mAh, removable (7.98 Wh)'",,b'Black/Red',,b'About 170 EUR',,,"b'8 MP, AF'",,,,,,,,,,,,,,,,,,,,,b'2 MP',,,,,,,,,,,,,,,,,,,,,,,,,
b'jolla',b'Jolla Tablet',b'https://fdn2.gsmarena.com/vv/bigpic/jolla-tablet.jpg',b'No cellular connectivity',b'N/A',b'Android app compatibility MP4/H.264 player MP3/WAV/eAAC+ player Photo/video editor Document viewer',,,,,"b'2014, November'",b'Cancelled',b'203 x 137 x 8.3 mm (7.99 x 5.39 x 0.33 in)',b'384 g (13.55 oz)',b'No',b'IPS LCD',"b'7.85 inches, 186.2 cm2 (~67.0% screen-to-body ratio)'","b'1536 x 2048 pixels, 4:3 ratio (~330 ppi density)'",b'Sailfish 2.0',b'Intel Atom Z3735F',b'Quad-core 1.8 GHz',,"b'microSD, up to 128 GB (dedicated slot) - non microSDXC compliant'","b'32GB 2GB RAM, 64GB 2GB RAM'",,,,b'1080p@60fps',,,b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band'",b'3.0',"b'A-GPS, GLONASS'",b'No',b'No',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, gyro, proximity, compass'","b'Li-Ion 4450 mAh, non-removable'",,b'Black',,b'About 170 EUR',,,"b'5 MP, AF'",,,,,,,,,,,,,b'No',b'No',,,,,,,b'2 MP',,,,,,,,,,,,,,,,,,,,,,,,,
b'jolla',b'Jolla Jolla',b'https://fdn2.gsmarena.com/vv/bigpic/jolla-jolla.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'eMMC 4.5',b'HSDPA 900 / 2100',"b'3, 7, 20'",,"b'HSPA, LTE'","b'2013, May. Released 2013, November'",b'Discontinued',b'131 x 68 x 9.9 mm (5.16 x 2.68 x 0.39 in)',b'141 g (4.97 oz)',b'Micro-SIM',b'IPS LCD',"b'4.5 inches, 55.8 cm2 (~62.7% screen-to-body ratio)'","b'540 x 960 pixels, 16:9 ratio (~245 ppi density)'","b'Sailfish 1, upgradable to 2.0'",b'Qualcomm Snapdragon 400 (28 nm)',b'Dual-core 1.4 GHz Krait 300',b'Adreno 305',b'microSDHC (dedicated slot)',b'16GB 1GB RAM',b'Android app compatibility MP4/H.264/WMV player MP3/eAAC+/WMA/WAV/Flac player Document viewer Photo viewer',,b'LED flash',b'1080p@30fps',,,b'720p',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, EDR'","b'Yes, with A-GPS, GLONASS'",b'Yes',b'No',b'2.0',"b'Accelerometer, gyro, proximity, compass'","b'Li-Ion 2100 mAh, removable (7.98 Wh)'",,"b'Black, Orange, Green, White'",,b'About 180 EUR',,,"b'8 MP, f/2.4, AF'",,,,,,,,,,,,,,,,,,,,,b'2 MP',,,,,,b'0.55 W/kg (head) \xc2\xa0 \xc2\xa0 1.47 W/kg (body)',,,,,,b'Corning Gorilla Glass 2',,,b'Up to 500 h (2G) / Up to 500 h (3G)',,b'Up to 9 h (2G) / Up to 10 h (3G)',,,,,,,,
